tdate,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
1994-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-05-04,0.03252186839710665,-0.02481207839123624,-0.017852675581563303,0.0,0.0,0.009371559818907266,0.024493280141872718,0.0,0.012935609474947827,-0.01498952320046675,0.01616639821631006,0.0,0.0,-0.01799923484261649
1994-05-05,0.03252186839710665,-0.02481207839123624,-0.017852675581563303,0.0,0.0,0.009371559818907266,0.024493280141872718,0.0,0.012935609474947827,-0.01498952320046675,0.01616639821631006,0.0,0.0,-0.01799923484261649
1994-05-06,0.03252186839710665,-0.02481207839123624,-0.017852675581563303,0.0,0.0,0.009371559818907266,0.024493280141872718,0.0,0.012935609474947827,-0.01498952320046675,0.01616639821631006,0.0,0.0,-0.01799923484261649
1994-05-09,0.03252186839710665,-0.02481207839123624,-0.017852675581563303,0.0,0.0,0.009371559818907266,0.024493280141872718,0.0,0.012935609474947827,-0.01498952320046675,0.01616639821631006,0.0,0.0,-0.01799923484261649
1994-05-10,0.03852470627737381,-0.013555515939853453,-0.021215304310480205,0.0,0.0,0.021775203577985455,0.0271780402268805,0.0,0.0,-0.008886927057583682,0.008733526741691226,-0.015460437982627305,0.0,-0.02175823851165589
1994-05-11,0.03852470627737381,-0.013555515939853453,-0.021215304310480205,0.0,0.0,0.021775203577985455,0.0271780402268805,0.0,0.0,-0.008886927057583682,0.008733526741691226,-0.015460437982627305,0.0,-0.02175823851165589
1994-05-12,0.03852470627737381,-0.013555515939853453,-0.021215304310480205,0.0,0.0,0.021775203577985455,0.0271780402268805,0.0,0.0,-0.008886927057583682,0.008733526741691226,-0.015460437982627305,0.0,-0.02175823851165589
1994-05-13,0.03852470627737381,-0.013555515939853453,-0.021215304310480205,0.0,0.0,0.021775203577985455,0.0271780402268805,0.0,0.0,-0.008886927057583682,0.008733526741691226,-0.015460437982627305,0.0,-0.02175823851165589
1994-05-16,0.03852470627737381,-0.013555515939853453,-0.021215304310480205,0.0,0.0,0.021775203577985455,0.0271780402268805,0.0,0.0,-0.008886927057583682,0.008733526741691226,-0.015460437982627305,0.0,-0.02175823851165589
1994-05-17,0.038659188744069074,-0.01316533764022354,-0.014928443623981212,0.0,0.0,0.03319033870476799,0.020937630397898237,-0.006762304886147195,0.0,-0.00859493982473954,0.0,-0.015456458316077086,0.0,-0.023100458516125685
1994-05-18,0.038659188744069074,-0.01316533764022354,-0.014928443623981212,0.0,0.0,0.03319033870476799,0.020937630397898237,-0.006762304886147195,0.0,-0.00859493982473954,0.0,-0.015456458316077086,0.0,-0.023100458516125685
1994-05-19,0.038659188744069074,-0.01316533764022354,-0.014928443623981212,0.0,0.0,0.03319033870476799,0.020937630397898237,-0.006762304886147195,0.0,-0.00859493982473954,0.0,-0.015456458316077086,0.0,-0.023100458516125685
1994-05-20,0.038659188744069074,-0.01316533764022354,-0.014928443623981212,0.0,0.0,0.03319033870476799,0.020937630397898237,-0.006762304886147195,0.0,-0.00859493982473954,0.0,-0.015456458316077086,0.0,-0.023100458516125685
1994-05-23,0.038659188744069074,-0.01316533764022354,-0.014928443623981212,0.0,0.0,0.03319033870476799,0.020937630397898237,-0.006762304886147195,0.0,-0.00859493982473954,0.0,-0.015456458316077086,0.0,-0.023100458516125685
1994-05-24,0.0405090369482306,-0.01442291686035799,-0.01695295342261867,0.0,0.0,0.02396568487919553,0.020506244161969944,0.0,0.0,-0.009572801305682091,0.0,-0.014224943833368668,0.0,-0.026468738831937056
1994-05-25,0.0405090369482306,-0.01442291686035799,-0.01695295342261867,0.0,0.0,0.02396568487919553,0.020506244161969944,0.0,0.0,-0.009572801305682091,0.0,-0.014224943833368668,0.0,-0.026468738831937056
1994-05-26,0.0405090369482306,-0.01442291686035799,-0.01695295342261867,0.0,0.0,0.02396568487919553,0.020506244161969944,0.0,0.0,-0.009572801305682091,0.0,-0.014224943833368668,0.0,-0.026468738831937056
1994-05-27,0.0405090369482306,-0.01442291686035799,-0.01695295342261867,0.0,0.0,0.02396568487919553,0.020506244161969944,0.0,0.0,-0.009572801305682091,0.0,-0.014224943833368668,0.0,-0.026468738831937056
1994-05-30,0.0405090369482306,-0.01442291686035799,-0.01695295342261867,0.0,0.0,0.02396568487919553,0.020506244161969944,0.0,0.0,-0.009572801305682091,0.0,-0.014224943833368668,0.0,-0.026468738831937056
1994-05-31,0.0341871239853118,-0.012205550869930474,-0.015459111773102913,0.0,0.0,0.02144715139331634,0.017225521407945844,0.0,0.011598368204997706,-0.008580081292641706,0.0,-0.011972530207746019,-0.012289004938275772,-0.02427055242659902
1994-06-01,0.0341871239853118,-0.012205550869930474,-0.015459111773102913,0.0,0.0,0.02144715139331634,0.017225521407945844,0.0,0.011598368204997706,-0.008580081292641706,0.0,-0.011972530207746019,-0.012289004938275772,-0.02427055242659902
1994-06-02,0.0341871239853118,-0.012205550869930474,-0.015459111773102913,0.0,0.0,0.02144715139331634,0.017225521407945844,0.0,0.011598368204997706,-0.008580081292641706,0.0,-0.011972530207746019,-0.012289004938275772,-0.02427055242659902
1994-06-03,0.0341871239853118,-0.012205550869930474,-0.015459111773102913,0.0,0.0,0.02144715139331634,0.017225521407945844,0.0,0.011598368204997706,-0.008580081292641706,0.0,-0.011972530207746019,-0.012289004938275772,-0.02427055242659902
