tdate,AEX,CAC,DAX,FTSE,MIB,OMX,SMI,SPX,TSX,AS51,HSI,NKY,SG,IBEX
2010-10-04,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-05,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-06,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-07,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-08,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-11,0.0,0.0,0.06746326816480894,0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,-0.06746326816480894,0.06746326816480894,0.0,-0.06746326816480894,0.0,0.0
2010-10-12,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-13,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-14,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-15,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-18,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-19,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-20,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-21,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-22,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-25,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-26,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-27,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-28,0.0,0.0,0.07548959450102956,0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,-0.07548959450102956,0.07548959450102956,0.0,-0.07548959450102956,0.0,0.0
2010-10-29,-0.10162527098458989,0.10162527098458989,-0.10162527098458989,0.0,0.0,0.0,0.10162527098458989,0.10162527098458989,-0.10162527098458989,0.10162527098458989,0.0,-0.10162527098458989,0.0,0.0
2010-11-01,-0.10162527098458989,0.10162527098458989,-0.10162527098458989,0.0,0.0,0.0,0.10162527098458989,0.10162527098458989,-0.10162527098458989,0.10162527098458989,0.0,-0.10162527098458989,0.0,0.0
2010-11-02,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
