tdate,BOND,CANA,BUND,GILT
1994-05-03,0.0,0.0,0.0,0.0
1994-05-04,-0.12554017611326612,-0.09952421616459875,0.11807775240556355,0.07638647037403279
1994-05-05,-0.12554017611326612,-0.09952421616459875,0.11807775240556355,0.07638647037403279
1994-05-06,-0.12554017611326612,-0.09952421616459875,0.11807775240556355,0.07638647037403279
1994-05-09,-0.12554017611326612,-0.09952421616459875,0.11807775240556355,0.07638647037403279
1994-05-10,-0.22740554469937363,0.18643247550642628,-0.2288224072895837,0.14547560379791877
1994-05-11,-0.22740554469937363,0.18643247550642628,-0.2288224072895837,0.14547560379791877
1994-05-12,-0.22740554469937363,0.18643247550642628,-0.2288224072895837,0.14547560379791877
1994-05-13,-0.22740554469937363,0.18643247550642628,-0.2288224072895837,0.14547560379791877
1994-05-16,-0.22740554469937363,0.18643247550642628,-0.2288224072895837,0.14547560379791877
1994-05-17,-0.2170625420701116,0.1766282329301228,-0.22465246858793766,0.14498593688813935
1994-05-18,-0.2170625420701116,0.1766282329301228,-0.22465246858793766,0.14498593688813935
1994-05-19,-0.2170625420701116,0.1766282329301228,-0.22465246858793766,0.14498593688813935
1994-05-20,-0.2170625420701116,0.1766282329301228,-0.22465246858793766,0.14498593688813935
1994-05-23,-0.2170625420701116,0.1766282329301228,-0.22465246858793766,0.14498593688813935
1994-05-24,-0.2151422295524307,0.17506563533296565,-0.22266500938174266,0.14370327288338414
1994-05-25,-0.2151422295524307,0.17506563533296565,-0.22266500938174266,0.14370327288338414
1994-05-26,-0.2151422295524307,0.17506563533296565,-0.22266500938174266,0.14370327288338414
1994-05-27,-0.2151422295524307,0.17506563533296565,-0.22266500938174266,0.14370327288338414
1994-05-30,-0.2151422295524307,0.17506563533296565,-0.22266500938174266,0.14370327288338414
1994-05-31,-0.11165539112149327,-0.09216241352090083,0.11193922344537877,0.07527202330197749
1994-06-01,-0.11165539112149327,-0.09216241352090083,0.11193922344537877,0.07527202330197749
1994-06-02,-0.11165539112149327,-0.09216241352090083,0.11193922344537877,0.07527202330197749
1994-06-03,-0.11165539112149327,-0.09216241352090083,0.11193922344537877,0.07527202330197749
1994-06-06,-0.11165539112149327,-0.09216241352090083,0.11193922344537877,0.07527202330197749
1994-06-07,-0.11229251944451925,-0.09239080004811578,0.11170424165614797,0.0703821911294311
1994-06-08,-0.11229251944451925,-0.09239080004811578,0.11170424165614797,0.0703821911294311
1994-06-09,-0.11229251944451925,-0.09239080004811578,0.11170424165614797,0.0703821911294311
1994-06-10,-0.11229251944451925,-0.09239080004811578,0.11170424165614797,0.0703821911294311
1994-06-13,-0.11229251944451925,-0.09239080004811578,0.11170424165614797,0.0703821911294311
1994-06-14,-0.11305439284834402,-0.09094042446469089,0.1068558933484489,0.06833599541938319
1994-06-15,-0.11305439284834402,-0.09094042446469089,0.1068558933484489,0.06833599541938319
1994-06-16,-0.11305439284834402,-0.09094042446469089,0.1068558933484489,0.06833599541938319
1994-06-17,-0.11305439284834402,-0.09094042446469089,0.1068558933484489,0.06833599541938319
1994-06-20,-0.11305439284834402,-0.09094042446469089,0.1068558933484489,0.06833599541938319
1994-06-21,-0.2102664283249233,0.16295476259571232,-0.19245957808254857,0.12583857241019936
1994-06-22,-0.2102664283249233,0.16295476259571232,-0.19245957808254857,0.12583857241019936
1994-06-23,-0.2102664283249233,0.16295476259571232,-0.19245957808254857,0.12583857241019936
1994-06-24,-0.2102664283249233,0.16295476259571232,-0.19245957808254857,0.12583857241019936
1994-06-27,-0.2102664283249233,0.16295476259571232,-0.19245957808254857,0.12583857241019936
1994-06-28,-0.19713781215177145,0.05093514761436435,0.17124210426226444,-0.03900699529916655
1994-06-29,-0.19713781215177145,0.05093514761436435,0.17124210426226444,-0.03900699529916655
1994-06-30,-0.19713781215177145,0.05093514761436435,0.17124210426226444,-0.03900699529916655
1994-07-01,-0.19713781215177145,0.05093514761436435,0.17124210426226444,-0.03900699529916655
1994-07-04,-0.19713781215177145,0.05093514761436435,0.17124210426226444,-0.03900699529916655
1994-07-05,-0.1960243209841941,0.050647451223860745,0.17027487951460113,-0.038786672549992914
1994-07-06,-0.1960243209841941,0.050647451223860745,0.17027487951460113,-0.038786672549992914
1994-07-07,-0.1960243209841941,0.050647451223860745,0.17027487951460113,-0.038786672549992914
1994-07-08,-0.1960243209841941,0.050647451223860745,0.17027487951460113,-0.038786672549992914
1994-07-11,-0.1960243209841941,0.050647451223860745,0.17027487951460113,-0.038786672549992914
1994-07-12,0.07049356443968528,-0.16080703170480623,0.19804638255945625,-0.04300538252427966
1994-07-13,0.07049356443968528,-0.16080703170480623,0.19804638255945625,-0.04300538252427966
1994-07-14,0.07049356443968528,-0.16080703170480623,0.19804638255945625,-0.04300538252427966
1994-07-15,0.07049356443968528,-0.16080703170480623,0.19804638255945625,-0.04300538252427966
1994-07-18,0.07049356443968528,-0.16080703170480623,0.19804638255945625,-0.04300538252427966
1994-07-19,0.06773060551543388,-0.1545042829806823,0.19028405667257986,-0.04131980872217793
1994-07-20,0.06773060551543388,-0.1545042829806823,0.19028405667257986,-0.04131980872217793
1994-07-21,0.06773060551543388,-0.1545042829806823,0.19028405667257986,-0.04131980872217793
1994-07-22,0.06773060551543388,-0.1545042829806823,0.19028405667257986,-0.04131980872217793
1994-07-25,0.06773060551543388,-0.1545042829806823,0.19028405667257986,-0.04131980872217793
1994-07-26,-0.10143687987344568,-0.07713121846653223,0.09499310221546288,0.06188269604042186
1994-07-27,-0.10143687987344568,-0.07713121846653223,0.09499310221546288,0.06188269604042186
