tdate,CAC,AEX,SPX,DAX,HSI,IBEX,NKY,TSX,OMX,SG,SMI,MIB,AS51,FTSE
1993-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-06-07,0.0,-0.00404319799958065,0.0,-0.00404319799958065,-0.00404319799958065,-0.00404319799958065,0.0,0.00404319799958065,0.00404319799958065,0.00404319799958065,-0.00404319799958065,0.00404319799958065,0.0,0.00404319799958065
1993-06-08,0.0,-0.004092042103594064,0.0,-0.004092042103594064,-0.004092042103594064,-0.004092042103594064,0.0,0.004092042103594064,0.004092042103594064,0.004092042103594064,-0.004092042103594064,0.004092042103594064,0.0,0.004092042103594064
1993-06-09,0.0,-0.004092042103594064,0.0,-0.004092042103594064,-0.004092042103594064,-0.004092042103594064,0.0,0.004092042103594064,0.004092042103594064,0.004092042103594064,-0.004092042103594064,0.004092042103594064,0.0,0.004092042103594064
1993-06-10,0.0,-0.004092042103594064,0.0,-0.004092042103594064,-0.004092042103594064,-0.004092042103594064,0.0,0.004092042103594064,0.004092042103594064,0.004092042103594064,-0.004092042103594064,0.004092042103594064,0.0,0.004092042103594064
1993-06-11,0.0,-0.004092042103594064,0.0,-0.004092042103594064,-0.004092042103594064,-0.004092042103594064,0.0,0.004092042103594064,0.004092042103594064,0.004092042103594064,-0.004092042103594064,0.004092042103594064,0.0,0.004092042103594064
1993-06-14,0.0,-0.004092042103594064,0.0,-0.004092042103594064,-0.004092042103594064,-0.004092042103594064,0.0,0.004092042103594064,0.004092042103594064,0.004092042103594064,-0.004092042103594064,0.004092042103594064,0.0,0.004092042103594064
1993-06-15,0.0,-0.004647937176741904,0.0,-0.004647937176741904,-0.004647937176741904,-0.004647937176741904,0.0,0.004647937176741904,0.004647937176741904,0.004647937176741904,-0.004647937176741904,0.004647937176741904,0.0,0.004647937176741904
1993-06-16,0.0,-0.004647937176741904,0.0,-0.004647937176741904,-0.004647937176741904,-0.004647937176741904,0.0,0.004647937176741904,0.004647937176741904,0.004647937176741904,-0.004647937176741904,0.004647937176741904,0.0,0.004647937176741904
1993-06-17,0.0,-0.004647937176741904,0.0,-0.004647937176741904,-0.004647937176741904,-0.004647937176741904,0.0,0.004647937176741904,0.004647937176741904,0.004647937176741904,-0.004647937176741904,0.004647937176741904,0.0,0.004647937176741904
1993-06-18,0.0,-0.004647937176741904,0.0,-0.004647937176741904,-0.004647937176741904,-0.004647937176741904,0.0,0.004647937176741904,0.004647937176741904,0.004647937176741904,-0.004647937176741904,0.004647937176741904,0.0,0.004647937176741904
1993-06-21,0.0,-0.004647937176741904,0.0,-0.004647937176741904,-0.004647937176741904,-0.004647937176741904,0.0,0.004647937176741904,0.004647937176741904,0.004647937176741904,-0.004647937176741904,0.004647937176741904,0.0,0.004647937176741904
1993-06-22,0.0,-0.006291244071460289,0.0,-0.006291244071460289,-0.006291244071460289,-0.006291244071460289,0.0,0.006291244071460289,0.006291244071460289,0.006291244071460289,-0.006291244071460289,0.006291244071460289,0.0,0.006291244071460289
1993-06-23,0.0,-0.006291244071460289,0.0,-0.006291244071460289,-0.006291244071460289,-0.006291244071460289,0.0,0.006291244071460289,0.006291244071460289,0.006291244071460289,-0.006291244071460289,0.006291244071460289,0.0,0.006291244071460289
1993-06-24,0.0,-0.006291244071460289,0.0,-0.006291244071460289,-0.006291244071460289,-0.006291244071460289,0.0,0.006291244071460289,0.006291244071460289,0.006291244071460289,-0.006291244071460289,0.006291244071460289,0.0,0.006291244071460289
1993-06-25,0.0,-0.006291244071460289,0.0,-0.006291244071460289,-0.006291244071460289,-0.006291244071460289,0.0,0.006291244071460289,0.006291244071460289,0.006291244071460289,-0.006291244071460289,0.006291244071460289,0.0,0.006291244071460289
1993-06-28,0.0,-0.006291244071460289,0.0,-0.006291244071460289,-0.006291244071460289,-0.006291244071460289,0.0,0.006291244071460289,0.006291244071460289,0.006291244071460289,-0.006291244071460289,0.006291244071460289,0.0,0.006291244071460289
1993-06-29,0.0,-0.010159400791512624,0.0,-0.010159400791512624,-0.010159400791512624,-0.010159400791512624,0.0,0.010159400791512624,0.010159400791512624,0.010159400791512624,-0.010159400791512624,0.010159400791512624,0.0,0.010159400791512624
1993-06-30,0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,0.0,0.0,0.010627367061685893,0.010627367061685893,0.0,0.010627367061685893,0.0,0.010627367061685893
1993-07-01,0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,0.0,0.0,0.010627367061685893,0.010627367061685893,0.0,0.010627367061685893,0.0,0.010627367061685893
1993-07-02,0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,0.0,0.0,0.010627367061685893,0.010627367061685893,0.0,0.010627367061685893,0.0,0.010627367061685893
1993-07-05,0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,-0.010627367061685893,0.0,0.0,0.010627367061685893,0.010627367061685893,0.0,0.010627367061685893,0.0,0.010627367061685893
1993-07-06,0.048898615383774706,-0.048898615383774706,-0.048898615383774706,-0.048898615383774706,-0.048898615383774706,-0.048898615383774706,0.0,0.0,0.048898615383774706,0.048898615383774706,0.0,0.048898615383774706,0.0,0.048898615383774706
