tdate,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04-05,-0.028103157460115706,-0.03330675887429114,0.018443291151080284,0.0,-0.030698845314509136,0.0,0.015395966921978869,0.0,0.0,0.01943355109676451,0.03177933104716963,-0.0330606909092287,0.0,0.0
2000-04-06,-0.028103157460115706,-0.03330675887429114,0.018443291151080284,0.0,-0.030698845314509136,0.0,0.015395966921978869,0.0,0.0,0.01943355109676451,0.03177933104716963,-0.0330606909092287,0.0,0.0
2000-04-07,-0.028103157460115706,-0.03330675887429114,0.018443291151080284,0.0,-0.030698845314509136,0.0,0.015395966921978869,0.0,0.0,0.01943355109676451,0.03177933104716963,-0.0330606909092287,0.0,0.0
2000-04-10,-0.028103157460115706,-0.03330675887429114,0.018443291151080284,0.0,-0.030698845314509136,0.0,0.015395966921978869,0.0,0.0,0.01943355109676451,0.03177933104716963,-0.0330606909092287,0.0,0.0
2000-04-11,-0.02688898646052093,-0.03223129735973797,0.017864329370050225,0.0,-0.030722755194279507,0.0,0.016310048586581232,0.0,0.0,0.019513408280158025,0.03134137045976853,-0.03191711193317735,0.0,0.0
2000-04-12,-0.02688898646052093,-0.03223129735973797,0.017864329370050225,0.0,-0.030722755194279507,0.0,0.016310048586581232,0.0,0.0,0.019513408280158025,0.03134137045976853,-0.03191711193317735,0.0,0.0
2000-04-13,-0.02688898646052093,-0.03223129735973797,0.017864329370050225,0.0,-0.030722755194279507,0.0,0.016310048586581232,0.0,0.0,0.019513408280158025,0.03134137045976853,-0.03191711193317735,0.0,0.0
2000-04-14,-0.02688898646052093,-0.03223129735973797,0.017864329370050225,0.0,-0.030722755194279507,0.0,0.016310048586581232,0.0,0.0,0.019513408280158025,0.03134137045976853,-0.03191711193317735,0.0,0.0
2000-04-17,-0.02688898646052093,-0.03223129735973797,0.017864329370050225,0.0,-0.030722755194279507,0.0,0.016310048586581232,0.0,0.0,0.019513408280158025,0.03134137045976853,-0.03191711193317735,0.0,0.0
2000-04-18,-0.02921566158553788,-0.0350202369102871,0.019410110607711663,0.0,-0.033381162211125116,0.0,0.017721339577036855,0.0,0.0,0.021201882545129037,0.034053305591267416,-0.03467886535613872,0.0,0.0
2000-04-19,-0.02921566158553788,-0.0350202369102871,0.019410110607711663,0.0,-0.033381162211125116,0.0,0.017721339577036855,0.0,0.0,0.021201882545129037,0.034053305591267416,-0.03467886535613872,0.0,0.0
2000-04-20,-0.02921566158553788,-0.0350202369102871,0.019410110607711663,0.0,-0.033381162211125116,0.0,0.017721339577036855,0.0,0.0,0.021201882545129037,0.034053305591267416,-0.03467886535613872,0.0,0.0
2000-04-21,-0.02921566158553788,-0.0350202369102871,0.019410110607711663,0.0,-0.033381162211125116,0.0,0.017721339577036855,0.0,0.0,0.021201882545129037,0.034053305591267416,-0.03467886535613872,0.0,0.0
2000-04-24,-0.02921566158553788,-0.0350202369102871,0.019410110607711663,0.0,-0.033381162211125116,0.0,0.017721339577036855,0.0,0.0,0.021201882545129037,0.034053305591267416,-0.03467886535613872,0.0,0.0
2000-04-25,-0.034554820512008644,0.0,0.02194195938199497,0.0,0.0,0.04030860565035603,0.02468980261917385,-0.021218605584310057,0.0,-0.02455453334178634,0.0,-0.04056014591063069,0.04185252183474397,0.0
2000-04-26,-0.034554820512008644,0.0,0.02194195938199497,0.0,0.0,0.04030860565035603,0.02468980261917385,-0.021218605584310057,0.0,-0.02455453334178634,0.0,-0.04056014591063069,0.04185252183474397,0.0
2000-04-27,-0.034554820512008644,0.0,0.02194195938199497,0.0,0.0,0.04030860565035603,0.02468980261917385,-0.021218605584310057,0.0,-0.02455453334178634,0.0,-0.04056014591063069,0.04185252183474397,0.0
2000-04-28,-0.034554820512008644,0.0,0.02194195938199497,0.0,0.0,0.04030860565035603,0.02468980261917385,-0.021218605584310057,0.0,-0.02455453334178634,0.0,-0.04056014591063069,0.04185252183474397,0.0
2000-05-01,-0.034554820512008644,0.0,0.02194195938199497,0.0,0.0,0.04030860565035603,0.02468980261917385,-0.021218605584310057,0.0,-0.02455453334178634,0.0,-0.04056014591063069,0.04185252183474397,0.0
2000-05-02,-0.034850683830966504,0.0,0.02242061257827522,0.0,0.0,0.04216079952455014,0.02472507966338505,-0.02226682620294244,0.0,-0.02450138592705578,0.0,-0.037587929777302555,0.03967000535443569,0.0
2000-05-03,-0.034850683830966504,0.0,0.02242061257827522,0.0,0.0,0.04216079952455014,0.02472507966338505,-0.02226682620294244,0.0,-0.02450138592705578,0.0,-0.037587929777302555,0.03967000535443569,0.0
2000-05-04,-0.034850683830966504,0.0,0.02242061257827522,0.0,0.0,0.04216079952455014,0.02472507966338505,-0.02226682620294244,0.0,-0.02450138592705578,0.0,-0.037587929777302555,0.03967000535443569,0.0
2000-05-05,-0.034850683830966504,0.0,0.02242061257827522,0.0,0.0,0.04216079952455014,0.02472507966338505,-0.02226682620294244,0.0,-0.02450138592705578,0.0,-0.037587929777302555,0.03967000535443569,0.0
2000-05-08,-0.034850683830966504,0.0,0.02242061257827522,0.0,0.0,0.04216079952455014,0.02472507966338505,-0.02226682620294244,0.0,-0.02450138592705578,0.0,-0.037587929777302555,0.03967000535443569,0.0
2000-05-09,-0.03554961430045925,0.0,0.022898828708164745,0.0,0.0,0.04120499075299633,0.02718128377795366,-0.022354914464171136,0.0,-0.02514045128476787,0.0,-0.038501272670689986,0.03923562137711512,0.0
