tdate,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
1993-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-05,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-06,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-09,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-10,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-11,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-12,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-13,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-16,-0.014546867711584742,-0.025344402943679335,-0.007666116267857116,0.00786354805174538,0.0,0.017234419402085983,-0.009661048282492885,0.0038045324510759156,0.0,0.007196999005888189,-0.010054735428328765,0.025088274528034433,0.0,0.00915956252384214
1993-08-17,-0.015086938968163282,-0.026285346644853238,-0.007950730737992262,0.008155492431915259,0.0,0.01787426948716469,-0.010019727180881207,0.003945780633315868,0.0,0.007464196891630225,-0.010428030470602211,0.02601970913089072,0.0,0.009499623115581871
1993-08-18,-0.015086938968163282,-0.026285346644853238,-0.007950730737992262,0.008155492431915259,0.0,0.01787426948716469,-0.010019727180881207,0.003945780633315868,0.0,0.007464196891630225,-0.010428030470602211,0.02601970913089072,0.0,0.009499623115581871
1993-08-19,-0.015086938968163282,-0.026285346644853238,-0.007950730737992262,0.008155492431915259,0.0,0.01787426948716469,-0.010019727180881207,0.003945780633315868,0.0,0.007464196891630225,-0.010428030470602211,0.02601970913089072,0.0,0.009499623115581871
1993-08-20,-0.015086938968163282,-0.026285346644853238,-0.007950730737992262,0.008155492431915259,0.0,0.01787426948716469,-0.010019727180881207,0.003945780633315868,0.0,0.007464196891630225,-0.010428030470602211,0.02601970913089072,0.0,0.009499623115581871
1993-08-23,-0.015086938968163282,-0.026285346644853238,-0.007950730737992262,0.008155492431915259,0.0,0.01787426948716469,-0.010019727180881207,0.003945780633315868,0.0,0.007464196891630225,-0.010428030470602211,0.02601970913089072,0.0,0.009499623115581871
1993-08-24,-0.017939410047371988,-0.031255088437382506,-0.009453966718236945,0.009697442482076818,0.0,0.021253738104470763,-0.011914146059709915,0.004691805069762936,0.0,0.008875444448727407,-0.012399646806644252,0.03093922712867077,0.0,0.01129570648661964
1993-08-25,-0.017939410047371988,-0.031255088437382506,-0.009453966718236945,0.009697442482076818,0.0,0.021253738104470763,-0.011914146059709915,0.004691805069762936,0.0,0.008875444448727407,-0.012399646806644252,0.03093922712867077,0.0,0.01129570648661964
1993-08-26,-0.017939410047371988,-0.031255088437382506,-0.009453966718236945,0.009697442482076818,0.0,0.021253738104470763,-0.011914146059709915,0.004691805069762936,0.0,0.008875444448727407,-0.012399646806644252,0.03093922712867077,0.0,0.01129570648661964
1993-08-27,-0.017939410047371988,-0.031255088437382506,-0.009453966718236945,0.009697442482076818,0.0,0.021253738104470763,-0.011914146059709915,0.004691805069762936,0.0,0.008875444448727407,-0.012399646806644252,0.03093922712867077,0.0,0.01129570648661964
1993-08-30,-0.017939410047371988,-0.031255088437382506,-0.009453966718236945,0.009697442482076818,0.0,0.021253738104470763,-0.011914146059709915,0.004691805069762936,0.0,0.008875444448727407,-0.012399646806644252,0.03093922712867077,0.0,0.01129570648661964
1993-08-31,0.020226957823204238,-0.012477765984574497,-0.03280638110408687,-0.011106883814129243,0.0,0.010112468827481576,-0.009976346361874404,0.006618868998353571,0.031536505032259306,-0.011359982605506651,0.0,0.03392313088889478,0.0,-0.011504396729295482
1993-09-01,0.020226957823204238,-0.012477765984574497,-0.03280638110408687,-0.011106883814129243,0.0,0.010112468827481576,-0.009976346361874404,0.006618868998353571,0.031536505032259306,-0.011359982605506651,0.0,0.03392313088889478,0.0,-0.011504396729295482
1993-09-02,0.020226957823204238,-0.012477765984574497,-0.03280638110408687,-0.011106883814129243,0.0,0.010112468827481576,-0.009976346361874404,0.006618868998353571,0.031536505032259306,-0.011359982605506651,0.0,0.03392313088889478,0.0,-0.011504396729295482
