tdate,CANA,GILT,BUND,BOND
1997-06-09,0.0,0.0,0.0,0.0
1997-06-10,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-11,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-12,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-13,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-16,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-17,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-18,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-19,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-20,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-23,0.13962513020879422,-0.12216355591635109,-0.16663702887002133,0.18945038249122204
1997-06-24,0.1482048167155071,-0.12967026341764562,-0.1768765428169512,0.20109173163747449
1997-06-25,0.1482048167155071,-0.12967026341764562,-0.1768765428169512,0.20109173163747449
1997-06-26,0.1482048167155071,-0.12967026341764562,-0.1768765428169512,0.20109173163747449
1997-06-27,0.1482048167155071,-0.12967026341764562,-0.1768765428169512,0.20109173163747449
1997-06-30,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-01,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-02,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-03,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-04,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-07,0.24775022614003914,-0.21676648436486837,0.2956800221000027,-0.3361599379304351
1997-07-08,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-09,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-10,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-11,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-14,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-15,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-16,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-17,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-18,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-21,0.29119569264785244,-0.25477864355929486,0.3475304550837211,-0.39510892680590903
1997-07-22,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-23,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-24,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-25,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-28,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-29,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-30,0.31215305260396076,-0.27311506774760963,0.3725422290446344,-0.42354492434985885
1997-07-31,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-01,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-04,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-05,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-06,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-07,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-08,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-11,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-12,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-13,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-14,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-15,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-18,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-19,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-20,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-21,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-22,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-25,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-26,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-27,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-28,0.2992413101346413,0.28568485003318983,-0.4093856831587907,-0.4757288845068754
1997-08-29,-0.29224382317156444,-0.28795577290799385,0.4056582345953721,0.4474871248079908
1997-09-01,-0.29224382317156444,-0.28795577290799385,0.4056582345953721,0.4474871248079908
1997-09-02,-0.29224382317156444,-0.28795577290799385,0.4056582345953721,0.4474871248079908
