tdate,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
1993-08-04,-0.009970347870837478,-0.03517775254148575,-0.03272528864265552,-0.021224829983527423,-0.0136627294194312,0.0,-0.009386839026911259,0.0,-0.011080311983745187,0.004959120340479659,-0.007164210274782063,0.023072594570521274,-0.021252479463738767,-0.026513937741554788
1993-08-05,-0.009670725457635618,-0.034406021831251486,-0.032116018761320524,-0.02058115393359793,-0.011876108410247443,0.0,-0.009264528012757619,0.0,-0.010473763241613572,0.004881362435957949,-0.00606715743012674,0.02179678495949933,-0.02074360915685899,-0.02614270387817253
1993-08-06,-0.009670725457635618,-0.034406021831251486,-0.032116018761320524,-0.02058115393359793,-0.011876108410247443,0.0,-0.009264528012757619,0.0,-0.010473763241613572,0.004881362435957949,-0.00606715743012674,0.02179678495949933,-0.02074360915685899,-0.02614270387817253
1993-08-09,-0.009604623755050458,-0.03381610381181898,-0.03148890135459925,-0.02149951663445356,-0.011726288675209686,0.0,-0.009242530364344437,0.0,-0.010354243137641925,0.004841833823665592,-0.00587129707486805,0.021481712432256914,-0.02096250418829586,-0.02419703416118582
1993-08-10,-0.009604623755050458,-0.03381610381181898,-0.03148890135459925,-0.02149951663445356,-0.011726288675209686,0.0,-0.009242530364344437,0.0,-0.010354243137641925,0.004841833823665592,-0.00587129707486805,0.021481712432256914,-0.02096250418829586,-0.02419703416118582
1993-08-11,-0.009714245027734138,-0.03371933671239625,-0.031108079193403842,-0.021275618648825396,-0.011568693388044053,0.0,-0.008933918325025368,0.0,-0.010313814369256828,0.005005157960263055,-0.005866196835544503,0.021395514229484755,-0.021261180219377538,-0.022327198478626947
1993-08-12,-0.009392204820531571,-0.03349086564627511,-0.03072883596578902,-0.020554191737692594,-0.011307661697642992,0.0,-0.008953708843554615,0.0,-0.00969253333272973,0.004901775861363703,-0.005817696524933224,0.02060767048645789,-0.02073381367762868,-0.022207386439799484
1993-08-13,-0.009392204820531571,-0.03349086564627511,-0.03072883596578902,-0.020554191737692594,-0.011307661697642992,0.0,-0.008953708843554615,0.0,-0.00969253333272973,0.004901775861363703,-0.005817696524933224,0.02060767048645789,-0.02073381367762868,-0.022207386439799484
1993-08-16,-0.009392204820531571,-0.03349086564627511,-0.03072883596578902,-0.020554191737692594,-0.011307661697642992,0.0,-0.008953708843554615,0.0,-0.00969253333272973,0.004901775861363703,-0.005817696524933224,0.02060767048645789,-0.02073381367762868,-0.022207386439799484
1993-08-17,-0.009392204820531571,-0.03349086564627511,-0.03072883596578902,-0.020554191737692594,-0.011307661697642992,0.0,-0.008953708843554615,0.0,-0.00969253333272973,0.004901775861363703,-0.005817696524933224,0.02060767048645789,-0.02073381367762868,-0.022207386439799484
1993-08-18,-0.009392204820531571,-0.03349086564627511,-0.03072883596578902,-0.020554191737692594,-0.011307661697642992,0.0,-0.008953708843554615,0.0,-0.00969253333272973,0.004901775861363703,-0.005817696524933224,0.02060767048645789,-0.02073381367762868,-0.022207386439799484
1993-08-19,-0.009498470149425165,-0.033869788159235296,-0.03107650830927152,-0.020786746072578178,-0.011435598897936022,0.0,-0.009055012939159288,0.0,-0.009802196639918591,0.0049572355573588136,-0.005883519134899492,0.020840829890859624,-0.020968400291929857,-0.022458645358124356
1993-08-20,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-23,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-24,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-25,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-26,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-27,-0.009448462278748375,-0.034140032774292464,-0.030890210612808403,-0.02128940613700921,-0.011358646190787528,0.0,-0.009014499619030801,0.0,-0.009778349364434129,0.0050111162014158765,-0.005804083718552569,0.0209276077068305,-0.020821071655020687,-0.02144250892086032
1993-08-30,-0.009274184601284792,-0.03432679481434073,-0.030083855132220266,-0.020370298240121393,-0.01158613316075452,0.0,-0.009148432365863537,0.0,-0.00963978771646994,0.005208621912979459,-0.0058016207347073405,0.020738618950480604,-0.020965977606723418,-0.021099346708777875
1993-08-31,0.02782255380385438,-0.022884529876227154,-0.030083855132220266,-0.030555447360182092,-0.01158613316075452,0.0,-0.0045742161829317686,0.0,0.028919363149409818,-0.015625865738938375,-0.0058016207347073405,0.031107928425720906,0.020965977606723418,-0.021099346708777875
1993-09-01,0.02782255380385438,-0.022884529876227154,-0.030083855132220266,-0.030555447360182092,-0.01158613316075452,0.0,-0.0045742161829317686,0.0,0.028919363149409818,-0.015625865738938375,-0.0058016207347073405,0.031107928425720906,0.020965977606723418,-0.021099346708777875
1993-09-02,0.028168982127108746,-0.023169473140938805,-0.030458439707164588,-0.03093590389447078,-0.01173039614653859,0.0,-0.004631171344331673,0.0,0.029279448228445457,-0.01582042884430609,-0.00587385873835904,0.03149526409448854,0.021227032307844333,-0.021362062035114017
1993-09-03,0.028168982127108746,-0.023169473140938805,-0.030458439707164588,-0.03093590389447078,-0.01173039614653859,0.0,-0.004631171344331673,0.0,0.029279448228445457,-0.01582042884430609,-0.00587385873835904,0.03149526409448854,0.021227032307844333,-0.021362062035114017
1993-09-06,0.028168982127108746,-0.023169473140938805,-0.030458439707164588,-0.03093590389447078,-0.01173039614653859,0.0,-0.004631171344331673,0.0,0.029279448228445457,-0.01582042884430609,-0.00587385873835904,0.03149526409448854,0.021227032307844333,-0.021362062035114017
1993-09-07,0.02742933896089528,-0.022988598439407464,-0.028940532014496343,-0.031120354760588456,-0.010827734981366346,0.0,-0.004968131848810586,0.0,0.02777335683435512,-0.01602874433657379,-0.005692062604094091,0.030337834916520652,0.021716945174505668,-0.02040855093144446
1993-09-08,0.02742933896089528,-0.022988598439407464,-0.028940532014496343,-0.031120354760588456,-0.010827734981366346,0.0,-0.004968131848810586,0.0,0.02777335683435512,-0.01602874433657379,-0.005692062604094091,0.030337834916520652,0.021716945174505668,-0.02040855093144446
1993-09-09,0.02742933896089528,-0.022988598439407464,-0.028940532014496343,-0.031120354760588456,-0.010827734981366346,0.0,-0.004968131848810586,0.0,0.02777335683435512,-0.01602874433657379,-0.005692062604094091,0.030337834916520652,0.021716945174505668,-0.02040855093144446
1993-09-10,0.026743467925575113,-0.02241376818795027,-0.028216873574028727,-0.030342189819406108,-0.0105569873044927,0.0,-0.00484390363683622,0.0,0.027078883626909148,-0.01562794534215831,-0.005549732492641423,0.029579236895867247,0.021173912632158776,-0.0198982348069221
1993-09-13,0.026743467925575113,-0.02241376818795027,-0.028216873574028727,-0.030342189819406108,-0.0105569873044927,0.0,-0.00484390363683622,0.0,0.027078883626909148,-0.01562794534215831,-0.005549732492641423,0.029579236895867247,0.021173912632158776,-0.0198982348069221
1993-09-14,0.026743467925575113,-0.02241376818795027,-0.028216873574028727,-0.030342189819406108,-0.0105569873044927,0.0,-0.00484390363683622,0.0,0.027078883626909148,-0.01562794534215831,-0.005549732492641423,0.029579236895867247,0.021173912632158776,-0.0198982348069221
1993-09-15,0.026192916002099168,-0.02244836928965848,-0.028007605277220977,-0.029915056700897693,-0.010335851234375689,0.0,-0.004807495697523244,0.0,0.025945853183509938,-0.01517445640022721,-0.005419059059747769,0.028627490364495432,0.020986397284433623,-0.019911639066928492
1993-09-16,0.026192916002099168,-0.02244836928965848,-0.028007605277220977,-0.029915056700897693,-0.010335851234375689,0.0,-0.004807495697523244,0.0,0.025945853183509938,-0.01517445640022721,-0.005419059059747769,0.028627490364495432,0.020986397284433623,-0.019911639066928492
1993-09-17,0.026192916002099168,-0.02244836928965848,-0.028007605277220977,-0.029915056700897693,-0.010335851234375689,0.0,-0.004807495697523244,0.0,0.025945853183509938,-0.01517445640022721,-0.005419059059747769,0.028627490364495432,0.020986397284433623,-0.019911639066928492
1993-09-20,0.026192916002099168,-0.02244836928965848,-0.028007605277220977,-0.029915056700897693,-0.010335851234375689,0.0,-0.004807495697523244,0.0,0.025945853183509938,-0.01517445640022721,-0.005419059059747769,0.028627490364495432,0.020986397284433623,-0.019911639066928492
1993-09-21,0.02670577387445373,-0.022887908854890587,-0.028555994805560272,-0.03050079417013399,-0.010538227429244958,0.0,-0.0049016265691905255,0.0,0.026453873560433695,-0.015471572590838973,-0.0055251643555202295,0.029188017256499714,0.021397311405595986,-0.02030150939851504
1993-09-22,0.02670577387445373,-0.022887908854890587,-0.028555994805560272,-0.03050079417013399,-0.010538227429244958,0.0,-0.0049016265691905255,0.0,0.026453873560433695,-0.015471572590838973,-0.0055251643555202295,0.029188017256499714,0.021397311405595986,-0.02030150939851504
1993-09-23,0.02670577387445373,-0.022887908854890587,-0.028555994805560272,-0.03050079417013399,-0.010538227429244958,0.0,-0.0049016265691905255,0.0,0.026453873560433695,-0.015471572590838973,-0.0055251643555202295,0.029188017256499714,0.021397311405595986,-0.02030150939851504
1993-09-24,0.02670577387445373,-0.022887908854890587,-0.028555994805560272,-0.03050079417013399,-0.010538227429244958,0.0,-0.0049016265691905255,0.0,0.026453873560433695,-0.015471572590838973,-0.0055251643555202295,0.029188017256499714,0.021397311405595986,-0.02030150939851504
1993-09-27,0.025687224548401385,-0.022521189176028064,-0.02751789855914913,-0.03131724492243286,-0.010244389367300528,0.0,-0.004922094400727699,0.0,0.02607462628025898,-0.016561102052667656,-0.005603666023099862,0.02889930415661646,0.021663172097527543,-0.019480065531063552
1993-09-28,0.025687224548401385,-0.022521189176028064,-0.02751789855914913,-0.03131724492243286,-0.010244389367300528,0.0,-0.004922094400727699,0.0,0.02607462628025898,-0.016561102052667656,-0.005603666023099862,0.02889930415661646,0.021663172097527543,-0.019480065531063552
1993-09-29,0.025476103938476657,-0.022413104563149714,-0.02617344161763278,-0.031157606344337157,-0.010305066019505548,0.0,-0.004958014026095927,0.0,0.025980725793483806,-0.017113180968106136,-0.005630756409470369,0.02858585108401216,0.021848040896725127,-0.018939992747717214
