tdate,AEX,AS51,CAC,DAX,FTSE,HSI,IBEX,MIB,NKY,OMX,SG,SMI,SPX,TSX
2019-01-18,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-21,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-22,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-23,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-24,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-25,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-28,-0.0561819354015278,0.05767939269554395,0.0,0.0486280240438956,0.05792499865240544,-0.03690553238913381,0.0,0.044139407173424954,0.0,0.051845072430587766,0.0,0.05361824492529917,-0.039789988259743975,0.0
2019-01-29,-0.057487780543416876,0.05902004346167153,0.0,0.049758292492348866,0.05927135807458579,-0.03776333320775548,0.0,0.045165346027459405,0.0,0.05305011521668106,0.0,0.05486450182534923,-0.04071483291832434,0.0
2019-01-30,-0.057487780543416876,0.05902004346167153,0.0,0.049758292492348866,0.05927135807458579,-0.03776333320775548,0.0,0.045165346027459405,0.0,0.05305011521668106,0.0,0.05486450182534923,-0.04071483291832434,0.0
2019-01-31,-0.057487780543416876,0.05902004346167153,0.0,0.0,0.05927135807458579,0.0,0.0,0.0,-0.037964528969436445,0.0,0.0,0.0,-0.04071483291832434,0.0
2019-02-01,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-04,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-05,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-06,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-07,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-08,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-11,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-12,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-13,-0.058092897605099655,0.060189244146027776,0.0,0.0,0.05821869513502342,0.0,0.0,0.0,-0.03800685132845181,0.0,0.0,0.0,-0.0405647448691214,0.0
2019-02-14,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-15,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
