,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT,GC3,CL3,NG3,HG3,C3,S3,SI3,SB3,XBW3,SM3,BO3,W3,KC3,CT3
1991-12-31,86.3694,86.4741,65.6629,88.8292,95.6038,89.1786,87.681,110.543,99.6313,97.1475,82.0302,134.5759,74.528,89.8971,86.1112,88.258,74.758,89.592,99.313,87.688,87.274,98.583,98.5,94.3187,84.063,131.26,76.494,99.073
1992-01-07,85.2266,84.3032,65.2486,86.6438,95.0336,89.3387,88.3534,102.6822,97.4073,96.5847,82.4234,131.7497,76.4944,91.8114,84.9618,85.917,75.063,87.753,98.831,87.805,87.937,92.784,96.97,94.1544,84.327,129.624,78.205,101.228
1992-01-14,86.3934,84.1675,62.4004,86.234,98.5498,89.739,91.8947,101.9452,97.4791,96.8661,82.9038,137.3189,74.7199,86.4938,86.0633,86.026,73.652,87.429,102.188,88.364,91.437,93.341,96.613,94.8728,84.873,138.838,76.714,95.605
1992-01-21,87.143,84.665,61.6237,88.2828,98.6449,92.5809,96.0412,103.2963,97.3894,99.6803,85.8304,140.9763,75.1036,84.6403,86.8296,86.163,72.748,89.158,102.472,91.316,95.409,94.01,96.778,97.7494,87.65,142.485,76.99,94.052
1992-01-28,86.5385,86.7002,61.1576,90.1496,100.4505,93.1012,93.8671,102.5593,99.3802,100.806,85.0004,145.465,71.0271,81.1003,86.207,87.803,73.23,90.403,104.272,91.469,93.281,94.121,98.13,98.2922,86.956,145.102,73.355,91.121
1992-02-04,86.5385,87.1525,62.0379,88.8292,101.971,92.5008,93.5309,98.8746,105.9446,100.5246,82.9912,149.3717,67.8618,83.0298,86.207,88.988,75.34,89.067,105.882,90.549,92.93,91.222,101.939,98.0751,84.873,148.749,70.547,92.995
1992-02-11,86.5143,87.5254,58.7838,89.7858,99.4877,90.7998,93.7558,97.0407,102.8868,98.018,81.8519,146.1264,67.7493,81.0165,86.1586,88.669,72.627,89.616,103.893,89.054,93.061,91.222,100.109,96.284,84.005,151.273,70.547,90.241
1992-02-18,85.7647,82.7988,56.208,92.6825,100.3836,92.2762,91.0115,104.2774,101.0396,98.0041,84.1902,138.6512,64.1455,81.2483,85.4589,84.842,70.217,91.583,105.124,90.626,90.406,96.575,98.196,96.6097,86.131,146.131,66.912,90.449
1992-02-25,84.7734,83.472,59.1558,93.1872,99.3669,93.0287,91.2786,98.821,99.1879,98.8408,86.1691,136.8693,62.6259,84.0424,84.5303,85.981,72.627,92.132,103.798,91.431,90.757,92.672,97.421,97.5866,88.171,142.298,65.347,93.924
1992-03-03,84.9668,84.2798,58.4564,93.7378,101.6777,93.3851,92.0129,100.276,100.8728,99.3428,86.1261,132.5417,67.1847,83.9248,84.7684,86.345,71.904,92.553,106.45,91.853,91.459,93.675,99.07,98.2922,88.171,140.989,69.397,93.956
1992-03-10,84.5801,84.7734,60.7047,93.6461,102.0475,94.4544,92.8585,101.7311,99.1879,98.8408,90.0839,135.851,65.2507,80.0572,84.3636,87.083,73.666,92.875,106.14,92.995,92.294,94.378,99.16,97.7701,92.311,144.541,67.336,89.703
1992-03-17,82.3934,86.8378,62.1036,93.5084,99.829,94.296,90.5665,101.0035,101.9737,98.8408,88.4492,131.4386,67.0926,80.7925,82.1968,87.765,75.55,93.126,104.157,92.448,90.052,93.517,99.921,97.4972,90.777,138.735,68.491,89.954
1992-03-24,82.1291,86.2544,64.0022,93.0496,100.3836,92.8307,91.3898,101.0035,99.238,98.8408,85.3087,131.6084,68.0136,82.8807,81.9348,87.992,75.212,92.529,103.868,91.028,90.857,93.296,99.557,97.4972,87.754,138.735,69.423,91.086
1992-03-31,83.0182,87.2417,67.7994,93.279,97.703,93.1871,92.1909,105.2474,101.0229,99.6775,85.3087,128.6385,63.0864,86.91,82.7921,89.083,78.087,92.713,101.455,91.551,91.64,95.061,101.413,98.5308,87.754,135.308,64.943,93.456
1992-04-07,81.7206,90.787,64.2021,93.9673,95.1149,90.3753,90.8558,118.8277,103.9588,96.8885,83.803,123.7169,64.2837,87.41,81.4824,91.584,77.242,93.678,99.234,88.19,90.226,101.016,104.153,95.1841,86.074,132.715,66.406,95.056
1992-04-14,81.8888,89.4134,62.7882,91.562,93.8063,91.0785,91.4191,115.4505,98.7168,97.0293,83.8167,123.0452,60.4999,84.223,81.5542,90.266,75.55,91.968,98.655,88.488,90.748,96.053,101.552,95.5286,85.864,132.159,62.547,92.927
1992-04-21,82.1051,91.836,67.5792,91.4702,94.4401,92.4473,88.9453,116.2026,103.0684,98.6804,85.5549,124.4414,58.9008,84.3086,81.7894,92.676,77.918,91.931,99.041,90.505,88.312,96.715,104.5,97.7433,87.964,133.085,60.95,92.897
1992-04-28,81.0238,91.8809,69.5965,92.3414,90.9994,90.7657,87.7084,120.8407,103.7203,97.1944,82.8416,125.6632,57.6126,88.0442,80.7074,92.858,78.651,92.795,96.338,88.862,87.073,99.472,105.072,96.4145,85.361,134.66,59.353,95.463
1992-05-05,81.168,93.5409,73.9337,91.7454,93.3536,92.6428,90.1159,120.3393,106.6214,97.8548,86.8268,129.7647,53.5259,87.1032,80.7779,94.404,84.289,92.29,99.427,90.73,89.4,100.134,107.223,97.3004,89.14,138.92,55.405,94.678
1992-05-12,80.6543,94.5727,73.8833,92.7082,93.9874,94.6372,90.7344,121.2167,106.3769,100.4966,88.2258,126.8849,55.9246,86.4331,80.1663,95.634,84.343,93.119,100.393,92.859,89.967,100.575,108.291,99.0229,90.693,136.629,57.763,93.063
1992-05-19,81.2714,91.2977,80.9438,92.754,92.0859,95.0283,90.381,117.7068,102.335,101.3221,88.4378,120.6017,58.2789,83.6242,80.7779,93.656,86.396,93.115,99.604,93.045,89.562,98.479,105.556,100.1057,90.987,129.852,59.478,91.826
1992-05-26,81.3432,98.7002,82.2046,92.7082,92.8103,94.2852,90.6018,119.5871,108.8705,99.8361,88.141,121.8235,57.124,81.129,80.9191,100.114,87.915,92.941,100.376,92.074,89.863,99.472,111.172,98.6784,90.693,131.032,57.664,88.898
1992-06-02,81.6063,99.1937,83.3141,93.8544,95.2551,98.5478,90.1822,123.9745,107.2244,102.9732,93.6525,124.965,54.3255,84.2658,81.2014,100.251,91.0,93.859,104.426,96.108,89.476,102.45,112.21,101.2376,95.522,134.846,55.766,90.875
1992-06-09,81.3671,100.2313,82.1987,95.3858,95.7404,98.4833,89.4139,126.1342,109.0805,102.2336,93.566,131.1468,54.6897,87.7385,80.9661,100.572,89.006,95.182,104.329,96.37,88.702,104.344,113.156,101.2376,95.732,140.476,56.146,94.648
1992-06-16,82.2759,100.6548,81.4835,95.3216,90.6722,93.2896,90.6393,131.1277,107.7393,99.0971,86.9725,122.7662,55.569,88.5271,81.8365,101.167,88.437,95.182,98.929,91.29,89.906,107.915,112.377,98.137,88.972,131.577,56.905,95.614
1992-06-23,82.7543,101.739,77.7235,96.8368,91.4777,94.4347,89.1049,130.3274,108.6395,99.445,88.4501,122.7662,50.6659,88.8625,82.2834,102.266,85.968,96.568,100.472,92.41,88.401,106.908,113.934,98.4815,90.483,132.031,51.885,95.976
1992-06-30,82.3716,97.4472,78.8052,100.7396,90.6722,94.4729,88.9515,130.194,101.488,99.6934,87.8755,121.6446,49.9777,88.2895,81.907,98.373,86.87,100.141,99.701,92.448,88.251,106.797,108.67,98.7276,89.895,131.94,51.379,95.357
1992-07-07,83.0174,96.4081,81.9986,104.0456,87.7184,89.7397,85.3785,126.3255,100.5711,96.0158,84.0584,117.1584,52.2142,85.0195,82.5186,97.457,88.484,102.85,95.265,87.816,84.638,104.56,107.836,95.0856,85.99,127.218,53.404,91.826
1992-07-14,84.1363,96.4985,86.8917,105.0557,83.78,88.1365,86.7595,128.3264,99.5543,96.4134,82.2935,117.6761,52.9884,87.4231,83.6007,97.283,90.224,103.732,91.312,86.265,85.971,105.119,107.987,95.3215,84.184,127.581,53.868,94.422
1992-07-21,85.6751,97.3569,90.0336,106.0659,81.2738,86.0753,86.6937,132.9953,101.0212,95.6182,80.6928,118.1074,53.1605,86.2213,85.1297,97.513,91.847,105.201,88.998,84.239,85.928,107.02,107.242,94.386,82.639,127.491,53.657,93.124
1992-07-28,85.9118,99.6157,94.6692,105.5149,79.9311,85.9226,86.7595,134.1958,102.4049,94.1273,80.3234,115.6918,48.6874,83.9994,85.3649,99.354,93.136,105.018,87.648,84.018,85.993,108.027,108.844,93.0567,82.263,125.22,50.071,90.724
1992-08-04,84.3967,96.4533,95.8539,103.4028,78.499,83.9759,85.0935,125.9253,99.4876,93.7794,78.3943,107.0645,48.7304,85.7462,83.8594,96.777,90.807,103.319,85.623,82.028,84.337,102.771,105.658,92.4658,80.384,116.866,49.945,92.611
1992-08-11,83.071,94.5445,98.9739,103.4756,77.6157,82.3345,85.385,131.1277,99.659,92.5867,76.8346,107.6124,45.4224,80.8692,82.5437,95.212,94.342,103.304,84.728,80.591,84.615,104.896,104.912,91.5796,78.797,117.16,46.784,87.507
1992-08-18,80.1828,96.4773,96.0746,105.993,78.4274,82.7926,82.7571,125.5251,102.3787,93.0837,77.6966,105.9012,43.5324,80.8832,79.6415,96.869,92.637,105.851,85.505,80.996,81.981,101.317,106.683,91.9735,79.716,114.937,45.042,87.185
1992-08-25,81.2718,95.7956,96.5089,104.2471,79.8389,84.9683,81.151,120.7229,100.9212,95.32,79.4204,112.4887,43.1233,78.6333,80.7411,96.316,92.554,104.552,86.801,83.06,80.385,98.298,105.863,93.9922,81.428,122.766,44.438,84.774
1992-09-01,81.2955,97.6133,100.6588,103.3742,77.6334,83.2506,81.3897,119.3889,103.5377,94.9225,75.8906,112.6555,44.7598,76.2297,80.7411,98.019,94.384,104.181,84.765,81.401,80.619,98.186,107.614,93.549,77.92,122.588,45.484,82.037
1992-09-08,81.5795,98.9312,100.9483,101.4905,79.7507,85.7699,81.2161,122.5904,103.7133,96.7116,79.5846,114.0731,43.737,75.6568,80.9751,99.077,94.426,102.417,86.801,83.833,80.385,100.422,107.894,95.2231,81.595,123.032,44.438,81.563
1992-09-15,82.4792,100.0673,113.3497,99.1473,77.9863,85.0065,83.1694,126.009,104.3455,94.3261,81.7599,111.4047,42.6732,78.0324,81.8641,100.077,103.063,100.19,84.95,83.098,82.343,101.541,108.934,93.6447,83.642,120.986,43.111,83.546
1992-09-22,83.0236,98.9767,122.3733,98.3663,75.6926,82.3727,83.6035,119.9029,101.3075,92.2388,77.4503,112.1552,46.5191,78.3398,82.4023,99.239,105.833,99.54,82.637,80.338,82.769,96.62,107.25,91.7679,79.402,121.075,46.65,84.004
1992-09-29,82.8343,98.4768,121.2634,96.7582,76.0454,82.7163,81.3463,121.0131,100.7982,92.3382,77.9428,115.991,44.2689,73.2811,82.1917,99.146,100.846,98.38,83.192,80.592,80.513,97.515,107.34,91.7185,79.896,123.922,44.519,78.752
1992-10-06,83.1894,99.113,117.7409,94.2313,74.3693,81.0367,81.4982,118.7926,102.6597,91.0461,75.316,115.3239,48.2784,74.3432,82.5426,99.751,98.464,96.236,81.249,78.921,80.662,95.726,108.119,90.5825,77.262,123.388,48.902,79.655
1992-10-13,81.6506,100.3763,107.6426,91.9341,74.1928,82.138,80.6301,121.7069,104.2814,90.0324,77.9572,117.9923,51.9198,74.0637,80.8987,100.682,92.812,94.064,80.786,79.938,79.811,98.074,108.735,90.138,79.731,125.168,52.2,78.072
1992-10-20,81.5795,100.5962,117.0627,92.3016,74.1928,83.552,82.323,123.6498,104.1282,91.33,79.4724,118.0756,53.0654,74.5388,81.0292,100.961,98.63,94.25,81.156,81.318,81.513,99.64,108.916,91.0764,81.296,125.168,53.286,78.974
1992-10-27,80.0171,96.2443,109.9961,92.3476,72.5166,82.7584,81.4331,119.9029,100.7142,90.4385,77.9668,115.4907,54.4564,71.8138,79.4431,97.237,95.028,94.204,79.675,80.556,80.641,96.62,105.222,90.2368,79.773,122.855,54.894,76.74
1992-11-03,80.0644,94.8701,115.0158,91.5665,74.4575,84.2322,82.0842,124.0661,99.8429,90.6861,80.4897,119.9935,55.4793,76.7607,79.5131,95.98,98.353,93.554,81.804,81.863,81.3,99.975,104.135,90.5331,82.284,127.125,56.222,81.415
1992-11-10,78.1392,94.2287,114.0411,87.8175,72.909,83.4764,79.1062,121.2906,97.8336,88.4078,80.5711,121.6151,51.7458,77.6868,77.6005,95.748,98.384,89.738,80.103,81.194,78.347,97.787,103.431,89.1795,82.282,128.517,53.015,83.452
1992-11-17,79.1405,92.9461,110.1423,87.7606,75.9571,85.5548,81.6135,121.1518,96.5889,90.389,83.5416,124.3162,56.6883,78.4433,78.5568,94.563,95.151,89.722,83.079,83.032,80.869,97.897,101.733,90.2583,85.184,130.608,57.701,84.117
1992-11-24,79.0698,92.6254,99.3717,87.7153,76.2943,85.8571,81.3556,116.711,96.5,90.5375,85.0066,125.9984,54.8724,78.1954,78.4635,94.144,89.296,89.666,83.705,83.391,80.594,94.806,101.65,89.7196,86.982,134.082,55.853,84.102
1992-12-01,79.2584,89.373,92.3538,88.8043,74.1024,84.6101,81.0118,117.6824,92.8548,88.705,83.1754,122.8863,59.7675,80.0133,78.6968,91.486,89.296,90.872,81.38,81.846,80.256,95.469,98.936,88.5932,84.817,131.077,60.475,86.304
1992-12-08,79.3056,86.3698,95.8605,90.2564,73.7652,84.6251,81.0763,114.4906,91.2594,89.8144,82.086,120.2789,61.5834,80.5366,78.7156,89.294,90.76,92.243,80.933,81.918,80.298,93.151,97.87,88.7891,83.795,128.636,62.863,86.844
1992-12-15,79.0698,87.0928,100.9609,90.6194,75.0297,86.2294,79.9804,113.5191,91.9483,91.5282,84.7659,121.2041,62.1361,80.7845,78.4594,90.04,91.696,92.519,82.274,83.391,79.2,92.047,97.92,90.3073,86.451,129.481,63.364,87.048
1992-12-22,78.4802,90.4058,100.0425,92.8429,73.8495,87.3171,79.6795,113.6579,95.8248,93.1644,84.4836,119.1854,64.3863,79.5726,77.8789,93.304,91.345,94.59,80.933,84.577,78.904,92.047,100.817,91.9724,86.328,126.57,65.867,85.867
1992-12-29,78.4802,89.4982,97.2874,93.206,73.3437,85.9294,78.7985,116.2947,95.1447,91.8257,82.8302,117.5032,61.2676,80.7018,77.8557,92.465,91.872,95.013,80.307,83.212,78.038,93.813,100.335,90.5521,84.98,125.913,62.747,87.136
1993-01-05,77.5841,87.9097,94.6547,96.2463,73.0907,85.5543,79.4002,112.2701,94.9067,90.5366,84.04,121.6247,56.6883,80.6743,76.9269,91.253,90.642,97.856,80.217,82.852,78.629,91.164,99.968,89.4257,86.042,128.73,58.664,87.034
1993-01-12,77.5369,84.2335,93.2465,88.5321,74.6082,87.7297,79.4432,118.2375,90.3331,91.2803,87.75,124.0639,56.4909,83.7041,76.9269,88.187,89.183,90.467,81.786,84.603,78.649,95.098,96.197,90.1203,89.785,130.666,59.064,89.517
1993-01-19,77.475,84.8689,92.3281,90.0295,74.1024,87.9548,79.3572,117.2661,92.0163,91.8257,87.7903,132.0544,51.7932,84.7645,76.7876,88.635,89.946,91.689,81.57,84.794,78.519,95.582,97.061,90.1576,89.94,136.562,54.702,90.369
1993-01-26,77.9686,89.1351,97.2874,91.164,73.0064,86.4545,79.5506,119.6253,95.6888,90.8837,85.0078,127.3442,45.7138,82.3544,77.2519,92.008,93.226,92.875,80.439,83.12,78.666,97.119,100.2,89.8172,87.064,132.311,49.171,87.874
1993-02-02,77.71,90.7689,96.0629,90.0295,71.7419,85.8168,78.906,111.5763,95.0597,88.8508,84.3626,125.5779,50.0168,82.3269,77.043,93.025,95.643,92.094,79.396,82.55,78.036,94.156,100.466,88.261,86.336,131.197,53.573,88.494
1993-02-09,77.475,90.9687,103.5083,90.5025,71.9869,85.2308,79.5098,113.4364,93.8871,88.3837,83.3165,123.4234,46.8688,83.0334,76.8106,92.887,98.981,92.654,79.483,82.051,78.645,97.228,100.184,88.0665,85.445,130.59,49.51,89.316
1993-02-16,78.3682,88.7265,106.8551,89.6894,71.5779,85.6189,79.7651,124.605,90.2652,88.0378,84.5683,122.037,49.4645,86.2026,77.7278,90.715,99.902,91.956,79.135,82.443,78.917,105.239,97.161,87.7747,86.821,130.185,51.692,92.992
1993-02-23,77.9451,92.9472,108.4518,88.7875,71.4966,85.7309,76.969,127.3566,93.9861,87.7913,83.6123,122.1268,48.6155,86.2977,77.2653,94.874,99.269,91.037,78.874,82.265,76.169,108.531,100.831,87.5316,85.85,128.767,50.864,92.747
1993-03-02,77.6865,93.2195,109.0045,85.4958,72.3913,87.3731,76.5634,132.5976,93.7812,89.5166,85.2853,122.1268,47.545,84.4638,77.034,95.29,100.419,87.865,79.918,84.081,75.77,111.824,101.08,89.2822,87.672,128.363,50.676,91.046
1993-03-09,76.9068,94.218,115.5141,85.9016,71.8219,86.1788,76.3713,129.453,95.6101,87.7913,84.2895,119.0736,47.0651,85.3876,76.2709,96.213,104.01,88.258,79.223,82.991,75.581,110.561,102.553,87.7425,86.588,125.476,49.353,92.012
1993-03-16,77.4923,91.9488,114.4087,87.5701,71.9033,86.8133,78.2283,144.1278,93.1347,89.2701,83.4928,119.343,44.7026,86.3248,76.8259,94.308,102.886,89.899,79.037,83.646,77.375,120.174,100.09,88.9315,86.484,123.388,46.908,92.609
1993-03-23,78.148,90.9049,122.9448,88.1112,74.0181,88.3062,78.1643,154.3478,91.6211,90.8475,84.7276,122.1268,45.404,82.9968,77.4734,93.522,105.752,90.264,80.903,84.803,77.312,130.712,99.491,89.8227,87.284,123.588,47.567,90.75
1993-03-30,79.3424,92.0396,125.4013,86.7584,74.9128,87.5971,83.2443,158.8026,94.9794,91.6855,82.4571,124.5513,41.8603,83.0647,78.676,95.048,111.77,89.078,81.327,84.207,82.334,140.302,101.238,89.7289,85.963,124.389,44.122,91.092
1993-04-06,79.4595,92.1303,132.2179,83.4215,74.5874,88.1196,82.2838,150.286,94.3488,91.1433,84.8073,123.3839,41.1589,84.4367,78.7685,95.464,118.648,85.839,81.327,84.873,81.376,136.632,101.323,89.3067,88.605,126.09,43.463,92.951
1993-04-13,79.3424,92.8979,144.4996,81.6118,75.8353,88.8079,82.7605,143.3066,95.3572,91.7345,85.2585,125.8356,40.2191,83.0488,78.6484,96.204,132.978,84.023,82.514,85.434,81.855,132.725,102.436,90.3856,88.685,127.191,42.583,92.133
1993-04-20,79.881,91.6255,145.78,73.5641,75.3874,87.8307,83.8439,146.4378,94.2202,91.0793,84.0933,124.3182,39.4112,84.1682,79.177,95.371,130.685,75.804,82.09,84.032,82.939,137.342,101.066,89.3067,87.604,125.89,41.777,91.687
1993-04-27,82.4571,91.2672,145.78,76.3797,72.3719,88.0157,87.2791,163.0015,93.4437,91.2259,84.3295,119.6288,44.4136,82.7741,81.7473,95.325,133.093,78.595,78.783,84.207,86.336,145.038,100.724,88.9315,88.084,121.186,46.834,91.42
1993-05-04,83.3001,92.0733,142.8758,73.0278,73.3241,87.5346,91.0111,152.3355,95.3538,91.6657,82.7153,116.2365,42.0911,80.2138,82.5965,95.787,130.227,75.174,79.8,83.121,90.024,141.012,101.854,88.7439,86.404,117.884,44.379,89.784
1993-05-11,83.6842,91.8494,134.8576,71.1507,72.6893,89.4962,90.6082,156.4764,94.6239,93.7179,84.4082,117.1344,43.0915,82.6266,83.1014,95.621,124.447,73.045,79.222,85.189,89.6,143.972,101.336,90.667,88.044,118.664,45.421,90.691
1993-05-18,88.0793,88.0876,141.5499,71.8658,72.7686,89.5702,98.0723,154.9706,91.3626,93.669,84.4476,118.5313,45.2354,82.7473,87.5077,92.732,126.465,73.807,79.464,84.979,97.081,145.512,98.872,90.0572,88.245,120.138,47.485,88.876
1993-05-25,88.7319,89.1176,131.5745,73.6088,71.3403,89.9404,98.454,147.8181,91.7664,93.8645,84.6051,115.2387,45.3783,80.951,88.1962,93.654,121.781,75.431,78.633,84.943,97.494,140.42,99.104,89.6351,88.365,117.24,47.66,87.478
1993-06-01,86.541,90.6402,137.5724,71.8658,69.6738,87.2014,93.4073,134.8935,91.5801,91.1771,82.7547,112.8442,43.7704,80.7634,85.9931,94.854,126.205,73.672,76.557,82.209,92.519,130.593,100.712,87.196,86.524,114.923,46.116,86.973
1993-06-08,87.5432,88.0232,133.7132,73.0189,69.9145,87.3788,93.2593,139.5243,87.2657,91.9392,81.8798,113.6446,41.7757,79.8229,87.0029,93.008,126.726,74.655,77.388,82.314,92.416,134.864,98.158,87.8058,85.643,116.082,44.186,86.779
1993-06-15,86.4244,84.0504,135.16,73.8481,67.7937,86.2145,90.9162,136.571,84.0965,90.8694,79.7051,111.8355,43.7308,79.0229,85.8324,89.779,126.726,75.241,75.229,81.017,90.104,132.978,95.194,86.8208,83.322,114.343,46.327,86.333
1993-06-22,86.1681,83.7875,135.8896,74.9603,69.7306,92.7431,90.3268,125.078,84.0044,96.1223,86.7874,113.7027,43.8346,77.7977,85.6259,89.779,127.923,76.505,77.637,87.152,89.547,122.88,95.051,91.8396,90.726,116.371,46.432,84.995
1993-06-29,88.4522,84.4448,137.4096,76.4283,69.5757,95.0561,96.7261,122.8772,84.9253,98.086,89.3141,111.8355,41.9317,77.3485,87.9438,90.517,130.889,77.993,77.554,89.326,95.884,121.664,95.765,93.7158,93.367,113.957,44.291,84.504
1993-07-06,91.622,81.2458,132.3631,77.7185,77.246,104.1215,107.8827,131.4358,82.1625,107.1189,97.0472,122.9404,49.5777,79.159,91.1338,87.472,125.268,78.995,85.857,97.845,106.907,128.72,93.051,102.3463,101.451,124.58,51.31,86.482
1993-07-13,91.9573,80.5446,130.6607,75.761,72.9072,104.6065,106.6197,118.5979,82.5462,107.9044,95.4393,114.0958,50.927,82.6847,91.501,86.596,123.835,77.046,81.207,98.295,105.648,121.055,92.793,103.1128,99.921,116.371,53.381,90.334
1993-07-20,91.4484,78.1783,122.5134,75.5386,74.9217,108.8967,106.5566,119.6983,79.5685,113.9918,95.9753,120.975,50.0274,84.8628,90.9961,84.099,121.504,76.92,83.2,102.387,105.566,121.664,90.24,108.8757,100.314,122.745,52.469,92.713
1993-07-27,91.2408,80.7199,128.2895,77.3181,75.7739,104.8676,107.0407,111.6288,82.1011,110.1135,92.3767,126.38,50.3388,83.0659,90.7896,85.725,122.585,78.67,83.034,98.716,106.04,116.31,92.918,104.92,96.794,127.477,52.89,90.75
1993-08-03,94.0085,78.2221,133.0927,76.8287,74.7667,105.3526,113.3558,123.8553,79.7067,109.5735,94.9799,122.4491,54.8364,79.1181,93.5436,84.279,123.224,78.048,82.287,99.031,112.295,125.313,90.669,104.5433,99.434,123.228,57.347,86.437
1993-08-10,88.6576,76.7601,135.089,74.1614,74.1759,100.4655,100.1729,120.3096,82.0972,104.2225,92.2236,122.1499,51.9153,78.4103,88.2187,83.602,124.796,75.638,81.617,94.764,99.214,121.177,90.312,99.5987,96.594,122.918,54.577,85.712
1993-08-17,86.4666,78.8698,140.3235,74.8441,73.4062,98.2271,98.9732,114.8077,85.4265,102.6515,90.1563,123.9123,49.3215,75.7285,85.9995,85.635,126.516,76.171,80.649,92.631,98.005,115.337,92.739,98.0917,94.674,124.104,52.149,82.971
1993-08-24,86.4666,78.8275,138.682,76.6155,73.7838,100.2043,99.5775,114.4409,84.8569,104.7625,91.611,121.4148,51.7875,76.9673,85.9995,85.5,123.814,77.648,81.294,94.729,98.577,116.067,92.829,100.3521,96.114,122.09,54.437,84.35
1993-08-31,86.6511,78.5311,138.2858,76.1727,71.7448,99.0105,101.7861,110.8952,84.9058,102.5533,91.4962,121.2227,51.9208,77.1579,86.1593,85.274,125.877,77.236,79.278,93.61,100.701,114.485,93.007,98.751,95.954,121.994,54.573,84.321
1993-09-07,81.3002,73.7473,134.0404,76.0398,70.3854,95.5784,89.5968,112.4846,80.2683,98.7242,89.3523,118.8213,52.1541,78.2061,80.8399,81.116,122.389,76.887,77.987,90.323,88.672,117.284,88.312,94.9837,93.714,120.364,54.983,85.54
1993-09-14,80.0087,73.2393,127.9271,73.3826,71.5182,93.5265,83.45,114.7548,79.3246,96.4168,88.2039,117.1883,55.0867,79.3632,79.5843,81.073,120.241,74.641,78.875,88.427,82.607,119.839,87.865,93.1867,92.349,119.021,57.852,86.745
1993-09-21,84.1832,76.1181,130.3611,69.6183,73.3307,94.3473,87.8257,118.2499,82.1396,96.4168,89.6969,119.7819,51.3876,79.8124,83.7165,82.931,120.022,70.971,80.81,89.468,86.937,123.489,90.289,93.0465,93.784,121.515,54.334,87.297
1993-09-28,82.4073,76.0334,130.3045,67.5811,73.4817,94.2354,85.4295,119.8809,80.9517,94.355,92.415,121.0306,51.5876,80.1936,81.9586,82.179,120.459,69.1,80.891,89.329,84.568,125.192,90.341,91.3173,96.256,122.666,54.403,87.645
1993-10-05,81.8307,77.8538,123.2855,67.2268,71.4427,90.4301,85.117,124.774,82.7253,92.0476,86.9405,120.7424,47.9218,79.6899,81.3879,83.727,118.876,68.688,78.955,85.999,84.261,130.302,91.338,88.7937,91.272,122.57,50.885,87.137
1993-10-12,85.1519,79.1527,121.3554,66.6068,73.7838,91.7548,92.5139,125.706,85.246,93.6083,86.8552,125.5452,48.2884,81.0784,84.6805,84.7,117.238,68.017,81.455,87.178,91.552,131.275,92.851,89.7751,91.75,126.119,51.226,88.676
1993-10-19,85.4056,76.8962,121.964,64.791,76.7291,91.7837,92.3055,120.3469,82.9824,93.4616,87.7456,126.89,50.8544,77.8249,84.9523,82.71,117.401,66.272,84.601,87.248,91.327,125.678,90.255,89.4947,92.388,125.927,53.856,85.337
1993-10-26,85.4056,73.9756,121.8079,64.3039,77.3333,92.7801,91.5763,121.9779,79.5682,94.4902,88.3552,127.1782,49.788,78.0836,84.9523,79.791,117.784,65.734,85.165,88.184,90.633,127.382,86.868,90.6631,93.186,126.31,52.797,86.048
1993-11-02,83.8603,72.3901,125.4487,65.4111,79.3724,94.0349,87.3048,121.6284,78.1374,96.5476,89.2315,128.0427,52.554,78.3422,83.4072,78.287,118.33,66.728,86.939,89.225,86.446,127.017,85.785,92.3455,94.103,126.79,55.632,86.353
1993-11-09,86.8587,70.6377,123.2642,66.2352,78.9377,94.3302,94.2829,116.7353,76.219,97.1844,90.2602,128.9458,50.4727,76.6194,86.4291,76.706,117.371,67.5,86.668,89.498,93.348,122.407,84.112,92.3459,95.156,128.594,53.552,84.908
1993-11-16,86.3993,71.3053,117.023,65.1287,84.1091,100.6041,95.0146,118.1334,77.0156,101.8378,97.6898,133.3476,50.5898,79.4661,85.9747,77.648,115.5,66.333,91.941,95.103,94.063,123.676,84.762,96.4841,102.276,132.558,53.766,87.834
1993-11-23,87.0417,69.386,122.328,65.7436,83.8153,100.641,97.0976,118.3664,74.398,100.7112,100.7379,136.0396,50.622,82.1163,86.6336,75.689,116.0,67.0,91.781,95.103,96.132,123.676,82.909,95.4552,104.344,133.549,53.766,90.294
1993-11-30,85.321,64.3792,116.6589,65.8753,83.8887,99.1279,92.086,120.6964,68.9027,99.4866,99.7853,134.7897,49.9144,81.644,84.9068,71.072,112.886,67.089,91.781,93.827,91.182,126.185,78.157,94.4263,103.31,133.152,53.096,89.725
1993-12-07,87.0187,61.3334,106.829,68.1151,86.6067,100.9731,101.9855,124.1915,66.2851,100.2214,103.4049,139.9814,49.3677,85.0813,86.5881,68.764,107.325,69.268,94.647,95.483,100.939,128.933,76.305,95.2213,106.332,135.53,52.393,93.494
1993-12-14,89.1523,61.0314,104.0816,69.7839,86.2394,100.4746,105.6978,124.308,65.1144,97.7318,106.1182,141.3273,51.5225,83.9005,88.7239,68.808,106.491,70.958,94.01,95.103,104.611,129.65,75.94,93.1635,109.315,136.224,54.403,92.498
1993-12-21,89.3129,58.8317,98.7288,72.0237,87.782,101.5342,105.1203,119.9974,63.1561,97.1926,109.7012,143.5386,49.0461,85.9866,88.8822,66.717,102.32,73.145,96.08,96.242,104.043,126.065,73.485,93.07,112.814,140.583,52.058,94.731
