,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT,GC3,CL3,NG3,HG3,C3,S3,SI3,SB3,XBW3,SM3,BO3,W3,KC3,CT3
1998-03-17,56.687,87.9997,80.8103,108.2476,82.4336,106.5181,97.3109,168.738,91.3148,101.6173,99.0229,115.3725,172.4019,123.5445,56.1116,79.126,176.764,108.579,104.31,95.68,95.154,167.693,93.667,93.7523,112.841,171.269,148.328,131.22
1998-03-24,58.1712,103.7744,87.6617,105.0986,80.3898,105.6666,105.6494,173.9946,104.0643,99.9059,99.1674,112.3208,169.28,121.22,57.5708,88.787,188.236,105.773,102.262,95.081,102.574,167.693,103.312,92.093,113.138,167.319,146.761,129.972
1998-03-31,58.4603,101.7537,93.4021,104.7706,78.4217,104.6124,107.8508,178.5504,102.7913,97.2504,98.6979,108.5909,169.1065,117.4975,57.874,87.474,201.347,105.773,101.144,93.547,105.216,169.567,102.587,90.1225,112.671,161.694,145.41,126.756
1998-04-07,60.1372,99.2115,98.8092,101.9496,74.7882,101.9363,106.3499,171.3663,98.6144,94.0638,97.3256,102.5722,164.1923,108.7415,59.5227,86.109,209.853,103.358,97.605,91.638,103.993,166.159,101.685,87.0632,111.865,154.393,142.114,119.726
1998-04-14,59.7517,98.9746,93.1027,107.023,74.4969,102.2524,104.6124,164.3721,99.3006,92.3518,100.4974,102.5084,178.2919,108.8998,59.1655,85.899,199.006,107.404,97.046,90.965,102.264,159.853,102.175,84.263,114.581,154.633,152.434,119.901
1998-04-21,60.2529,101.9719,96.052,110.2839,75.8154,105.2872,105.4273,162.3852,103.2115,94.5631,104.3599,101.8544,172.694,108.9679,59.6894,88.262,204.703,109.557,99.374,93.659,103.406,157.808,104.489,86.6483,119.122,153.795,148.598,120.007
1998-04-28,59.6361,101.2226,85.3108,112.11,74.7166,104.0733,102.4839,156.2438,102.7346,94.0394,102.2141,101.2822,159.4515,111.265,59.1093,88.157,185.192,110.993,97.698,93.547,100.585,152.866,104.783,86.389,119.249,152.478,139.034,121.975
1998-05-05,58.7109,101.3475,82.6892,110.2187,75.1561,104.9231,101.5694,154.0763,103.5549,93.2829,103.6089,101.037,159.5719,110.125,58.1551,89.207,182.929,109.362,98.35,93.696,99.769,149.458,105.822,85.6631,121.88,152.598,140.709,121.044
1998-05-12,57.6212,99.4742,84.0728,103.436,71.7866,104.2352,92.5399,168.8878,102.353,90.4314,104.9679,99.5656,151.4458,112.8645,57.0885,86.978,185.525,103.476,93.977,92.649,91.208,162.58,104.449,82.7593,123.535,150.721,133.766,124.137
1998-05-19,57.6979,93.7293,79.5579,98.6099,71.7866,102.2929,86.0047,159.8564,98.1368,90.9552,98.6377,97.6854,163.1233,112.8475,57.1821,85.067,179.782,100.288,94.091,91.9,85.275,154.059,102.265,83.6408,116.872,148.667,142.662,123.75
1998-05-26,57.0472,92.5428,77.1183,97.6968,70.468,100.9171,84.8906,154.6181,95.008,90.2568,95.5262,95.5601,157.8263,116.0294,56.5646,84.041,176.371,99.569,92.083,89.768,84.216,149.969,99.995,82.3444,112.671,145.916,139.609,125.719
1998-06-02,56.1095,92.6677,78.5019,97.5012,70.468,100.5934,85.9382,149.1993,95.981,92.5845,92.7366,93.9252,150.3021,124.384,55.6477,84.759,178.186,99.177,90.623,88.57,85.291,144.516,101.11,81.0481,110.804,143.623,133.78,130.341
1998-06-09,56.5496,87.2871,70.5349,99.5485,68.1271,98.5615,88.4804,137.0105,89.9359,89.3322,91.7418,90.8678,146.8742,124.4016,56.0781,83.169,167.299,101.007,87.612,85.988,87.915,135.09,97.805,77.0034,109.403,139.841,135.168,129.796
1998-06-16,55.4971,79.6749,71.6961,96.1894,69.6125,100.585,86.2508,135.9519,87.3595,92.6948,91.1282,90.4121,140.3891,127.0632,55.049,78.555,169.984,97.74,89.802,87.897,85.894,133.161,95.676,80.3221,108.555,138.924,131.338,132.855
1998-06-23,56.7219,84.7989,85.2197,97.8758,75.5999,109.7486,88.8259,139.9505,90.9726,105.9198,93.0163,94.9641,135.7175,127.9541,56.2652,81.426,191.25,99.308,97.742,95.904,88.535,137.129,99.001,91.7819,110.804,144.999,127.674,133.786
1998-06-30,57.0472,82.6029,86.8578,95.7353,73.0751,105.6378,91.3681,149.1646,88.2443,99.4569,92.8738,90.2551,132.0041,130.341,56.5459,79.119,191.976,97.283,94.73,92.312,90.914,143.318,96.345,86.1816,110.634,139.038,123.844,136.282
1998-07-07,56.6262,79.6186,83.5118,93.9192,71.0553,105.1668,89.2716,146.0352,87.1751,97.2428,94.4057,89.5488,132.3036,129.9712,56.1529,76.555,186.968,95.584,91.627,91.9,88.828,141.89,94.156,84.263,112.459,138.121,123.677,135.895
1998-07-14,56.2635,83.166,79.8521,97.2271,67.3041,99.5145,87.9015,150.7292,88.8158,90.6003,90.8788,85.0753,128.4106,121.6169,55.8161,77.8,181.988,98.589,86.425,86.951,87.524,144.906,95.0,78.6103,108.383,131.358,119.903,127.16
1998-07-21,56.5841,79.0556,67.7923,100.2108,66.4385,98.6153,91.4506,147.9476,81.3315,92.7546,87.7082,85.2322,129.6683,122.0539,56.1342,75.225,172.858,101.725,85.421,86.471,90.963,143.318,91.379,80.5679,104.587,131.473,120.18,127.617
1998-07-28,55.8862,80.3506,67.4438,102.2863,63.7694,97.1594,93.5965,148.2953,79.101,88.3264,88.2069,80.3663,138.4127,119.3812,55.4419,76.017,175.074,103.685,82.683,85.288,92.903,143.16,90.698,77.1164,105.094,124.366,126.342,124.823
1998-08-04,55.1695,77.4226,66.0496,95.865,61.6053,93.8194,90.0145,151.4247,77.958,85.2744,85.7845,77.6194,154.5239,117.9524,54.7309,74.185,174.469,97.479,80.767,82.478,89.431,143.953,89.158,74.5923,101.888,120.698,136.167,123.329
1998-08-11,54.3207,72.0984,63.2777,93.2934,61.6582,92.5348,85.4835,157.3356,73.9121,85.9327,83.6113,79.6902,150.8311,118.2046,53.8828,70.074,170.442,95.199,81.329,81.517,85.017,148.239,85.096,75.2619,99.569,124.088,131.981,123.913
1998-08-18,54.5093,72.2233,66.5312,94.3757,60.5675,92.2351,83.7329,149.1646,75.4158,83.1201,87.4232,80.8595,142.3963,123.987,54.1022,69.975,173.53,96.057,80.149,81.073,83.305,141.573,85.656,72.4287,103.913,126.064,127.073,128.356
1998-08-25,54.1133,74.677,62.08,95.2098,58.9791,90.9933,82.8316,137.8642,75.8534,81.7438,86.8176,77.8429,148.8231,126.8278,53.6746,71.907,165.81,96.769,78.239,79.927,82.477,131.574,86.537,71.4499,103.111,121.507,130.429,130.524
1998-09-01,53.2268,74.517,59.1719,97.3911,56.0785,88.7238,78.4893,128.3024,76.0904,80.9658,84.3595,74.6056,143.1524,123.4659,52.7822,71.907,159.902,98.775,74.765,78.079,78.386,124.749,86.437,70.7287,100.159,116.842,124.741,127.832
1998-09-08,54.5471,77.5041,62.6735,99.2517,58.841,89.4517,80.5048,127.7808,76.9292,79.2903,87.8507,78.0636,145.7357,125.7856,54.0837,74.185,164.803,100.588,78.239,78.67,80.367,124.59,87.977,69.3378,104.377,121.941,128.552,130.175
1998-09-15,55.2638,78.4109,70.9528,98.9309,58.0813,91.5071,81.193,123.7992,79.719,80.6666,90.7007,78.873,131.8111,125.4999,54.7901,74.325,173.827,100.329,77.457,80.517,81.065,121.733,89.529,70.4988,107.664,122.918,117.688,129.947
1998-09-22,54.7923,84.4917,71.7244,94.504,57.0453,90.7363,80.1279,123.315,84.004,78.3328,91.4488,80.7124,129.6059,128.576,54.3439,78.677,171.427,96.316,75.981,79.684,80.042,121.257,93.44,68.9477,107.327,125.521,115.867,131.818
1998-09-29,55.9994,85.2385,69.6471,96.6212,58.4956,90.3081,87.8294,121.5395,84.4963,79.1107,86.7107,81.4481,133.1973,122.5582,55.5152,79.015,171.863,98.322,77.978,79.43,87.543,119.511,94.057,69.6982,102.694,126.606,117.972,126.538
1998-10-06,56.2635,82.6781,69.6174,92.5793,58.0813,89.5374,83.4051,117.3429,86.3744,77.9139,86.3545,83.5082,132.9453,126.3572,55.7569,77.371,170.918,94.439,77.11,78.633,83.208,115.385,93.074,68.3973,102.525,129.644,117.745,128.811
1998-10-13,56.3012,76.0893,63.6179,93.7983,62.9847,96.5223,79.3086,123.6378,79.1548,89.2275,86.9684,87.1134,131.2441,119.9527,55.8547,72.439,168.736,95.798,83.188,84.576,79.214,121.575,88.315,77.8038,103.326,134.852,116.664,123.583
1998-10-20,56.1691,71.6655,66.1995,94.3115,60.4984,94.1681,80.046,125.0904,76.7556,82.7404,89.1009,84.244,130.992,115.6663,55.6882,68.667,171.645,96.38,79.975,82.583,79.961,123.003,85.098,72.25,105.6,130.946,116.038,120.436
1998-10-27,55.6033,74.4239,64.8192,91.5528,60.4984,94.0,81.0292,121.8623,78.2775,83.9789,87.5016,86.8927,132.7562,114.4224,55.2072,70.601,169.099,93.727,79.889,82.51,80.984,119.829,86.543,73.2507,104.126,134.852,117.29,118.11
1998-11-03,54.6414,74.9443,66.3273,93.0926,59.8769,94.1681,80.6195,127.0273,78.6356,84.5686,86.8618,84.6119,162.4957,114.1198,54.3191,71.326,174.191,95.021,79.194,82.438,80.627,124.908,87.121,73.701,103.157,131.597,132.647,117.498
1998-11-10,55.4899,71.6655,66.5318,91.6641,61.3667,97.6154,81.8209,129.9326,74.8936,89.1096,88.1057,86.2059,148.4093,116.2602,55.1887,68.641,173.894,93.732,80.908,85.36,81.881,127.566,83.998,77.7762,104.463,134.368,128.548,119.574
1998-11-17,55.6217,66.5131,61.4965,91.7187,60.6278,97.8676,80.8135,137.0345,70.0236,88.5788,88.1768,84.7693,146.7668,107.3139,55.3367,65.655,171.266,93.888,80.174,85.772,80.933,134.697,80.494,76.8464,105.474,132.74,128.195,111.013
1998-11-24,55.9025,63.0781,58.1482,91.2756,59.9695,95.8917,80.116,129.6098,65.4759,84.7455,88.2479,81.5679,142.7063,107.1611,55.6142,63.72,168.903,93.439,79.415,84.127,80.319,127.93,77.813,73.9641,105.684,127.879,124.435,110.856
1998-12-01,55.397,57.9257,50.0458,90.2628,60.167,97.8676,79.6456,134.1292,61.8235,87.0455,89.6695,80.5935,142.5753,108.5874,55.1147,60.133,157.722,92.475,79.668,85.88,79.834,132.021,74.244,75.4785,107.958,126.716,124.492,112.176
1998-12-08,55.3221,58.8413,49.1284,86.1485,58.653,96.0042,77.9424,132.3537,62.1306,87.8854,86.3513,78.9928,146.5049,107.263,55.041,59.425,155.281,88.365,77.645,84.306,78.137,130.291,74.403,75.4297,104.211,124.285,127.91,110.995
1998-12-15,55.0975,59.6426,49.1929,84.8192,58.7846,92.7777,79.3536,131.0625,63.7494,83.4628,85.4485,76.3481,158.7518,104.0368,54.7977,60.227,155.281,86.952,77.645,81.266,79.591,128.717,75.451,71.6191,103.158,120.481,137.596,108.182
1998-12-22,54.1052,55.5075,47.1473,84.566,57.6655,91.1217,79.7754,122.3465,59.1239,82.7072,82.5639,77.044,152.0061,103.9688,53.8411,56.451,150.399,86.76,76.38,79.799,80.012,120.692,71.42,70.4955,100.0,121.432,133.323,107.835
1998-12-29,53.7495,57.8913,44.3377,85.7054,57.5997,90.6663,81.6733,126.3817,62.114,83.0559,82.0362,78.436,152.9885,102.984,53.4916,58.15,143.863,87.98,76.043,79.227,81.902,123.21,73.675,70.3978,99.284,123.334,133.95,106.967
1999-01-05,53.8806,59.0589,48.7,81.9075,57.2047,91.2873,81.7868,141.0697,61.9983,82.0678,83.1267,78.0184,155.8702,102.2708,53.6572,58.906,154.493,84.255,75.369,79.692,82.032,134.224,73.8,69.7627,100.421,122.7,135.602,105.751
1999-01-12,54.1633,63.048,45.5946,84.7559,57.2047,89.1759,85.0797,139.9399,64.7076,79.5105,81.7899,78.3664,153.447,101.2181,53.9515,61.983,147.185,87.014,75.249,77.79,85.288,133.552,76.174,67.7554,98.717,123.394,134.863,105.293
1999-01-19,53.6975,59.3021,44.9785,84.6926,56.2832,86.9403,83.2629,124.122,60.2803,76.0232,81.8955,74.7473,139.5627,100.0295,53.4916,58.728,147.31,86.933,73.945,75.795,83.468,120.698,72.64,63.7604,99.018,117.908,126.202,104.312
1999-01-26,53.5488,58.6697,43.1301,82.224,56.8098,85.1187,82.9709,108.6269,58.5457,76.43,78.0962,75.4433,139.9557,98.9088,53.3261,57.525,144.324,84.52,74.438,74.129,83.179,108.369,71.248,63.4244,94.922,119.133,124.956,103.116
1999-02-02,54.032,59.8372,44.806,82.0974,57.2706,84.9945,88.697,111.6936,62.1305,78.9293,74.9653,75.2345,139.4317,102.0161,53.8228,59.284,147.923,84.33,74.931,74.093,88.376,108.694,73.754,65.2968,90.826,118.419,124.559,104.825
1999-02-09,53.7532,56.8333,45.2257,84.5195,57.1425,82.7315,89.338,110.3139,57.0139,76.1583,74.0231,73.6362,134.9371,98.4439,53.5476,56.923,148.536,86.679,74.849,72.321,89.036,107.558,70.309,63.5684,89.906,116.581,120.706,101.731
1999-02-16,53.4187,55.3431,44.1137,79.3985,56.2752,80.8755,88.0808,106.57,54.5402,75.0361,71.8619,70.2428,130.5654,95.6543,53.2186,55.165,145.243,81.536,74.027,70.867,87.668,103.989,68.099,62.6082,87.399,111.171,117.475,98.875
1999-02-23,53.6603,59.8124,41.3968,78.3974,56.3392,78.4956,88.7275,104.5965,57.1464,74.0426,67.831,69.9755,137.5795,95.2528,53.4744,59.33,138.812,80.583,74.109,68.74,88.135,99.933,70.9,62.08,82.675,110.967,122.236,97.251
1999-03-02,53.5302,60.0977,41.2299,78.8354,55.2509,77.3877,86.0599,98.1825,57.656,74.9192,64.4255,70.5101,133.5898,101.0901,53.3282,59.515,137.816,80.964,73.041,68.067,85.689,93.444,71.683,62.6082,78.746,111.681,119.232,100.995
1999-03-09,54.5328,66.0884,46.3777,78.9605,56.6594,77.5518,84.718,95.5512,63.7128,75.1529,65.3637,71.0448,136.6142,102.3278,54.2968,64.389,150.206,81.103,74.872,68.207,84.427,90.56,77.573,62.774,79.673,112.517,121.629,103.08
1999-03-16,52.8119,69.1314,41.6589,77.3963,57.2996,79.2342,81.5329,95.7156,66.1879,77.6658,65.607,73.9187,135.3916,102.3111,52.6155,66.437,140.894,79.598,75.31,69.061,81.71,90.829,79.703,63.494,80.049,116.583,120.705,102.548
1999-03-23,52.9781,73.7433,42.3977,82.0889,58.516,80.9575,82.6162,92.0975,72.1573,79.3021,67.5182,72.9162,129.9219,104.1509,52.7982,70.54,143.527,84.306,76.67,71.133,82.884,89.297,84.052,65.3017,82.432,115.6,116.905,105.678
1999-03-30,51.9622,79.8767,47.1404,77.8343,59.4123,82.3116,80.8862,95.7156,77.5444,80.2956,68.4912,78.5971,144.2718,99.1667,51.7748,75.98,155.713,80.037,77.709,72.203,81.292,91.595,88.818,66.2055,83.442,123.66,128.528,102.046
1999-04-06,52.0545,79.9242,47.9745,78.5225,55.3789,78.4135,79.997,92.5909,78.1559,78.7177,62.688,74.7207,136.936,101.709,51.8662,75.934,157.594,80.728,73.072,69.303,80.423,89.297,88.592,65.2565,76.979,117.271,122.493,103.222
1999-04-13,52.7565,79.4651,50.9615,82.1378,55.24,79.6337,79.3113,84.5884,75.7509,78.9726,65.818,68.5436,125.3353,100.858,52.5577,75.888,165.643,84.368,72.752,70.131,79.684,82.404,88.801,64.6238,80.574,109.308,113.161,102.427
1999-04-20,52.8119,82.3421,51.3548,85.9419,57.3389,81.3529,82.7657,82.3158,75.9413,78.3395,69.7026,69.0877,128.1723,97.2982,52.6106,78.055,166.922,88.26,75.55,71.789,83.077,78.882,89.166,64.9854,84.815,109.898,115.34,102.288
1999-04-27,52.3686,83.3393,55.023,87.1776,54.8432,78.6129,83.5049,72.2646,76.2445,75.2911,68.0259,66.7762,127.4135,99.8288,52.1778,78.701,178.055,89.579,71.953,69.268,83.865,71.07,89.705,62.3643,82.876,106.261,114.502,104.018
1999-05-04,52.9966,88.1829,55.5838,89.8343,55.5919,78.6935,85.5781,79.8896,80.9069,76.3264,67.4442,67.5467,128.7414,100.4615,52.773,82.712,180.462,92.152,72.832,69.234,85.907,76.584,94.019,63.3133,81.947,107.146,115.731,102.859
1999-05-11,51.5051,85.4287,52.8969,89.2165,55.4671,76.9608,87.0245,83.5288,77.2693,76.4414,63.646,68.574,135.8234,99.4126,51.294,81.768,174.251,91.525,72.392,67.818,87.339,79.647,91.499,63.2681,77.706,108.685,121.551,103.153
1999-05-18,50.6456,80.9649,53.5744,87.4247,55.2175,76.6385,85.787,80.0629,71.6253,77.9369,62.3115,67.8035,147.8376,95.7165,50.4824,78.848,175.659,89.781,72.444,67.265,86.21,77.656,87.561,63.8556,76.333,107.833,131.67,100.698
1999-05-25,49.9664,81.3923,51.8455,83.2234,53.5953,74.1,81.3193,82.8356,71.4521,75.2911,59.9847,63.8868,150.936,95.8996,49.797,79.41,172.174,85.932,70.668,65.159,81.959,79.188,87.2,61.6864,73.547,102.236,133.706,100.507
1999-06-01,49.4708,77.5934,54.7426,78.466,53.9697,73.8179,80.114,90.8073,68.3775,74.7159,59.882,64.6573,152.833,96.2826,49.292,76.365,178.099,81.461,71.131,64.848,80.82,84.396,83.997,61.1441,73.466,103.356,135.907,99.746
1999-06-08,48.4245,83.9089,55.9332,78.5997,55.6537,75.5902,79.3915,93.8305,74.2928,78.6786,58.7952,65.5748,133.6619,95.7468,48.2279,81.612,182.072,81.71,73.062,66.471,80.226,88.505,89.913,64.3527,72.254,105.315,120.06,99.867
1999-06-15,47.9105,88.4833,55.4322,78.1665,53.2782,74.2359,81.2492,91.0016,77.7467,77.1547,57.5507,66.435,131.7463,94.1347,47.7229,86.203,180.33,81.151,70.204,65.09,82.055,86.665,94.436,62.8162,70.679,106.807,118.299,98.173
1999-06-22,47.7086,84.6424,52.8374,82.0627,53.4,74.4328,81.0575,104.1409,74.5187,77.9318,57.7809,64.4107,134.1123,92.7252,47.4884,83.58,172.871,85.187,70.204,65.263,81.943,96.166,91.433,63.4488,70.962,103.169,120.39,96.703
1999-06-29,48.0941,87.9143,55.547,87.1764,52.3649,71.8729,83.1986,97.9768,78.0926,75.545,56.0708,64.7174,126.7031,89.5415,47.8311,86.344,179.423,90.03,69.432,63.018,83.932,92.279,95.087,61.5056,68.861,104.195,113.897,93.383
1999-07-06,47.3231,93.7942,51.0233,92.7771,47.4937,66.3988,83.5661,93.1104,83.8426,70.1608,52.2889,60.6687,114.562,88.1487,47.0195,90.982,168.689,95.556,63.253,58.218,84.397,87.385,100.949,57.122,64.217,98.132,103.663,91.93
1999-07-13,47.1146,96.497,50.8396,92.7771,45.3017,66.1231,82.4476,86.1352,85.8745,70.7159,51.2365,59.6259,116.6789,83.2902,46.7309,94.381,170.205,95.556,60.705,57.879,83.258,82.346,103.727,57.483,63.044,96.733,105.204,86.863
1999-07-20,46.6413,93.6519,50.9774,93.6903,47.6155,68.3679,81.2013,93.597,85.5286,72.9917,53.5714,60.6687,118.6091,84.0198,46.262,91.753,172.267,96.363,63.949,60.161,81.975,87.385,102.533,59.327,65.717,98.319,106.744,87.624
1999-07-27,46.6595,96.6393,59.9558,91.8031,47.8591,68.5648,83.0069,93.4348,87.0562,75.0454,51.3352,61.8343,121.5354,85.28,46.28,95.04,184.857,94.624,64.412,60.296,83.772,87.385,104.592,60.8929,63.021,99.904,109.165,88.938
1999-08-03,47.005,96.26,59.6573,92.0466,53.4609,75.3779,87.273,97.9768,90.8174,82.3168,55.5446,66.7418,116.4299,86.4905,46.6227,95.326,184.73,95.245,71.286,66.15,88.039,91.559,104.96,66.8435,68.095,107.367,105.149,90.201
1999-08-10,47.2413,100.8581,63.0396,93.4645,55.5913,77.7409,85.3439,99.4367,94.0775,83.427,58.3728,68.57,116.6652,87.4191,46.8644,98.613,190.361,96.488,74.287,68.113,86.06,92.855,107.92,67.6041,71.622,110.612,105.323,91.225
1999-08-17,48.0051,103.6065,62.8063,93.8294,52.8895,74.4721,84.2181,97.3279,95.9062,79.819,57.1889,65.9638,112.7733,91.067,47.69,101.186,191.12,96.898,71.019,65.338,84.886,91.128,110.403,64.8749,70.196,106.812,102.004,95.021
1999-08-24,46.314,102.0424,69.5371,92.3858,49.8936,73.5664,82.2766,98.7878,96.154,78.5979,56.597,65.7327,112.5902,86.4407,45.9958,100.281,208.265,95.412,67.398,64.627,82.995,91.703,110.605,63.8906,69.482,106.634,102.004,90.347
1999-08-31,46.7867,104.6018,64.5764,95.2729,50.5273,76.0868,83.0723,110.6294,97.7797,81.0957,57.5835,65.2129,109.661,84.1359,46.5185,102.663,195.675,98.508,67.915,66.658,84.053,102.501,112.076,65.8592,70.75,105.743,100.01,88.256
1999-09-07,46.7867,107.1138,62.0633,99.423,51.9101,81.9942,83.1519,115.0091,100.2107,88.4226,58.8003,67.6389,110.3933,86.5236,46.5185,104.568,190.298,102.223,69.837,71.632,84.053,104.372,114.963,71.6756,72.534,109.573,100.226,90.568
1999-09-14,46.9504,112.5642,61.3858,97.2577,49.4903,79.0405,82.0379,108.749,102.9668,83.3715,59.1292,66.5414,105.3283,89.4752,46.6807,108.717,190.047,100.551,66.881,69.228,82.931,99.477,117.549,67.7363,72.48,108.148,96.023,93.661
1999-09-21,47.605,113.4647,58.3264,100.626,48.5685,76.4019,84.059,111.4244,101.8365,82.2613,56.005,62.4403,100.8735,89.2762,47.3476,108.717,185.212,104.019,65.846,67.091,84.983,101.925,116.104,66.8525,69.038,101.823,92.305,93.746
1999-09-28,56.3696,115.3132,62.3911,98.2802,49.2598,77.2289,91.8251,107.49,106.7603,82.8719,56.005,66.0216,103.6806,89.4918,55.9267,111.802,193.388,102.161,66.511,67.759,92.243,98.326,119.426,67.3828,69.195,107.435,94.406,94.103
1999-10-05,59.279,111.1424,56.5126,97.4382,46.8977,76.205,88.5309,105.1293,103.261,82.6499,55.15,61.1118,103.8027,84.9815,58.8826,110.061,184.857,101.666,63.629,66.925,89.246,96.166,117.812,66.9851,68.138,99.952,94.73,90.262
1999-10-12,57.8606,105.6336,63.5584,94.6714,46.3792,78.6931,88.5946,107.1752,97.6483,86.7526,55.5144,59.4945,117.8383,89.2099,57.4779,107.324,197.299,99.065,62.89,69.194,89.31,98.038,115.522,70.0339,68.53,97.458,107.015,93.882
1999-10-19,56.2787,106.5999,65.1478,95.1526,46.3215,77.9296,83.1201,105.2867,97.7831,86.532,54.4348,60.7652,119.1809,89.1104,56.0695,108.369,199.432,99.251,62.521,68.527,84.037,96.31,115.785,69.9455,67.121,99.24,108.362,93.916
1999-10-26,52.8056,110.7109,64.0925,95.9947,46.4944,73.8808,82.9132,108.4342,100.2119,81.8352,52.9506,59.3212,116.3127,87.6015,52.6729,112.2,199.076,100.366,62.89,65.089,83.54,99.189,118.731,66.4991,65.479,97.102,105.884,92.505
1999-11-02,53.1692,107.0301,58.288,97.9194,45.8606,74.4207,83.1519,109.2211,98.3351,82.8298,52.8538,58.9746,126.7479,86.9879,53.1402,108.966,185.71,102.285,62.003,65.422,83.845,99.909,116.63,66.6316,65.205,96.745,115.152,91.775
1999-11-09,53.303,114.0093,55.5076,96.7488,46.324,73.8808,81.0252,108.5916,104.5017,83.6587,52.8538,58.5918,138.4005,84.293,53.3019,113.28,182.262,101.193,62.698,64.81,82.017,99.478,121.67,66.5334,65.401,96.246,126.032,89.747
1999-11-16,53.735,121.6099,52.6865,94.4855,45.2175,72.5698,82.3409,103.2407,109.9271,82.3878,52.4343,57.8866,153.2892,81.2571,53.7692,120.458,181.379,99.024,61.362,63.859,83.398,96.057,127.745,65.4631,64.785,95.15,139.707,86.878
1999-11-23,54.4042,126.3902,48.2013,94.8997,44.8902,72.2999,84.2102,94.8996,114.627,80.8958,53.0474,56.259,132.6337,82.3761,54.488,120.458,173.266,99.392,60.933,63.694,85.385,88.788,129.295,64.7096,65.438,92.569,121.221,87.477
1999-11-30,52.9935,117.5467,46.7603,96.7929,43.7448,73.4567,83.0063,90.9652,107.2302,82.1667,54.6607,54.1432,159.3261,80.8095,53.0503,113.18,170.513,101.42,59.429,64.652,84.232,85.368,121.709,65.0642,67.088,89.386,145.285,86.629
1999-12-07,51.6189,125.3385,46.0906,94.9589,44.3448,74.0736,82.2617,95.5292,114.8478,83.1613,53.2732,53.3294,158.1424,80.6816,51.6486,119.471,171.183,99.577,60.145,65.18,83.447,88.931,128.474,66.8371,65.515,88.095,144.329,86.213
1999-12-14,51.004,124.3019,51.36,95.6688,43.4175,69.8901,82.8478,92.539,112.0993,79.5399,50.6464,52.3529,145.0033,80.1381,51.0383,120.666,184.207,100.252,58.928,61.581,83.927,86.508,128.365,63.7789,62.598,86.461,132.695,85.498
1999-12-21,52.2519,129.1566,50.1058,98.5679,44.1266,70.6118,82.3726,93.1685,115.29,80.3132,50.6464,53.3837,142.8727,79.019,52.2875,124.306,180.858,103.14,59.93,62.109,83.431,87.363,131.356,64.3107,62.559,88.181,131.102,84.467
1999-12-28,52.7222,130.6232,47.6177,100.8161,44.672,70.9157,83.0379,93.1685,116.5499,80.4236,50.8998,53.655,140.8604,78.2037,52.7693,125.761,174.308,105.412,60.575,62.604,84.167,87.363,132.632,64.5323,62.943,88.611,129.402,83.818
2000-01-04,51.3114,125.6167,44.5834,100.3428,44.2902,71.6374,85.1448,90.8078,112.083,82.0807,50.1079,53.655,137.6052,81.0972,51.3417,121.81,167.387,105.044,60.073,63.265,86.33,85.368,128.711,65.8177,61.984,88.783,126.586,86.679
2000-01-11,51.4443,126.9821,46.3231,99.8103,45.2175,72.0932,82.2934,89.234,112.7375,83.0197,49.9812,55.0655,139.4399,86.6124,51.5201,123.816,172.857,104.71,61.52,63.762,83.634,83.928,130.09,66.8894,61.882,91.081,127.997,92.297
2000-01-18,52.4387,140.5855,48.6696,102.4727,47.9992,76.3094,81.8182,83.2536,126.351,88.0462,52.3568,57.3983,137.0134,87.5396,52.5373,134.42,179.757,107.489,65.271,67.504,83.394,79.923,139.536,71.7536,64.434,94.6,126.06,93.39
2000-01-25,51.8822,143.0129,52.25,99.692,49.6356,78.5504,84.1943,83.7257,125.1402,91.3051,52.1984,57.4526,133.5806,92.4953,51.9841,135.892,186.252,104.985,67.214,69.489,85.6,79.784,139.916,74.3398,64.434,94.6,123.039,97.343
2000-02-01,51.2359,142.7095,54.5965,99.7512,48.4356,77.4869,83.2122,84.8274,127.0873,89.3719,52.1984,55.9878,132.1602,91.3283,51.3774,137.199,187.712,105.291,65.757,68.708,84.657,80.199,142.616,72.9809,64.396,92.695,121.893,96.774
2000-02-08,54.1621,141.7423,50.5849,97.0318,48.2724,76.0166,84.5899,87.1647,126.9677,88.6675,49.9331,56.2473,128.4743,88.4492,54.287,136.545,182.019,102.603,65.896,67.536,85.872,81.993,142.54,72.5426,61.872,93.109,118.611,94.903
2000-02-15,54.593,151.9523,53.8942,97.8419,48.5766,77.2135,83.4754,81.1262,136.0643,92.0707,49.0455,57.7219,125.4023,89.535,54.7396,143.683,193.842,103.397,66.173,68.578,84.769,77.3,149.612,74.8657,60.704,95.594,115.955,96.269
2000-02-22,55.2392,150.7605,52.5417,97.9587,47.9457,77.9219,84.2024,80.2078,135.3719,92.8329,50.0394,56.9945,120.4393,94.6735,55.3592,142.866,190.12,103.519,65.479,69.261,85.584,76.196,149.175,75.5232,61.872,94.517,111.579,102.175
2000-02-29,52.8157,156.2861,56.7836,93.2273,47.1046,76.2068,80.7256,76.3811,143.1493,90.0017,49.1697,53.8253,115.8803,90.5875,52.9692,145.699,203.33,98.634,64.439,67.797,82.227,72.331,153.699,73.1563,60.854,89.547,106.943,97.962
2000-03-07,52.7259,175.463,58.1361,92.8184,47.3674,76.2814,80.9152,77.6057,156.2083,90.2195,50.5985,53.9812,125.5177,95.4009,52.8984,160.52,209.242,98.145,64.786,67.699,82.403,71.364,167.291,73.1563,62.701,89.961,115.903,102.241
