,BOND,CANA,BUND,GILT,JGB
1992-01-02,48.4063,51.41,53.75,49.7,62.64
1992-01-03,48.25,51.82,53.75,49.67,62.64
1992-01-06,48.3438,51.89,53.88,49.8,62.83
1992-01-07,48.5313,51.99,53.91,50.04,62.97
1992-01-08,48.4219,52.07,53.83,49.98,62.87
1992-01-09,48.3281,51.88,54.16,50.14,62.87
1992-01-10,48.0938,51.73,54.05,49.66,62.81
1992-01-13,47.8438,51.54,54,49.51,62.7
1992-01-14,47.5,51.23,54.15,49.77,62.73
1992-01-15,47.4688,51.21,54.23,49.98,62.73
1992-01-16,47.1719,51.07,54.09,50.06,62.48
1992-01-17,47.3438,51.18,54.16,50.15,62.7
1992-01-20,47.5313,51.38,54.22,50.2,62.84
1992-01-21,47.7031,51.21,54.37,49.98,62.87
1992-01-22,47.5625,50.97,54.21,49.94,63.15
1992-01-23,47.2031,50.92,54.24,50.09,63
1992-01-24,47.125,50.58,54.15,49.91,62.93
1992-01-27,47.1563,50.16,54.07,49.91,62.93
1992-01-28,47.4688,50.8,54.24,50.14,62.82
1992-01-29,47.0781,50.75,54.23,50.12,62.9
1992-01-30,46.9375,50.52,54.09,50.07,62.79
1992-01-31,47,50.63,54.05,50.07,62.51
1992-02-03,46.8438,50.53,53.92,50.09,62.49
1992-02-04,47.1094,50.43,53.95,50.25,62.19
1992-02-05,47.3594,50.57,53.92,50.3,62.06
1992-02-06,47.3594,50.72,54,50.28,62.24
1992-02-07,47.3906,50.77,54.09,50.12,62.26
1992-02-10,47.375,50.84,54.04,50.25,62.07
1992-02-11,47.2969,50.72,54.12,50.25,62.07
1992-02-12,47.1406,50.79,54.09,50.36,61.92
1992-02-13,46.7656,50.46,54.08,50.31,62.19
1992-02-14,46.7813,50.59,53.88,50.01,61.99
1992-02-17,46.7813,50.29,53.91,50.2,62.28
1992-02-18,46.5938,49.98,53.91,50.3,62.38
1992-02-19,46.7656,50.13,53.83,50.22,62.2
1992-02-20,46.7969,50.34,53.83,50.27,62.38
1992-02-21,46.6875,50.26,53.81,50.06,62.48
1992-02-24,46.625,49.89,53.83,50.07,62.34
1992-02-25,46.7656,50.17,53.99,50.33,62.3
1992-02-26,47.1563,50.54,54.15,50.46,62.38
1992-02-27,47.0469,50.47,54.2,50.54,62.46
1992-02-28,47.2813,50.47,54.12,50.33,62.41
1992-03-02,46.8906,50.23,54.08,50.23,62.38
1992-03-03,46.7656,50.05,54.1,50.06,62.14
1992-03-04,46.7969,50.05,53.98,49.5,62.17
1992-03-05,46.5625,49.89,53.93,49.32,62.35
1992-03-06,46.6875,49.77,53.88,49.35,62.27
1992-03-09,46.8906,49.8,53.93,49.5,62.35
1992-03-10,46.9063,49.34,53.93,49.29,62.53
1992-03-11,46.6406,49.25,53.8,48.87,62.49
1992-03-12,46.3125,48.65,53.75,48.76,62.44
1992-03-13,46.0781,48.17,53.64,48.44,62.49
1992-03-16,46.0938,48.16,53.62,48.5,62.49
1992-03-17,46.3438,49.14,53.74,48.79,62.67
1992-03-18,46.3594,48.72,53.61,48.55,62.68
1992-03-19,46.5,48.85,53.54,48.34,62.82
1992-03-20,46.3125,48.84,53.32,48.25,62.82
1992-03-23,46.3594,48.96,53.1,48.38,62.82
1992-03-24,46.6875,49.35,53.18,48.49,62.79
1992-03-25,46.7344,49.51,53.29,48.55,62.79
1992-03-26,46.5469,49.21,53.18,48.3,62.84
1992-03-27,46.625,49.33,53.1,47.99,62.93
1992-03-30,46.6563,49.17,53.22,48.23,62.94
1992-03-31,46.6406,49.19,53.25,48.17,62.8
1992-04-01,46.9375,49.15,53.15,47.77,62.61
1992-04-02,46.875,48.89,53.15,47.88,62.16
1992-04-03,47.1094,49.16,53.24,47.86,61.64
1992-04-06,47.125,49.25,53.52,47.86,61.88
1992-04-07,47.1094,49.28,53.57,48.07,61.79
1992-04-08,46.9844,49.3,53.56,48.28,61.91
1992-04-09,47.375,49.46,53.59,48.58,61.8
1992-04-10,47.2969,49.56,53.77,50.39,62.21
1992-04-13,47.4219,49.52,53.66,50.62,62.04
1992-04-14,47.4219,49.57,53.68,50.73,62.06
1992-04-15,47.3281,49.58,53.69,50.82,62.19
1992-04-16,47.0781,49.38,53.57,50.58,62.13
1992-04-17,47.0781,49.38,53.57,50.58,61.98
1992-04-20,46.6719,48.96,53.57,50.58,61.58
1992-04-21,46.7344,48.8,53.52,50.5,61.65
1992-04-22,46.7656,48.98,53.56,50.58,61.65
1992-04-23,46.6875,49,53.24,50.3,61.87
1992-04-24,46.8438,49.17,53.15,50.38,61.76
1992-04-27,46.7031,48.94,53.29,50.63,61.54
1992-04-28,46.7969,49.11,53.22,50.57,61.5
1992-04-29,46.7188,49.2,53.17,50.57,61.5
1992-04-30,46.6563,49.18,53.14,50.42,61.51
1992-05-01,46.9219,49.66,53.14,50.66,61.61
1992-05-04,46.8281,49.49,53.07,50.66,61.61
1992-05-05,46.8906,49.48,52.93,50.36,61.61
1992-05-06,47.0938,49.69,53.13,50.54,61.81
1992-05-07,47,49.73,53.27,50.52,61.93
1992-05-08,47.2813,49.99,53.13,50.52,62
1992-05-11,47.2813,50.16,53.16,50.52,62.04
1992-05-12,47.4531,50.26,53.15,50.46,62.04
1992-05-13,47.5,50.18,53.18,50.66,62.46
1992-05-14,47.4688,50.17,53.14,50.58,62.43
1992-05-15,47.7188,50.3,53.08,50.78,62.28
1992-05-18,47.7188,50.3,53.4,50.87,62.34
1992-05-19,47.9844,50.71,53.31,50.79,62.41
1992-05-20,47.7969,50.47,53.5,51.03,62.54
1992-05-21,47.4375,50.34,53.41,51.02,62.47
1992-05-22,47.5469,50.52,53.6,51.19,62.36
1992-05-25,47.5469,50.52,53.56,51.19,62.37
1992-05-26,47.1563,50.39,53.49,51.02,62.3
1992-05-27,47.25,50.43,53.43,51.05,62.09
1992-05-28,47.4375,50.48,53.43,51.16,62.16
1992-05-29,47.6094,50.58,53.54,51.1,62.37
1992-06-01,47.3906,50.41,53.43,50.95,62.49
1992-06-02,47.5781,50.51,53.37,50.89,62.39
1992-06-03,47.625,50.64,53.3,50.33,62.46
1992-06-04,47.6094,50.75,53.41,50.28,62.46
1992-06-05,47.7344,50.99,53.49,50.16,62.46
1992-06-08,47.75,50.98,53.49,49.92,62.35
1992-06-09,47.6563,50.85,53.67,49.95,62.38
1992-06-10,47.6406,50.76,53.66,50,62.4
1992-06-11,47.7188,51.13,53.68,50.08,62.45
1992-06-12,47.8438,51.28,53.6,50.09,62.45
1992-06-15,47.875,51.48,53.51,49.85,62.46
1992-06-16,48.0313,51.59,53.55,50.01,62.47
1992-06-17,48.0938,51.61,53.55,50,62.71
1992-06-18,48.2031,51.63,53.55,49.98,62.75
1992-06-19,48.0313,51.65,53.52,50.01,62.81
1992-06-22,48.0469,51.5,53.46,49.92,62.81
1992-06-23,47.9375,51.35,53.26,49.77,62.74
1992-06-24,48.125,51.35,53.27,49.9,62.84
1992-06-25,48.3281,51.68,53.24,50,62.86
1992-06-26,48.2969,51.53,53.21,50.19,63.06
1992-06-29,48.4219,51.56,53.29,50,63.02
1992-06-30,48.375,51.55,53.3,50.12,63.09
1992-07-01,48.4531,51.55,53.34,50.41,63.21
1992-07-02,49.0313,52.39,53.54,50.67,63.27
1992-07-03,49.0313,52.35,53.54,50.84,63.52
1992-07-06,49.0938,52.43,53.5,50.63,63.36
1992-07-07,49.2188,52.67,53.54,50.65,63.46
1992-07-08,49.1406,52.83,53.54,50.62,63.52
1992-07-09,49.1563,52.67,53.49,50.81,63.51
1992-07-10,49.125,52.61,53.38,50.81,63.47
1992-07-13,49.0313,52.43,53.21,50.52,63.55
1992-07-14,49.0469,52.42,53.32,50.7,63.55
1992-07-15,49.2813,52.61,53.29,50.57,63.43
1992-07-16,49.375,52.71,53.24,50.67,63.57
1992-07-17,49.2969,52.66,53.03,50.38,63.61
1992-07-20,49.3438,52.94,52.9,50.3,63.55
1992-07-21,49.4063,52.92,52.95,50.41,63.71
1992-07-22,49.5625,53.17,53,50.39,63.95
1992-07-23,50.0156,53.52,53.06,50.43,64.04
1992-07-24,49.9531,53.37,53.04,50.43,64.01
1992-07-27,50.1094,53.63,53.08,50.36,64.03
1992-07-28,50.2969,53.95,53.06,50.22,64.27
1992-07-29,50.3438,54.12,53.08,50.14,64.38
1992-07-30,49.9844,53.9,52.86,49.72,64.33
1992-07-31,49.9375,54.08,52.59,49.32,64.25
1992-08-03,49.875,54.02,52.8,49.64,64.07
1992-08-04,50.1563,53.94,52.82,49.5,64.36
1992-08-05,50.2031,54.08,52.84,49.45,64.27
1992-08-06,50.1719,54,52.94,49.5,64.13
1992-08-07,50.5313,54.25,53.04,49.68,64.04
1992-08-10,50.7344,54.42,53.01,49.61,64.1
1992-08-11,50.8125,54.72,53.02,49.56,64.25
1992-08-12,50.7656,54.67,52.95,49.31,64.47
1992-08-13,50.4375,54.47,52.96,49.23,64.56
1992-08-14,50.5781,54.5,53.3,49.9,64.9
1992-08-17,50.4688,54.19,53.33,49.92,65.11
1992-08-18,50.75,54.31,53.29,49.9,65.22
1992-08-19,50.7656,54.52,53.26,49.82,65.27
1992-08-20,50.8125,54.72,53.35,49.87,65.25
1992-08-21,50.5781,54.43,53.4,49.68,65.02
1992-08-24,50.0625,54.03,53.54,49.13,65.28
1992-08-25,49.9063,53.94,53.56,48.93,65.52
1992-08-26,50.0938,53.9,53.49,48.66,65.52
1992-08-27,50.2344,53.93,53.47,48.4,65.5
1992-08-28,50.3125,53.9,53.46,48.32,65.11
1992-08-31,50.4219,54.09,53.45,48.32,64.5
1992-09-01,50.625,54.35,53.42,48.29,64.46
1992-09-02,50.7188,54.69,53.43,48.67,64.68
1992-09-03,50.6875,54.65,53.4,49.6,64.77
1992-09-04,51.1563,55.01,53.64,49.8,65.05
1992-09-07,51.1563,55.01,53.78,49.82,65.72
1992-09-08,51.4844,55.17,53.82,49.36,65.32
1992-09-09,51.3594,54.64,53.78,49.25,65.32
1992-09-10,51.3906,54.06,53.87,49.44,65.42
1992-09-11,51.1875,54.29,53.83,49.36,65.29
1992-09-14,51.3438,54.52,54.37,50.19,65.51
1992-09-15,51.0938,53.95,54.36,49.56,65.51
1992-09-16,51.0625,53.41,54.77,49.8,65.25
1992-09-17,51.0781,53.41,54.71,49.68,65.16
1992-09-18,51.1094,53.59,54.93,50.19,65.15
1992-09-21,51.0469,52.78,54.66,49.8,65.11
1992-09-22,50.75,52.76,54.77,49.88,65.26
1992-09-23,50.4844,52.73,54.83,50.19,65.26
1992-09-24,50.8125,52.97,54.78,50.09,65.6
1992-09-25,51.0938,53.23,54.69,49.92,65.63
1992-09-28,51.2656,52.83,54.41,49.76,65.7
1992-09-29,51.2344,52.23,54.58,49.69,65.64
1992-09-30,51.2031,52.56,54.81,49.55,65.66
1992-10-01,51.6406,52.95,55.03,49.18,65.69
1992-10-02,51.5625,52.61,55.12,48.85,65.85
1992-10-05,51.625,52.63,55.33,48.48,65.82
1992-10-06,51.375,52.64,55.06,48.35,65.87
1992-10-07,50.7969,52.84,54.91,48.59,65.73
1992-10-08,51.0313,53.01,54.93,49.02,65.48
1992-10-09,50.7344,52.86,54.95,49.18,65.55
1992-10-12,50.7656,52.86,54.69,49.06,65.41
1992-10-13,50.7656,53.07,54.96,49.6,65.53
1992-10-14,50.8125,52.83,54.83,49.44,65.58
1992-10-15,50.7813,52.85,54.98,49.71,65.51
1992-10-16,50.6875,52.73,55.1,50.42,65.71
1992-10-19,50.4375,52.93,55.16,49.84,65.82
1992-10-20,49.8438,52.76,55.2,50.36,65.72
1992-10-21,50.0781,52.68,55.09,50.6,65.67
1992-10-22,50.25,52.93,55.07,50.63,65.85
1992-10-23,49.9688,52.97,55.33,51.14,65.96
1992-10-26,49.9531,53.52,55.14,51.08,65.95
1992-10-27,50.1406,53.68,55.13,51.17,66.03
1992-10-28,50.0781,53.87,55.22,51.38,66.16
1992-10-29,50.25,54.13,54.97,51.6,66.25
1992-10-30,50.0156,54.08,55,51.46,66.24
1992-11-02,49.8281,53.76,55.04,51.13,66.29
1992-11-03,49.9219,53.63,55.14,51.19,66.29
1992-11-04,49.8281,53.36,55.08,51.13,66.3
1992-11-05,49.8906,53.28,55.06,51.68,66.22
1992-11-06,49.5625,52.52,55.16,51.86,66.12
1992-11-09,49.5156,52.5,55.19,51.97,66.43
1992-11-10,49.7969,52.71,55.18,52.1,66.4
1992-11-11,49.9844,52.87,55.15,51.97,66.56
1992-11-12,50.2656,53.17,55.13,51.86,66.65
1992-11-13,50.1406,53.1,54.9,51.28,66.67
1992-11-16,49.8906,52.36,54.84,50.84,66.62
1992-11-17,50,52.29,54.84,50.81,66.73
1992-11-18,50.2656,52.31,54.84,51.06,66.59
1992-11-19,50.1719,52.61,55.07,50.98,66.73
1992-11-20,50.0625,52.1,55.19,50.93,66.66
1992-11-23,50.0156,52.1,55.16,50.93,66.66
1992-11-24,50.1406,52.32,55.26,51.27,66.7
1992-11-25,50.0156,52.67,55.07,51.05,66.76
1992-11-26,50.0156,52.65,55.07,50.87,66.71
1992-11-27,49.7656,52.32,54.98,50.55,66.66
1992-11-30,49.7344,52.05,54.89,50.28,66.49
1992-12-01,49.8438,52.22,54.89,50.42,66.68
1992-12-02,49.8438,52.46,54.68,50.23,66.86
1992-12-03,49.9688,52.73,54.98,50.95,66.79
1992-12-04,50.2813,52.73,54.9,50.98,66.78
1992-12-07,50.5469,52.9,54.79,50.84,66.82
1992-12-08,50.7344,52.91,54.9,51.03,66.79
1992-12-09,50.5938,52.6,54.96,51.17,66.84
1992-12-10,50.5781,52.7,54.89,50.89,66.85
1992-12-11,50.4531,52.55,54.97,51.17,66.81
1992-12-14,50.3594,52.37,54.92,51.17,66.59
1992-12-15,50.375,52.27,54.95,50.97,66.6
1992-12-16,50.5313,52.38,54.95,51.09,66.67
1992-12-17,50.4844,52.47,54.98,51.19,66.67
1992-12-18,50.5938,52.6,55.11,51.11,66.68
1992-12-21,50.7969,52.91,55.19,50.98,66.68
1992-12-22,50.9688,53.32,55.54,51.25,66.78
1992-12-23,50.8594,53.13,55.51,51.49,66.78
1992-12-24,50.7969,53.01,55.51,51.49,66.85
1992-12-25,50.7969,53.01,55.51,51.49,67.03
1992-12-28,50.6719,53.01,55.56,51.49,67.1
1992-12-29,50.8125,52.93,55.54,51.89,67.08
1992-12-30,50.8594,52.77,55.46,52.07,67.16
1992-12-31,50.7813,52.77,55.46,51.96,67.16
1993-01-01,50.7813,52.77,55.46,51.96,67.16
1993-01-04,51.1406,53.04,55.54,51.83,67.11
1993-01-05,51.0938,52.89,55.7,51.62,67.22
1993-01-06,51.0156,52.82,55.78,51.77,67.22
1993-01-07,50.5781,52.3,55.75,51.61,67.3
1993-01-08,50.7344,52.35,55.88,51.54,67.22
1993-01-11,50.875,52.17,55.76,51.14,67.19
1993-01-12,50.8438,52.19,55.78,50.97,67.43
1993-01-13,50.9063,52.32,55.72,51.08,67.43
1993-01-14,51.1094,52.39,55.83,51.17,67.5
1993-01-15,51.3594,52.51,55.96,51.29,67.5
1993-01-18,51.3281,52.61,55.97,51.06,67.81
1993-01-19,51.4063,52.48,55.95,51.13,67.79
1993-01-20,51.2969,52.38,55.81,51.16,67.69
1993-01-21,51.3594,52.24,55.82,51.54,67.7
1993-01-22,51.5313,52.39,55.82,51.43,67.78
1993-01-25,51.7969,52.48,55.65,51.25,67.81
1993-01-26,51.75,52.45,55.68,51.81,67.89
1993-01-27,51.8438,52.56,55.71,51.77,67.81
1993-01-28,51.9844,52.76,55.78,52.18,67.81
1993-01-29,52.1406,52.63,55.81,52.07,67.78
1993-02-01,52.25,52.62,55.89,52.29,67.92
1993-02-02,52.0313,52.73,55.94,52.31,68.04
1993-02-03,52.0469,52.67,56.04,52.28,67.71
1993-02-04,52.25,53.02,55.94,52.02,67.64
1993-02-05,52.5469,53.38,56.01,52.04,67.92
1993-02-08,52.375,53.32,56,51.89,67.99
1993-02-09,52.25,53.23,56.08,51.77,68.25
1993-02-10,52.0156,53.27,56.12,51.94,68.22
1993-02-11,52.1875,53.45,56.19,51.7,68.22
1993-02-12,52.2344,53.7,56.18,52.58,68.36
1993-02-15,52.2344,53.89,56.18,52.63,68.29
1993-02-16,52.2813,53.7,56.38,52.77,68.39
1993-02-17,52.5,53.71,56.44,52.77,68.57
1993-02-18,52.9375,54.16,56.53,52.68,68.56
1993-02-19,52.9688,53.97,56.82,52.98,68.75
1993-02-22,53.2188,54.26,57.01,52.97,69.11
1993-02-23,53.7344,54.41,57.04,53.11,69.2
1993-02-24,53.4531,54.27,56.92,52.67,69.6
1993-02-25,53.3438,54.42,56.99,52.94,69.58
1993-02-26,53.3906,54.41,57.34,53.12,69.24
1993-03-01,53.7344,54.66,57.67,53.57,69.15
1993-03-02,53.6875,54.54,57.57,53.53,69.34
1993-03-03,53.9844,54.74,57.75,53.68,69.4
1993-03-04,54.1094,54.74,57.75,53.58,69.41
1993-03-05,53.8438,54.36,58.03,53.98,69.47
1993-03-08,53.9063,54.4,58,54.13,69.32
1993-03-09,53.6719,54,57.88,53.94,68.94
1993-03-10,53.5313,53.97,58.16,54.1,69.04
1993-03-11,53.5156,54.14,57.96,53.71,68.91
1993-03-12,53.0156,53.77,57.7,53.91,68.96
1993-03-15,52.8438,53.35,57.79,53.9,68.61
1993-03-16,53.2344,53.63,57.7,53.19,68.78
1993-03-17,53.375,53.52,57.55,53.46,68.71
1993-03-18,53.625,54.07,57.48,53.88,68.66
1993-03-19,53.5781,54.03,57.46,53.66,68.94
1993-03-22,53.5781,54.16,57.26,53.42,68.59
1993-03-23,53.75,54.36,57.15,53.14,68.48
1993-03-24,53.625,54.42,57.2,53.25,68.43
1993-03-25,53.5313,54.35,57.43,53.2,67.95
1993-03-26,53.1719,54.05,57.52,53.01,67.74
1993-03-29,53.2969,54.03,57.49,53,67.26
1993-03-30,53.4531,54.22,57.38,53.12,67.77
1993-03-31,53.4219,54.03,57.26,53.68,67.62
1993-04-01,53.3906,53.78,57.07,53.52,67.75
1993-04-02,53.1094,53.44,57.25,53.72,67.63
1993-04-05,53.2656,53.61,57.24,53.35,67.4
1993-04-06,53.5156,53.89,57.54,53.61,67.37
1993-04-07,53.5313,53.82,57.69,53.76,67.18
1993-04-08,53.9219,54.15,57.67,53.94,66.99
1993-04-09,53.9219,54.15,57.67,53.94,67.42
1993-04-12,54.0156,54.37,57.67,53.94,67.6
1993-04-13,53.9375,54.41,57.92,54.18,67.43
1993-04-14,54.0625,54.51,57.78,53.68,67.7
1993-04-15,54.1563,54.63,57.78,53.63,67.68
1993-04-16,54.1094,54.65,57.82,53.14,67.68
1993-04-19,54.1875,54.68,57.85,53.31,67.8
1993-04-20,54.1875,54.64,57.67,53.3,68.06
1993-04-21,54.25,54.65,57.44,53.17,68.18
1993-04-22,54.3594,54.52,57.8,53.05,68.26
1993-04-23,54.2188,54.63,57.46,52.89,68.38
1993-04-26,54.0781,54.62,57.17,52.92,68.28
1993-04-27,53.8125,54.03,57.28,53.27,67.87
1993-04-28,53.7969,54.02,57.09,52.75,67.06
1993-04-29,54,54.03,56.8,52.18,67.06
1993-04-30,53.8125,53.93,56.86,52.34,67.17
1993-05-03,54.125,54.19,56.91,52.34,67.17
1993-05-04,54.2031,54.27,56.9,52.59,67.17
1993-05-05,54.2031,54.36,57.08,52.57,67.17
1993-05-06,54.2969,54.53,56.81,52.29,67.65
1993-05-07,54.2031,54.42,56.83,52.43,67.6
1993-05-10,54.3281,54.48,56.8,52.38,67.3
1993-05-11,54.3438,54.36,56.9,52.34,67.21
1993-05-12,54.25,54.09,57.11,52.56,67.2
1993-05-13,54,54.02,57.08,52.32,67.27
1993-05-14,53.9844,53.75,56.89,52.16,67.16
1993-05-17,53.7813,53.68,56.86,52.27,67.17
1993-05-18,53.6094,53.66,56.68,52.35,66.76
1993-05-19,53.7969,53.77,56.56,52.62,66.66
1993-05-20,53.8594,53.96,56.56,52.6,66.76
1993-05-21,53.6719,53.87,56.42,52.51,66.89
1993-05-24,53.6719,53.87,56.3,52.57,66.62
1993-05-25,53.6406,54,56.63,52.61,66.79
1993-05-26,53.8125,54.25,56.48,52.89,67.24
1993-05-27,53.8281,54.34,56.72,52.84,67.26
1993-05-28,53.6563,54.26,56.51,52.3,67.25
1993-05-31,53.6563,54.39,56.51,52.3,67.3
1993-06-01,54.0781,54.38,56.33,52.48,67.34
1993-06-02,54.125,54.35,56.46,52.72,67.2
1993-06-03,54.2656,54.17,56.43,52.76,67.25
1993-06-04,53.9375,53.9,56.26,52.65,67.47
1993-06-07,54.0625,53.91,56.29,52.75,67.32
1993-06-08,53.9375,53.79,56.44,52.75,67.51
1993-06-09,54.0781,53.97,56.55,53.07,67.51
1993-06-10,54.0625,54.36,56.55,53.18,67.73
1993-06-11,54.4375,54.61,56.7,53.19,67.82
1993-06-14,54.4688,54.52,56.85,53.3,67.95
1993-06-15,54.5313,54.57,56.81,53.13,68.06
1993-06-16,54.5625,54.72,56.76,53.32,67.98
1993-06-17,54.6094,54.85,56.73,53.56,68.23
1993-06-18,54.5,54.73,57.01,53.72,68.18
1993-06-21,54.625,54.97,57.01,54,67.92
1993-06-22,54.6406,54.91,56.94,53.94,67.62
1993-06-23,54.6406,54.91,56.88,54.1,67.52
1993-06-24,54.7813,54.91,57.05,54.26,67.85
1993-06-25,54.9219,55.08,57.01,54.18,67.79
1993-06-28,55.0938,55.18,57.24,54.53,68.07
1993-06-29,55.1094,55.07,57.29,54.4,68.13
1993-06-30,55.0781,55.2,57.34,54.61,68.27
1993-07-01,55.1094,55.2,57.07,54.5,68.47
1993-07-02,55.2344,55.3,56.95,54.56,68.44
1993-07-05,55.2344,55.32,56.91,54.64,68.59
1993-07-06,55.0781,55.37,57.07,54.8,68.77
1993-07-07,55.0781,55.27,57.07,54.72,68.61
1993-07-08,55.1875,55.42,57.36,54.77,68.57
1993-07-09,55.2813,55.86,57.49,54.85,68.81
1993-07-12,55.3438,55.97,57.54,55.04,68.83
1993-07-13,55.25,55.91,57.49,54.91,68.97
1993-07-14,55.4375,56.2,57.62,55.39,68.9
1993-07-15,55.4531,56.1,57.5,55.43,68.86
1993-07-16,55.5,56.14,57.61,55.34,69.06
1993-07-19,55.5,56.17,57.58,55.29,69.23
1993-07-20,55.3125,56.22,57.49,55.29,69.29
1993-07-21,54.9688,56,57.35,55.02,69.33
1993-07-22,54.6719,55.6,57.53,55.07,69.27
1993-07-23,54.6094,55.4,57.54,54.97,69.51
1993-07-26,54.6875,55.58,57.58,55.05,69.65
1993-07-27,54.6719,55.77,57.54,54.91,69.55
1993-07-28,54.7813,55.96,57.37,55.15,69.51
1993-07-29,55.1563,56.37,57.59,55.43,69.37
1993-07-30,55.0625,56.21,57.54,55.77,69.54
1993-08-02,54.9219,56.21,57.67,55.74,69.93
1993-08-03,55,56.26,57.93,56.15,69.93
1993-08-04,54.8906,56.05,57.99,56.13,69.84
1993-08-05,54.9531,56.18,58,56.28,69.87
1993-08-06,55,56.31,58.18,56.69,69.84
1993-08-09,55.125,56.54,58.08,56.69,70.12
1993-08-10,55.0938,56.91,58.22,56.98,70.18
1993-08-11,55.1563,56.59,58.3,57.42,70.28
1993-08-12,55.1406,56.16,58.28,57.17,70.52
1993-08-13,55.3438,56.29,58.32,57.61,70.14
1993-08-16,55.4688,56.54,58.13,57.48,70.11
1993-08-17,55.3906,56.64,58.24,57.8,70.18
1993-08-18,55.4531,56.55,58.18,57.64,70.01
1993-08-19,55.6406,56.8,58.18,57.36,69.7
1993-08-20,55.7344,56.8,58.08,57.39,69.18
1993-08-23,55.7031,56.8,58.15,57.44,69.41
1993-08-24,55.9531,56.91,58.13,57.2,69.47
1993-08-25,56.0938,57.11,58.36,57.4,69.87
1993-08-26,56.2969,57.51,58.3,57.42,70.04
1993-08-27,56.1563,57.38,58.47,58.08,69.99
1993-08-30,56.2813,57.57,58.59,58.08,70.3
1993-08-31,56.2656,57.61,58.67,58.22,70.38
1993-09-01,56.2031,57.59,58.71,58.23,70.65
1993-09-02,56.3594,57.73,58.8,57.96,70.5
1993-09-03,56.7813,57.87,58.88,58.17,70.45
1993-09-06,56.7813,57.87,59,58.03,70.81
1993-09-07,56.9844,58.01,58.92,58.25,70.71
1993-09-08,56.9219,57.99,58.83,58.3,70.83
1993-09-09,56.4844,57.65,58.75,58.2,70.86
1993-09-10,56.7344,57.77,58.82,58.23,70.7
1993-09-13,56.7656,57.66,58.75,58.19,70.48
1993-09-14,56.375,57.05,58.78,57.87,70.29
1993-09-15,56.3906,57,58.62,56.96,70.29
1993-09-16,56.5,57.12,58.77,57.17,70.64
1993-09-17,56.4844,56.87,59.1,57.36,70.72
1993-09-20,56.3438,56.41,59.08,57.2,70.66
1993-09-21,56.2656,56.5,59.23,57.26,71.07
1993-09-22,56.2969,56.76,58.95,57.12,70.88
1993-09-23,56.375,56.75,58.78,57.44,70.88
1993-09-24,56.4375,56.75,58.76,57.52,71.1
1993-09-27,56.9063,56.94,59,57.63,71.25
1993-09-28,56.9219,57.13,59.16,57.74,71.46
1993-09-29,56.6875,56.85,59.08,57.84,71.39
1993-09-30,56.5469,56.52,59.02,57.82,71.61
1993-10-01,56.8125,56.73,59.04,57.74,71.56
1993-10-04,56.8594,56.77,59.12,57.9,71.59
1993-10-05,56.7656,57.08,59.4,58.08,71.87
1993-10-06,56.7813,57.41,59.51,58.23,71.61
1993-10-07,56.7656,57.47,59.47,58.12,71.87
1993-10-08,57.125,58.08,59.64,58.44,71.82
1993-10-11,57.0938,58.08,59.62,58.36,71.82
1993-10-12,57.0781,58.01,59.74,58.43,72
1993-10-13,57.0313,57.92,59.71,58.3,71.95
1993-10-14,57.1875,58.33,59.72,58.06,71.88
1993-10-15,57.2969,58.39,59.83,58.33,71.83
1993-10-18,56.9844,58.11,59.86,58.28,71.56
1993-10-19,57,58.05,59.97,58.51,71.69
1993-10-20,57.0625,58.31,60.01,58.78,72.03
1993-10-21,56.7188,58.06,59.81,58.84,71.98
1993-10-22,56.5156,57.96,60.02,59.03,72.11
1993-10-25,56.3281,57.82,59.76,58.65,71.97
1993-10-26,56.5,57.95,59.81,58.78,72.18
1993-10-27,56.4375,58.06,59.6,58.17,72.32
1993-10-28,56.5313,58.01,59.69,58.35,72.29
1993-10-29,56.4063,58.21,59.79,58.27,72.43
1993-11-01,56.0469,57.97,59.66,58.08,72.71
1993-11-02,55.7813,57.74,59.74,58.12,72.66
1993-11-03,55.8438,57.76,59.74,58.33,72.66
1993-11-04,55.6875,57.69,59.72,58.38,72.95
1993-11-05,55.4844,57.99,59.32,57.8,72.64
1993-11-08,55.7188,58.16,59.33,57.87,72.83
1993-11-09,55.8125,58.12,59.6,58.31,72.99
1993-11-10,55.7031,58.04,59.41,58.19,73.06
1993-11-11,55.5156,57.92,59.39,58.16,72.89
1993-11-12,55.8906,58.18,59.51,58.57,72.81
1993-11-15,55.875,58.14,59.63,58.59,72.82
1993-11-16,56.0313,58.25,59.72,58.7,72.64
1993-11-17,56.0313,58.27,59.72,59.16,72.71
1993-11-18,55.7813,58.13,59.88,59.18,72.92
1993-11-19,55.4844,57.93,59.87,59.13,72.94
1993-11-22,55.2969,57.93,59.59,58.79,72.81
1993-11-23,55.5625,58.17,59.45,58.97,72.81
1993-11-24,55.5156,58.08,59.46,58.87,72.7
1993-11-25,55.5156,58.17,59.54,59.02,73.09
1993-11-26,55.7188,58.27,59.66,59.18,73.14
1993-11-29,55.7188,58.32,59.68,59.24,73.46
1993-11-30,55.5313,58.3,59.59,59.55,73.78
1993-12-01,55.625,58.65,59.66,60.14,73.86
1993-12-02,55.6406,58.7,59.56,59.96,74.16
1993-12-03,55.6094,58.73,59.7,60.24,74.21
1993-12-06,55.9375,59.39,59.72,60.37,74.51
