ticker,tdate,err,dps,dps1,fx,m2gdp,eps,eps1,roa,icr,growthvalue,ivol
CAC,2013-12-31,-139.0,50.127,70.453,103.8464,76.83197,113.775,10.817,0.9036616,5.4373317,1727.2677,13.84
CAC,2014-01-31,-500.0,50.187,70.426,103.3887,76.59361,113.175,10.442,0.9035409,5.436861,1668.602,18.47
CAC,2014-02-28,-167.0,50.676,73.466,104.7468,76.931984,113.452,9.934,1.0189213,5.8598876,1760.1028,12.36
CAC,2014-03-31,-208.0,50.713,75.124,104.6203,76.63042,112.642,9.14,1.0193198,5.8576117,1746.6759,15.22
CAC,2014-04-30,-306.0,50.961,74.183,105.0685,76.65824,113.0,9.788,1.0196965,5.8604383,1781.9661,13.29
CAC,2014-05-30,-370.0,50.457,72.202,103.4893,76.33765,111.383,9.423,0.992055,5.3849244,1820.178,12.65
CAC,2014-06-30,-301.0,50.851,72.132,103.3866,76.22854,112.458,9.144,0.99034303,5.405441,1776.9261,13.14
CAC,2014-07-31,-589.0,50.5,73.626,102.3536,76.52393,111.997,9.343,0.99273795,5.4145417,1683.2119,16.62
CAC,2014-08-29,-438.0,50.594,73.672,101.1831,76.84533,112.49,9.993,0.93449444,5.4342804,1722.2208,14.96
CAC,2014-09-30,-178.0,50.533,73.681,99.5044,76.986305,113.143,9.935,0.93517476,5.432436,1701.0178,15.21
CAC,2014-10-31,-521.0,50.395,73.24,99.4879,77.44675,112.338,9.855,0.9350084,5.4264517,1697.5149,17.32
CAC,2014-11-28,-473.0,50.886,73.394,100.2773,77.59231,111.444,10.37,0.924196,5.2899323,1794.4375,15.04
CAC,2014-12-31,-427.0,50.585,73.584,99.766,77.29576,110.129,11.177,0.9275716,5.3195734,1773.4734,21.41
CAC,2015-01-30,-173.0,51.589,73.726,95.0027,77.44691,108.592,12.335,0.928298,5.315172,1948.1241,21.22
CAC,2015-02-27,-53.0,52.211,74.746,94.296,78.270195,107.533,10.679,0.99533695,5.5869603,2092.9163,14.75
CAC,2015-03-31,93.0,51.612,75.787,91.6196,78.63803,108.585,10.328,0.9933287,5.5965495,2139.3066,17.51
CAC,2015-04-30,120.0,52.301,76.116,93.4913,78.5745,110.672,10.456,0.9926809,5.593868,2157.0352,20.77
CAC,2015-05-29,40.0,53.162,76.17,92.9567,78.377106,111.699,10.378,0.9773671,5.211129,2172.5645,20.31
CAC,2015-06-30,-13.0,53.567,80.088,94.0362,78.15274,112.707,10.411,0.9806509,5.19405,2054.645,27.59
CAC,2015-07-31,-203.0,54.542,80.327,94.1742,78.805565,114.166,11.247,0.97579825,5.3556705,2165.6152,17.73
CAC,2015-08-31,0.0,55.283,79.346,97.0847,79.37865,114.992,10.683,1.0395174,5.5938783,1976.8486,26.66
CAC,2015-09-30,-378.0,55.774,78.805,97.2454,79.57335,114.989,11.102,1.0493115,5.6427283,1936.3259,27.44
CAC,2015-10-30,-446.0,56.565,77.961,95.6574,80.19622,114.519,11.123,1.048602,5.641101,2121.8967,19.04
CAC,2015-11-30,-189.0,57.626,78.012,93.3097,80.43051,114.497,11.411,1.0202955,5.425855,2159.9836,20.36
CAC,2015-12-31,-486.0,58.143,76.862,96.1938,80.09636,113.896,11.644,1.0205264,5.431642,2030.8092,21.59
CAC,2016-01-29,-608.0,58.573,77.01,97.3092,80.22708,112.955,11.572,1.0199374,5.5112405,1973.7405,25.16
CAC,2016-02-29,-685.0,58.717,80.704,97.144,80.82064,110.172,11.809,1.0696734,5.401706,1944.5674,25.78
CAC,2016-03-31,-384.0,58.151,84.795,98.5358,80.70054,109.834,10.457,1.0690944,5.3987937,1977.4257,19.52
CAC,2016-04-29,-438.0,58.246,85.503,98.4691,80.98523,110.075,10.304,1.0680628,5.4039845,1957.1069,20.3
CAC,2016-05-31,-329.0,58.223,84.931,97.9726,81.19128,110.59,10.144,1.1049454,5.435416,1993.7566,19.3
CAC,2016-06-30,-324.0,58.169,80.844,97.4718,81.26867,111.411,10.13,1.101389,5.3010273,1919.8022,22.97
CAC,2016-07-29,-257.0,58.196,80.874,98.2312,81.79717,111.79,10.223,1.1008807,5.298683,2020.299,18.15
CAC,2016-08-31,0.0,58.138,81.098,98.4708,82.136215,113.439,10.161,1.054796,5.297982,2024.0509,17.61
CAC,2016-09-30,-81.0,58.179,81.125,98.7489,82.31611,114.437,10.14,1.0552726,5.292453,2036.3114,18.36
CAC,2016-10-31,-95.0,58.511,81.063,98.3871,82.77479,115.4,10.339,1.0542377,5.293205,2016.0204,19.22
CAC,2016-11-30,14.0,58.634,81.19,97.598,82.89697,116.884,9.605,1.0721887,5.372772,2025.9204,18.01
CAC,2016-12-30,130.0,58.219,80.765,97.6235,82.45653,117.762,9.554,1.0758535,5.382689,2125.2266,16.88
CAC,2017-01-31,145.0,58.272,80.941,98.2981,82.54189,118.832,9.79,1.0715806,5.366934,2113.5276,15.57
CAC,2017-02-28,26.0,58.601,83.311,96.7061,83.29146,121.276,9.811,1.1639068,6.1382895,2191.0369,15.36
CAC,2017-03-31,-26.0,58.556,86.166,96.9531,83.598755,122.352,9.203,1.1648318,6.1309476,2298.596,18.86
CAC,2017-04-28,263.0,58.681,86.16,98.1255,84.210846,123.533,9.364,1.1638668,6.130534,2411.1697,14.28
CAC,2017-05-31,211.0,58.85,86.048,99.9222,84.68369,125.171,9.674,1.1596062,5.7932687,2449.249,13.02
CAC,2017-06-30,-105.0,59.078,84.284,101.1128,85.663086,126.096,9.526,1.1605976,5.750965,2386.3125,15.37
CAC,2017-07-31,-184.0,58.812,84.021,103.2942,86.63093,125.166,9.265,1.1593542,5.594532,2351.3904,13.65
CAC,2017-08-31,92.0,59.134,83.883,103.4277,87.58426,126.147,9.489,1.1891279,6.101768,2376.8813,12.94
CAC,2017-09-29,-200.0,59.584,84.028,103.2752,87.45545,126.937,9.497,1.1899325,6.076772,2506.6506,10.55
CAC,2017-10-31,-280.0,59.949,84.166,102.6619,88.261,127.617,9.626,1.1904525,6.0894203,2642.976,10.03
CAC,2017-11-30,40.0,60.106,83.348,103.9053,88.60638,128.114,9.656,1.214364,6.2030926,2593.44,11.05
CAC,2017-12-29,100.0,59.721,82.787,104.017,87.975006,129.022,9.423,1.2300231,6.235146,2586.3518,11.41
CAC,2018-01-31,-38.0,59.625,82.767,104.7608,88.024,129.63,9.585,1.2296665,6.2365994,2666.25,13.35
CAC,2018-02-28,-101.0,60.476,57.696,104.0436,88.72365,131.201,9.62,1.381746,7.060293,2595.7515,13.73
CAC,2018-03-30,13.0,60.015,61.097,104.5948,88.502396,132.078,9.236,1.3803772,7.063868,2569.399,13.71
CAC,2018-04-30,-101.0,60.639,61.172,104.4498,88.884,133.828,9.335,1.3788188,7.0542784,2744.0964,10.48
CAC,2018-05-31,101.0,61.544,61.342,102.9249,88.862564,137.235,10.05,1.3206282,6.91139,2792.3003,14.01
CAC,2018-06-29,0.0,62.085,61.545,104.4059,88.779594,138.879,10.639,1.3616341,6.938355,2755.7983,13.64
CAC,2018-07-31,26.0,62.268,61.687,105.1987,89.40685,140.553,10.644,1.3611572,6.9362893,2807.6794,10.91
CAC,2018-08-31,-51.0,62.776,61.921,106.198,90.2427,142.03,10.387,1.3176961,7.4995766,2811.7874,13.31
CAC,2018-09-28,-90.0,63.131,61.89,105.8932,90.56572,143.589,10.581,1.3185725,7.498384,2819.3474,12.39
CAC,2018-10-31,-167.0,63.909,61.969,104.8026,91.36714,144.948,10.708,1.3138123,7.478511,2585.0276,17.14
CAC,2018-11-30,-103.0,64.388,61.886,104.2679,91.365036,145.025,10.1,1.3402278,7.659163,2539.2131,16.07
CAC,2018-12-31,-215.0,64.266,61.743,104.663,90.58624,144.24,10.451,1.3446673,7.6675544,2446.8945,20.96
CAC,2019-01-31,-481.0,64.391,61.997,103.479,90.57221,142.472,10.798,1.3450359,7.668472,2591.8284,13.93
CAC,2019-02-28,-190.0,63.853,61.453,103.1985,91.39702,141.191,9.818,1.3491493,7.7483463,2764.6492,12.28
CAC,2019-03-29,-177.0,64.3,63.753,102.7036,91.52076,141.449,10.044,1.3501883,7.7485466,2851.386,12.95
CAC,2019-04-30,-241.0,64.536,64.576,103.0488,92.06938,142.771,9.868,1.349102,7.744494,2991.5657,11.32
CAC,2019-05-31,50.0,64.843,65.72,103.5766,92.58474,142.913,10.222,1.3136498,7.398948,2830.9148,15.57
CAC,2019-06-28,-165.0,65.062,65.91,104.0442,92.83777,143.257,10.239,1.3229101,7.405112,3041.2463,12.65
DAX,1999-12-31,-245.0,8.837,15.28,83.1748,63.373253,30.492,4.394,0.92447716,2.5735905,1343.267,25.58
DAX,2000-01-31,404.0,8.95,14.754,81.794,63.399395,30.073,4.531,0.9264923,2.5780115,1398.044,29.78
DAX,2000-02-29,-22.0,8.944,16.716,81.4775,63.515408,34.673,5.059,0.8763472,2.1732388,1584.566,29.64
DAX,2000-03-31,-130.0,9.19,17.219,80.3612,63.086964,35.695,5.779,0.87435824,2.1715696,1613.291,24.5
DAX,2000-04-28,130.0,9.361,19.608,78.084,63.26704,36.952,6.095,0.8749109,2.1728497,1459.797,24.15
DAX,2000-05-31,0.0,9.33,17.563,80.6009,63.33031,36.784,5.858,0.8240048,2.174169,1338.331,23.87
DAX,2000-06-30,-152.0,8.258,17.906,81.5294,62.76253,38.145,6.403,0.81683683,2.289225,1280.324,17.73
DAX,2000-07-31,-67.0,8.091,18.164,80.2406,62.5757,38.47,6.413,0.81827474,2.2778502,1232.572,21.66
DAX,2000-08-31,-133.0,7.932,18.163,77.7059,62.24713,38.728,6.434,0.82618046,2.235022,1183.602,19.14
DAX,2000-09-29,-133.0,8.054,18.039,77.6883,61.496647,38.721,6.654,0.8251956,2.2359207,1118.485,20.57
DAX,2000-10-31,-222.0,7.737,17.919,75.9003,61.3401,37.993,6.733,0.8316324,2.225187,1154.855,21.07
DAX,2000-11-30,-22.0,6.721,18.549,77.9158,61.255436,39.254,6.744,0.9174266,2.2693365,1001.588,37.18
DAX,2000-12-29,159.0,6.635,17.675,82.4193,60.851646,36.68,6.682,0.96449953,2.3827353,978.333,22.92
DAX,2001-01-31,-295.0,6.905,16.81,82.1855,60.808796,36.768,7.203,0.9630545,2.388746,1034.469,17.3
DAX,2001-02-28,23.0,7.961,17.283,82.6338,60.945282,36.934,6.801,1.1811706,1.3326076,909.315,20.25
DAX,2001-03-30,-205.0,7.798,17.006,80.8367,60.969017,37.024,6.864,1.182933,1.3321387,820.074,23.39
DAX,2001-04-30,-273.0,8.185,16.544,81.3434,61.42577,36.938,7.088,1.1817203,1.3247037,873.185,19.33
DAX,2001-05-31,-227.0,8.078,16.869,78.0818,61.84459,36.373,6.694,1.1509666,0.8989641,867.438,19.28
DAX,2001-06-29,-68.0,8.392,16.855,78.6909,61.627426,36.889,6.576,1.1102657,0.9991497,848.115,17.31
DAX,2001-07-31,-47.0,15.411,17.799,80.9574,61.98485,36.94,6.745,1.2170829,1.006224,822.524,19.42
DAX,2001-08-31,-256.0,11.43,16.776,83.0287,62.23881,35.821,7.153,1.2037224,0.9054074,769.426,24.44
DAX,2001-09-28,-419.0,10.565,18.421,83.3921,62.143192,36.025,8.411,1.2019305,0.90276897,639.244,34.82
DAX,2001-10-31,-605.0,15.294,13.526,83.0017,62.44386,32.144,8.622,1.1990671,0.9008799,679.993,36.46
DAX,2001-11-30,-762.0,3.377,13.695,82.665,62.76166,29.331,8.767,1.1645775,0.7535512,731.703,25.9
DAX,2001-12-31,-391.0,2.894,14.926,82.22,62.538826,29.929,8.629,1.2074257,0.8855571,744.483,24.63
DAX,2002-01-31,-261.0,2.547,14.656,80.4932,62.32227,30.399,8.376,1.2177013,0.88761085,750.625,24.4
DAX,2002-02-28,-478.0,2.414,12.589,81.2684,61.094074,29.301,8.006,0.72196054,0.55073285,738.683,24.54
DAX,2002-03-29,-217.0,2.411,12.268,81.0608,59.276867,30.039,8.163,0.72003716,0.56357676,776.466,14.1
DAX,2002-04-30,-174.0,2.473,12.001,82.5816,58.320614,30.572,7.836,0.71998596,0.56290734,729.644,24.52
DAX,2002-05-31,-217.0,2.212,12.026,84.6109,58.352795,31.765,7.714,0.4704845,0.90746176,672.031,23.01
DAX,2002-06-28,-170.0,2.113,11.527,87.7424,58.413467,32.379,7.622,0.48189914,0.9671634,609.013,35.29
DAX,2002-07-31,-696.0,2.058,11.55,87.5414,58.742188,31.76,7.091,0.48026857,0.9595016,488.763,45.63
DAX,2002-08-30,-652.0,1.893,11.267,87.5143,59.112194,31.664,7.265,0.46739322,1.179408,478.286,46.8
DAX,2002-09-30,-533.0,3.375,11.156,88.4436,59.21944,30.459,7.004,0.4688191,1.1867292,340.574,62.43
DAX,2002-10-31,-644.0,2.027,11.286,88.4231,59.34146,30.324,7.279,0.4686218,1.1862539,427.72,49.02
DAX,2002-11-29,-600.0,1.989,11.151,88.4907,59.577873,28.604,6.566,0.36919788,1.5709332,442.385,41.48
DAX,2002-12-31,-364.0,2.059,10.369,91.5195,59.68616,27.807,6.75,0.36933085,1.5732182,386.318,46.96
DAX,2003-01-31,-182.0,2.113,9.517,93.1728,60.270622,28.565,6.901,0.36909845,1.5744171,378.528,44.58
DAX,2003-02-28,-545.0,1.976,9.627,93.9517,60.628887,28.221,6.756,0.5436581,1.4099824,351.337,43.65
DAX,2003-03-31,-432.0,1.828,10.083,95.1768,60.85751,28.358,6.701,0.5451329,1.4118445,337.469,46.23
DAX,2003-04-30,-341.0,1.958,10.182,95.8789,61.08614,27.247,6.553,0.5431448,1.4125364,403.4212,30.53
DAX,2003-05-30,-500.0,2.074,11.015,99.149,61.45255,27.268,6.836,0.5022843,1.3442296,406.9185,30.8
DAX,2003-06-30,-524.0,2.17,10.115,97.6589,61.691685,26.888,6.919,0.4720229,1.3801333,430.82602,26.93
DAX,2003-07-31,-381.0,2.041,10.05,96.4304,62.077286,26.798,6.388,0.465995,1.3791229,455.5531,22.56
DAX,2003-08-29,-262.0,1.921,10.06,94.805,62.29201,26.985,5.617,0.33250883,1.1244088,465.36624,24.01
DAX,2003-09-30,-209.0,2.002,10.008,97.6353,62.409393,27.897,5.484,0.33625832,1.1295601,445.74332,32.76
DAX,2003-10-31,0.0,1.906,10.074,97.2781,62.37467,28.901,5.407,0.32652673,1.1286051,497.02448,20.51
DAX,2003-11-28,45.0,1.711,10.085,99.4156,62.46223,29.885,5.244,0.38150465,0.8276412,506.40994,22.12
DAX,2003-12-31,136.0,1.665,9.894,102.1051,62.438694,30.343,4.981,0.35035178,0.7964335,525.4354,21.95
DAX,2004-01-30,-45.0,10.337,9.985,101.1531,62.53671,31.102,5.133,0.34494546,0.78720593,542.0293,21.42
DAX,2004-02-27,-45.0,10.517,10.082,100.9083,62.64075,31.946,5.215,0.60927707,1.8229686,537.95215,19.16
DAX,2004-03-31,45.0,10.536,9.744,99.3165,62.612144,32.529,5.217,0.6004388,1.8292906,522.8061,22.79
DAX,2004-04-30,45.0,10.739,9.862,98.9849,62.80931,33.077,4.946,0.6043116,1.8308941,526.5106,19.17
DAX,2004-06-30,545.0,10.958,9.691,99.5885,62.766094,35.235,5.281,0.5529074,2.0104494,527.3223,19.37
DAX,2004-07-30,45.0,11.201,9.726,98.7168,62.754112,35.838,5.264,0.552402,2.013327,504.61887,18.16
DAX,2004-08-31,159.0,11.445,9.707,99.6556,62.778076,36.857,5.066,0.5708379,2.2340875,491.1322,19.91
DAX,2004-09-30,318.0,11.746,9.719,100.7848,62.385845,37.661,5.136,0.56382775,2.22819,510.79047,15.81
DAX,2004-10-29,23.0,11.996,9.721,101.6247,62.588043,38.235,5.16,0.56414616,2.2283108,513.3795,18.4
DAX,2004-11-30,45.0,12.461,9.901,102.6697,62.753075,38.863,4.962,0.59929603,2.4694755,533.1645,14.98
DAX,2004-12-31,182.0,12.827,9.871,103.7325,62.669704,39.534,4.796,0.60438496,2.442698,546.6975,13.58
DAX,2005-01-31,318.0,12.944,10.276,101.3038,62.694893,39.852,4.677,0.6045123,2.4291537,540.23584,13.16
DAX,2005-02-28,136.0,13.214,10.165,101.4765,62.95716,40.493,4.886,0.87336296,3.1725276,546.397,9.62
DAX,2005-03-31,318.0,13.698,12.798,101.1057,63.08895,41.233,4.952,0.876161,3.1723983,548.33,11.83
DAX,2005-04-29,364.0,13.866,13.166,100.5907,63.338757,43.9,5.144,0.87586796,3.1909108,521.88025,16.61
DAX,2005-05-31,182.0,14.048,13.208,98.0801,63.474747,44.693,5.174,0.8194055,3.5220711,552.0206,13.89
DAX,2005-06-30,204.0,14.179,13.19,97.0845,63.536995,45.079,5.372,0.8282727,3.4680943,566.81635,12.48
DAX,2005-07-29,-102.0,14.361,13.207,97.2103,63.882107,45.553,5.393,0.82754505,3.4501693,593.97125,12.43
DAX,2005-08-31,208.0,14.806,13.3,97.9168,64.23016,46.671,5.358,0.7936375,3.4267416,586.3228,15.31
DAX,2005-09-30,-21.0,15.124,13.41,96.5952,64.435005,47.389,5.093,0.7855437,3.4366066,604.60516,15.28
DAX,2005-10-31,188.0,15.392,13.44,96.7647,64.68983,48.537,4.959,0.7855892,3.4346676,583.46326,15.9
DAX,2005-11-30,319.0,15.98,13.786,95.822,64.90046,49.143,4.814,0.950317,3.7122312,611.2173,14.59
DAX,2005-12-30,213.0,16.32,13.798,95.8587,64.78409,49.742,5.055,0.94061506,3.765285,638.17737,14.39
DAX,2006-01-31,277.0,17.036,13.829,96.3889,64.91323,50.422,4.795,0.9405525,3.7652283,675.73267,16.24
DAX,2006-02-28,234.0,17.181,14.165,95.1529,65.09227,51.349,4.691,1.2498205,3.9257674,692.7758,15.1
DAX,2006-03-31,208.0,17.187,15.917,97.0699,64.943275,52.57,4.774,1.2398742,3.8460574,718.915,14.08
DAX,2006-04-28,438.0,17.446,16.562,98.4078,65.25549,53.286,4.927,1.2399184,3.8441138,719.5847,16.63
DAX,2006-05-31,-42.0,17.781,16.571,99.9479,65.70776,54.251,5.45,1.0361887,3.6753118,670.1759,21.68
DAX,2006-06-30,140.0,18.136,16.648,100.4107,65.4764,56.147,5.42,1.0199139,3.5989437,666.2086,17.49
DAX,2006-07-31,-300.0,18.356,16.612,99.6353,65.83415,55.686,5.442,1.0193341,3.6048598,653.39844,18.09
DAX,2006-08-31,200.0,18.764,16.631,99.7666,65.88919,57.025,5.58,1.0447056,3.5542648,679.6804,16.01
DAX,2006-09-29,200.0,19.079,16.673,99.5215,65.38829,56.732,5.722,1.0438124,3.5431144,702.8888,15.42
DAX,2006-10-31,-40.0,19.419,16.656,99.0247,65.42554,57.096,5.661,1.0407325,3.5443351,720.5671,13.92
DAX,2006-11-30,80.0,19.856,16.727,100.7585,65.46134,58.189,5.563,0.99846023,3.3398128,726.1187,15.05
DAX,2006-12-29,-120.0,20.199,16.863,100.4388,64.9751,58.351,5.604,0.99201393,3.3160706,753.3825,14.74
DAX,2007-01-31,180.0,20.445,16.935,99.8012,65.3662,59.241,5.664,0.99232644,3.3097632,786.1778,14.4
DAX,2007-02-28,120.0,21.567,17.24,100.7908,65.879166,60.307,5.849,1.2828809,3.32568,770.6309,18.42
DAX,2007-03-30,280.0,22.065,21.424,101.1055,65.346985,62.182,5.77,1.2855916,3.3338063,808.08636,16.22
DAX,2007-04-30,140.0,22.341,21.559,102.0755,65.66835,62.591,5.748,1.2813119,3.3470771,850.9309,17.31
DAX,2007-05-31,220.0,22.81,21.739,100.9345,66.03024,65.999,5.861,1.0895456,3.1496563,889.7076,15.12
DAX,2007-06-29,200.0,22.947,21.653,100.9749,65.47087,66.529,5.959,1.0945761,3.152963,912.4819,18.26
DAX,2007-07-31,300.0,23.361,21.703,101.2814,65.97919,67.609,6.147,1.0942084,3.1497598,877.5327,22.64
DAX,2007-08-31,160.0,23.666,21.653,101.338,66.52056,69.922,6.468,1.0796087,3.2993655,884.1017,21.19
DAX,2007-09-28,20.0,23.882,21.602,103.0875,66.41128,70.292,6.604,1.1086468,3.167012,907.1255,18.38
DAX,2007-10-31,0.0,24.238,21.674,103.3164,67.08786,70.4,6.536,1.145189,3.1635466,930.94775,17.22
DAX,2007-11-30,-41.0,24.3,21.797,104.5109,67.603806,72.213,6.765,1.2219697,3.687499,919.64154,18.49
DAX,2007-12-31,35.0,24.279,21.578,104.2353,67.41079,71.98,6.665,1.2349782,3.7880433,951.1432,16.92
DAX,2008-01-31,-333.0,23.942,21.364,104.8315,68.14122,71.935,6.896,1.2339687,3.7895136,813.04443,28.07
DAX,2008-02-29,-281.0,24.5,21.559,105.7501,69.00617,71.454,7.206,1.257843,4.72442,798.2218,26.13
DAX,2008-03-31,-105.0,24.816,24.966,108.7731,69.13816,70.609,7.35,1.2659615,4.7278666,766.97766,24.09
DAX,2008-04-30,-193.0,25.532,25.01,107.5436,69.68824,70.334,7.824,1.2673364,4.7406015,822.7238,18.83
DAX,2008-05-30,-53.0,25.423,25.008,107.0904,70.18238,69.636,7.433,1.0788718,3.870309,843.01746,18.17
DAX,2008-06-30,-373.0,25.882,24.947,107.7545,69.96152,70.295,7.448,1.1231674,3.870911,780.8585,22.42
DAX,2008-07-31,-529.0,25.868,24.793,106.5781,70.319214,68.774,7.983,1.1250355,3.890479,793.5197,21.64
DAX,2008-08-29,-216.0,26.049,25.003,104.1966,70.75214,68.569,7.714,1.1869256,3.9351788,784.52386,19.87
DAX,2008-09-30,-520.0,26.361,25.025,102.8945,70.72746,68.534,7.985,1.1441424,3.9820347,732.21924,34.19
DAX,2008-10-31,-820.0,21.53,21.349,98.4192,71.20106,54.611,8.54,1.14326,3.977304,670.21545,61.86
DAX,2008-11-28,-490.0,23.17,24.504,100.6897,72.11412,57.885,10.797,0.8962605,4.4020476,572.02344,44.24
DAX,2008-12-31,-348.0,22.107,24.103,108.2463,72.69798,54.272,10.37,0.89660454,4.4006557,571.6317,38.02
DAX,2009-01-30,-783.0,20.667,24.109,104.0763,73.202805,50.218,10.089,0.91074514,4.400979,539.887,39.31
DAX,2009-02-27,-457.0,20.158,20.416,105.5722,73.57553,47.743,9.89,0.417431,4.46555,477.11884,38.48
DAX,2009-03-31,-761.0,19.606,19.859,107.9105,74.15048,44.926,10.041,0.5653355,4.460371,500.65317,39.16
DAX,2009-04-30,-522.0,19.554,21.371,105.6275,74.49393,46.359,10.603,0.55980486,4.439902,557.80536,34.34
DAX,2009-05-29,-630.0,20.615,21.318,108.4994,74.51621,42.496,9.255,0.4451876,2.3614364,570.68616,28.55
DAX,2009-06-30,-114.0,20.393,21.329,107.6792,75.30017,42.791,8.918,0.43259865,2.3553085,558.4031,27.66
DAX,2009-07-31,-318.0,20.23,21.41,107.5093,75.15662,44.538,8.475,0.45364654,2.3594425,614.7613,26.06
DAX,2009-08-31,-136.0,19.598,20.999,108.3269,74.76981,43.117,8.092,0.3644131,1.9671552,587.418,27.38
DAX,2009-09-30,67.0,19.093,20.609,109.0674,75.53232,43.455,7.67,0.30844492,1.704528,614.98834,23.87
DAX,2009-10-30,-261.0,18.833,20.426,109.752,75.33841,45.196,7.438,0.320719,1.7194588,593.76306,27.62
DAX,2009-11-30,-109.0,18.454,20.251,110.4331,75.25761,46.043,6.847,0.39693895,1.9147617,615.6818,26.58
DAX,2009-12-31,44.0,18.537,19.782,107.2345,75.82494,47.338,6.94,0.39511988,1.9556148,652.1346,20.86
DAX,2010-01-29,244.0,18.091,19.66,104.5699,75.66865,47.652,6.962,0.3953803,1.9486086,611.9428,22.62
DAX,2010-02-26,-22.0,16.308,19.083,103.283,75.77194,48.774,6.654,0.8853475,2.925247,602.5708,19.89
DAX,2010-03-31,133.0,18.232,18.518,102.0025,76.28476,49.358,6.913,0.9081856,2.880551,655.6597,15.85
DAX,2010-04-30,67.0,19.019,18.091,100.5353,76.48666,52.024,6.878,0.9074186,2.8838406,671.24945,20.38
DAX,2010-06-30,0.0,19.07,17.96,95.8117,76.26153,54.358,7.083,0.988092,2.5648088,656.0359,24.74
DAX,2010-07-30,244.0,19.404,17.927,98.7226,76.68346,55.974,6.993,0.9875857,2.559656,663.6286,21.63
DAX,2010-08-31,91.0,19.811,18.054,96.7544,76.902534,58.009,6.84,1.0179528,3.0013049,639.8311,22.11
DAX,2010-09-30,289.0,20.15,17.876,100.2398,76.25251,59.608,7.902,1.0166171,3.2631164,700.0265,20.41
DAX,2010-10-29,44.0,20.164,17.832,101.4213,76.469086,59.225,7.846,1.0159699,3.2618635,732.63776,19.77
DAX,2010-11-30,341.0,19.92,18.83,97.5692,76.677635,60.927,7.155,1.1048526,3.59435,754.3707,23.25
DAX,2010-12-31,-61.0,22.035,18.854,98.1355,75.9142,61.967,7.195,1.1167237,3.5773091,779.8195,19.35
DAX,2011-01-31,265.0,22.154,18.863,99.822,76.16626,62.663,7.524,1.0877204,3.5709248,779.35767,17.36
DAX,2011-02-28,306.0,20.273,20.729,99.8251,76.65059,64.306,7.41,1.3200895,4.42936,805.97437,17.7
DAX,2011-03-31,61.0,20.755,21.554,101.7223,75.95708,64.903,7.31,1.3266832,4.4178953,788.71234,18.81
DAX,2011-04-29,82.0,20.704,21.27,103.3974,76.32056,64.846,7.101,1.391546,4.428068,832.1319,15.46
DAX,2011-05-31,204.0,23.011,21.178,101.4602,76.60847,66.981,6.931,1.3621182,3.5663028,812.58417,17.45
DAX,2011-06-30,21.0,22.978,21.128,102.4869,75.85931,68.629,6.991,1.3526119,3.554533,822.9059,16.35
DAX,2011-07-29,-64.0,23.014,21.033,100.7272,76.26845,68.874,6.987,1.349923,3.5576527,810.569,20.73
DAX,2011-08-31,-532.0,22.689,21.614,101.4753,76.63399,67.805,7.464,1.2945739,3.5619578,680.5787,31.57
DAX,2011-09-30,-708.0,22.747,21.891,99.9535,76.16326,66.541,7.415,1.2934321,3.5346036,635.57,40.27
DAX,2011-10-31,-396.0,22.65,21.928,101.2721,76.7839,64.711,7.4,1.2945396,3.5366285,714.95917,31.83
DAX,2011-11-30,-250.0,22.272,22.179,100.0059,77.2994,62.867,6.926,1.1878996,3.9483113,712.63165,30.71
DAX,2011-12-30,-362.0,22.447,22.282,97.558,76.81027,62.838,6.93,1.195338,3.9930842,689.04346,28.29
DAX,2012-01-31,-149.0,22.616,22.433,96.4283,77.105675,63.022,6.827,1.1913006,3.9914043,756.43524,23.06
DAX,2012-02-29,64.0,22.813,22.758,97.5923,77.51373,63.452,6.5,1.2126585,4.796365,801.62134,21.07
DAX,2012-03-30,-106.0,23.128,23.195,98.0032,77.127106,64.288,6.541,1.221124,4.7973228,814.0879,19.51
DAX,2012-04-30,-128.0,23.467,23.246,97.2245,77.54105,64.878,6.103,1.2224218,4.801739,798.0363,22.78
DAX,2012-05-31,0.0,23.629,23.523,94.8812,77.953766,66.07,6.532,1.1047552,3.7334912,733.15216,27.35
DAX,2012-06-29,-396.0,23.581,23.516,95.5967,78.0289,65.478,6.565,1.111178,3.7473094,732.5153,21.12
DAX,2012-07-31,-234.0,23.728,23.576,93.0628,78.75219,66.148,6.594,1.1140186,3.7484212,788.6463,22.59
DAX,2012-08-31,-191.0,23.702,23.469,94.4315,79.62457,65.967,6.527,1.1385195,3.7081854,797.5769,21.28
DAX,2012-09-28,-255.0,23.724,23.546,95.333,79.93546,65.475,6.644,1.1396939,3.710842,829.63934,19.28
DAX,2012-11-30,-447.0,23.809,23.511,96.3758,81.22437,64.52,6.792,1.2130164,4.518533,881.08185,14.75
DAX,2012-12-31,-304.0,23.724,23.31,97.352,81.4683,64.387,6.793,1.2146809,4.513523,898.03754,16.38
DAX,2013-01-31,-261.0,24.086,23.359,100.2624,81.73892,64.56,6.441,1.2143041,4.512219,919.86444,14.52
DAX,2013-02-28,-326.0,24.142,28.049,98.0702,81.45123,64.689,6.272,1.4476438,5.370401,929.63464,16.74
DAX,2013-03-29,-239.0,24.049,24.539,96.8448,80.78049,64.636,6.124,1.4507717,5.3716717,950.0656,15.71
