,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT
1991-12-31,713.08,39.98,328.528,109.21,3600.5,324.9375,8.764,9.25,12.41,26.35,74.94,8209.6875,994.56,282.44
1992-01-01,713.08,39.98,328.528,109.21,3600.5,324.9375,8.764,9.25,12.41,26.35,74.94,8209.6875,994.56,282.44
1992-01-02,709.06,40.75,319.232,107.13,3586.1875,320.9375,8.905,8.83,12.69,26.03,74.47,8128.5625,1011.2,284.4
1992-01-03,705.65,40.21,317.764,107.53,3561.125,321.4375,8.898,8.63,12.65,25.9,74.59,8103.1875,1015.04,285.59
1992-01-06,703.24,40.17,312.627,107.53,3575.4375,326.125,8.887,8.72,12.63,26.25,74.86,8082.9375,1004.8,286.88
1992-01-07,703.64,39.08,318.988,106.52,3579,325.5,8.831,8.59,12.15,26.2,75.3,8037.25,1020.8,288.46
1992-01-08,705.65,37.36,315.563,105.85,3622,329.8125,8.894,8.66,11.67,26.6,75.9,8204.625,1014.4,283.73
1992-01-09,717.7,37.34,307.98,105.63,3618.375,330.4375,9.304,8.69,11.52,26.46,76.18,8128.5625,1016.32,275.57
1992-01-10,716.49,38.12,295.015,106.41,3618.375,329,9.196,8.8,11.94,26.6,75.46,8174.1875,1015.68,275.9
1992-01-13,711.67,39.29,301.864,106.13,3668.5,330.5625,9.156,8.67,12.15,26.77,75.34,8346.5625,1005.44,270.03
1992-01-14,713.08,38.62,305.044,106.02,3711.4375,326.9375,9.185,8.53,12.02,26.28,75.74,8377,997.12,271.75
1992-01-15,712.07,39.41,316.541,107.31,3747.25,333.1875,9.319,8.48,12.21,26.67,77.66,8453.0625,997.76,271.27
1992-01-16,716.69,39.54,330.24,108.65,3707.875,333.4375,9.718,8.54,12.46,26.72,77.62,8377,1009.92,268.84
1992-01-17,711.67,40.06,304.799,108.93,3715,337.75,9.611,8.83,12.61,26.99,77.74,8519,994.56,269.03
1992-01-20,719.1,39.54,300.151,108.76,3740.0625,334.625,9.581,8.63,12.4,26.95,77.22,8569.6875,1006.08,268.03
1992-01-21,719.5,38.88,300.151,108.53,3715,337.3125,9.599,8.64,12.13,27.04,78.42,8600.125,1002.24,265.93
1992-01-22,719.3,39.33,291.323,109.26,3732.9375,336.25,9.617,8.86,12.29,26.96,77.82,8666.0625,1002.24,269.32
1992-01-23,712.48,38.88,284.009,108.6,3736.5,334.0625,9.465,8.87,12.11,26.87,77.1,8873.9375,974.08,269.27
1992-01-24,712.07,39.46,294.602,110.72,3775.875,339.1875,9.326,8.87,12.29,27.24,77.98,8868.875,968.96,264.92
1992-01-27,712.68,40.21,307.214,110.16,3750.8125,336.375,9.337,8.8,12.55,27.07,77.3,8909.4375,961.28,258.62
1992-01-28,714.47,39.81,297.881,110.84,3783,339.1875,9.382,8.58,12.33,27.35,77.66,8873.9375,947.84,254.8
1992-01-29,715.07,39.23,297.629,110.94,3768.6875,336.125,9.517,8.57,12.47,26.99,77.26,8955.0625,945.28,257.53
1992-01-30,709.88,39.33,294.098,110.84,3772.3125,334.0625,9.286,8.56,12.61,26.75,77.34,8843.5625,954.88,257.19
1992-01-31,716.47,39.25,297.629,110.38,3783,333.6875,9.364,8.41,12.71,26.84,76.62,8929.75,923.52,253.28
1992-02-03,715.47,39.38,296.62,109.26,3833.125,336.8125,9.342,8.22,12.86,27.06,76.74,9086.9375,902.4,254.09
1992-02-04,714.47,40.02,302.169,109.21,3840.3125,336.9375,9.348,8.27,13.15,27.27,75.82,9112.3125,905.6,260.87
1992-02-05,713.28,40.5,299.899,110.05,3822.375,336.125,9.404,8.39,13.27,27.12,75.74,9056.5,881.92,259.24
1992-02-06,713.48,40.5,298.386,109.88,3800.9375,334.375,9.449,8.4,13.17,26.96,75.82,9122.4375,894.08,258.05
1992-02-07,711.68,41.27,300.151,110.21,3790.1875,332.75,9.391,8.41,13.28,26.78,75.54,9178.1875,891.52,260.34
1992-02-10,713.48,41.08,301.665,110,3872.5,337.5625,9.404,8.33,13.08,27.07,75.7,9320.1875,889.6,259.91
1992-02-11,714.27,40.04,285.017,110.38,3747.25,330.4375,9.371,8.1,12.7,26.55,74.71,8914.5,903.68,254.33
1992-02-12,717.87,40.02,286.531,113.8,3783,332.5,9.438,8.16,12.91,26.37,75.86,8610.25,903.04,261.06
1992-02-13,713.28,40.87,281.234,114.08,3765.125,332.625,9.416,8.24,13.05,26.38,75.7,8564.625,885.12,254.76
1992-02-14,708.88,40.41,272.154,114.64,3758,331.5625,9.315,8.24,12.79,26.28,76.02,8661,884.48,255.95
1992-02-17,708.88,40.41,272.154,114.64,3758,331.5625,9.315,8.24,12.79,26.28,76.02,8661,884.48,255.95
1992-02-18,708.09,37.61,267.294,114.47,3775.875,333.9375,9.091,8.82,12.26,26.46,76.78,8346.5625,851.47,254.9
1992-02-19,707.69,38.52,272.154,113.01,3786.625,336.6875,9.084,8.69,12.42,26.48,77.66,8351.6875,859.42,257.67
1992-02-20,708.09,38.58,275.799,113.69,3783,336.9375,9.237,8.69,12.35,26.58,77.94,8468.3125,878.98,255.95
1992-02-21,703.69,38.42,288.192,113.18,3775.875,336.375,9.18,8.38,12.16,26.66,78.14,8427.75,850.25,256.09
1992-02-24,700.9,37.94,285.519,114.36,3772.3125,338.375,9.169,8.34,11.95,26.75,79.25,8280.6875,816.63,256.46
1992-02-25,699.9,38.05,286.734,114.14,3744.4375,337.375,9.114,8.38,11.93,26.63,78.74,8239.8125,831.3,263.7
1992-02-26,700.3,38.01,286.734,115.66,3734,333.625,9.098,8.17,12.03,26.42,77.76,8387.9375,844.75,262.83
1992-02-27,708.68,38.6,280.902,116.1,3751.375,334.3125,9.198,8.2,12.34,26.4,77.41,8306.1875,845.36,261.16
1992-02-28,706.89,38.46,284.547,115.99,3810.625,338.5,9.187,8.24,12.27,26.58,78.66,8173.375,866.76,261.63
1992-03-02,703.69,37.76,283.575,115.09,3845.4375,340.0625,9.216,8.26,12.05,26.84,79.22,8209.125,874.09,264.3
1992-03-03,701.5,38.38,283.575,114.81,3831.5,338.625,9.187,8.5,12.11,26.77,78.7,7979.25,891.82,263.33
1992-03-04,701.9,38.36,289.407,115.14,3831.5,344.125,9.205,8.46,12.22,27.01,81.34,7989.5,856.98,257.66
1992-03-05,703.29,38.19,286.734,114.36,3835,342.9375,9.254,8.34,12.16,26.77,81.38,8050.8125,836.19,254.24
1992-03-06,699.3,38.11,283.089,113.69,3841.9375,345.25,9.294,8.34,11.84,26.74,83.03,8025.25,868.59,249.31
1992-03-09,698.1,38.44,286.734,113.4,3883.75,344.8125,9.305,8.47,11.78,26.66,83.07,8239.8125,862.48,253.14
1992-03-10,698.3,38.48,288.678,114.7,3845.4375,342.5,9.271,8.62,11.89,26.63,82.32,8178.5,866.14,251.2
1992-03-11,701.5,38.09,287.706,113.74,3838.5,343.8125,9.276,8.6,11.89,26.55,83.26,8050.8125,886.32,248.29
1992-03-12,694.71,38.77,290.865,113.35,3814.0625,340.625,9.138,8.59,12.02,26.43,82.12,7974.1875,892.43,251.94
1992-03-13,693.31,39.49,294.51,113.63,3782.75,342.375,9.165,8.54,12.17,26.54,82.87,7866.875,903.43,250.51
1992-03-16,686.53,39.43,298.154,113.4,3751.375,340.375,9.08,8.66,12.31,26.57,81.5,7846.4375,897.32,255.4
1992-03-17,679.94,39.57,302.528,114.53,3761.8125,341.9375,9.043,8.56,12.34,26.63,80.83,7912.875,890.6,253.5
1992-03-18,676.34,39.28,303.014,114.58,3782.75,342.8125,9.003,8.64,12.06,26.89,80.36,7897.5625,900.99,257.7
1992-03-19,676.94,39.81,304.472,114.58,3775.75,344.125,9.203,8.66,12.16,27.29,79.69,7943.5,911.99,261.35
1992-03-20,675.75,39.04,308.117,113.3,3765.3125,336.3125,9.18,8.67,11.79,26.93,77.76,7953.75,905.88,261.3
1992-03-23,675.75,39.12,318.089,113.79,3779.25,337.375,9.125,8.52,11.84,26.83,78.08,8009.9375,907.71,260.24
1992-03-24,678.34,39.3,319.335,113.96,3782.75,336.625,9.125,8.56,11.85,26.63,77.96,7923.0625,902.82,260.06
1992-03-25,681.33,39.24,343.765,113.57,3765.3125,338.0625,9.114,8.55,11.83,26.87,78.11,7846.4375,866.14,262.87
1992-03-26,680.94,39.43,329.556,113.86,3782.75,336.625,9.12,8.48,12.01,26.89,77.6,7892.4375,864.92,267.35
1992-03-27,683.73,39.18,330.553,113.74,3761.8125,335.625,9.231,8.61,11.99,26.72,77.64,7856.6875,858.2,271.22
1992-03-30,682.54,39.37,332.049,113.86,3713.0625,336.5,9.198,8.77,12.01,26.86,77.72,7836.25,830.69,267.95
1992-03-31,685.91,39.75,338.281,114.24,3681.75,337.9375,9.205,8.92,12.15,26.86,77.96,7744.3125,837.42,272.7
1992-04-01,684.13,40.57,344.264,115.43,3622.5,331.625,9.116,9.01,12.5,26.39,77.09,7545.0625,849.03,270.62
1992-04-02,679.76,40.49,337.035,116.32,3612.0625,330.625,9.08,9.38,12.38,26.21,76.94,7412.25,854.53,274.08
1992-04-03,680.36,41.49,328.808,115.82,3626,331,9.08,9.43,12.57,26.18,77.05,7504.1875,872.87,279.11
1992-04-06,678.57,41.82,327.811,115.43,3650.375,332.0625,9.131,9.25,12.73,26.19,77.09,7555.3125,877.76,278.38
1992-04-07,675.19,41.37,320.333,115.09,3584.1875,327.75,9.072,10.07,12.5,26.1,76.58,7448,853.31,274.27
1992-04-08,673.61,42.17,325.318,112.78,3525,325.5625,9.083,10.09,12.58,25.89,76.07,7488.875,871.04,268.78
1992-04-09,676.78,41.53,326.564,113.23,3531.9375,326.5625,9.138,10,12.38,25.98,76.46,7407.125,849.64,270.62
1992-04-10,679.96,41.8,322.576,112.28,3531.9375,328,9.127,9.82,12.31,26.12,76.23,7376.5,842.31,269.24
1992-04-13,676.19,41.35,316.593,111.66,3531.9375,328,9.094,9.94,11.99,26.12,76.23,7376.5,802.57,263.75
1992-04-14,676.58,40.61,318.089,111.71,3531.9375,328,9.127,9.69,11.68,26.12,76.23,7376.5,808.08,263.75
1992-04-15,669.04,40.63,334.043,111.89,3528.5,330.625,8.916,9.73,11.91,26.33,76.74,7376.5,788.52,262.92
1992-04-16,671.62,41.33,339.278,111.21,3531.9375,330.4375,8.827,9.86,12.27,26.28,76.62,7412.25,773.23,263.7
1992-04-17,671.62,41.33,339.278,111.21,3531.9375,330.4375,8.827,9.86,12.27,26.28,76.62,7412.25,773.23,263.7
1992-04-20,670.43,41.43,351.057,110.77,3556.3125,332.875,8.816,9.74,12.39,26.55,76.46,7539.9375,779.13,264.39
1992-04-21,678.37,41.45,353.361,111.83,3573.75,335.3125,8.876,9.8,12.53,26.57,78.04,7591.0625,782.08,263.5
1992-04-22,674.6,40.78,367.444,111.89,3500.625,331.4375,8.927,9.99,12.37,26.33,77.33,7642.125,772.64,263.81
1992-04-23,673.61,40.78,371.285,112.5,3511.0625,334.0625,8.916,10.56,12.38,26.43,77.8,7780.0625,792.11,270.72
1992-04-24,670.03,41,354.898,112.56,3476.25,330.3125,8.809,10.27,12.47,26.19,77.05,7902.625,783.85,271.93
1992-04-27,669.24,41.15,354.129,112.17,3438.625,329.625,8.759,10.22,12.51,26.19,76.08,7854.4375,771.47,276.25
1992-04-28,669.44,41.39,360.787,112.78,3435.1875,329.875,8.754,10.28,12.58,26.18,75.66,7715.125,764.98,275.18
1992-04-29,667.85,42.12,371.285,112.05,3428.375,329.1875,8.781,10.35,12.66,26.12,75.81,7602.625,757.31,273.8
1992-04-30,670.83,42.28,364.116,112.51,3411.25,329.875,8.851,9.98,12.73,26.12,75.81,7575.8125,741.97,278.07
1992-05-01,673.61,42.28,366.42,111.78,3462.5625,335.5625,8.873,10.07,12.81,26.37,77.56,7693.6875,729.59,271.35
1992-05-04,670.23,42.83,373.334,112.56,3551.4375,336.6875,8.88,10.12,13.16,26.36,79.22,8031.25,724.28,275.45
1992-05-05,670.63,42.18,391.514,112.05,3524.0625,336.6875,8.994,10.23,12.98,26.36,79.3,7966.9375,710.72,272.24
1992-05-06,670.03,42.12,383.064,112.51,3554.8125,337.6875,9.017,10.17,12.92,26.65,78.99,7966.9375,698.92,266.71
1992-05-07,666.86,42,379.991,113.35,3599.25,339.8125,8.946,10.34,12.83,26.86,79.22,8068.75,716.02,268.18
1992-05-08,667.65,42.3,377.687,113.4,3571.9375,337.8125,9.034,10.31,12.85,26.65,79.07,7924.0625,717.2,263.9
1992-05-11,669.04,42.59,381.528,113.57,3527.5,337.5625,9.067,10.32,12.94,26.54,79.53,7838.375,730.18,265.82
1992-05-12,666.66,42.5,395.099,113.23,3548,343.9375,9.056,10.31,12.84,27.07,80.58,7790.125,742.56,270.14
1992-05-13,667.25,42.1,399.964,112.78,3568.5,352.1875,9.045,10.34,12.62,27.9,81.78,7774.0625,752,278.74
1992-05-14,671.82,41.67,415.583,112.39,3599.25,349.9375,9.089,10.25,12.47,27.65,82.05,7618.6875,742.56,274.64
1992-05-15,673.21,41.96,424.29,112.56,3578.75,349.75,9.043,10.29,12.61,27.63,81.54,7559.75,766.75,272.5
1992-05-18,673.61,41.66,432.044,112.67,3585.625,354.5,9.043,9.97,12.47,27.91,82.4,7613.3125,759.67,270.28
1992-05-19,671.42,40.93,444.507,113.29,3476.25,345.375,9.021,10.01,12.28,27.29,80.77,7404.375,773.82,261.36
1992-05-20,671.82,41.03,451.431,113.06,3486.5,346.25,9.021,10.04,12.33,27.37,81.04,7318.6875,758.49,263.15
1992-05-21,669.83,42.04,423.736,113.23,3448.875,337.5625,8.988,9.97,12.53,26.54,79.41,7286.5,759.08,254.23
1992-05-22,671.22,42.12,427.89,113.52,3459.125,338.8125,9.032,10.1,12.66,26.65,79.53,7334.75,749.05,252.54
1992-05-25,671.22,42.12,427.89,113.52,3459.125,338.8125,9.032,10.1,12.66,26.65,79.53,7334.75,749.05,252.54
1992-05-26,671.82,44.25,451.431,113.23,3503.5625,342.6875,9.043,10.17,13.17,26.89,80.5,7479.375,758.49,253.57
1992-05-27,671.62,44.09,440.353,112.9,3541.1875,343.9375,9.028,10.55,13.01,27.04,80.77,7533,756.13,257.71
1992-05-28,669.64,44.15,447.831,112.96,3513.8125,343.125,8.961,10.5,13.01,26.95,80.77,7538.3125,737.85,259
1992-05-29,668.46,44.47,450.046,113.23,3548,349.0625,8.867,10.69,13.11,27.16,82.44,7490.125,746.69,258.65
1992-06-01,670.83,44.31,459.739,114.57,3537.75,352.75,8.922,10.37,12.99,27.31,84.95,7586.5625,746.69,260.38
1992-06-02,673.99,44.47,457.524,114.63,3595.875,358.1875,9.001,10.54,12.97,27.74,85.53,7672.25,721.33,263.37
1992-06-03,672.8,45.11,439.245,114.35,3592.4375,353.3125,8.968,10.69,13.27,27.34,84.49,7833,730.77,262.39
1992-06-04,672.8,45.22,445.615,116.93,3592.4375,352.3125,9.001,11.02,13.24,27.26,84.22,7875.875,729,261.05
1992-06-05,673,45.5,457.801,116.7,3537.75,344.6875,8.946,10.91,13.25,26.7,82.98,7854.4375,726.05,261.01
1992-06-08,671.82,45.13,450.046,116.31,3602.6875,353.3125,8.924,10.82,13.24,27.31,84.22,7918.75,726.64,269.34
1992-06-09,672.01,44.89,452.539,116.48,3609.5,358.1875,8.924,10.67,13.18,27.56,85.46,8068.75,726.64,274.02
1992-06-10,671.22,45.28,448.384,115.69,3606.125,355.75,8.946,10.91,13.24,27.38,85.38,7993.75,713.07,270.23
1992-06-11,676.16,44.95,440.907,115.31,3578.75,352.625,9.05,10.77,13.03,27.38,84.14,7784.8125,707.77,275.09
1992-06-12,680.9,44.85,425.12,115.81,3544.5625,351.5,9.1,10.95,13,27.25,83.75,7715.125,717.79,279.5
1992-06-15,681.3,44.97,432.875,115.87,3383.9375,338.125,9.122,11.2,12.95,26.59,79.88,7559.75,730.77,278.07
1992-06-16,679.52,44.85,443.953,115.97,3414.6875,338.5625,9.045,11.23,12.89,26.76,79.07,7570.5,738.44,271.44
1992-06-17,677.35,44.83,444.507,116.7,3438.625,342.6875,9.017,11.78,12.93,26.91,80.34,7602.625,724.87,276.07
1992-06-18,679.92,44.77,440.63,116.93,3414.6875,343.25,9.021,11.52,12.85,26.97,80.11,7554.375,712.48,277.09
1992-06-19,676.36,44.81,430.936,117.32,3435.1875,342.9375,8.869,11.47,12.88,26.8,80.69,7656.1875,693.1,277.18
1992-06-22,681.89,45.07,427.89,116.93,3390.75,338.5625,8.902,11.66,12.8,26.67,79.8,7591.875,681.71,276.15
1992-06-23,683.47,45.29,415.288,117.38,3435.1875,343.125,8.891,11.68,12.84,26.86,80.19,7533,671.45,274.12
1992-06-24,680.11,45.9,425.93,119.67,3414.6875,340.6875,8.869,11.63,12.84,26.79,80,7474.0625,670.88,276.23
1992-06-25,680.71,45.27,428.45,120.62,3465.9375,345.6875,8.825,11.69,12.5,27.07,80.65,7495.4375,660.62,274.85
1992-06-26,679.32,44.99,425.369,120.23,3472.8125,345.6875,8.763,11.72,12.4,27.22,80.81,7474.0625,672.59,277.1
1992-06-29,681.69,44.59,422.289,123.63,3435.8125,344.25,8.835,11.79,12.2,27.11,80.12,7500.5,666.89,276.97
1992-06-30,680.31,43.31,425.089,122.41,3405.5625,342.4375,8.879,11.54,11.9,26.79,79.73,7468.75,662.33,276.28
1992-07-01,682.68,43.83,434.33,122.57,3466.0625,340.4375,8.879,11,12.06,26.74,79.92,7378.6875,677.15,273.08
1992-07-02,686.63,44.31,442.171,124.97,3405.5625,335.625,8.883,11,12.19,26.55,78.46,7193.3125,683.99,274.42
1992-07-03,686.63,44.31,442.171,124.97,3405.5625,335.625,8.883,11,12.19,26.55,78.46,7193.3125,683.99,274.42
1992-07-06,686.43,43.89,441.611,124.57,3281.1875,326.5625,8.868,11.03,12.02,25.96,76.2,7161.5,676.01,269.98
1992-07-07,685.64,42.91,446.652,126.42,3294.625,327.125,8.522,11.2,11.7,25.98,76.46,7193.3125,691.97,269.54
1992-07-08,688.21,42.93,456.453,126.14,3254.3125,327.125,8.544,11.26,11.43,25.98,76.73,7262.125,697.09,274.64
1992-07-09,690.19,42.91,458.973,124.47,3244.1875,324.1875,8.636,11,11.47,25.93,76.27,7161.5,694.81,275.16
1992-07-10,689.4,42.67,462.894,126.58,3244.1875,326,8.621,11.13,11.32,25.98,76.62,7103.25,719.89,277.96
1992-07-13,690.98,42.83,482.216,125.8,3197.125,325,8.616,11.29,11.34,26.08,75.43,7182.6875,695.95,275.16
1992-07-14,694.93,43.03,473.815,127.65,3146.6875,323.0625,8.66,11.37,11.52,25.98,74.73,7225.0625,702.22,273.99
1992-07-15,700.66,43.53,483.616,129.21,3123.1875,321.625,8.665,11.41,11.7,25.86,74.47,7341.625,701.08,274.51
1992-07-16,697.69,43.69,476.895,129.82,3103,318.8125,8.594,11.89,11.9,25.73,73.54,7267.4375,712.48,273.34
1992-07-17,707.18,43.27,479.976,128.54,3079.4375,316.8125,8.73,12.15,11.68,25.68,72.62,7331,702.22,274.94
1992-07-20,710.34,43.57,489.777,128.31,3045.875,315.25,8.713,11.81,11.75,25.68,72.66,7214.5,684.56,271.92
1992-07-21,707.37,43.45,499.784,128.87,3052.5625,315.5625,8.653,11.79,11.79,25.67,73.04,7251.5625,704.5,271.14
1992-07-22,709.74,44.04,503.787,128.48,3035.75,315.5625,8.723,11.85,11.85,25.56,73.39,7219.75,699.37,273.99
1992-07-23,708.95,44.28,490.063,128.87,3005.5,312.875,8.702,11.72,11.97,25.45,72.54,7140.3125,694.81,273.86
1992-07-24,710.14,44.32,512.937,128.65,2971.875,312.75,8.715,11.73,12.13,25.42,71.93,7124.4375,685.13,271.31
1992-07-27,707.37,44.44,530.663,128.04,2988.6875,313.75,8.671,11.86,12.08,25.45,72.31,7113.8125,639.53,267.9
1992-07-28,709.34,44.46,525.517,128.21,3002.125,316.25,8.66,11.89,12.08,25.59,72.66,7103.25,645.23,264.75
1992-07-29,704.42,44.36,537.525,127.14,3008.875,318.9375,8.54,11.1,12.1,25.87,72.54,7007.875,633.26,266
1992-07-30,704.82,44.02,552.393,126.48,2982,316.8125,8.603,11.21,11.84,25.89,71.74,6854.3125,660.62,266.82
1992-07-31,706.39,44.1,540.956,125.53,2961.8125,313.875,8.614,11.24,11.86,25.7,70.98,6721.875,641.24,268.34
1992-08-03,696.76,43.51,530.949,125.02,2951.6875,314,8.505,11.3,11.77,25.65,70.87,6700.6875,641.24,271.87
1992-08-04,696.76,43.05,532.093,125.63,2948.375,313.125,8.494,11.16,11.73,25.33,70.94,6573.5625,645.8,274.34
1992-08-05,689.68,42.7,529.234,126.14,2928.1875,310.3125,8.516,11.34,11.59,25.12,70.26,6568.25,645.23,270.54
1992-08-06,689.29,43.19,536.668,126.48,2901.3125,309.75,8.57,11.37,11.85,25.08,70.03,6547.0625,640.67,267.6
1992-08-07,691.85,42.79,540.099,126.98,2854.25,303.25,8.691,11.35,11.81,24.61,68.89,6520.5625,637.82,267.86
1992-08-10,692.04,42.4,550.106,125.7,2874.375,305.5,8.675,11.42,11.75,24.9,69,6494.0625,607.04,267
1992-08-11,685.95,42.16,549.534,125.7,2911.375,307.9375,8.522,11.62,11.76,25.08,69.53,6600.0625,601.91,258.75
1992-08-12,668.46,42.5,546.389,124.24,2887.8125,304.6875,8.26,11.66,11.92,24.99,69.19,6488.8125,578.54,261.13
1992-08-13,659.22,43.03,529.806,124.57,2928.1875,309.3125,8.249,11.1,12.01,25.26,69.76,6478.1875,579.68,255.21
1992-08-14,660.59,42.91,523.801,124.18,2951.6875,309.5,8.297,11.18,11.95,25.23,69.99,6494.0625,575.69,256.6
1992-08-17,664.72,43.17,503.787,128.77,3002.125,312.5625,8.286,11.27,12.1,25.42,70.68,6499.375,550.04,258.8
1992-08-18,662.56,43.11,528.09,128.21,2958.4375,309.625,8.264,11.13,12.21,25.29,70.41,6494.0625,572.64,260.61
1992-08-19,666.69,42.83,525.517,127.82,2934.875,308.5,8.264,10.87,12.02,25.26,70.14,6499.375,571.03,255.82
1992-08-20,665.7,42.97,527.518,126.81,2958.4375,309.9375,8.166,10.75,12.12,25.34,70.52,6562.9375,569.41,253.62
1992-08-21,665.31,42.62,530.091,126.42,2995.4375,311.4375,8.155,10.42,11.91,25.58,70.22,6684.8125,572.1,251.11
1992-08-24,673.57,43.55,553.651,126.87,3022.3125,316.25,8.133,10.63,12.33,25.81,70.64,6801.3125,579.1,259.75
1992-08-25,671.6,42.76,568.082,125.31,3042.5,317.5625,8.1,10.7,12.21,25.89,71.86,6886.0625,567.26,254.44
1992-08-26,666.88,42.89,554.24,124.41,3018.9375,315.6875,8.03,10.56,12.23,25.98,71.36,6764.25,573.72,253.83
1992-08-27,668.46,42.72,572.499,124.36,2971.875,312.75,8.106,10.88,12.13,25.89,70.03,6732.4375,583.41,253.7
1992-08-28,669.83,43.09,622.858,122.75,2921.125,312,8.041,10.82,12.36,25.86,69.76,6671.375,596.32,247.27
1992-08-31,675.34,43.43,621.974,122.36,2941.4375,310.75,8.158,10.91,12.45,25.91,69.08,6783.375,583.41,243.69
1992-09-01,671.6,43.76,612.845,124.19,2978.625,313.1875,8.122,10.58,12.56,26.06,68.78,6880.125,588.79,241.27
1992-09-02,667.08,43.86,604.01,124.14,2992.1875,315.1875,8.072,10.64,12.57,26.21,69.2,7017.625,595.25,243.78
1992-09-03,671.6,43.82,627.57,122.81,2995.5625,316.1875,8.137,10.64,12.55,26.16,70.14,6997.25,594.17,247.75
1992-09-04,672.58,44.02,632.281,124.19,3009.125,318.75,8.089,10.79,12.57,26.23,71.88,6971.8125,586.64,243.34
1992-09-07,672.58,44.02,632.281,124.19,3009.125,318.75,8.089,10.79,12.57,26.23,71.88,6971.8125,586.64,243.34
1992-09-08,674.35,44.4,601.948,121.92,3059.875,322.625,8.104,10.87,12.54,26.46,72.03,6966.6875,575.33,239.72
1992-09-09,673.57,44.46,612.55,121.21,3005.75,319.9375,8.1,11.01,12.44,26.34,71.24,6966.6875,547.89,237.69
1992-09-10,673.57,44.34,626.686,118.06,2961.75,318.5,8.083,11.4,12.26,26.15,71.43,6905.625,553.27,239.12
1992-09-11,671.01,44.5,632.576,118.11,2961.75,315.75,8.028,11.35,12.28,25.89,71.27,6788.5,547.89,245.37
1992-09-14,682.61,45.11,643.178,119,2944.8125,314.1875,8.223,11.21,12.52,25.56,70.9,6773.1875,552.73,246.37
1992-09-15,681.82,44.85,660.847,119.11,2992.1875,319.75,8.299,11.17,12.5,25.75,74.03,6803.75,561.34,253.14
1992-09-16,688.31,45.27,668.21,119.66,2985.4375,318.5,8.332,10.91,12.51,25.63,72.97,6920.875,571.03,251.33
1992-09-17,684.57,45.09,657.019,119.72,2941.4375,313.1875,8.212,10.75,12.39,25.36,71.99,6961.625,574.26,254.65
1992-09-18,690.86,44.44,685.585,120.11,2924.5,311.125,8.386,10.76,12.14,25.3,70.63,6971.8125,595.25,253.49
1992-09-21,683.59,44.44,711.327,119.66,2927.875,312.4375,8.299,10.27,11.98,25.38,70.63,6982,612.47,252.06
1992-09-22,686.15,44.5,725.342,118.18,2904.1875,309.875,8.342,10.26,12,25.19,70.33,6849.5625,611.93,256.03
1992-09-23,685.56,44.95,741.645,117.79,2883.875,309.3125,8.284,10.32,12.14,25.07,70.29,6854.6875,611.39,251.16
1992-09-24,686.74,44.52,704.749,118.62,2914.375,312,8.31,10.4,12.09,25.07,71.69,6961.625,603.32,247.4
1992-09-25,686.93,44.3,707.609,117.79,2927.875,312,8.277,10.34,12.08,25.07,71.43,7017.625,609.24,244.34
1992-09-28,683.61,44.46,696.454,115.69,2890.625,309.3125,8.128,10.34,12.12,24.9,70.72,7073.6875,594.71,235.31
1992-09-29,684.58,44.28,718.764,116.24,2917.75,311.125,8.117,10.34,11.99,25.11,70.72,7083.875,582.33,236.75
1992-09-30,683.61,44.36,719.335,115.63,2914.375,310.5625,8.148,10.33,11.94,25.1,70.53,7134.75,599.55,236.39
1992-10-01,683.02,44.61,720.194,114.03,2894.0625,305.8125,8.093,10.44,12.09,24.84,69.34,7119.5,610.32,239.64
1992-10-02,684,44.79,716.475,111.93,2860.1875,302.8125,8.137,10.53,12.22,24.69,67.93,7088.9375,611.93,235.26
1992-10-05,688.69,44.48,681.295,111.99,2846.625,303.375,8.169,10.31,12.17,24.75,67.66,7058.375,624.31,235.67
1992-10-06,687.52,44.57,697.884,113.21,2853.4375,304.8125,8.132,10.16,12.21,24.76,68.33,7043.125,635.07,240.18
1992-10-07,689.08,44.73,683.583,112.27,2853.4375,304.8125,8.111,10.24,12.24,24.56,68.86,6992.1875,643.68,241.67
1992-10-08,686.74,44.93,657.269,112.05,2829.75,304.375,8.128,10.29,12.42,24.49,68.56,6926,650.14,240.46
1992-10-09,687.52,45.71,655.839,112.15,2819.5625,306,8.182,10.27,12.73,24.49,69.56,6956.5625,670.06,234.54
1992-10-12,677.15,45.57,637.82,110.89,2839.875,308.25,8.126,10.32,12.62,24.45,70.23,7170.4375,665.21,241.27
1992-10-13,674.8,45.14,615.225,110.44,2846.625,308.6875,8.046,10.4,12.36,24.45,70.76,7206.0625,682.97,239.28
1992-10-14,672.45,45.12,665.278,110.39,2870.3125,309.4375,8.028,10.7,12.34,24.45,71.65,7318.125,679.74,238.24
1992-10-15,668.93,45.63,695.596,111.05,2843.25,307.25,8.018,10.65,12.5,24.44,70.64,7262.0625,676.51,237.34
1992-10-16,671.48,45.53,701.316,110.39,2812.8125,307.875,8.061,10.52,12.43,24.52,70.68,7190.8125,675.98,238.06
1992-10-19,671.87,45.32,734.208,109.95,2816.1875,312.1875,8.085,10.48,12.35,24.82,72.02,7257,668.98,242.35
1992-10-20,674.21,45.24,724.993,110.89,2846.625,313.75,8.215,10.57,12.39,24.9,72.21,7211.1875,698.04,240.82
