,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT,GC3,CL3,NG3,HG3,C3,S3,SI3,SB3,XBW3,SM3,BO3,W3,KC3,CT3
38125,59.9810 ,346.2339 ,75.6249 ,115.3779 ,30.0989 ,136.2692 ,78.6372 ,143.8907 ,372.5888 ,227.2473 ,67.6887 ,37.7211 ,29.6802 ,42.9614 ,60.6236 ,423.0600 ,418.8960 ,129.5120 ,46.3780 ,116.8260 ,82.3200 ,133.9280 ,450.5580 ,159.6286 ,89.3190 ,84.9970 ,34.6880 ,63.9470 
38132,61.9862 ,352.4013 ,81.6453 ,123.4298 ,31.3101 ,137.5555 ,84.2442 ,146.2744 ,377.0103 ,230.8672 ,67.1745 ,38.4846 ,32.0711 ,43.4665 ,62.6700 ,432.4980 ,447.8140 ,138.0290 ,48.5470 ,119.2610 ,88.1810 ,136.6540 ,453.1060 ,164.8682 ,88.1510 ,86.9760 ,37.3050 ,63.7230 
38139,62.9410 ,362.5948 ,80.9306 ,129.2812 ,33.3974 ,134.7100 ,83.8289 ,156.4595 ,381.0376 ,220.1685 ,68.9743 ,39.5282 ,34.1735 ,39.7465 ,63.6612 ,451.0420 ,448.0090 ,146.3100 ,51.9450 ,123.3330 ,87.7640 ,146.3870 ,466.9530 ,168.4570 ,93.0680 ,89.5600 ,39.6050 ,62.0790 
38146,62.3522 ,319.5212 ,74.0959 ,123.8382 ,30.6097 ,132.5819 ,79.8844 ,150.8345 ,328.6357 ,215.9619 ,66.2721 ,36.9372 ,33.6404 ,38.2362 ,63.0697 ,407.2920 ,418.8310 ,141.7290 ,48.9970 ,114.8530 ,83.7600 ,143.9110 ,420.2330 ,152.8099 ,87.7270 ,84.3920 ,39.2220 ,60.8300 
38153,61.8589 ,319.9943 ,76.4186 ,119.3797 ,28.8115 ,129.4610 ,79.3851 ,148.1514 ,327.0632 ,215.5770 ,64.3580 ,35.7033 ,32.3008 ,37.4984 ,62.5901 ,410.0680 ,430.6580 ,137.0890 ,46.5410 ,110.4030 ,83.2700 ,142.8570 ,426.8490 ,147.7139 ,85.5690 ,81.5880 ,37.6660 ,59.1010 
38160,62.9410 ,326.9172 ,77.7225 ,116.7302 ,27.7671 ,132.2668 ,81.2479 ,153.6460 ,340.5503 ,222.2810 ,64.2250 ,34.8873 ,30.5575 ,35.4600 ,63.6772 ,418.7290 ,437.1570 ,133.9760 ,45.3950 ,112.7960 ,85.2580 ,148.1000 ,442.9560 ,152.3075 ,85.3920 ,79.9390 ,35.7480 ,55.8880 
38167,62.5113 ,305.5501 ,73.5475 ,117.4800 ,27.7671 ,137.7800 ,81.0410 ,158.3266 ,321.9029 ,229.0898 ,67.8433 ,34.3434 ,29.6158 ,35.8324 ,63.2136 ,394.5230 ,417.5310 ,134.5040 ,45.4360 ,117.4980 ,85.0420 ,152.7800 ,417.8500 ,156.9729 ,90.2030 ,79.2240 ,34.7340 ,56.4750 
38174,62.5432 ,339.4811 ,77.3038 ,121.7793 ,25.8820 ,128.3781 ,82.5174 ,165.4492 ,364.3287 ,214.4247 ,64.1452 ,34.0961 ,28.3734 ,33.6247 ,63.2455 ,435.0520 ,436.7670 ,139.7910 ,42.3250 ,109.4800 ,86.5680 ,158.5850 ,464.7750 ,146.9244 ,85.2860 ,78.5650 ,33.4030 ,52.9960 
38181,64.0270 ,337.9427 ,71.2386 ,127.7783 ,24.9394 ,126.2614 ,88.2026 ,165.4492 ,368.0523 ,212.0155 ,60.4471 ,33.5769 ,28.2732 ,32.0332 ,64.7643 ,430.0700 ,410.9160 ,145.7820 ,41.2200 ,107.5880 ,92.5160 ,160.2700 ,462.8760 ,145.0861 ,80.4600 ,77.5200 ,33.2900 ,50.4870 
38188,63.9834 ,345.6348 ,70.3055 ,128.5282 ,23.8440 ,127.3936 ,91.2383 ,167.2808 ,361.4554 ,211.3870 ,62.8149 ,32.7610 ,29.4755 ,33.2590 ,64.7164 ,437.7450 ,410.9610 ,146.7210 ,39.6240 ,108.8600 ,95.6850 ,162.1420 ,468.6970 ,144.8726 ,83.0610 ,75.7610 ,34.5760 ,52.4190 
38195,61.6125 ,357.6004 ,72.0402 ,122.0792 ,22.6467 ,117.5487 ,86.2017 ,166.8738 ,364.7099 ,193.5793 ,58.9838 ,31.7720 ,27.2313 ,30.1505 ,62.3183 ,453.1880 ,416.4350 ,139.7910 ,37.7820 ,100.5240 ,90.4140 ,162.8910 ,482.7690 ,132.8955 ,78.4820 ,73.6710 ,32.1400 ,47.5200 
38202,62.6715 ,377.3437 ,69.5758 ,130.2778 ,22.3410 ,111.6417 ,92.2457 ,170.5369 ,377.2295 ,181.6378 ,55.8976 ,31.3516 ,26.7704 ,31.1189 ,63.3894 ,478.2830 ,422.2730 ,149.6580 ,37.4540 ,95.6900 ,96.7650 ,164.9500 ,503.6420 ,125.0781 ,74.6130 ,72.8470 ,31.6890 ,49.0460 
38209,63.5883 ,380.4986 ,68.9580 ,125.7859 ,22.8896 ,110.6572 ,92.7599 ,161.3792 ,362.7734 ,182.1615 ,55.6049 ,30.8015 ,26.8718 ,30.9564 ,64.3168 ,481.3490 ,422.3950 ,146.2730 ,38.5880 ,94.6480 ,97.3190 ,158.3970 ,504.3690 ,125.6519 ,74.0090 ,71.7530 ,31.8390 ,48.8000 
38216,64.2838 ,399.8655 ,65.6576 ,131.0095 ,23.2728 ,114.9890 ,92.8673 ,153.4425 ,380.2911 ,186.0373 ,59.4627 ,30.4166 ,27.6320 ,32.0467 ,65.0164 ,506.8980 ,414.4280 ,151.7770 ,39.0820 ,98.3570 ,97.4390 ,152.4060 ,522.0340 ,128.5206 ,78.7660 ,71.0450 ,32.6460 ,50.6380 
38223,64.0151 ,391.5731 ,66.7870 ,125.3069 ,23.4912 ,119.3700 ,90.7807 ,155.4775 ,370.0497 ,189.8083 ,62.5755 ,30.5816 ,27.8989 ,35.2094 ,64.7615 ,499.1760 ,424.1590 ,146.0730 ,39.5170 ,102.0660 ,95.2330 ,153.1550 ,513.0520 ,130.8874 ,82.9190 ,71.2040 ,32.8830 ,55.0980 
38230,65.1847 ,366.9580 ,61.4949 ,129.2937 ,23.0787 ,123.5048 ,93.5125 ,162.6002 ,342.0060 ,189.8083 ,67.0452 ,30.4401 ,27.6892 ,36.8144 ,65.9402 ,469.7660 ,403.6630 ,150.1390 ,38.7660 ,105.5250 ,98.0980 ,160.4570 ,482.4270 ,131.1025 ,88.8470 ,70.6210 ,32.6680 ,57.7080 
38237,63.1299 ,378.0435 ,60.6666 ,128.3853 ,21.9866 ,114.8905 ,85.5917 ,160.5651 ,352.0065 ,176.7145 ,63.7727 ,29.9214 ,27.0217 ,35.7241 ,63.8536 ,484.1870 ,403.0540 ,149.6530 ,37.0670 ,98.5240 ,89.8590 ,159.8950 ,493.6330 ,122.2094 ,84.7290 ,69.5080 ,31.9120 ,56.2420 
38244,64.4102 ,387.0341 ,61.5809 ,129.1927 ,21.1615 ,111.3463 ,85.5230 ,158.8235 ,369.2665 ,175.1432 ,60.2076 ,31.2890 ,29.6724 ,34.1664 ,65.1438 ,491.1420 ,408.3170 ,150.9280 ,35.9210 ,95.4340 ,89.7870 ,162.1420 ,511.2890 ,120.9147 ,80.3740 ,72.6360 ,34.8470 ,53.8610 
38251,64.8212 ,408.1578 ,66.4966 ,135.4001 ,20.6519 ,106.7684 ,87.4861 ,154.4219 ,383.9962 ,170.0104 ,57.7599 ,31.5719 ,31.1408 ,32.5953 ,65.5579 ,513.2560 ,419.8250 ,157.1780 ,35.2090 ,91.8100 ,91.8220 ,157.6480 ,529.0540 ,117.8179 ,76.7440 ,73.2190 ,36.4440 ,51.8230 
38258,65.4692 ,435.5662 ,68.3145 ,138.2262 ,20.2393 ,104.6518 ,90.7395 ,163.7753 ,406.6479 ,169.2772 ,55.4187 ,29.7799 ,30.9310 ,32.5140 ,66.2268 ,546.1380 ,441.9180 ,160.2730 ,34.6960 ,90.0800 ,95.2470 ,167.1970 ,560.0900 ,116.6918 ,74.5390 ,69.5080 ,36.2710 ,51.6570 
38265,66.3544 ,445.9534 ,77.0595 ,141.4560 ,19.8510 ,103.1750 ,97.4935 ,165.9761 ,411.6482 ,163.7254 ,56.2966 ,28.8839 ,29.8059 ,31.9858 ,67.1188 ,563.9680 ,495.6430 ,163.0040 ,33.9840 ,88.8440 ,102.2970 ,169.4440 ,572.3430 ,113.3135 ,75.3570 ,67.5460 ,35.0630 ,51.1060 
38272,65.8486 ,458.8833 ,73.4169 ,146.1493 ,19.6569 ,100.9773 ,96.8483 ,170.9278 ,417.2162 ,162.4341 ,53.2108 ,29.3319 ,28.4138 ,30.3333 ,66.6082 ,583.6510 ,498.7200 ,166.5240 ,33.7080 ,86.9910 ,101.6230 ,174.4990 ,587.8610 ,111.9059 ,72.4390 ,68.2350 ,33.5520 ,48.5580 
38279,66.6389 ,463.3460 ,76.5595 ,130.9086 ,20.0937 ,103.0464 ,98.7702 ,163.7753 ,414.1881 ,164.2799 ,54.8818 ,30.1100 ,27.8227 ,32.1957 ,67.3884 ,589.5560 ,514.0430 ,153.5370 ,34.3010 ,88.5970 ,103.6300 ,167.1970 ,584.8510 ,112.8209 ,74.3960 ,69.9320 ,32.8620 ,48.8700 
38286,67.5873 ,486.6289 ,86.5424 ,129.3441 ,20.0695 ,105.3212 ,100.7607 ,162.3081 ,432.5305 ,164.4877 ,57.8327 ,29.7564 ,28.9096 ,31.5726 ,68.3561 ,620.3540 ,578.7830 ,153.1120 ,34.3400 ,90.4920 ,105.7500 ,165.6990 ,609.6970 ,113.2431 ,78.3810 ,69.5610 ,34.0270 ,47.7050 
38293,66.5124 ,440.6853 ,80.8079 ,133.2805 ,19.3900 ,101.7395 ,96.3678 ,155.8891 ,393.2426 ,158.3571 ,55.5669 ,28.5067 ,28.8715 ,30.5771 ,67.2932 ,566.0530 ,542.7210 ,158.9990 ,33.3920 ,87.1560 ,101.1940 ,159.1460 ,557.6310 ,108.8795 ,75.3210 ,66.8040 ,33.9840 ,46.7490 
38300,68.9554 ,422.7344 ,69.4612 ,138.9587 ,19.2219 ,98.8355 ,103.4472 ,156.0725 ,377.8059 ,157.0062 ,54.0914 ,28.7192 ,30.5325 ,29.6326 ,69.8314 ,548.5120 ,480.6700 ,165.7770 ,33.2350 ,85.1080 ,108.6640 ,159.4100 ,538.0310 ,107.8730 ,73.5260 ,67.4440 ,35.9310 ,45.1080 
38307,69.6411 ,410.5598 ,67.8090 ,137.8410 ,19.6189 ,104.6436 ,104.2354 ,162.6749 ,373.5078 ,163.4486 ,56.3573 ,29.1692 ,32.9225 ,28.7580 ,70.5294 ,535.8690 ,477.6760 ,164.0800 ,33.8910 ,89.7390 ,109.4790 ,165.5860 ,532.3410 ,112.6739 ,76.3940 ,68.4490 ,38.5840 ,42.8140 
38314,70.8369 ,434.9090 ,66.6202 ,144.0000 ,19.0472 ,108.6609 ,103.7988 ,162.4915 ,398.9935 ,170.3066 ,57.4639 ,28.1727 ,34.1154 ,29.7343 ,71.7509 ,568.3600 ,476.1610 ,171.6840 ,32.9740 ,92.7900 ,109.0790 ,166.1400 ,562.0690 ,116.9755 ,78.0570 ,66.2630 ,40.0650 ,44.7460 
38321,71.3089 ,436.5974 ,66.6114 ,145.9852 ,18.6356 ,103.5304 ,106.0906 ,162.1247 ,388.8235 ,161.6821 ,54.5393 ,27.2895 ,35.7670 ,30.5741 ,72.2268 ,570.9500 ,481.8590 ,173.6950 ,32.2860 ,88.4370 ,111.4910 ,166.3250 ,555.5520 ,110.8006 ,74.1650 ,63.9720 ,42.0110 ,45.7430 
38328,71.3876 ,368.4374 ,57.8785 ,137.6374 ,18.5899 ,101.0619 ,107.5639 ,159.5571 ,328.9230 ,162.2017 ,52.3525 ,27.0857 ,35.7487 ,29.4885 ,72.2903 ,491.1350 ,447.4510 ,166.0290 ,32.2100 ,86.3220 ,113.0330 ,164.2940 ,487.5670 ,110.4537 ,71.2630 ,63.7120 ,42.0950 ,44.4820 
38335,68.8071 ,372.6270 ,63.8041 ,138.8590 ,18.8414 ,106.3798 ,92.1489 ,157.5397 ,335.0656 ,170.7817 ,53.3976 ,27.2668 ,34.5191 ,29.1062 ,69.6979 ,499.4930 ,475.7280 ,167.3480 ,32.6690 ,89.9830 ,96.8730 ,163.0020 ,497.8250 ,115.6572 ,72.6080 ,64.1280 ,40.6780 ,43.7500 
38342,69.6883 ,399.7796 ,59.3516 ,146.8505 ,18.8186 ,105.7512 ,94.4953 ,162.3081 ,349.8259 ,165.1959 ,54.7809 ,27.6745 ,38.5564 ,29.7821 ,70.6133 ,531.5130 ,464.9080 ,176.3350 ,32.5540 ,89.8610 ,99.3430 ,167.4320 ,519.5880 ,112.6739 ,74.6250 ,65.0130 ,45.3740 ,44.5020 
38349,70.0659 ,366.7775 ,54.9770 ,147.9194 ,18.9329 ,105.7512 ,96.2823 ,165.4259 ,318.9767 ,164.7821 ,55.6421 ,27.6292 ,38.6115 ,30.1781 ,71.0079 ,492.4300 ,444.2770 ,177.9060 ,32.8210 ,89.6570 ,101.2420 ,170.2010 ,479.4400 ,112.5351 ,75.6510 ,64.8050 ,45.4380 ,45.4170 
38356,67.5327 ,384.8500 ,51.4669 ,136.7211 ,18.3841 ,101.5443 ,88.0155 ,165.6093 ,342.9801 ,161.2651 ,52.1188 ,26.8139 ,37.2351 ,30.3761 ,68.4510 ,515.7380 ,425.0890 ,164.7720 ,31.9040 ,86.2400 ,92.6190 ,171.1240 ,507.0770 ,109.5518 ,71.1220 ,63.2960 ,43.8720 ,45.7230 
38363,66.4617 ,400.8272 ,53.1009 ,142.2185 ,18.9100 ,105.0742 ,90.5529 ,156.8061 ,355.2274 ,170.8851 ,52.1188 ,27.7651 ,35.1064 ,31.5437 ,67.3778 ,532.9250 ,440.5050 ,171.4020 ,32.8010 ,88.9580 ,95.2690 ,164.0160 ,523.1720 ,115.1432 ,71.1550 ,65.3930 ,41.4440 ,48.1220 
38370,66.6350 ,423.2652 ,53.2392 ,142.6766 ,17.9268 ,99.3200 ,90.7848 ,162.1247 ,370.9986 ,158.9894 ,50.7356 ,26.8592 ,38.3179 ,31.8919 ,67.5672 ,564.5110 ,440.1440 ,173.0230 ,31.1490 ,84.1330 ,95.5500 ,168.2220 ,545.5010 ,107.7673 ,69.4490 ,63.5430 ,45.0340 ,48.4580 
38377,66.4158 ,433.3928 ,55.7119 ,145.4762 ,18.2012 ,101.7377 ,91.1940 ,164.6923 ,392.6623 ,163.3339 ,51.4403 ,26.9045 ,38.8134 ,31.9397 ,67.3304 ,587.3930 ,458.8040 ,176.1160 ,31.6300 ,84.9780 ,96.0050 ,169.5190 ,574.2460 ,109.2726 ,70.2580 ,63.5430 ,45.6980 ,48.5570 
38384,66.1967 ,411.3914 ,54.6052 ,144.1527 ,18.0183 ,98.0628 ,91.8079 ,164.1421 ,379.6929 ,157.9550 ,49.6917 ,26.4742 ,38.8317 ,29.9596 ,67.1253 ,569.3030 ,460.9400 ,175.6010 ,31.3710 ,82.5640 ,96.6580 ,169.3340 ,562.0380 ,105.8514 ,68.2170 ,62.6760 ,45.7390 ,46.2740 
38391,64.8505 ,396.3353 ,53.2776 ,141.3838 ,17.8091 ,97.3562 ,89.4506 ,165.0463 ,351.3983 ,155.5750 ,50.0194 ,26.4338 ,41.0025 ,29.1644 ,65.7523 ,554.6870 ,455.0290 ,173.4100 ,31.0380 ,82.2020 ,94.2010 ,172.2980 ,538.5600 ,104.7566 ,68.8150 ,62.2680 ,48.2300 ,45.0320 
38398,66.8854 ,411.2856 ,53.5674 ,148.7753 ,18.2401 ,103.2779 ,100.3995 ,166.3766 ,366.8018 ,168.7879 ,50.9791 ,26.9950 ,43.2712 ,31.1209 ,67.8260 ,571.3390 ,458.7330 ,182.3030 ,31.7410 ,86.5870 ,105.7030 ,173.0390 ,557.4240 ,112.4201 ,70.0470 ,63.9510 ,50.9070 ,47.9120 
38405,68.2159 ,442.7912 ,53.5166 ,152.8822 ,18.9214 ,112.4389 ,102.6104 ,164.7937 ,386.1324 ,183.1992 ,56.5860 ,28.2271 ,42.0692 ,32.7927 ,69.1913 ,615.1870 ,458.8040 ,187.1360 ,32.8880 ,94.7550 ,108.0180 ,172.6690 ,591.3140 ,122.4099 ,77.5090 ,66.3990 ,49.5990 ,50.1860 
38412,67.9185 ,447.8424 ,57.3804 ,150.3667 ,19.2730 ,118.2730 ,98.5413 ,159.3416 ,384.8792 ,190.0419 ,59.1957 ,29.7671 ,43.5762 ,33.5623 ,68.8932 ,628.4850 ,491.7790 ,184.8160 ,33.5540 ,99.3820 ,103.7580 ,169.5190 ,594.7030 ,126.7891 ,81.3110 ,70.2750 ,51.4050 ,51.4070 
38419,69.0446 ,472.8414 ,59.1258 ,153.9603 ,18.8334 ,120.6356 ,102.2442 ,157.5829 ,417.5146 ,191.4934 ,60.5393 ,29.6791 ,47.6665 ,34.1792 ,70.0231 ,660.0140 ,508.3740 ,190.1690 ,32.7320 ,101.0440 ,107.6180 ,167.7730 ,639.2080 ,127.6779 ,82.7380 ,70.1590 ,56.1120 ,52.3540 
38426,69.0930 ,476.4372 ,61.6678 ,153.0363 ,20.0861 ,131.3394 ,100.4673 ,160.7486 ,411.0356 ,209.6371 ,62.6063 ,32.3852 ,49.1196 ,35.5791 ,70.0858 ,674.1200 ,524.8700 ,189.3960 ,34.6100 ,106.8320 ,105.8600 ,173.1560 ,646.3390 ,137.5136 ,83.9910 ,76.3790 ,57.8800 ,54.3090 
38433,67.5680 ,479.6905 ,62.4050 ,153.7550 ,18.8115 ,120.9731 ,96.0048 ,153.8896 ,427.7266 ,194.0854 ,58.3430 ,30.3171 ,47.1283 ,34.0864 ,68.5479 ,697.8660 ,537.9510 ,191.8360 ,32.9170 ,100.8190 ,101.2120 ,167.4520 ,674.9840 ,129.1126 ,79.9540 ,72.0570 ,55.6940 ,52.3710 
38440,66.6966 ,464.2801 ,62.7185 ,150.9828 ,18.7236 ,120.3463 ,94.7027 ,149.8445 ,424.7670 ,193.4633 ,59.0923 ,29.4371 ,43.7914 ,35.5459 ,67.6691 ,669.0310 ,542.1930 ,189.0670 ,32.6290 ,99.1180 ,99.8700 ,164.5080 ,661.9480 ,125.6696 ,80.5670 ,70.2480 ,51.9550 ,53.9340 
38447,66.3853 ,479.7761 ,64.1589 ,152.4202 ,18.0643 ,119.0927 ,95.5301 ,150.3721 ,450.0701 ,190.8714 ,58.9631 ,27.3910 ,45.2446 ,34.5309 ,67.3552 ,705.3780 ,555.7690 ,190.5830 ,31.9090 ,100.5700 ,100.7740 ,163.0360 ,705.6540 ,127.8043 ,81.2870 ,65.7260 ,53.7120 ,53.0450 
38454,66.8055 ,446.8541 ,60.0909 ,153.5851 ,18.1748 ,118.9970 ,97.0552 ,148.4843 ,407.9788 ,193.7746 ,58.2178 ,27.3803 ,41.2252 ,35.1815 ,67.7788 ,664.4270 ,523.4560 ,192.5620 ,32.0170 ,100.9020 ,102.3710 ,160.4590 ,653.4690 ,127.3911 ,80.7470 ,66.0270 ,49.1560 ,53.6250 
38461,67.5991 ,446.8322 ,59.5241 ,151.3589 ,18.3853 ,121.7720 ,98.3233 ,145.6785 ,411.5000 ,201.7775 ,59.0419 ,27.0858 ,42.4456 ,35.2860 ,68.4920 ,664.7910 ,518.6470 ,190.5830 ,32.3410 ,104.3440 ,103.6980 ,156.5950 ,659.0380 ,134.1394 ,82.2610 ,65.2740 ,50.6270 ,53.4570 
38468,68.3149 ,456.5959 ,59.7215 ,150.6367 ,18.7230 ,122.6295 ,98.4177 ,147.2338 ,424.3838 ,205.2831 ,58.3000 ,28.4284 ,46.3281 ,36.9580 ,69.2664 ,685.1450 ,519.5670 ,189.9240 ,32.9530 ,104.6340 ,103.7690 ,156.5950 ,675.9540 ,135.3100 ,80.9630 ,68.4890 ,55.1420 ,54.4870 
38475,66.5565 ,420.3308 ,54.4493 ,148.9343 ,17.3087 ,119.1993 ,92.7703 ,147.9250 ,383.6286 ,197.7564 ,57.8651 ,27.0858 ,42.6379 ,34.7716 ,67.5162 ,638.1360 ,476.9290 ,187.8800 ,30.6840 ,102.7270 ,97.8780 ,157.5150 ,623.6850 ,131.1784 ,81.3240 ,65.5250 ,50.9340 ,52.4920 
38482,66.5934 ,438.8736 ,55.8311 ,150.3272 ,17.5831 ,120.8192 ,95.8973 ,144.9873 ,395.2915 ,199.5092 ,59.5023 ,27.4055 ,42.5330 ,35.9677 ,67.5472 ,654.3680 ,488.9060 ,189.5470 ,31.1310 ,104.3440 ,101.0960 ,154.7550 ,637.3330 ,132.3491 ,83.9550 ,66.5250 ,50.9200 ,52.0340 
38489,65.3273 ,415.7361 ,53.8078 ,139.1326 ,17.5198 ,118.2942 ,94.9538 ,143.4320 ,374.6931 ,199.4061 ,56.3302 ,26.4252 ,41.3438 ,33.4790 ,66.2616 ,627.4900 ,473.2650 ,173.3430 ,31.0760 ,102.4360 ,99.9720 ,154.5710 ,602.6350 ,132.7622 ,80.0620 ,64.3910 ,49.5540 ,50.4320 
38496,64.9870 ,407.5313 ,52.5247 ,144.9621 ,18.6808 ,123.0107 ,94.3877 ,148.9619 ,370.8488 ,204.8707 ,58.5047 ,28.3005 ,41.8509 ,32.2057 ,65.9363 ,624.4680 ,467.2050 ,177.6880 ,32.8330 ,107.1640 ,99.4810 ,160.6430 ,600.6800 ,136.6184 ,83.1980 ,68.6900 ,50.2500 ,49.6270 
38503,64.7860 ,426.4023 ,52.4671 ,150.2756 ,18.7441 ,129.6329 ,100.4394 ,151.3812 ,381.0570 ,221.3675 ,59.2209 ,28.2792 ,41.3962 ,31.2796 ,65.7195 ,645.7390 ,469.5100 ,179.8610 ,32.9710 ,113.1360 ,105.6590 ,163.2200 ,616.9850 ,147.7737 ,84.4960 ,68.4460 ,49.7930 ,48.3350 
38510,65.9923 ,441.0889 ,58.6194 ,159.2003 ,18.5963 ,128.5847 ,100.3450 ,152.0725 ,393.7070 ,220.8520 ,58.9907 ,27.2137 ,43.9846 ,30.1864 ,66.9586 ,684.7760 ,507.4510 ,191.4710 ,32.8330 ,113.7170 ,105.6310 ,163.9560 ,649.1070 ,147.4294 ,85.0720 ,66.4430 ,52.6540 ,47.7080 
38517,66.3944 ,448.7762 ,59.4760 ,159.2724 ,18.4413 ,132.0276 ,98.1506 ,152.7987 ,400.4408 ,229.3220 ,59.3015 ,26.9127 ,38.8533 ,30.1958 ,67.3613 ,697.4660 ,516.7380 ,189.7060 ,32.9020 ,116.9100 ,103.5380 ,164.9100 ,660.7480 ,154.0400 ,85.3970 ,65.9540 ,46.8320 ,47.8670 
38524,68.1266 ,471.2189 ,61.6706 ,166.8949 ,19.5522 ,141.0668 ,98.3114 ,154.8474 ,421.9535 ,243.3663 ,64.7084 ,28.4594 ,37.8161 ,31.3240 ,69.1115 ,726.1090 ,535.4450 ,197.9900 ,34.7620 ,124.9140 ,103.8330 ,167.4780 ,692.3810 ,163.4738 ,93.1830 ,69.6670 ,45.7390 ,49.6550 
38531,67.6935 ,467.1097 ,57.8177 ,165.6689 ,18.4009 ,128.5150 ,95.6587 ,157.7497 ,419.1352 ,216.6103 ,61.8548 ,27.9026 ,36.5578 ,31.8910 ,68.6933 ,725.3840 ,510.1510 ,197.3110 ,32.8680 ,113.8000 ,100.9830 ,170.4130 ,684.2060 ,145.5013 ,89.0740 ,68.4950 ,44.2490 ,50.5540 
38538,65.5592 ,479.9905 ,61.1504 ,160.8715 ,19.3906 ,136.3833 ,92.0413 ,160.3106 ,431.7790 ,231.1672 ,64.3330 ,28.5831 ,35.8096 ,33.7103 ,66.5714 ,748.7090 ,537.2890 ,192.2180 ,34.5900 ,120.7670 ,97.3460 ,173.7150 ,692.8260 ,155.2795 ,92.6420 ,70.4490 ,43.3550 ,53.4380 
38545,66.0585 ,485.8383 ,64.4180 ,164.0697 ,19.0270 ,133.4795 ,94.9218 ,162.1886 ,445.8967 ,226.8617 ,63.4819 ,27.4283 ,35.6736 ,30.7215 ,67.0825 ,755.6310 ,552.3000 ,196.9710 ,34.0390 ,118.1020 ,100.3650 ,176.0990 ,710.8760 ,152.2995 ,91.5180 ,67.5170 ,43.3750 ,48.7000 
38552,64.9777 ,463.7907 ,62.1177 ,169.1336 ,20.0774 ,129.4517 ,93.5820 ,162.5300 ,425.4183 ,220.3008 ,61.9799 ,27.9232 ,32.8340 ,29.4102 ,65.9828 ,722.5130 ,542.7530 ,203.2860 ,35.6930 ,115.0870 ,98.9610 ,176.6500 ,689.9200 ,147.8887 ,89.2400 ,68.7880 ,40.1360 ,46.6210 
38559,65.4810 ,467.8209 ,60.6221 ,171.2125 ,18.9260 ,129.0770 ,94.0242 ,170.0419 ,432.5289 ,219.2757 ,61.8047 ,27.0983 ,34.6364 ,30.6506 ,66.4939 ,734.7470 ,537.8360 ,208.3100 ,33.7980 ,114.6730 ,99.4810 ,181.2360 ,700.2450 ,147.5431 ,89.0590 ,67.1270 ,42.2220 ,48.5880 
38566,66.7623 ,489.0783 ,68.1002 ,177.2358 ,18.7846 ,131.9808 ,97.2932 ,172.2613 ,460.6608 ,221.9410 ,63.5319 ,27.3870 ,36.2517 ,31.0168 ,67.7950 ,773.9670 ,577.7730 ,218.1550 ,33.8320 ,117.4070 ,102.9630 ,184.1710 ,737.4580 ,149.5472 ,91.6910 ,67.9080 ,44.1500 ,49.1680 
38573,67.0826 ,499.1392 ,70.3748 ,171.5620 ,17.6825 ,122.2860 ,94.2548 ,169.3590 ,473.8770 ,211.0746 ,57.9247 ,26.3380 ,34.9154 ,30.2076 ,68.1210 ,786.4410 ,593.9040 ,213.2260 ,32.0730 ,108.9560 ,99.8530 ,184.9040 ,756.0870 ,142.3601 ,83.7590 ,65.3170 ,42.6690 ,47.9180 
38580,68.8672 ,517.6754 ,77.9904 ,181.2429 ,16.9111 ,117.0873 ,94.3767 ,164.2373 ,502.3546 ,199.6957 ,56.3727 ,25.5942 ,33.0128 ,28.3646 ,69.9355 ,812.8270 ,643.6760 ,224.6250 ,30.8340 ,104.4820 ,100.0130 ,181.6020 ,789.5660 ,135.1039 ,81.6680 ,63.6180 ,40.4780 ,45.0940 
38587,67.7689 ,511.9003 ,77.6976 ,179.9831 ,17.0442 ,116.2443 ,93.3690 ,163.5544 ,488.0888 ,197.6454 ,57.0986 ,26.1061 ,33.4359 ,29.0912 ,68.8283 ,806.2310 ,642.8960 ,224.0520 ,31.0330 ,103.7360 ,99.0370 ,181.7860 ,777.7470 ,133.7909 ,82.7850 ,64.8900 ,40.8610 ,46.0840 
38594,66.4267 ,538.0035 ,91.4715 ,180.4213 ,16.6257 ,114.4645 ,89.6963 ,172.7735 ,559.7203 ,192.2122 ,58.3002 ,25.4564 ,31.8902 ,29.6996 ,67.4751 ,839.5740 ,741.7200 ,224.5530 ,30.4020 ,102.4930 ,95.1890 ,193.1590 ,854.6780 ,130.4046 ,84.4440 ,63.4770 ,38.9420 ,46.8040 
38601,68.4248 ,513.6713 ,92.1109 ,181.9549 ,16.8350 ,115.0734 ,94.1115 ,174.1393 ,534.1573 ,194.5700 ,58.1249 ,25.2792 ,32.7851 ,30.5856 ,69.4741 ,813.1870 ,749.6960 ,227.1310 ,30.8340 ,103.1560 ,99.7760 ,197.5610 ,817.7730 ,132.2705 ,84.3360 ,63.1480 ,39.9020 ,47.7940 
38608,68.6384 ,491.1101 ,87.5966 ,178.0661 ,15.9790 ,109.7810 ,92.8785 ,176.0005 ,510.1610 ,185.9589 ,55.7469 ,25.9486 ,29.9052 ,29.4161 ,69.7048 ,777.6030 ,727.5010 ,223.2640 ,29.5050 ,98.4990 ,98.4800 ,197.7450 ,790.0830 ,126.4537 ,80.9150 ,64.6540 ,36.6770 ,46.2910 
