,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT,GC3,CL3,NG3,HG3,C3,S3,SI3,SB3,XBW3,SM3,BO3,W3,KC3,CT3
34863,83.3036 ,80.9144 ,58.8471 ,124.5758 ,69.4182 ,81.7023 ,102.5247 ,139.8768 ,83.2123 ,78.8803 ,112.9237 ,143.8357 ,85.0036 ,159.2864 ,82.9310 ,79.1580 ,88.6710 ,126.5850 ,85.8330 ,80.2900 ,101.5590 ,144.4450 ,83.7130 ,76.5883 ,120.7570 ,169.7030 ,92.0690 ,156.6730 
34870,84.1594 ,77.6917 ,52.9786 ,130.5829 ,71.7883 ,85.4532 ,104.7597 ,145.4883 ,81.9068 ,80.7087 ,121.4496 ,148.2113 ,86.4074 ,161.9323 ,83.7894 ,76.3100 ,81.8110 ,130.9180 ,88.1060 ,83.9760 ,103.8360 ,148.3410 ,81.5630 ,78.3635 ,129.8740 ,175.2290 ,92.1000 ,159.2750 
34877,83.6459 ,76.6901 ,52.2977 ,129.0096 ,66.9234 ,82.0092 ,101.6535 ,153.0159 ,79.2812 ,77.4002 ,117.5863 ,158.4520 ,79.1304 ,160.3209 ,83.2660 ,75.3170 ,82.4640 ,128.6270 ,82.0460 ,80.5920 ,100.7820 ,155.4120 ,80.0010 ,75.1512 ,125.7430 ,184.7930 ,84.3490 ,157.6900 
34884,82.4479 ,74.5562 ,50.1903 ,130.0299 ,70.4161 ,82.4525 ,96.1039 ,162.0491 ,77.7851 ,79.1850 ,116.1209 ,162.0828 ,73.2343 ,156.4218 ,82.1144 ,73.6770 ,80.6910 ,129.2750 ,86.3640 ,81.0280 ,95.0800 ,151.5150 ,78.3770 ,76.8842 ,124.1760 ,188.6180 ,79.9110 ,155.1270 
34891,82.7260 ,74.5997 ,50.2551 ,132.6330 ,70.6656 ,84.4984 ,98.0169 ,142.0667 ,76.9490 ,80.0121 ,121.9381 ,158.8244 ,78.1850 ,153.5770 ,82.3238 ,73.5390 ,80.5970 ,131.3660 ,86.1360 ,83.0510 ,97.1720 ,146.4650 ,77.4960 ,77.7038 ,130.4070 ,185.3240 ,82.9810 ,151.0570 
34898,83.4814 ,74.5126 ,49.4445 ,132.1562 ,73.4099 ,88.4880 ,101.2368 ,133.8547 ,76.9343 ,85.2795 ,122.7374 ,169.6237 ,79.4742 ,150.1156 ,83.0775 ,73.7190 ,79.9480 ,129.8720 ,89.7730 ,86.8290 ,100.4300 ,140.1160 ,78.1760 ,82.4150 ,130.9690 ,197.1190 ,83.4370 ,147.6520 
34905,82.6399 ,73.7287 ,46.4292 ,126.3875 ,73.8465 ,87.6697 ,97.9222 ,145.2146 ,76.2009 ,85.3231 ,120.4727 ,171.7650 ,84.4306 ,146.6143 ,82.2401 ,73.0300 ,77.9350 ,126.9340 ,89.2430 ,86.1980 ,97.1350 ,148.3410 ,78.0040 ,82.7505 ,128.7760 ,198.9260 ,88.2400 ,144.2090 
34912,81.8194 ,77.0820 ,47.3047 ,128.4375 ,70.4785 ,83.7482 ,97.7328 ,144.8040 ,79.7213 ,81.1440 ,116.5650 ,172.1373 ,81.3651 ,142.3373 ,81.4235 ,74.4090 ,78.1060 ,128.9760 ,85.5300 ,82.6450 ,96.9310 ,147.7640 ,80.6120 ,78.7242 ,125.0100 ,200.4130 ,85.7170 ,140.0020 
34919,82.1349 ,77.4324 ,47.6874 ,129.8402 ,69.4307 ,82.5888 ,99.3740 ,147.6782 ,79.7399 ,79.2286 ,115.9877 ,163.3972 ,83.2292 ,143.2524 ,81.7331 ,74.7540 ,78.7060 ,130.3340 ,84.4010 ,81.5490 ,98.4020 ,149.9280 ,80.0530 ,77.0465 ,124.6760 ,191.0290 ,87.2770 ,140.9510 
34926,82.2401 ,75.8934 ,49.1511 ,133.6040 ,69.8671 ,81.7364 ,101.1840 ,150.5524 ,79.1070 ,78.4885 ,115.4104 ,161.3052 ,84.2859 ,148.7231 ,81.8365 ,73.3750 ,79.4340 ,134.2650 ,84.5920 ,80.9180 ,100.0390 ,151.9480 ,78.7180 ,76.2915 ,124.2470 ,188.9620 ,88.3350 ,146.0140 
34933,81.6511 ,78.2026 ,50.1846 ,134.8415 ,70.9266 ,82.9639 ,107.0007 ,155.2058 ,80.1722 ,79.7945 ,116.2986 ,163.1217 ,87.8787 ,165.2147 ,81.2547 ,75.0120 ,79.2200 ,134.4220 ,85.9970 ,82.0470 ,105.6860 ,153.3910 ,80.0690 ,77.5078 ,125.2000 ,191.2020 ,93.0780 ,161.5990 
34940,81.3986 ,77.5809 ,51.5340 ,132.2674 ,72.1731 ,83.6800 ,104.6815 ,148.3625 ,79.4621 ,80.7522 ,116.1209 ,162.8492 ,89.6461 ,164.1802 ,81.0053 ,74.1070 ,80.6330 ,133.3240 ,87.7720 ,82.7450 ,103.4200 ,149.0620 ,78.7490 ,78.3886 ,124.9620 ,191.5220 ,95.2930 ,161.0210 
34947,80.8095 ,80.7782 ,52.2230 ,130.1884 ,73.0457 ,85.1463 ,98.3786 ,147.9519 ,83.4915 ,82.9288 ,113.9007 ,169.1162 ,86.4010 ,166.8062 ,80.3611 ,77.0370 ,81.7030 ,132.1220 ,88.8070 ,84.2390 ,97.2060 ,147.7640 ,81.8540 ,80.3179 ,122.6730 ,197.8130 ,91.7050 ,163.5280 
34954,81.8614 ,81.0891 ,51.5627 ,127.8618 ,74.4169 ,85.5555 ,103.8960 ,147.2201 ,82.7196 ,82.8853 ,116.0765 ,174.8382 ,73.6813 ,162.9070 ,81.3586 ,77.1160 ,80.8220 ,131.1810 ,90.5080 ,84.6190 ,102.5790 ,146.1760 ,81.3850 ,80.4617 ,125.0180 ,205.4910 ,77.6950 ,159.7090 
34961,81.9035 ,81.8440 ,50.1272 ,129.2478 ,77.4708 ,89.4087 ,103.2788 ,145.9810 ,83.2136 ,87.4997 ,118.5632 ,177.1996 ,68.9875 ,176.8324 ,81.4209 ,76.8650 ,80.9910 ,131.8610 ,94.2790 ,88.2550 ,101.9030 ,145.1660 ,81.0010 ,84.4155 ,127.3420 ,209.8630 ,73.7320 ,173.2110 
34968,81.3986 ,76.9592 ,50.6152 ,130.8814 ,76.3490 ,87.8743 ,102.7738 ,148.5930 ,79.6165 ,85.8890 ,117.5419 ,173.8391 ,69.4221 ,178.5432 ,80.8806 ,73.7380 ,81.9520 ,133.1150 ,92.9480 ,86.8810 ,101.4280 ,147.7640 ,78.6830 ,83.0030 ,126.4870 ,206.6640 ,73.7320 ,174.4650 
34975,81.0409 ,77.9805 ,51.9359 ,128.1588 ,77.4085 ,86.7490 ,99.2202 ,150.7696 ,80.1722 ,83.9736 ,118.4744 ,176.7455 ,70.5811 ,180.1546 ,80.5273 ,73.9120 ,81.5400 ,131.8610 ,94.1310 ,85.8660 ,98.0290 ,149.9280 ,78.0640 ,81.6321 ,127.4370 ,211.1430 ,74.0130 ,176.4520 
34982,81.5459 ,77.2762 ,51.7067 ,122.3672 ,79.2160 ,88.4912 ,101.8761 ,151.3501 ,77.5419 ,85.6086 ,121.0407 ,175.7464 ,68.2632 ,172.4360 ,81.0215 ,73.5210 ,82.0430 ,127.2090 ,95.9800 ,87.4700 ,100.6600 ,150.5050 ,77.1060 ,82.8369 ,129.9990 ,210.0770 ,72.0780 ,168.8130 
34989,81.2092 ,77.9228 ,49.0494 ,122.6147 ,81.0234 ,89.1035 ,100.1554 ,152.6561 ,77.7234 ,87.0327 ,117.9641 ,178.5620 ,70.8129 ,162.5291 ,80.6492 ,74.3030 ,80.7170 ,127.3660 ,97.7540 ,88.0590 ,99.0890 ,151.8040 ,77.5700 ,84.1662 ,127.5310 ,213.0620 ,75.0110 ,158.1470 
34996,80.8305 ,77.5608 ,48.8649 ,122.7137 ,82.1453 ,91.2178 ,100.3798 ,158.7507 ,77.8021 ,90.2305 ,118.3626 ,179.1069 ,72.2037 ,164.2200 ,80.2568 ,73.8250 ,80.2140 ,126.2690 ,99.1590 ,90.2190 ,99.3260 ,157.8650 ,77.2910 ,87.1573 ,128.0060 ,214.9820 ,76.4160 ,159.1300 
35003,80.8516 ,78.7373 ,50.1037 ,123.5057 ,82.8932 ,91.8890 ,100.2489 ,153.2365 ,79.4712 ,90.4034 ,118.3184 ,180.8326 ,70.4362 ,168.8751 ,80.2775 ,74.6060 ,81.4940 ,126.1120 ,99.8990 ,90.6770 ,99.2530 ,152.3810 ,78.6360 ,87.3235 ,127.7690 ,215.6220 ,74.2630 ,161.9850 
35010,81.3355 ,78.7373 ,49.1812 ,132.7130 ,82.7062 ,92.6609 ,100.3798 ,157.7349 ,79.8176 ,90.9219 ,117.8755 ,178.7436 ,72.4065 ,171.2822 ,80.6905 ,74.5630 ,80.7630 ,131.9650 ,99.9730 ,91.2990 ,99.3990 ,156.8550 ,78.9460 ,88.1959 ,127.2940 ,213.0620 ,76.0100 ,165.7460 
35017,81.2904 ,79.4613 ,50.9208 ,131.3771 ,80.4205 ,90.8486 ,99.5653 ,155.8485 ,78.7941 ,89.7119 ,113.2703 ,177.8023 ,71.6231 ,170.8857 ,80.6286 ,74.8150 ,81.6580 ,130.4970 ,97.4750 ,89.6940 ,98.5880 ,155.2770 ,78.6890 ,87.0651 ,123.4160 ,210.0880 ,74.7180 ,164.1320 
35024,81.0391 ,81.3166 ,54.2417 ,131.5348 ,80.6036 ,91.0500 ,98.7533 ,156.5740 ,81.2348 ,90.7058 ,112.1633 ,176.1859 ,67.7829 ,173.0108 ,80.3601 ,76.1310 ,81.5150 ,131.2500 ,98.0660 ,89.9220 ,97.8260 ,156.0140 ,79.7540 ,88.1046 ,122.1470 ,206.7830 ,71.0930 ,165.5330 
35031,81.4580 ,82.9457 ,53.3456 ,130.6936 ,81.0307 ,90.9493 ,97.4430 ,156.8643 ,84.2895 ,90.7058 ,110.5692 ,176.5451 ,65.0740 ,168.8008 ,80.6699 ,77.0080 ,81.4680 ,130.3900 ,98.4360 ,89.7920 ,96.6290 ,157.3410 ,81.4550 ,88.3541 ,120.5950 ,208.9480 ,68.3270 ,161.6560 
35038,81.4161 ,84.4842 ,58.6432 ,128.4330 ,83.2273 ,94.3389 ,97.3876 ,163.8296 ,85.0453 ,95.1569 ,112.5176 ,178.8799 ,62.7818 ,172.0084 ,80.7112 ,78.0170 ,82.9440 ,128.4010 ,101.3180 ,93.0460 ,96.5200 ,161.9130 ,82.0910 ,92.3456 ,122.4760 ,210.3160 ,66.1330 ,163.9400 
35045,81.6465 ,84.9246 ,58.6918 ,127.8022 ,84.5697 ,96.1291 ,95.9666 ,166.2964 ,87.1494 ,98.1906 ,110.1528 ,181.9330 ,61.1148 ,169.7029 ,80.9306 ,78.3670 ,84.0390 ,127.4340 ,102.9440 ,94.6730 ,95.1590 ,163.6820 ,82.9050 ,95.5471 ,119.9840 ,213.0520 ,64.4160 ,161.5410 
35052,81.3533 ,87.0944 ,65.6257 ,129.6422 ,86.5833 ,99.5400 ,95.3206 ,165.1355 ,89.5553 ,101.7511 ,113.6600 ,182.1126 ,59.2394 ,162.4657 ,80.5809 ,79.7710 ,88.5620 ,128.7770 ,105.7520 ,98.1880 ,94.5430 ,162.3550 ,83.9990 ,98.9566 ,123.6510 ,213.7360 ,62.6670 ,154.4400 
35059,81.3952 ,87.9817 ,64.2205 ,128.2753 ,88.5968 ,98.4790 ,95.8743 ,158.8958 ,89.5392 ,100.5992 ,112.0001 ,180.8555 ,56.8162 ,161.0423 ,80.6220 ,80.2090 ,85.5150 ,127.9170 ,108.1170 ,97.1790 ,95.0870 ,164.5670 ,83.9850 ,98.0418 ,122.1000 ,214.9900 ,60.7910 ,152.8660 
35066,82.0864 ,89.8497 ,68.6155 ,124.1747 ,91.0985 ,100.5679 ,99.4730 ,171.6655 ,92.0869 ,102.8603 ,111.1264 ,182.6514 ,54.3276 ,161.7240 ,81.3411 ,81.3060 ,88.6100 ,124.4770 ,111.1470 ,99.2300 ,98.6240 ,167.9590 ,85.4930 ,100.2871 ,121.5350 ,218.4100 ,57.5800 ,154.0560 
35073,83.1336 ,90.6436 ,75.8507 ,119.9164 ,89.5121 ,98.8769 ,102.5550 ,159.1860 ,91.8611 ,101.6231 ,106.8456 ,178.0717 ,58.0903 ,168.1993 ,82.3684 ,81.6790 ,94.0320 ,120.4320 ,109.4040 ,97.8130 ,101.6890 ,167.9590 ,85.5440 ,99.5556 ,116.8220 ,213.2430 ,60.9190 ,159.5960 
35080,83.5094 ,82.6113 ,58.5997 ,118.3393 ,86.4002 ,97.5174 ,101.2632 ,157.7349 ,84.7502 ,100.5992 ,104.9236 ,172.4143 ,61.8590 ,164.4705 ,82.6766 ,76.1150 ,89.9430 ,118.3230 ,105.4600 ,96.3750 ,100.4170 ,158.7370 ,80.9590 ,98.2581 ,114.6380 ,205.7920 ,65.6250 ,156.6370 
35087,84.7184 ,84.3392 ,61.4400 ,121.1781 ,88.0477 ,97.8158 ,102.8872 ,170.6497 ,85.7499 ,101.0258 ,104.7489 ,176.8145 ,63.7046 ,169.5225 ,83.8888 ,77.1460 ,90.8920 ,120.9320 ,107.0250 ,96.7320 ,101.9820 ,161.2760 ,81.5370 ,99.5893 ,114.3140 ,213.2210 ,67.1520 ,160.9560 
35094,84.8435 ,82.0042 ,74.8641 ,121.3884 ,89.7562 ,97.6832 ,102.6658 ,179.3564 ,84.5084 ,100.0872 ,105.9283 ,189.0272 ,71.1765 ,174.5745 ,84.0326 ,75.8460 ,94.0880 ,120.0080 ,109.1870 ,97.0890 ,101.6770 ,165.8800 ,80.5940 ,99.0485 ,115.6580 ,224.3650 ,74.7910 ,168.1800 
35101,86.4278 ,82.6113 ,73.1898 ,122.3347 ,88.7189 ,96.7216 ,106.6152 ,174.1324 ,84.4600 ,98.3807 ,105.3604 ,187.6802 ,71.0872 ,168.6003 ,85.7174 ,76.1150 ,96.3850 ,121.4760 ,108.5160 ,96.6020 ,105.6530 ,165.2450 ,81.1260 ,97.9253 ,115.1020 ,226.3470 ,73.2310 ,164.7910 
35108,84.4474 ,87.4656 ,78.4860 ,119.7294 ,90.5786 ,95.8306 ,105.5340 ,177.8451 ,88.3979 ,96.4263 ,106.7862 ,186.0374 ,73.1483 ,169.6903 ,83.7680 ,79.1620 ,98.3830 ,120.2250 ,110.2300 ,96.0500 ,104.6450 ,170.4830 ,84.1240 ,96.6773 ,116.6310 ,226.0990 ,75.4590 ,165.5080 
35115,83.6136 ,91.3551 ,73.8713 ,119.9967 ,92.4493 ,96.7143 ,102.0783 ,179.5301 ,91.3117 ,97.9781 ,106.8723 ,184.7246 ,73.8467 ,170.8818 ,83.0113 ,81.8500 ,96.5350 ,120.1710 ,112.2420 ,96.9270 ,101.2630 ,173.0230 ,85.9810 ,98.3829 ,116.8160 ,224.1180 ,76.4460 ,166.6700 
35122,83.3009 ,91.8900 ,77.8683 ,121.7606 ,93.4148 ,97.8271 ,100.6339 ,181.3683 ,92.7921 ,99.4042 ,106.0111 ,184.9121 ,69.7474 ,165.9172 ,82.6841 ,80.7300 ,99.2320 ,120.9860 ,113.3600 ,98.3550 ,99.9130 ,174.4520 ,86.2850 ,100.0053 ,115.9820 ,229.4420 ,72.2450 ,163.0860 
35129,82.2586 ,90.4314 ,75.0340 ,124.4866 ,91.7251 ,94.7179 ,98.5496 ,179.5301 ,90.9689 ,96.5101 ,102.4803 ,185.4747 ,69.3527 ,163.5938 ,81.7434 ,79.4300 ,97.0840 ,123.4320 ,111.3480 ,95.0760 ,97.8080 ,172.5470 ,85.1900 ,97.0517 ,112.0440 ,226.3470 ,71.9260 ,160.7040 
35136,82.8836 ,94.7099 ,76.5965 ,127.9074 ,93.2338 ,95.3070 ,102.2977 ,185.1979 ,93.7893 ,97.3490 ,103.2984 ,181.1614 ,70.4155 ,164.7058 ,82.4182 ,82.1310 ,98.1800 ,126.5090 ,113.1310 ,95.1900 ,101.5990 ,173.3250 ,88.1840 ,97.5569 ,112.7580 ,223.8380 ,72.8480 ,162.5460 
35143,82.5732 ,101.2734 ,84.6631 ,124.9142 ,93.0527 ,93.6378 ,101.2921 ,190.8656 ,99.6015 ,94.1194 ,104.7624 ,176.0041 ,72.2981 ,166.6122 ,82.1319 ,83.0020 ,101.2660 ,124.9930 ,111.1950 ,94.5840 ,100.4050 ,176.1110 ,89.0580 ,96.1249 ,114.2860 ,219.9780 ,74.9700 ,162.7430 
35150,83.4631 ,107.8856 ,82.3739 ,124.2193 ,95.7683 ,96.5507 ,104.4004 ,182.2874 ,102.4063 ,96.7199 ,108.2932 ,188.6629 ,74.9701 ,167.9825 ,82.9704 ,85.8070 ,105.3040 ,124.9930 ,113.7670 ,95.8340 ,103.5270 ,174.6310 ,92.2700 ,96.6723 ,117.3340 ,232.7510 ,78.2170 ,163.3970 
35157,82.0765 ,110.3652 ,83.3187 ,121.3864 ,99.9925 ,98.9726 ,100.8716 ,176.7728 ,106.1304 ,99.9494 ,110.1448 ,192.0386 ,70.3547 ,168.5186 ,81.5797 ,86.7270 ,109.1380 ,123.4410 ,119.0820 ,98.3020 ,100.0840 ,174.9600 ,93.5390 ,99.4512 ,120.0670 ,235.4530 ,73.8770 ,162.9680 
35164,82.1800 ,112.2396 ,86.1746 ,120.9048 ,104.8184 ,101.9452 ,99.9570 ,177.6705 ,109.8468 ,103.0906 ,112.5454 ,198.9837 ,69.6193 ,172.5481 ,81.6838 ,86.8190 ,112.7170 ,123.1640 ,127.0550 ,101.8220 ,99.2990 ,176.7690 ,93.5230 ,103.4933 ,122.3530 ,246.2620 ,73.9420 ,165.0130 
35171,81.4350 ,114.6188 ,86.0758 ,126.3297 ,106.9274 ,101.1765 ,96.7383 ,178.3992 ,109.4341 ,102.7972 ,111.2795 ,210.5785 ,70.0379 ,164.3362 ,80.9208 ,85.2550 ,114.8640 ,127.5440 ,124.9980 ,100.4070 ,96.0880 ,179.8930 ,92.5110 ,102.2301 ,120.7850 ,260.3870 ,73.6520 ,164.7480 
35178,81.4143 ,120.5158 ,85.6291 ,129.4717 ,114.5118 ,106.3178 ,97.2274 ,171.1733 ,115.3652 ,107.7100 ,114.8007 ,243.9738 ,76.9174 ,165.2747 ,80.9208 ,88.7960 ,115.8860 ,129.9840 ,128.1700 ,104.4870 ,96.6050 ,175.4540 ,97.0880 ,106.6932 ,124.5490 ,300.1820 ,80.8210 ,167.5090 
35185,81.4350 ,115.9356 ,81.8316 ,129.0925 ,112.3981 ,102.8256 ,96.7383 ,166.8378 ,112.7939 ,101.3110 ,115.9886 ,224.7492 ,75.4324 ,166.4283 ,80.9410 ,87.4170 ,111.0810 ,129.5960 ,122.9400 ,100.9990 ,96.1590 ,171.0140 ,94.2780 ,100.5038 ,125.6250 ,274.1430 ,79.4390 ,169.2890 
35192,81.9110 ,115.1913 ,82.7623 ,135.3223 ,115.0713 ,105.8327 ,99.9085 ,170.5310 ,111.4569 ,103.4990 ,118.9159 ,226.3347 ,76.6143 ,169.8500 ,81.5471 ,87.0950 ,110.9270 ,133.9770 ,130.5710 ,102.9400 ,99.3170 ,174.3020 ,93.6030 ,102.1880 ,128.5830 ,277.5820 ,80.6930 ,172.0920 
35199,81.3575 ,116.9089 ,85.7035 ,134.4555 ,121.1637 ,105.8974 ,97.8252 ,175.1877 ,111.7826 ,104.3660 ,116.5825 ,231.1904 ,76.7659 ,162.0291 ,81.0420 ,87.6810 ,114.9800 ,132.7670 ,140.4550 ,104.0260 ,97.2470 ,175.9470 ,94.8880 ,104.2090 ,126.4760 ,284.5590 ,80.2630 ,167.3460 
35206,81.0698 ,118.1112 ,87.1927 ,120.8583 ,124.6450 ,103.2783 ,95.9774 ,182.8953 ,108.1828 ,101.3523 ,113.3158 ,228.4157 ,75.2808 ,158.2164 ,80.7794 ,87.4000 ,117.1930 ,124.9260 ,135.8860 ,100.7360 ,95.4870 ,178.5780 ,94.6600 ,100.8828 ,123.1600 ,281.6480 ,79.0870 ,166.2610 
35213,81.1520 ,120.8593 ,90.0222 ,123.0794 ,118.9878 ,103.6663 ,97.0644 ,176.7934 ,107.2742 ,101.5174 ,115.3098 ,216.4251 ,70.8258 ,158.9594 ,80.9410 ,87.7280 ,119.5570 ,124.4040 ,144.4280 ,102.2820 ,96.5780 ,175.1250 ,94.6780 ,101.8512 ,125.2210 ,268.1840 ,74.5140 ,166.4250 
35220,80.3298 ,117.0234 ,88.0118 ,119.9374 ,111.2169 ,99.5597 ,93.9303 ,183.3770 ,104.0344 ,98.2147 ,108.9461 ,198.5879 ,68.7347 ,159.1354 ,80.1732 ,86.9310 ,120.1100 ,123.0100 ,136.9790 ,96.5250 ,93.6040 ,176.7690 ,94.8350 ,96.5460 ,118.6330 ,248.7770 ,72.3250 ,160.6150 
35227,79.5281 ,115.0981 ,90.2921 ,109.8803 ,117.0003 ,100.2464 ,92.3819 ,189.1977 ,104.3754 ,98.0471 ,111.5237 ,201.4643 ,71.0209 ,157.6284 ,79.3044 ,85.7120 ,124.8380 ,109.7100 ,142.6400 ,97.5780 ,92.0910 ,180.7700 ,94.0140 ,97.0934 ,121.4120 ,251.8090 ,74.1550 ,158.8760 
35234,79.6926 ,119.5250 ,96.0233 ,106.0846 ,114.1587 ,102.6778 ,93.7598 ,189.9075 ,105.0881 ,100.6463 ,110.7467 ,198.2299 ,72.4840 ,153.7014 ,79.4660 ,87.8220 ,131.7790 ,108.4900 ,141.5480 ,99.8150 ,93.4460 ,183.2860 ,95.7260 ,99.8723 ,120.5600 ,249.6260 ,74.8730 ,155.2960 
35241,79.2609 ,117.9942 ,97.0413 ,94.7591 ,115.1832 ,101.3579 ,93.2400 ,190.5882 ,101.7514 ,100.0098 ,107.5766 ,197.9352 ,72.2688 ,148.6800 ,78.9609 ,86.9780 ,135.4510 ,96.7000 ,141.8460 ,98.5320 ,92.9530 ,183.7940 ,93.8220 ,99.2407 ,117.1090 ,249.7470 ,74.4490 ,150.2220 
35248,78.7881 ,124.1786 ,99.8773 ,100.3365 ,118.6958 ,100.5795 ,91.6268 ,193.6512 ,107.3126 ,99.2460 ,107.0826 ,186.8351 ,72.4533 ,148.0523 ,78.4962 ,89.6510 ,137.7140 ,102.0440 ,144.2300 ,97.7750 ,91.3520 ,186.8370 ,97.7180 ,98.4828 ,116.5720 ,234.7070 ,74.3510 ,149.5880 
35255,78.8284 ,126.8116 ,101.1135 ,103.3528 ,119.0617 ,100.8841 ,91.6806 ,198.5861 ,109.2679 ,99.7552 ,105.8886 ,192.9254 ,70.2400 ,150.5630 ,78.5770 ,91.8630 ,138.0080 ,104.3670 ,142.3420 ,98.0870 ,91.4580 ,190.0500 ,99.1740 ,98.9370 ,115.2790 ,241.1350 ,71.7370 ,152.1250 
35262,78.9712 ,132.6287 ,99.8046 ,99.7105 ,118.4031 ,107.4157 ,88.5977 ,198.2458 ,113.7169 ,104.8893 ,110.4997 ,189.8802 ,63.2929 ,149.1254 ,78.6983 ,95.3380 ,133.5380 ,100.8820 ,145.9180 ,104.1790 ,88.3790 ,190.2190 ,101.9930 ,103.9174 ,120.1610 ,239.4370 ,64.0600 ,150.6720 
35269,79.1943 ,128.6486 ,85.0793 ,104.6618 ,105.8163 ,101.7302 ,89.0816 ,194.8424 ,110.4519 ,100.1795 ,105.6416 ,178.2890 ,64.1228 ,148.1130 ,78.9205 ,93.2090 ,119.2840 ,104.8310 ,131.6150 ,99.0970 ,88.8360 ,189.2040 ,100.1710 ,99.7103 ,115.0340 ,222.5770 ,64.4850 ,149.6500 
35276,79.1334 ,124.4848 ,77.9530 ,104.9464 ,104.7187 ,98.6844 ,90.8382 ,201.9895 ,106.9000 ,96.9123 ,102.5127 ,172.1987 ,64.7069 ,148.4167 ,78.8599 ,91.5150 ,112.6320 ,105.0060 ,127.0450 ,96.0350 ,90.5780 ,194.6150 ,98.0250 ,96.1341 ,111.8680 ,214.4500 ,65.1380 ,149.9560 
35283,79.9647 ,129.3834 ,77.2259 ,104.6618 ,101.2793 ,100.1396 ,90.2467 ,198.0756 ,109.8420 ,98.1428 ,104.6536 ,176.2262 ,67.1353 ,147.3436 ,79.6883 ,94.3700 ,115.3330 ,104.7730 ,126.9460 ,97.5010 ,89.9450 ,191.7410 ,100.2610 ,97.2280 ,113.9190 ,219.7870 ,67.4580 ,148.8720 
35290,79.7214 ,136.8417 ,75.5942 ,103.9609 ,110.6954 ,105.7236 ,91.1627 ,202.1596 ,114.0893 ,103.3194 ,107.2884 ,181.0919 ,74.4515 ,152.1828 ,79.4143 ,98.0000 ,114.5330 ,103.8160 ,138.0280 ,102.6480 ,90.8330 ,194.1080 ,104.2110 ,102.3608 ,116.8170 ,226.9120 ,72.4830 ,153.2930 
35297,79.6606 ,138.7101 ,76.0028 ,103.5536 ,107.1272 ,105.0806 ,93.4047 ,200.9684 ,115.0420 ,103.9983 ,105.8063 ,177.8995 ,76.6501 ,148.6192 ,79.3942 ,99.1130 ,115.7830 ,103.2250 ,134.3310 ,101.9960 ,93.0870 ,193.9390 ,104.9870 ,102.4870 ,115.5240 ,222.6490 ,74.4400 ,150.0060 
35304,79.8836 ,135.8109 ,69.4309 ,104.5426 ,110.6161 ,107.7203 ,93.8637 ,199.7773 ,112.2412 ,107.0109 ,107.7413 ,179.5441 ,79.4149 ,155.4225 ,79.6352 ,97.9030 ,110.4820 ,104.6440 ,138.2220 ,104.5050 ,93.5370 ,192.7550 ,103.2550 ,105.3479 ,117.7540 ,225.6940 ,76.3980 ,156.1600 
35311,79.1740 ,145.9903 ,67.3878 ,111.5238 ,108.3166 ,107.6864 ,91.9394 ,207.2647 ,117.1378 ,107.3079 ,107.0002 ,174.9974 ,75.4842 ,156.4146 ,78.9523 ,104.1940 ,110.0320 ,110.9150 ,135.6930 ,104.5700 ,91.6830 ,197.9970 ,107.0970 ,105.8107 ,116.9960 ,218.0210 ,73.3940 ,157.0620 
35318,78.4238 ,151.2088 ,69.4649 ,104.7171 ,106.0170 ,109.2432 ,90.7919 ,204.9858 ,121.3485 ,109.8113 ,107.9471 ,175.1909 ,74.1517 ,147.9510 ,78.2092 ,107.4970 ,112.9860 ,104.7030 ,132.9700 ,106.1060 ,90.5390 ,198.3350 ,111.3460 ,108.1599 ,118.0540 ,216.9250 ,72.2130 ,148.8430 
35325,78.2819 ,147.4721 ,73.2446 ,102.2737 ,99.7528 ,107.7541 ,89.6445 ,196.3167 ,117.9952 ,108.8779 ,106.3415 ,161.9379 ,70.5207 ,149.9353 ,78.0485 ,105.7880 ,116.9610 ,102.9290 ,125.4800 ,104.7980 ,89.3600 ,190.7260 ,109.2120 ,106.8307 ,116.4940 ,201.0910 ,68.7710 ,150.8680 
35332,78.2008 ,155.0744 ,69.9757 ,103.7281 ,98.4840 ,107.1111 ,87.1200 ,192.1398 ,119.2717 ,108.5808 ,104.2830 ,166.1943 ,70.6207 ,156.3539 ,77.9481 ,111.0160 ,116.1490 ,104.6440 ,123.3400 ,104.0210 ,86.8470 ,186.6680 ,113.1030 ,106.5344 ,114.1580 ,204.8670 ,69.3110 ,156.8220 
35339,77.2479 ,155.5254 ,74.4024 ,102.2156 ,93.8849 ,101.4256 ,86.6787 ,187.6147 ,119.6909 ,104.2953 ,99.9190 ,167.8389 ,69.7879 ,154.2076 ,76.9439 ,111.1690 ,119.9390 ,103.0470 ,117.8930 ,99.1320 ,86.3790 ,182.2720 ,112.6480 ,103.0637 ,109.8380 ,204.0140 ,67.8940 ,155.0580 
35346,77.7345 ,164.6023 ,82.9116 ,106.6370 ,94.0435 ,99.6855 ,86.4668 ,188.3109 ,126.8579 ,103.8292 ,97.8532 ,165.8074 ,74.9512 ,153.5799 ,77.4458 ,117.3620 ,126.0040 ,106.8330 ,118.1840 ,97.2870 ,86.1190 ,182.9480 ,117.1400 ,101.7516 ,107.5020 ,201.5780 ,71.3020 ,154.3360 
