,SPX,TSX,FTSE,DAX,CAC,SMI,MIB,IBEX,OMX,AEX,NKY,AS51,HSI,SG,SPXV,TSXV,FTSEV,DAXV,CACV,SMIV,MIBV,IBEXV,OMXV,AEXV,NKYv,AS51V,HSIV,SGV
1988-01-29,NA,282.4100 ,1101.4200 ,206.2700 ,321.3800 ,228.1400 ,1013.7200 ,275.8800 ,643.4600 ,390.6500 ,551.1500 ,466.4100 ,1235.7800 ,363.8000 ,NA,417.0500 ,1404.7900 ,217.5300 ,492.7400 ,210.3900 ,358.1100 ,123.8500 ,1029.2800 ,438.4700 ,1015.5700 ,749.5800 ,1419.0400 ,596.0900 
1988-02-29,NA,296.9600 ,1082.8500 ,248.6400 ,391.8100 ,245.0900 ,1055.0000 ,276.9300 ,665.9800 ,417.0200 ,597.0200 ,454.8600 ,1261.5300 ,363.0900 ,NA,439.5300 ,1394.9900 ,245.3900 ,601.7400 ,228.0000 ,389.4800 ,124.7500 ,1054.0000 ,454.4600 ,1094.9800 ,756.6600 ,1452.3400 ,571.2700 
1988-03-31,NA,311.2200 ,1048.5600 ,245.5800 ,362.6300 ,238.1000 ,1078.1900 ,287.6400 ,677.1800 ,406.1900 ,615.5500 ,515.8800 ,1344.1600 ,379.3000 ,NA,439.0400 ,1391.9000 ,238.5300 ,555.0500 ,218.6300 ,401.0400 ,134.0900 ,1136.1000 ,468.9500 ,1147.8700 ,856.9900 ,1520.9900 ,600.4000 
1988-04-29,NA,316.9800 ,1076.9900 ,241.1200 ,394.3400 ,239.2900 ,1058.1300 ,290.8200 ,691.2500 ,410.8100 ,613.3500 ,536.1800 ,1377.2900 ,393.5800 ,NA,440.3100 ,1431.3300 ,238.5800 ,614.5400 ,222.5800 ,401.0400 ,132.5400 ,1170.8700 ,486.7500 ,1186.9900 ,884.3100 ,1553.0600 ,645.8900 
1988-05-31,NA,301.8400 ,1058.6900 ,241.5100 ,432.6500 ,235.1700 ,974.0400 ,311.0700 ,723.2300 ,399.8500 ,578.9100 ,579.6100 ,1338.4500 ,400.2900 ,NA,431.3100 ,1422.6000 ,246.8600 ,664.8200 ,225.4900 ,367.9000 ,135.1600 ,1224.2200 ,471.4600 ,1147.9700 ,959.8500 ,1498.2700 ,673.3100 
1988-06-30,NA,318.2600 ,1119.9000 ,253.1600 ,461.3100 ,247.8800 ,1057.7800 ,322.7400 ,725.5800 ,429.1100 ,581.5600 ,578.7900 ,1459.2100 ,429.3300 ,NA,460.2200 ,1455.7100 ,262.3100 ,711.4400 ,239.8400 ,407.7800 ,146.0600 ,1215.8600 ,499.2500 ,1202.5900 ,938.9900 ,1590.1600 ,763.5900 
1988-07-29,NA,311.8600 ,1112.4200 ,264.2200 ,460.9300 ,251.9100 ,1096.7600 ,316.8300 ,764.4700 ,448.4000 ,589.0300 ,591.8600 ,1491.7300 ,444.0200 ,NA,451.0500 ,1478.5100 ,268.7000 ,707.7100 ,240.5100 ,432.7500 ,141.6300 ,1255.9700 ,527.7900 ,1274.1500 ,982.7500 ,1593.2500 ,768.8200 
1988-08-31,NA,298.9100 ,1050.7400 ,261.3600 ,462.5100 ,249.2700 ,1097.5600 ,310.2500 ,723.4000 ,427.4500 ,571.6000 ,575.8100 ,1357.4900 ,409.7000 ,NA,440.8900 ,1404.2900 ,269.9300 ,685.4900 ,240.1800 ,413.7800 ,134.4100 ,1212.8700 ,506.3500 ,1192.8300 ,957.6400 ,1467.2100 ,695.1100 
1988-09-30,NA,295.5500 ,1096.2900 ,283.1600 ,509.0800 ,257.7700 ,1183.9300 ,309.2700 ,755.2800 ,447.6000 ,592.4900 ,562.2600 ,1372.8300 ,405.0500 ,NA,444.7600 ,1459.1400 ,286.5400 ,750.0600 ,249.0600 ,437.6600 ,133.1200 ,1283.9100 ,508.1900 ,1215.4100 ,959.6700 ,1467.5100 ,694.5100 
1988-10-31,NA,305.9700 ,1113.0600 ,294.8000 ,531.7000 ,266.0500 ,1228.0100 ,321.4100 ,794.3200 ,464.3600 ,607.5700 ,566.3200 ,1479.7400 ,421.4300 ,NA,460.1200 ,1498.9600 ,298.6800 ,797.6900 ,259.3200 ,466.3000 ,133.8400 ,1332.9700 ,508.4900 ,1202.4800 ,988.1800 ,1570.0800 ,697.4200 
1988-11-30,NA,294.7900 ,1074.3500 ,285.1700 ,527.9200 ,251.6200 ,1240.6400 ,317.7000 ,796.4500 ,443.0100 ,649.3300 ,516.1400 ,1509.9900 ,414.4800 ,NA,447.5400 ,1459.9800 ,292.5200 ,800.4500 ,267.7300 ,452.7100 ,126.3300 ,1346.6000 ,499.5600 ,1268.8600 ,907.9300 ,1612.8400 ,675.4100 
1988-12-30,NA,303.5200 ,1076.5400 ,297.9000 ,562.2100 ,256.9600 ,1237.4100 ,309.3500 ,836.5500 ,458.1600 ,668.2200 ,528.4200 ,1532.2100 ,429.2800 ,NA,462.6000 ,1456.5200 ,309.1100 ,842.9800 ,276.9500 ,462.6000 ,124.2700 ,1464.5100 ,523.8800 ,1310.5500 ,913.1300 ,1632.5800 ,701.3600 
1989-01-31,NA,325.4200 ,1229.7100 ,294.8600 ,602.8300 ,260.6700 ,1229.9400 ,308.8300 ,907.1300 ,489.9800 ,688.3200 ,549.2400 ,1667.5200 ,466.0600 ,NA,496.3200 ,1667.8900 ,313.9900 ,884.6300 ,287.7500 ,475.7100 ,128.9200 ,1578.3000 ,560.1600 ,1377.6800 ,957.9700 ,1923.8400 ,766.5100 
1989-02-28,NA,325.2000 ,1212.9300 ,283.7800 ,570.6900 ,259.9100 ,1181.2400 ,297.2400 ,920.6800 ,476.4400 ,674.6800 ,520.1900 ,1641.5700 ,457.8000 ,NA,478.9100 ,1612.9300 ,308.0500 ,848.7500 ,284.8500 ,456.5500 ,122.0500 ,1624.6500 ,541.4500 ,1387.6200 ,909.6800 ,1907.8400 ,770.6800 
1989-03-31,NA,320.7700 ,1259.8300 ,286.3100 ,590.1200 ,271.3700 ,1237.4000 ,310.5100 ,950.0400 ,489.3200 ,681.4900 ,514.0400 ,1614.7500 ,471.3400 ,NA,487.5400 ,1670.8800 ,317.6700 ,889.1800 ,305.3400 ,476.5400 ,127.7100 ,1738.9200 ,591.3600 ,1398.0200 ,905.6600 ,1926.2700 ,825.5600 
1989-04-28,NA,319.9800 ,1285.1800 ,299.7300 ,615.2100 ,284.7900 ,1210.6800 ,313.1700 ,953.1100 ,516.7200 ,674.9000 ,544.3200 ,1675.9000 ,482.0600 ,NA,503.9700 ,1682.9600 ,329.7800 ,914.1300 ,313.3700 ,485.1900 ,134.9700 ,1732.2500 ,609.1900 ,1417.1900 ,925.6000 ,2010.8800 ,883.3200 
1989-05-31,NA,328.8000 ,1287.9000 ,302.7400 ,634.8200 ,273.0700 ,1181.8400 ,319.0300 ,981.0800 ,512.3000 ,675.2500 ,559.1900 ,1466.0600 ,497.5000 ,NA,515.7900 ,1671.4100 ,340.4900 ,935.6600 ,302.4500 ,488.8400 ,142.6500 ,1800.0000 ,613.9000 ,1460.2200 ,950.6400 ,1796.5800 ,898.4500 
1989-06-30,NA,336.8400 ,1308.5200 ,322.5600 ,629.1800 ,309.1400 ,1255.3600 ,318.0500 ,1031.1300 ,530.3300 ,640.0100 ,570.1300 ,1200.6600 ,508.2800 ,NA,517.0100 ,1691.0400 ,352.3000 ,944.2200 ,330.4900 ,530.2900 ,139.4500 ,1876.6200 ,617.4500 ,1411.2800 ,933.3100 ,1469.2000 ,901.5900 
1989-07-31,NA,357.5300 ,1381.4600 ,351.4500 ,672.6500 ,336.8600 ,1323.1300 ,315.9900 ,1112.0500 ,550.4900 ,699.0900 ,625.0600 ,1356.7700 ,533.2500 ,NA,547.8200 ,1835.0300 ,356.8800 ,991.6700 ,356.4100 ,557.1200 ,136.4400 ,2002.3100 ,645.4200 ,1504.8700 ,997.5000 ,1663.8400 ,945.6500 
1989-08-31,NA,362.3600 ,1440.9300 ,363.9900 ,691.7900 ,346.2700 ,1404.5800 ,338.7000 ,1122.7800 ,576.1200 ,682.7200 ,660.9400 ,1294.9600 ,515.7300 ,NA,550.6700 ,1867.5900 ,368.9100 ,1035.0600 ,379.8600 ,596.9700 ,144.7100 ,2078.2100 ,662.8400 ,1486.9100 ,1080.7300 ,1622.7600 ,931.6400 
1989-09-29,NA,358.5500 ,1368.8600 ,368.1900 ,708.7800 ,339.0700 ,1375.9300 ,334.0500 ,1084.2200 ,560.1600 ,697.3600 ,638.6400 ,1437.7500 ,521.8900 ,NA,537.3800 ,1826.9200 ,362.7200 ,1045.4800 ,358.7200 ,565.4400 ,149.3500 ,1970.1100 ,658.7600 ,1535.5600 ,1079.3500 ,1829.7200 ,941.8400 
1989-10-31,NA,355.6700 ,1273.2700 ,343.0200 ,657.5400 ,323.8000 ,1260.2300 ,311.6000 ,1008.3600 ,535.1500 ,692.3600 ,610.5500 ,1404.2300 ,506.4100 ,NA,535.4800 ,1677.2900 ,339.7400 ,985.7900 ,333.4200 ,507.6600 ,140.1100 ,1835.5700 ,624.9000 ,1532.4800 ,1012.3400 ,1838.6000 ,898.1600 
1989-11-30,NA,355.5100 ,1341.8000 ,366.3900 ,694.2500 ,335.6100 ,1284.5500 ,306.2100 ,1030.5700 ,548.9300 ,735.8600 ,590.5900 ,1417.1700 ,522.9100 ,NA,535.2100 ,1786.3800 ,365.7000 ,1005.4900 ,348.7700 ,522.0800 ,137.7100 ,1753.5600 ,638.3400 ,1596.6100 ,993.4800 ,1841.7000 ,949.3600 
1989-12-29,NA,358.9700 ,1401.6600 ,409.3100 ,733.5500 ,334.8900 ,1334.6600 ,299.0800 ,1150.6600 ,566.6700 ,739.2700 ,621.1700 ,1435.6400 ,547.4400 ,NA,543.8400 ,1945.5500 ,422.6300 ,1068.5600 ,346.5900 ,539.6700 ,136.4100 ,1850.2400 ,660.3200 ,1609.0300 ,1020.6000 ,1855.9000 ,1004.1400 
1990-01-31,NA,333.9800 ,1349.8100 ,419.9300 ,669.9100 ,328.6000 ,1294.5300 ,270.5400 ,1151.6700 ,533.6800 ,690.5500 ,622.8700 ,1388.3100 ,545.8300 ,NA,506.8400 ,1874.9800 ,432.3400 ,1028.9800 ,329.8700 ,538.4400 ,130.5000 ,1796.5800 ,633.8100 ,1534.5900 ,1050.1700 ,1792.6900 ,1023.3200 
1990-02-28,NA,335.8800 ,1299.0000 ,414.3800 ,646.4100 ,324.5800 ,1222.7700 ,258.9400 ,1090.7800 ,503.1700 ,630.3000 ,588.2600 ,1522.7500 ,549.3600 ,NA,503.6400 ,1819.5200 ,425.1900 ,1012.9500 ,332.1600 ,517.9100 ,127.6600 ,1711.6200 ,622.9700 ,1431.4300 ,979.8000 ,1891.1500 ,1058.0700 
1990-03-30,NA,329.8900 ,1289.5700 ,467.5300 ,683.5400 ,321.9800 ,1257.6600 ,233.2000 ,1060.0900 ,541.3500 ,524.9700 ,583.1400 ,1556.2800 ,530.7700 ,NA,502.3200 ,1813.5200 ,454.4700 ,1076.5500 ,316.3900 ,539.4700 ,119.0300 ,1630.1800 ,644.2300 ,1258.8800 ,950.5900 ,1919.0700 ,1054.8500 
1990-04-30,NA,304.7300 ,1208.3400 ,426.6600 ,721.1800 ,308.1100 ,1281.2000 ,248.8300 ,1067.2900 ,517.5200 ,531.2800 ,538.6000 ,1553.6700 ,477.8700 ,NA,456.3300 ,1692.1700 ,421.1200 ,1112.3600 ,300.8900 ,539.4700 ,128.3800 ,1678.5100 ,614.3000 ,1287.3700 ,895.5400 ,1873.1300 ,978.4300 
1990-05-31,NA,329.2700 ,1360.0900 ,437.6000 ,751.0600 ,346.8400 ,1397.9300 ,261.4700 ,1229.4000 ,568.7000 ,587.8300 ,573.9700 ,1666.8600 ,527.9400 ,NA,491.0800 ,1873.9300 ,425.2000 ,1134.6100 ,345.8000 ,571.4600 ,131.3800 ,1888.6200 ,632.2800 ,1398.5800 ,946.7000 ,1996.2600 ,1073.6600 
1990-06-29,NA,325.9300 ,1393.3200 ,454.9700 ,723.6300 ,348.1900 ,1421.9000 ,270.9300 ,1270.5300 ,585.1900 ,548.3200 ,582.1700 ,1749.1900 ,530.8700 ,NA,483.8700 ,1885.1300 ,428.8300 ,1092.4400 ,350.8000 ,560.3000 ,139.0400 ,1975.9500 ,619.4400 ,1349.3600 ,949.7400 ,2061.1600 ,1060.4500 
1990-07-31,NA,331.1800 ,1352.7300 ,474.6700 ,700.4000 ,337.9400 ,1385.0100 ,276.0300 ,1263.4600 ,584.8000 ,517.1200 ,627.9000 ,1826.2200 ,565.6300 ,NA,483.0300 ,1854.9900 ,432.5400 ,1044.5900 ,340.5400 ,532.7600 ,136.5900 ,2003.6100 ,623.5200 ,1294.0800 ,963.8400 ,2160.4300 ,1088.8900 
1990-08-31,NA,319.2100 ,1251.4500 ,397.6900 ,608.3300 ,292.7100 ,1229.8300 ,243.1700 ,1107.5900 ,516.5100 ,458.3900 ,602.3200 ,1632.0700 ,478.9300 ,NA,451.0500 ,1722.7500 ,365.6400 ,892.9800 ,291.4900 ,440.9000 ,119.8900 ,1700.5300 ,572.4400 ,1142.1400 ,918.7800 ,1886.5200 ,886.5900 
1990-09-28,NA,310.1800 ,1158.5400 ,323.7000 ,534.1000 ,253.2300 ,1105.5000 ,187.7700 ,854.9600 ,485.9700 ,357.9600 ,572.2200 ,1445.9300 ,394.2000 ,NA,420.1300 ,1564.3800 ,299.6000 ,797.9200 ,257.8100 ,380.7600 ,101.8200 ,1349.8000 ,540.3600 ,944.3900 ,826.8300 ,1670.4300 ,766.2100 
1990-10-31,NA,293.1000 ,1203.2300 ,361.9300 ,595.5900 ,272.3900 ,1130.2300 ,214.9400 ,932.7400 ,527.6800 ,424.9200 ,559.1500 ,1601.4500 ,416.4800 ,NA,424.7500 ,1620.5300 ,320.8300 ,825.9600 ,264.4900 ,382.6200 ,109.3600 ,1289.8500 ,530.5100 ,1085.8100 ,767.8200 ,1775.0000 ,787.8000 
1990-11-30,NA,295.1100 ,1263.0100 ,365.4200 ,574.1100 ,261.7500 ,992.2600 ,208.6300 ,851.8900 ,513.1600 ,387.3100 ,569.7600 ,1624.2900 ,399.0500 ,NA,440.7200 ,1706.9000 ,321.6700 ,832.1400 ,260.3900 ,344.3400 ,108.3000 ,1189.3100 ,532.2700 ,973.6300 ,770.8100 ,1716.6900 ,776.7800 
1990-12-31,NA,306.6600 ,1261.6300 ,345.2400 ,558.6300 ,261.9500 ,1017.7300 ,199.8500 ,857.9000 ,525.3900 ,417.6800 ,557.7100 ,1654.5300 ,433.6000 ,NA,455.1600 ,1694.9900 ,314.5400 ,781.3900 ,259.6500 ,356.4700 ,107.6300 ,1250.2800 ,523.8100 ,1027.4400 ,745.2700 ,1703.5100 ,808.9400 
1991-01-31,NA,295.4500 ,1300.2500 ,345.6800 ,571.3600 ,270.8100 ,1006.2200 ,211.1700 ,945.0100 ,509.0800 ,419.1900 ,567.0400 ,1762.1600 ,446.5000 ,NA,471.5200 ,1698.1000 ,324.1300 ,803.9900 ,272.8700 ,330.8800 ,110.0400 ,1473.3600 ,518.5600 ,1016.7700 ,791.9800 ,1838.2300 ,836.6600 
1991-02-28,NA,307.4300 ,1425.7800 ,379.6200 ,637.9700 ,299.5300 ,1172.6600 ,241.3900 ,1032.0300 ,536.7900 ,469.2600 ,603.7400 ,1904.3100 ,485.3800 ,NA,500.4700 ,1886.3000 ,353.2500 ,907.0600 ,304.2600 ,388.4000 ,125.4300 ,1624.7200 ,578.3600 ,1164.0000 ,845.9800 ,2055.1200 ,976.4500 
1991-03-29,NA,306.7000 ,1498.4800 ,365.4400 ,650.1800 ,313.0200 ,1176.9300 ,259.1500 ,1030.2800 ,578.2400 ,468.0200 ,624.7100 ,2050.9000 ,506.0500 ,NA,505.4700 ,1919.7200 ,341.1700 ,942.4900 ,316.9000 ,387.6000 ,136.4100 ,1731.6300 ,617.3700 ,1150.9900 ,859.9200 ,2135.6300 ,1021.7200 
1991-04-30,NA,310.6200 ,1502.1000 ,387.4700 ,642.3600 ,317.0800 ,1191.6200 ,251.9900 ,993.2900 ,579.1100 ,466.6400 ,676.7200 ,2006.7400 ,515.5000 ,NA,500.0300 ,1942.2900 ,358.9300 ,929.7500 ,321.5200 ,375.3100 ,131.9200 ,1636.6200 ,649.6400 ,1149.9600 ,903.9900 ,2053.9000 ,1001.9400 
1991-05-31,NA,316.2200 ,1508.4300 ,413.4400 ,665.5400 ,331.7700 ,1229.8500 ,263.2900 ,1054.8500 ,583.1200 ,471.4500 ,668.4700 ,2051.2900 ,521.6400 ,NA,519.7200 ,1946.7800 ,377.6700 ,966.4600 ,336.1800 ,404.5200 ,138.4900 ,1788.3600 ,655.7300 ,1148.7600 ,900.7600 ,2139.0400 ,1009.5400 
1991-06-28,NA,310.5800 ,1472.6600 ,392.6100 ,627.6000 ,315.7900 ,1173.8000 ,252.0500 ,1059.7100 ,563.9000 ,433.2300 ,675.4800 ,2019.5100 ,507.2700 ,NA,498.2100 ,1845.7200 ,358.4300 ,916.8500 ,322.4400 ,398.1200 ,132.6500 ,1859.0400 ,646.5900 ,1068.8400 ,887.3700 ,2158.2700 ,976.8600 
1991-07-31,NA,316.4000 ,1576.1300 ,383.7900 ,629.1600 ,326.4700 ,1132.4000 ,248.2000 ,1083.5000 ,567.0200 ,443.2600 ,705.7100 ,2168.1000 ,496.9900 ,NA,512.7000 ,1985.3100 ,362.1300 ,921.8300 ,335.1100 ,391.8700 ,126.8400 ,1861.6200 ,663.6800 ,1107.9200 ,930.7000 ,2385.9600 ,975.0100 
1991-08-30,NA,312.8100 ,1612.3400 ,383.3600 ,661.9500 ,321.2000 ,1087.4600 ,252.8000 ,1113.1600 ,558.9800 ,419.4200 ,687.5500 ,2155.7300 ,462.5800 ,NA,518.3500 ,2033.8400 ,371.3300 ,982.4300 ,340.3900 ,381.0000 ,130.1600 ,1766.1900 ,659.3200 ,1033.3500 ,920.9300 ,2389.0500 ,937.1500 
1991-09-30,NA,304.6500 ,1615.2700 ,368.7500 ,671.2000 ,305.0700 ,1054.3500 ,254.7600 ,1009.2500 ,566.0500 ,436.7600 ,695.8400 ,2103.1600 ,444.4500 ,NA,494.1200 ,2010.9600 ,364.7300 ,992.2200 ,329.2100 ,358.9000 ,135.9300 ,1693.1200 ,632.7000 ,1104.1400 ,939.7500 ,2355.6600 ,900.9700 
1991-10-31,NA,318.8200 ,1618.5200 ,362.4900 ,668.2200 ,312.7000 ,1002.5600 ,237.9600 ,1021.1100 ,582.6600 ,459.6400 ,746.4500 ,2100.4200 ,459.7500 ,NA,506.3800 ,1922.8800 ,358.7300 ,982.1300 ,329.5600 ,352.0300 ,136.9500 ,1604.1300 ,640.5400 ,1112.9700 ,1019.2500 ,2436.2400 ,924.3900 
1991-11-29,NA,313.7200 ,1550.5900 ,362.4500 ,631.3800 ,301.4200 ,1059.0900 ,218.5900 ,897.5200 ,586.5700 ,429.3800 ,689.8200 ,2174.1900 ,468.1000 ,NA,495.5200 ,1756.9000 ,348.5000 ,929.2500 ,318.1700 ,350.0900 ,127.2500 ,1567.0200 ,617.0800 ,1008.3200 ,972.9400 ,2477.9700 ,926.8500 
1991-12-31,NA,325.2600 ,1614.3800 ,361.0000 ,652.8800 ,308.0900 ,1056.8400 ,214.4400 ,902.7800 ,607.2700 ,421.0100 ,704.8600 ,2258.3800 ,484.6300 ,NA,496.9300 ,1757.8600 ,349.7600 ,922.5200 ,325.5200 ,335.1200 ,128.5200 ,1477.7900 ,609.3200 ,1009.1800 ,1012.2500 ,2555.9000 ,949.3500 
1992-01-31,NA,337.1300 ,1669.7700 ,384.0300 ,679.9600 ,328.3000 ,1140.7700 ,229.9800 ,938.0900 ,650.4400 ,391.2000 ,695.3500 ,2441.3200 ,507.3700 ,NA,505.2300 ,1809.6800 ,374.1900 ,992.2200 ,342.7500 ,359.3600 ,129.5900 ,1575.3400 ,638.4100 ,992.6500 ,988.8700 ,2790.6600 ,978.0100 
1992-02-28,NA,336.7800 ,1675.1000 ,400.8400 ,716.8000 ,338.7800 ,1143.1800 ,240.9600 ,941.0600 ,667.1600 ,365.7200 ,690.1200 ,2611.9700 ,521.8900 ,NA,502.2900 ,1809.3900 ,387.0900 ,1046.7400 ,360.4300 ,357.5300 ,137.0300 ,1527.9600 ,645.8700 ,947.5500 ,997.8200 ,3034.9900 ,950.1000 
1992-03-31,NA,324.0400 ,1606.0400 ,393.0100 ,719.9300 ,336.8500 ,1068.1900 ,233.9700 ,974.7800 ,661.4600 ,334.0100 ,678.4400 ,2608.7400 ,499.2800 ,NA,470.6900 ,1711.4700 ,380.3900 ,1014.7400 ,357.2000 ,345.4700 ,129.9900 ,1632.1800 ,636.5500 ,874.7600 ,982.7400 ,3006.5700 ,927.1300 
1992-04-30,NA,317.2300 ,1719.7600 ,391.5600 ,742.8700 ,346.6500 ,1082.1000 ,230.1100 ,956.9100 ,684.2900 ,298.1600 ,716.1300 ,2799.5000 ,513.6200 ,NA,471.0200 ,1914.6400 ,382.2600 ,1090.0000 ,365.3300 ,349.2900 ,125.2000 ,1627.8900 ,672.4000 ,862.2700 ,1026.7600 ,3258.7500 ,941.6500 
1992-05-29,NA,316.9300 ,1767.5500 ,404.4300 ,746.2200 ,361.2000 ,1067.0400 ,239.8400 ,1025.4400 ,681.6100 ,313.5100 ,723.9300 ,3141.3900 ,512.4100 ,NA,480.3100 ,1943.7200 ,393.4300 ,1099.1000 ,373.3900 ,347.3100 ,135.0000 ,1599.2500 ,684.7500 ,877.3900 ,1041.1000 ,3775.6100 ,961.5700 
1992-06-30,NA,314.5400 ,1651.3400 ,391.6600 ,714.1700 ,362.5700 ,981.8600 ,218.6900 ,954.3000 ,667.5900 ,278.3200 ,708.3000 ,3107.4200 ,503.3100 ,NA,478.9100 ,1770.2800 ,377.9700 ,1003.5300 ,353.7900 ,320.4600 ,119.0300 ,1424.6900 ,646.6800 ,792.1500 ,1016.8300 ,3885.9500 ,941.1300 
1992-07-31,NA,317.5800 ,1593.4100 ,350.7400 ,669.8300 ,348.8300 ,916.3800 ,193.2300 ,929.1400 ,655.5500 ,283.3800 ,677.9200 ,2937.3500 ,493.4600 ,NA,483.4900 ,1652.1600 ,352.9100 ,924.3600 ,346.8500 ,269.6400 ,109.3200 ,1302.7700 ,619.8000 ,774.8400 ,1015.4800 ,3724.1900 ,956.0500 
1992-08-31,NA,311.2800 ,1536.9200 ,328.3800 ,668.7600 ,338.6900 ,888.6900 ,179.1000 ,889.4700 ,647.3800 ,333.0600 ,640.1500 ,2743.1300 ,471.5700 ,NA,478.7900 ,1583.5300 ,339.1000 ,865.2400 ,336.8500 ,259.5400 ,103.0400 ,1072.2600 ,599.2400 ,854.3500 ,982.3400 ,3599.9000 ,907.4500 
1992-09-30,NA,308.6600 ,1680.6500 ,319.7600 ,678.3500 ,359.8400 ,831.0500 ,167.7300 ,873.4000 ,664.9000 ,316.1700 ,605.7800 ,2648.5100 ,487.4400 ,NA,451.6900 ,1732.1100 ,324.3900 ,896.6500 ,355.9500 ,243.6800 ,98.6100 ,896.3200 ,611.3400 ,812.2200 ,952.6500 ,3656.5500 ,902.7100 
1992-10-30,NA,314.3100 ,1746.6900 ,330.3500 ,673.7000 ,366.5800 ,1023.4900 ,180.4900 ,891.2200 ,661.1700 ,309.4600 ,577.3000 ,3004.7900 ,521.1500 ,NA,457.0000 ,1810.4300 ,323.6000 ,908.3700 ,358.5600 ,306.9300 ,99.4600 ,864.6800 ,598.1300 ,797.4200 ,922.6300 ,4075.7600 ,920.8500 
1992-11-30,NA,316.9300 ,1826.2400 ,343.9300 ,687.5500 ,381.3200 ,1014.6600 ,202.2000 ,1151.7300 ,661.3700 ,323.6200 ,585.0800 ,2771.3800 ,526.0100 ,NA,441.0500 ,1897.5000 ,328.9600 ,923.3700 ,345.3300 ,306.4900 ,109.4300 ,1228.3500 ,612.0500 ,818.7400 ,953.9700 ,3768.6900 ,988.4900 
1992-12-31,NA,321.0500 ,1868.1100 ,342.5000 ,707.7600 ,409.6500 ,1054.0300 ,204.5700 ,1199.3600 ,686.5000 ,317.5900 ,644.5800 ,2625.0700 ,522.9900 ,NA,444.8500 ,1985.7900 ,326.8200 ,970.3800 ,378.6300 ,317.7000 ,107.6600 ,1188.4200 ,619.1900 ,810.2000 ,1010.4600 ,3518.8600 ,988.3200 
1993-01-29,NA,316.0000 ,1811.6600 ,351.7900 ,662.9600 ,398.7500 ,1182.1300 ,212.1900 ,1138.7600 ,690.7200 ,316.3000 ,637.1400 ,2705.9600 ,529.9500 ,NA,433.1500 ,2010.4200 ,334.7400 ,949.6900 ,395.2000 ,343.8600 ,120.8000 ,1216.0400 ,631.7900 ,806.1400 ,982.2600 ,3688.3000 ,1009.7400 
1993-02-26,NA,322.3300 ,1811.0400 ,380.3600 ,729.3600 ,399.6100 ,1234.9800 ,219.8800 ,1274.8800 ,735.1500 ,314.0900 ,666.4000 ,2958.2000 ,534.0600 ,NA,457.4900 ,2093.7200 ,356.6300 ,1069.6700 ,406.2000 ,378.7400 ,121.3500 ,1340.3400 ,659.4600 ,790.2500 ,1034.8400 ,4123.3000 ,1037.6300 
1993-03-31,NA,329.9800 ,1793.9900 ,377.4700 ,752.1900 ,419.8200 ,1140.4500 ,226.1200 ,1290.5700 ,757.0800 ,340.3300 ,671.6000 ,2996.3600 ,533.1800 ,NA,473.4900 ,2157.5100 ,363.3500 ,1085.8700 ,419.8700 ,348.5500 ,126.0800 ,1312.1700 ,689.4600 ,898.0700 ,1073.4400 ,4072.4700 ,1028.8300 
1993-04-30,NA,346.5400 ,1752.8300 ,369.0300 ,720.3500 ,409.9100 ,1282.1200 ,233.1500 ,1338.8800 ,734.6200 ,378.3700 ,659.5900 ,3148.5100 ,557.9400 ,NA,493.9000 ,2137.7800 ,349.1300 ,1047.8200 ,413.8600 ,395.7700 ,125.5600 ,1364.4500 ,674.3700 ,1041.1300 ,1095.4300 ,4462.2800 ,1102.1900 
1993-05-31,NA,346.6900 ,1758.5800 ,373.8200 ,701.3100 ,442.6000 ,1315.3100 ,246.5900 ,1481.1100 ,713.7100 ,382.8800 ,655.1100 ,3374.3200 ,575.4800 ,NA,505.7500 ,2174.4500 ,344.3300 ,1028.2100 ,438.5200 ,394.5700 ,132.9200 ,1453.1200 ,704.3100 ,1013.2900 ,1150.8700 ,4874.8000 ,1126.6600 
1993-06-30,NA,343.9000 ,1777.5100 ,373.1200 ,724.1000 ,462.4200 ,1319.4800 ,251.9400 ,1449.3600 ,746.6300 ,380.0800 ,651.0600 ,3296.6800 ,564.0000 ,NA,507.1700 ,2245.1000 ,361.6300 ,1083.0800 ,464.3400 ,409.1100 ,134.8700 ,1460.5800 ,741.5400 ,964.9600 ,1146.8300 ,4643.4100 ,1091.6900 
1993-07-30,NA,339.7300 ,1792.9800 ,394.2800 ,749.5000 ,446.0500 ,1399.3400 ,269.4800 ,1523.9200 ,733.1500 ,400.2000 ,681.3700 ,3253.6100 ,574.5400 ,NA,505.9300 ,2287.7800 ,387.1800 ,1172.8300 ,496.7700 ,441.8900 ,139.0500 ,1709.8900 ,785.2000 ,1014.6500 ,1222.3500 ,4523.1100 ,1087.5600 
1993-08-31,NA,351.1300 ,1921.1500 ,420.4200 ,808.9900 ,466.5700 ,1493.9500 ,302.3700 ,1625.4200 ,777.9000 ,407.0400 ,726.2000 ,3506.3800 ,661.1800 ,NA,522.9200 ,2398.2700 ,415.2700 ,1232.2000 ,510.3000 ,507.3200 ,158.1700 ,1863.6300 ,827.2300 ,1042.4900 ,1307.0300 ,4798.2000 ,1203.9200 
