,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT
2016-01-31,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,1
2016-03-31,,,,,,,1,,1,,,,,
2016-04-30,,,,,,1,,,1,,,,,
2016-05-31,,-1,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,1,-1
2016-07-31,,,,,,,,1,1,,,,,-1
2016-08-31,1,,,,,,,,1,,,1,1,-1
2016-09-30,1,,,,,,,,-1,,,,,
2016-10-31,1,,,,,,,,-1,,,,,
2016-11-30,1,,,,,,,,-1,,,,,
2016-12-31,,,,,,,,,-1,,,,,1
