,BOND,CANA,BUND,GILT,JGB
35702,58.8438 ,71.0100 ,68.9700 ,65.7900 ,94.8600 
35703,58.7813 ,70.9900 ,69.1200 ,65.9100 ,94.6100 
35704,59.0469 ,71.3900 ,69.3800 ,66.4300 ,95.1900 
35705,59.1406 ,71.7700 ,69.4000 ,66.5300 ,95.1900 
35706,59.1563 ,72.0600 ,69.4000 ,67.1700 ,94.7800 
35709,59.3125 ,72.2000 ,69.5700 ,66.7400 ,95.0700 
35710,59.4063 ,72.1900 ,69.5300 ,66.6100 ,95.4900 
35711,58.9375 ,71.8500 ,69.3500 ,66.0500 ,95.3200 
35712,58.8906 ,71.5400 ,68.8900 ,65.7000 ,94.8800 
35713,58.6719 ,71.2600 ,68.6200 ,65.6500 ,94.8800 
35716,58.6719 ,71.2600 ,68.8600 ,65.9900 ,95.1100 
35717,58.9219 ,71.4300 ,68.9900 ,66.0800 ,94.9600 
35718,58.8125 ,71.4300 ,68.6600 ,65.8900 ,95.0200 
35719,58.8125 ,71.4100 ,68.3900 ,65.7300 ,94.8000 
35720,58.5781 ,71.1100 ,68.2800 ,65.7500 ,95.0500 
35723,58.6406 ,71.3200 ,68.4700 ,65.3400 ,95.3300 
35724,58.6406 ,71.2800 ,68.2800 ,65.2200 ,95.3500 
35725,58.6875 ,71.2300 ,68.0400 ,65.2000 ,95.3800 
35726,59.0000 ,71.6000 ,68.3000 ,65.5300 ,95.5100 
35727,59.0781 ,71.6800 ,68.6300 ,65.6000 ,95.6000 
35730,59.4375 ,72.1700 ,68.3500 ,65.4200 ,95.8300 
35731,59.1719 ,71.9600 ,68.5400 ,65.2500 ,96.0400 
35732,59.4063 ,72.2100 ,68.7500 ,65.3000 ,95.9100 
35733,59.6094 ,72.3700 ,68.8900 ,65.4800 ,96.1800 
35734,59.6563 ,72.3500 ,69.0200 ,65.5600 ,96.0700 
35737,59.4219 ,72.0800 ,68.7700 ,65.3900 ,96.0700 
35738,59.2813 ,71.8700 ,68.8700 ,65.4400 ,96.0700 
35739,59.2969 ,71.9600 ,68.7800 ,65.3600 ,96.1800 
35740,59.4844 ,72.1100 ,68.7300 ,65.0600 ,96.1000 
35741,59.4531 ,72.1900 ,68.9100 ,65.3600 ,96.1800 
35744,59.4375 ,72.1900 ,68.9200 ,65.3600 ,95.8600 
35745,59.4375 ,72.1900 ,68.8700 ,64.9600 ,95.7000 
35746,59.4844 ,72.3700 ,68.6400 ,64.4200 ,95.4100 
35747,59.5313 ,72.5500 ,68.9200 ,64.6300 ,96.1000 
35748,59.5625 ,72.5500 ,69.0300 ,65.1000 ,95.8900 
35751,59.6094 ,72.4800 ,69.0400 ,65.1500 ,95.5000 
35752,59.6094 ,72.4800 ,69.0800 ,64.9800 ,95.5000 
35753,59.7344 ,72.5900 ,69.3800 ,65.2500 ,95.4500 
35754,59.6563 ,72.3000 ,69.4700 ,65.6700 ,95.3500 
35755,59.7500 ,72.4700 ,69.3700 ,65.5400 ,95.3700 
35758,59.5938 ,72.2100 ,69.5300 ,65.7300 ,95.3700 
35759,59.6406 ,72.2600 ,69.6300 ,65.8700 ,95.9200 
35760,59.5781 ,72.3500 ,69.5700 ,65.7300 ,95.7700 
35761,59.5781 ,71.8300 ,69.5500 ,65.6500 ,95.6300 
35762,59.5781 ,71.4900 ,69.7400 ,65.9100 ,95.7000 
35765,59.6094 ,71.7900 ,69.7900 ,65.8700 ,95.8300 
35766,59.6094 ,72.0600 ,70.0100 ,66.0100 ,95.7900 
35767,59.6875 ,72.0400 ,69.9600 ,65.8700 ,96.1500 
35768,59.6875 ,71.8700 ,70.1000 ,66.0300 ,96.3200 
35769,59.4531 ,71.3900 ,69.9600 ,65.6500 ,95.9300 
35772,59.2656 ,71.1500 ,70.1100 ,65.9100 ,96.0100 
35773,59.3125 ,71.0200 ,70.0700 ,66.2200 ,95.4000 
35774,59.5000 ,71.0600 ,70.0900 ,66.3200 ,95.6300 
35775,59.7656 ,70.9700 ,70.4400 ,66.8300 ,95.8400 
35776,60.0313 ,71.5300 ,70.6800 ,66.8500 ,95.5900 
35779,59.9063 ,71.3200 ,70.6000 ,66.9000 ,95.7400 
35780,59.9219 ,71.3000 ,70.6000 ,66.7800 ,95.6300 
35781,59.8281 ,71.1800 ,70.4600 ,66.6100 ,95.1900 
35782,59.9688 ,71.3100 ,70.7400 ,66.7100 ,95.5700 
35783,60.1563 ,71.6200 ,70.8500 ,66.9200 ,95.5900 
35786,60.1406 ,71.5400 ,70.8500 ,66.8300 ,95.6300 
35787,60.1250 ,71.6400 ,70.9300 ,67.0600 ,95.6300 
35788,60.0625 ,71.4500 ,70.9300 ,67.1400 ,95.7000 
35789,60.0625 ,71.4500 ,70.9300 ,67.1400 ,95.6300 
35790,60.0625 ,71.4500 ,70.9300 ,67.1400 ,95.6900 
35793,60.0000 ,71.6300 ,70.8200 ,67.1100 ,95.7100 
35794,59.8281 ,71.4500 ,70.4600 ,66.4600 ,95.6300 
35795,60.0000 ,71.8000 ,70.4600 ,66.6500 ,95.6300 
35796,60.0000 ,71.8000 ,70.4600 ,66.6500 ,95.6300 
35797,60.3125 ,72.2300 ,70.5700 ,66.7100 ,95.6300 
35800,60.8438 ,72.9200 ,71.1900 ,67.4700 ,96.0400 
35801,60.8906 ,72.9200 ,71.1200 ,67.6600 ,96.2400 
35802,60.7344 ,72.7100 ,71.2200 ,67.6600 ,96.1400 
35803,60.9688 ,73.1000 ,71.6400 ,67.8700 ,95.9200 
35804,61.2813 ,73.4000 ,71.7700 ,68.0700 ,95.9600 
35807,61.2813 ,73.7600 ,71.8900 ,68.2800 ,96.1300 
35808,61.1875 ,73.6800 ,71.8400 ,68.2400 ,96.0200 
35809,61.0313 ,73.5400 ,71.9100 ,68.0400 ,95.9900 
35810,61.0000 ,73.3500 ,71.8500 ,67.9000 ,95.9900 
35811,60.7813 ,73.2300 ,71.8200 ,67.8300 ,95.6500 
35814,60.7813 ,73.0600 ,71.8700 ,67.8100 ,95.5600 
35815,60.7031 ,72.9300 ,71.8500 ,68.0200 ,95.4900 
35816,60.7813 ,73.1300 ,71.6400 ,67.9300 ,95.0500 
35817,60.7813 ,73.2600 ,71.6500 ,68.0000 ,95.2800 
35818,60.2813 ,73.1000 ,71.5100 ,67.9500 ,94.7400 
35821,60.5156 ,73.3600 ,71.7600 ,67.8800 ,94.7200 
35822,60.2969 ,73.0600 ,71.6700 ,67.8800 ,94.7300 
35823,60.2969 ,72.9200 ,71.6300 ,67.6100 ,94.6500 
35824,60.7031 ,73.0600 ,71.9600 ,67.7600 ,94.6000 
35825,60.8438 ,72.9300 ,71.9800 ,67.9300 ,94.9000 
35828,60.6875 ,72.8600 ,71.8500 ,67.7300 ,94.7200 
35829,60.7188 ,72.9700 ,72.0100 ,67.7800 ,94.7600 
35830,60.7188 ,72.9900 ,71.7500 ,67.5700 ,94.9900 
35831,60.5313 ,72.8200 ,71.6000 ,67.6100 ,94.9700 
35832,60.5156 ,72.8600 ,71.8000 ,67.5200 ,94.9900 
35835,60.4063 ,72.6600 ,71.7800 ,67.4900 ,95.1800 
35836,60.4688 ,72.6700 ,71.9500 ,67.9000 ,95.2400 
35837,60.6719 ,72.8100 ,72.3300 ,68.2100 ,95.2400 
35838,60.6250 ,72.8200 ,72.4900 ,68.2800 ,95.0800 
35839,60.7344 ,72.7800 ,72.4500 ,68.3300 ,95.2600 
35842,60.7344 ,72.8400 ,72.5600 ,68.2400 ,95.4100 
35843,60.8906 ,72.9800 ,72.8200 ,68.3500 ,95.4200 
35844,60.7656 ,72.9300 ,72.7000 ,68.1400 ,95.5000 
35845,60.7188 ,72.9300 ,72.6900 ,68.1100 ,95.7400 
35846,60.6406 ,72.7800 ,72.5500 ,68.0200 ,95.7400 
35849,60.4688 ,72.6300 ,72.6000 ,67.8800 ,96.0800 
35850,60.1250 ,72.4000 ,72.6200 ,67.6500 ,96.0800 
35851,60.2813 ,72.5600 ,72.8300 ,67.7000 ,95.6800 
35852,60.1875 ,72.5800 ,72.7800 ,67.6900 ,95.6600 
35853,60.2656 ,72.5200 ,72.7000 ,67.3900 ,95.5000 
35856,59.9844 ,72.4200 ,72.7800 ,67.7000 ,95.6200 
35857,59.7969 ,71.9200 ,72.5300 ,67.3700 ,95.7200 
35858,59.8281 ,71.9000 ,72.1100 ,67.2100 ,95.7500 
35859,59.7813 ,71.8800 ,72.2500 ,67.4700 ,96.0700 
35860,59.9375 ,72.0100 ,72.4300 ,67.5900 ,95.8600 
35863,60.1094 ,72.3500 ,72.8500 ,67.9000 ,96.1600 
35864,60.1250 ,72.5100 ,72.8900 ,67.9600 ,96.2200 
35865,60.2500 ,72.7800 ,72.9100 ,67.9200 ,96.5400 
35866,60.4688 ,73.1100 ,73.2000 ,68.1600 ,96.4500 
35867,60.4219 ,72.9900 ,73.0200 ,68.0400 ,96.3600 
35870,60.5469 ,73.1600 ,73.1500 ,68.3000 ,96.6500 
35871,60.4844 ,73.1400 ,73.0800 ,68.0800 ,96.5600 
35872,60.4219 ,73.1900 ,73.1500 ,68.2000 ,96.6000 
35873,60.3906 ,73.1700 ,72.9100 ,67.9400 ,96.5000 
35874,60.4375 ,73.3300 ,73.1200 ,68.2400 ,96.3600 
35877,60.4531 ,73.2900 ,73.0300 ,68.1600 ,96.6500 
35878,60.4531 ,73.3600 ,73.1900 ,68.2800 ,96.5600 
35879,60.2344 ,73.3400 ,73.0600 ,68.2800 ,96.6900 
35880,60.1250 ,73.3300 ,73.1500 ,68.2200 ,96.2300 
35881,60.0625 ,73.1800 ,73.0400 ,68.0600 ,95.8700 
35884,59.9531 ,72.9900 ,72.8200 ,68.0200 ,95.9700 
35885,60.1406 ,73.1600 ,72.9100 ,68.2400 ,96.1400 
35886,60.2813 ,73.4200 ,72.7300 ,68.1600 ,96.2200 
35887,60.4531 ,73.5300 ,73.0100 ,68.6300 ,96.0600 
35888,60.7969 ,74.0400 ,73.3200 ,68.9100 ,95.4700 
35891,60.6563 ,73.9600 ,73.2100 ,68.9700 ,95.6300 
35892,60.5938 ,74.0300 ,73.1500 ,68.8900 ,95.7300 
35893,60.4375 ,73.7600 ,73.1600 ,69.0300 ,95.6800 
35894,60.4375 ,73.8100 ,73.1700 ,69.0100 ,95.5700 
35895,60.4375 ,73.8100 ,73.1700 ,69.0100 ,96.0100 
35898,60.1875 ,73.6200 ,73.1700 ,69.0100 ,96.1800 
35899,60.2813 ,73.7200 ,73.1700 ,69.0500 ,96.3000 
35900,60.3750 ,73.6600 ,73.1000 ,68.9900 ,96.5400 
35901,60.4063 ,73.6700 ,73.1500 ,68.8700 ,96.4500 
35902,60.4219 ,73.6600 ,73.1500 ,68.8900 ,96.5600 
35905,60.2813 ,73.4500 ,72.9100 ,68.8900 ,96.7200 
35906,60.1406 ,73.1700 ,72.8000 ,68.8300 ,96.6100 
35907,60.1406 ,73.2300 ,72.8100 ,68.4500 ,96.5600 
35908,60.1094 ,73.1300 ,72.8200 ,68.4500 ,96.5900 
35909,60.1719 ,73.2100 ,72.8300 ,68.6300 ,96.5600 
35912,59.7031 ,72.7000 ,72.2500 ,68.0800 ,96.7500 
35913,59.6875 ,72.6700 ,72.3600 ,68.2000 ,97.0100 
35914,59.6719 ,72.5700 ,72.2400 ,68.3000 ,97.0100 
35915,60.1094 ,73.1300 ,72.6400 ,68.5100 ,97.0100 
35916,60.1406 ,73.2400 ,72.6400 ,68.9500 ,97.1200 
35919,60.1406 ,73.1700 ,72.7100 ,68.8700 ,97.1200 
35920,60.0469 ,72.9500 ,72.5400 ,68.6300 ,97.1200 
35921,60.1875 ,73.1100 ,72.5100 ,68.6100 ,97.4000 
35922,60.1875 ,73.0300 ,72.4500 ,68.2800 ,97.6200 
35923,60.0625 ,72.9100 ,72.6200 ,68.3900 ,97.8600 
35926,59.8281 ,72.6300 ,72.5000 ,68.3800 ,97.7500 
35927,60.1250 ,72.9600 ,72.3800 ,68.2100 ,98.0200 
35928,60.1563 ,72.8900 ,72.5800 ,68.1600 ,98.0000 
35929,60.0313 ,72.8000 ,72.5400 ,68.0800 ,97.9400 
35930,60.0313 ,72.7800 ,72.4700 ,67.8300 ,98.1100 
35933,60.1875 ,72.7800 ,72.5600 ,67.9100 ,98.2600 
35934,60.1563 ,73.0500 ,72.6300 ,67.9800 ,98.2000 
35935,60.2813 ,73.2600 ,72.8300 ,68.1800 ,98.2100 
35936,60.1250 ,73.1300 ,72.8300 ,68.3600 ,98.1400 
35937,60.1875 ,73.0900 ,72.9700 ,68.4600 ,98.3800 
35940,60.1875 ,73.1700 ,73.0000 ,68.4600 ,98.6300 
35941,60.3281 ,73.2300 ,73.2100 ,68.8000 ,98.5400 
35942,60.4688 ,73.3300 ,73.1400 ,68.7700 ,98.4500 
35943,60.4375 ,73.3000 ,73.0900 ,68.7600 ,98.6100 
35944,60.4688 ,73.4400 ,73.3000 ,69.1500 ,98.6800 
35947,60.5625 ,73.6000 ,73.3000 ,69.3500 ,99.0000 
35948,60.5000 ,73.4200 ,73.4200 ,69.2400 ,99.2200 
35949,60.4688 ,73.4800 ,73.3400 ,69.1800 ,99.0700 
35950,60.3906 ,73.3800 ,73.3600 ,68.8400 ,99.0500 
35951,60.4375 ,73.4000 ,73.4800 ,68.8900 ,98.8500 
35954,60.4375 ,73.4200 ,73.4700 ,68.8700 ,98.9700 
35955,60.4219 ,73.3400 ,73.3400 ,68.8100 ,98.5900 
35956,60.6406 ,73.4500 ,73.7400 ,69.2200 ,98.6500 
35957,60.9219 ,73.5400 ,73.7400 ,69.5900 ,98.3400 
35958,60.9844 ,73.5200 ,73.8900 ,69.5700 ,98.4900 
35961,61.0781 ,73.6900 ,74.0100 ,69.5900 ,98.7600 
35962,60.8125 ,73.5900 ,73.8100 ,69.0000 ,98.6300 
35963,60.5156 ,73.3400 ,73.6000 ,68.4200 ,98.4500 
35964,60.6406 ,73.3800 ,73.7700 ,68.4000 ,98.1100 
35965,60.7344 ,73.2500 ,73.6800 ,68.0800 ,98.2200 
35968,60.7656 ,73.3000 ,73.8400 ,68.3500 ,98.3400 
35969,60.8438 ,73.2400 ,73.9400 ,68.4300 ,98.3700 
35970,60.7813 ,73.2200 ,73.9800 ,68.6300 ,98.6900 
35971,60.7656 ,73.2400 ,73.9200 ,68.4700 ,98.6200 
35972,60.7969 ,73.2200 ,74.0100 ,68.3800 ,98.4700 
35975,60.7500 ,73.1600 ,73.9600 ,68.3100 ,98.1900 
35976,60.8594 ,73.3600 ,73.8900 ,68.4000 ,97.8900 
35977,60.8906 ,73.3600 ,74.0000 ,68.4500 ,97.3800 
35978,60.9531 ,73.5700 ,74.1000 ,68.5300 ,98.0300 
35979,60.9531 ,73.5800 ,74.1400 ,68.4800 ,97.7500 
35982,61.0313 ,73.5800 ,74.3100 ,68.6700 ,98.0000 
35983,60.9531 ,73.7500 ,74.1400 ,68.5000 ,98.0100 
35984,60.9219 ,73.7900 ,74.1600 ,68.3200 ,97.6400 
35985,61.0313 ,73.7000 ,74.3100 ,68.7000 ,97.6400 
35986,61.0156 ,73.6600 ,74.3300 ,68.6700 ,97.6200 
35989,60.8438 ,73.5400 ,74.0900 ,68.5100 ,97.3600 
35990,60.7344 ,73.4200 ,74.1000 ,68.5700 ,97.0800 
35991,60.7656 ,73.1500 ,74.1800 ,68.2500 ,97.4000 
35992,60.7031 ,72.9800 ,74.1700 ,68.3300 ,97.2000 
35993,60.6875 ,73.0300 ,74.2100 ,68.3600 ,97.3000 
35996,60.7813 ,73.2300 ,74.3900 ,68.2600 ,97.3000 
35997,60.8594 ,73.2900 ,74.4200 ,68.2600 ,97.2800 
35998,60.8125 ,73.1700 ,74.3800 ,68.0000 ,97.5100 
35999,60.8906 ,73.3100 ,74.3600 ,67.9900 ,97.7700 
36000,60.8438 ,73.1000 ,74.4200 ,67.7700 ,97.6000 
36003,60.7969 ,72.9600 ,74.4200 ,67.8100 ,98.0300 
36004,60.7500 ,72.7100 ,74.5500 ,68.3000 ,98.0100 
36005,60.6563 ,72.7200 ,74.4900 ,68.5900 ,98.2600 
36006,60.7031 ,72.7300 ,74.5500 ,68.3900 ,98.5900 
36007,60.7031 ,72.6500 ,74.5800 ,68.6300 ,98.5100 
36010,60.8906 ,72.6500 ,74.8000 ,68.9100 ,98.5400 
36011,60.9688 ,72.8100 ,74.9100 ,68.9800 ,98.6700 
36012,61.0000 ,72.9000 ,74.8600 ,68.8400 ,98.6500 
36013,60.9688 ,72.6000 ,74.8500 ,69.0400 ,98.7100 
36014,61.1719 ,72.5600 ,75.0800 ,69.1300 ,98.8900 
36017,61.1563 ,72.3300 ,75.1800 ,69.3300 ,99.0400 
36018,61.2656 ,72.5900 ,75.5400 ,69.5200 ,98.9300 
36019,61.2188 ,72.4700 ,75.3900 ,69.5900 ,98.9600 
36020,61.1250 ,72.1800 ,75.4100 ,69.1800 ,98.8900 
36021,61.2031 ,72.3200 ,75.6300 ,69.3400 ,98.9900 
36024,61.2031 ,72.2100 ,75.7700 ,69.4000 ,99.1300 
36025,61.1875 ,72.0300 ,75.7600 ,69.3500 ,99.1800 
36026,61.1875 ,72.0100 ,75.8900 ,69.2300 ,98.9300 
36027,61.3281 ,72.2900 ,76.3700 ,69.5700 ,98.9600 
36028,61.5313 ,72.4200 ,76.9100 ,70.0100 ,99.0700 
36031,61.6406 ,72.1700 ,76.9600 ,69.9000 ,99.3500 
36032,61.8125 ,72.1600 ,77.3900 ,70.0600 ,99.4100 
36033,61.9375 ,71.5200 ,76.9400 ,69.9300 ,99.5500 
36034,62.2188 ,71.2100 ,77.4900 ,70.5900 ,99.5200 
36035,62.3438 ,71.5400 ,77.4900 ,70.7200 ,99.8000 
36038,62.5313 ,71.7900 ,77.4800 ,70.7200 ,99.9500 
36039,62.5000 ,72.6000 ,76.9400 ,70.3000 ,99.7000 
36040,62.3750 ,72.7100 ,76.8100 ,70.2700 ,99.8000 
36041,62.5313 ,72.4300 ,77.1400 ,70.5500 ,99.6900 
36042,62.5781 ,72.6100 ,77.0000 ,70.5300 ,99.8100 
36045,62.5781 ,72.6100 ,76.8400 ,70.7600 ,100.0100 
36046,62.5000 ,72.4600 ,76.7900 ,70.5400 ,100.0700 
36047,62.8906 ,72.7000 ,77.4500 ,70.8600 ,100.2000 
36048,63.6406 ,73.8300 ,78.2500 ,71.6000 ,101.3800 
36049,63.3125 ,73.7700 ,78.0200 ,71.4500 ,101.7500 
36052,63.2500 ,73.5500 ,77.7200 ,71.3600 ,101.7900 
36053,63.1719 ,73.6500 ,78.0300 ,71.6400 ,101.7900 
36054,63.2969 ,73.7900 ,77.8800 ,71.7100 ,101.9300 
36055,63.5781 ,73.7800 ,78.2100 ,72.2900 ,102.5300 
36056,63.9063 ,74.0900 ,78.2500 ,72.2600 ,102.5700 
36059,63.9219 ,74.3700 ,78.4900 ,72.6000 ,102.1300 
36060,63.7031 ,74.3600 ,78.3100 ,72.3800 ,102.0000 
36061,63.9531 ,74.6000 ,78.0300 ,72.0400 ,102.0000 
36062,64.1719 ,74.6500 ,78.0500 ,72.0100 ,102.1700 
36063,64.2969 ,74.7700 ,78.0300 ,72.2100 ,102.4600 
36066,64.2656 ,74.7400 ,77.9600 ,72.5900 ,102.4100 
36067,64.3125 ,74.9400 ,78.0500 ,72.4800 ,102.2300 
36068,64.8281 ,75.2600 ,78.6400 ,72.8600 ,102.5300 
36069,65.2969 ,75.6900 ,78.8200 ,73.8100 ,102.7800 
36070,65.2813 ,75.9800 ,78.8200 ,74.2400 ,102.9100 
36073,65.7031 ,76.5700 ,79.1200 ,74.4600 ,102.6900 
36074,65.4375 ,76.4400 ,78.9200 ,73.9200 ,102.7300 
36075,65.0313 ,76.1500 ,78.5000 ,73.8100 ,102.3700 
36076,64.1094 ,75.4300 ,77.1500 ,73.0900 ,102.2300 
36077,63.3125 ,74.6000 ,76.1000 ,71.4000 ,102.2200 
36080,63.3125 ,74.6000 ,76.0400 ,70.9700 ,101.5600 
36081,63.5313 ,74.7700 ,76.6100 ,71.4900 ,102.1000 
36082,64.1406 ,75.1600 ,77.0300 ,71.8700 ,101.7500 
36083,64.1406 ,74.8800 ,76.9700 ,71.9400 ,101.6700 
36084,64.7656 ,75.7600 ,77.3800 ,71.9200 ,101.6700 
36087,64.7031 ,75.6900 ,77.1900 ,72.2300 ,102.0400 
36088,64.4531 ,75.6800 ,77.0200 ,71.8900 ,102.2300 
36089,64.3281 ,75.3100 ,77.1800 ,71.8500 ,102.0500 
36090,64.2188 ,75.1100 ,77.0500 ,71.5800 ,102.1200 
36091,63.9219 ,74.6300 ,76.9600 ,71.1300 ,101.8900 
36094,63.9844 ,74.6000 ,76.8300 ,71.5100 ,101.7800 
36095,64.3594 ,75.0200 ,77.1300 ,71.8900 ,101.6400 
36096,64.4844 ,74.6900 ,77.1300 ,71.6800 ,102.0400 
36097,64.6719 ,74.8300 ,77.1100 ,72.0200 ,102.1600 
36098,64.2188 ,74.5400 ,77.0600 ,71.8500 ,102.3900 
36101,63.7813 ,74.0000 ,76.7500 ,71.6500 ,102.3000 
36102,63.7969 ,74.2600 ,77.1400 ,72.2600 ,102.3000 
36103,63.3125 ,73.9900 ,76.9800 ,71.9700 ,101.9400 
36104,63.2344 ,74.1600 ,76.8900 ,72.0200 ,102.1200 
36105,62.8125 ,73.6400 ,76.5400 ,71.5200 ,102.3100 
36108,63.0938 ,73.9700 ,76.9300 ,71.8000 ,102.3200 
36109,63.2813 ,74.1100 ,77.0000 ,72.1700 ,102.6000 
36110,63.2813 ,74.1100 ,76.9400 ,71.8500 ,102.2500 
36111,63.4531 ,74.3200 ,77.1800 ,72.1800 ,102.5100 
36112,63.3594 ,74.3200 ,77.1800 ,72.3400 ,102.6200 
36115,63.2813 ,74.2000 ,77.1200 ,72.3400 ,102.5100 
36116,63.2031 ,74.1900 ,77.2600 ,72.5600 ,102.6100 
36117,63.2344 ,74.2300 ,77.7200 ,73.0900 ,102.7100 
36118,63.1406 ,74.1000 ,77.9500 ,73.0300 ,102.6200 
36119,63.2813 ,74.1900 ,78.0400 ,72.8200 ,102.2900 
36122,63.1875 ,74.1800 ,78.0100 ,72.9400 ,102.2900 
36123,63.1406 ,74.2900 ,78.1400 ,72.8500 ,102.0900 
36124,63.1250 ,74.1200 ,78.1500 ,72.9500 ,101.7500 
36125,63.1250 ,74.2900 ,78.2500 ,73.3500 ,101.0200 
36126,63.1875 ,74.6200 ,78.3600 ,73.2000 ,100.8800 
36129,63.5313 ,74.9900 ,78.5500 ,73.5400 ,101.0500 
36130,63.8125 ,75.5400 ,78.6000 ,73.6700 ,100.6800 
36131,64.1563 ,75.9400 ,78.8400 ,73.6900 ,100.4500 
36132,64.1250 ,76.1300 ,78.6600 ,73.7300 ,100.9500 
36133,63.8750 ,75.7400 ,78.7600 ,73.6900 ,101.2300 
36136,63.5469 ,75.5900 ,78.7300 ,73.7200 ,101.0500 
36137,63.8594 ,75.9300 ,78.9000 ,73.9500 ,101.2300 
36138,64.1094 ,75.9400 ,79.3500 ,74.3100 ,100.5400 
36139,64.2031 ,76.0200 ,79.4200 ,74.4800 ,100.3400 
36140,63.9375 ,75.7100 ,79.2900 ,74.5200 ,100.5700 
36143,64.0469 ,75.9700 ,79.1400 ,74.3800 ,99.8000 
36144,63.8438 ,75.8400 ,78.9900 ,74.4000 ,100.0600 
36145,64.0469 ,76.0300 ,78.9000 ,74.3100 ,99.5400 
36146,64.0469 ,76.1000 ,79.0300 ,74.4100 ,99.6200 
36147,63.9688 ,75.9500 ,79.2000 ,74.4200 ,99.7100 
36150,63.7031 ,75.8100 ,79.0500 ,74.2000 ,98.5700 
36151,63.4375 ,75.4200 ,78.5900 ,73.9700 ,97.0900 
36152,63.0938 ,75.0100 ,78.6400 ,74.4100 ,97.0900 
36153,62.8594 ,74.8200 ,78.6400 ,74.3000 ,96.2800 
36154,62.8594 ,74.8200 ,78.6400 ,74.3000 ,97.0300 
36157,63.1094 ,74.8200 ,78.5800 ,74.3000 ,97.1700 
36158,63.3281 ,75.3400 ,78.8600 ,74.4500 ,96.0100 
36159,63.4375 ,75.6100 ,78.9500 ,74.7100 ,95.1400 
36160,63.4219 ,75.7200 ,78.9500 ,74.7100 ,95.1400 
36161,63.4219 ,75.7200 ,78.9500 ,74.7100 ,95.1400 
36164,63.3281 ,75.5700 ,79.5100 ,75.0600 ,95.3800 
36165,63.1406 ,75.4100 ,79.4800 ,74.8200 ,95.8100 
36166,63.2500 ,75.4400 ,79.6300 ,74.7600 ,96.4700 
36167,63.0781 ,75.3800 ,79.5300 ,74.9500 ,97.8000 
36168,62.7031 ,74.9900 ,79.6600 ,75.0600 ,96.5100 
36171,62.5781 ,74.9000 ,79.0900 ,74.8100 ,97.0600 
36172,62.7969 ,74.9900 ,79.6100 ,74.4900 ,96.9800 
36173,63.0469 ,75.3200 ,79.8000 ,74.9800 ,97.2900 
36174,63.3594 ,75.6500 ,80.0000 ,75.0900 ,97.7400 
36175,63.0781 ,75.2600 ,79.9100 ,74.9400 ,97.7400 
36178,63.0781 ,75.2300 ,80.0600 ,74.8900 ,97.3000 
36179,63.0313 ,75.1300 ,80.1100 ,74.8600 ,96.7400 
36180,62.8750 ,74.9600 ,79.8300 ,74.9900 ,97.2300 
36181,63.1094 ,75.1800 ,80.1400 ,75.3400 ,96.9600 
36182,63.3906 ,75.4400 ,80.2800 ,75.6400 ,97.0900 
36185,63.3906 ,75.4700 ,80.2600 ,75.3100 ,96.8500 
36186,63.2969 ,75.4400 ,80.2400 ,75.4200 ,97.2600 
36187,63.3594 ,75.5800 ,80.2800 ,75.3600 ,96.7700 
36188,63.3906 ,75.5400 ,80.2600 ,75.3100 ,96.5400 
36189,63.4375 ,75.6100 ,80.1700 ,75.4500 ,95.9000 
36192,63.0938 ,75.2000 ,79.8000 ,75.3300 ,95.7500 
36193,62.8750 ,75.0200 ,79.9100 ,75.2200 ,94.2700 
36194,62.7031 ,74.8700 ,79.6100 ,74.9300 ,94.3900 
36195,62.3750 ,74.7000 ,79.1700 ,74.4300 ,95.0600 
36196,62.2500 ,74.7000 ,79.3000 ,74.6500 ,94.2400 
36199,62.3281 ,74.7900 ,78.8900 ,74.2200 ,95.5500 
36200,62.4531 ,74.8300 ,79.3200 ,74.4700 ,96.6600 
36201,62.4063 ,74.8700 ,79.3500 ,74.3700 ,96.6200 
36202,62.3750 ,74.8900 ,79.4800 ,74.3500 ,96.6200 
36203,61.8438 ,74.2400 ,78.9200 ,73.5600 ,95.9900 
36206,61.8438 ,74.3400 ,78.5500 ,73.3900 ,95.7300 
36207,61.8594 ,74.3200 ,78.5500 ,73.4800 ,96.5100 
36208,62.0313 ,74.4500 ,78.7800 ,73.4400 ,96.9200 
36209,61.8281 ,74.3700 ,78.6500 ,73.3900 ,97.3800 
36210,61.7344 ,74.3200 ,78.7900 ,73.5800 ,98.2700 
36213,61.8750 ,74.4500 ,79.0200 ,73.7700 ,98.4900 
36214,61.6406 ,74.2100 ,79.1700 ,73.9900 ,97.6700 
36215,61.3125 ,73.7800 ,78.9800 ,73.8900 ,97.7300 
36216,60.8438 ,73.4500 ,78.1100 ,72.9200 ,97.5200 
36217,60.9844 ,73.3300 ,78.0600 ,72.7500 ,97.4400 
36220,60.5938 ,72.9800 ,77.5400 ,72.2500 ,97.7800 
36221,60.7344 ,73.3900 ,77.6700 ,72.3100 ,98.0400 
36222,60.5938 ,73.2300 ,77.3600 ,71.8300 ,98.9500 
36223,60.4688 ,73.1100 ,77.2700 ,71.8100 ,99.1500 
36224,60.7656 ,73.4000 ,78.2300 ,72.5400 ,99.4100 
36227,60.8125 ,73.4300 ,77.9400 ,72.3900 ,99.0800 
36228,61.1094 ,73.8400 ,77.7600 ,71.9300 ,98.6900 
