ticker,tdate,eem,edy,efx,elq,epe,epm,eql,est,evo_x,evo_y
CAC,2002-04-30,-136.35897435897448,-0.05138493,-0.2274095634484784,0.8603031079854137,6.0070214,0.020279884,0.0025730133,0.022570878,0.4812502861022949,0.4812502861022949
CAC,2002-12-31,-146.60256410256426,-0.041734446,-1.9256106913505093,0.3914598848316646,5.7892165,0.007003963,-0.0044002533,-0.089320496,-0.9550011157989502,-0.9550011157989502
CAC,2003-09-30,94.25641025641009,-0.039668676,-1.6438663759847774,0.4603021893156439,6.507161,0.04113084,0.00011897087,0.014867146,-0.5887494087219238,-0.5887494087219238
CAC,2004-08-31,297.17948717948707,-0.029826555,-0.9813814143085502,0.9589889778363769,8.095629,-0.0016936064,0.6580763,-0.0016305037,0.8744447231292725,0.8744447231292725
CAC,2004-11-30,79.73076923076916,-0.027135337,-0.7997360554193931,0.6238364888824266,7.966505,0.005165279,0.44442463,0.008883119,0.6299998164176941,0.6299998164176941
CAC,2005-05-31,13.628205128205039,-0.021587498,0.39058944974445253,1.1044004207958698,9.664811,-0.009941578,0.6047716,0.009930169,-0.5477778911590576,-0.5477778911590576
CAC,2006-01-31,151.82051282051273,-0.023717038,1.5213973262196043,0.5657396536683817,10.7344055,-0.043867826,0.0032963753,-0.04171612,1.0200002193450928,1.0200002193450928
CAC,2006-02-28,100.70512820512812,-0.023769457,1.9285338269476542,0.6670128014574095,11.013265,7.8082085e-05,-1.516881,-0.057582594,-0.7766669392585754,-0.7766669392585754
CAC,2006-10-31,-133.66666666666674,-0.025506794,-0.646109479135765,0.31822113835057275,12.1027975,0.010258436,0.0077590942,-0.054046236,-0.10888916254043579,-0.10888916254043579
CAC,2007-07-31,-41.51282051282061,-0.03185301,-0.5975728905526524,1.736032878083575,13.950801,0.027172923,0.013071537,-0.032178998,-2.118889570236206,-2.118889570236206
CAC,2008-09-30,-45.87179487179497,-0.028881464,0.03977584026848312,0.7689368472922925,9.196007,0.025767624,0.0026102066,-0.020256996,2.6166670322418213,2.6166670322418213
CAC,2009-03-31,-195.23076923076928,-0.017913615,0.07175816787314775,1.3879144069521814,4.3802547,0.023308456,0.00039100647,-0.052165598,-1.4844449758529663,-1.4844449758529663
