,SA,BR,ID,IN,MY,MX,KR,RU,TW,CN
2001-01-01,300.691,90895450000.0,624.578,193.606,312.299,7884.334,150.672,161.497,250.153,26.5
2001-01-02,296.269,91336520000.0,611.89,196.564,305.598,7787.024,157.364,161.426,261.283,26.236
2001-01-03,289.923,97192020000.0,595.612,198.02,300.459,8197.806,157.562,144.586,257.303,25.49
2001-01-04,301.628,97374660000.0,613.147,201.811,303.718,8482.719,169.625,159.723,269.002,26.743
2001-01-05,302.469,96142344000.0,638.136,206.015,307.37,8290.003,178.288,164.243,277.644,27.003
2001-01-08,301.468,96335940000.0,638.079,201.679,309.734,8319.153,179.394,164.432,272.499,27.719
2001-01-09,301.031,98571930000.0,638.229,202.035,309.264,8289.41,179.38,168.082,282.64,27.886
2001-01-10,303.87,97889040000.0,646.165,198.776,312.452,8143.041,171.028,178.003,284.361,28.285
2001-01-11,307.563,98371820000.0,633.37,196.396,309.888,8334.945,171.121,183.783,280.609,27.36
2001-01-12,310.607,98140865000.0,628.209,196.762,310.936,8343.027,179.197,184.298,280.298,28.024
2001-01-15,314.722,98644115000.0,638.54,197.085,312.453,8388.152,181.338,189.685,283.699,28.734
2001-01-16,310.858,98187420000.0,645.048,197.732,311.259,8417.24,183.989,187.328,298.948,28.85
2001-01-17,313.861,100000000000.0,643.853,198.227,311.19,8481.478,183.031,196.985,305.413,28.349
2001-01-18,314.103,103000000000.0,651.473,200.439,314.395,8670.82,186.457,192.902,309.967,29.016
2001-01-19,315.32,103000000000.0,644.083,205.802,319.42,8767.34,191.995,195.625,309.967,29.996
2001-01-22,310.993,102000000000.0,657.915,208.469,328.346,8749.58,193.48,187.602,309.967,30.322
2001-01-23,312.23,104000000000.0,649.793,208.308,328.346,8914.479,193.48,191.927,309.967,30.273
2001-01-24,314.628,104000000000.0,653.587,210.117,328.346,8825.202,193.48,201.287,309.967,30.273
2001-01-25,318.78,104000000000.0,655.287,210.484,328.346,8775.232,193.48,202.644,309.967,30.273
2001-01-26,319.143,104000000000.0,652.779,210.484,330.873,8963.559,181.706,203.26,309.967,30.273
2001-01-29,323.617,104000000000.0,645.288,206.376,332.179,8984.457,182.069,193.608,300.467,30.316
2001-01-30,327.316,104000000000.0,648.709,212.503,333.005,9110.795,180.737,193.486,307.92,29.889
2001-01-31,327.122,104000000000.0,672.905,210.337,337.115,9142.815,190.922,192.849,317.483,30.339
2001-02-01,335.666,102000000000.0,682.922,207.652,337.115,9186.604,188.626,188.39,313.642,30.491
2001-02-02,334.573,101000000000.0,735.098,210.955,340.845,9126.117,187.247,190.248,319.315,30.41
2001-02-05,333.503,99677640000.0,753.169,212.297,339.461,9126.117,177.483,181.515,310.008,29.602
2001-02-06,335.173,101000000000.0,731.22,213.167,339.935,9055.162,180.14,186.982,305.007,29.708
2001-02-07,331.717,100000000000.0,716.816,209.504,337.591,8930.695,177.099,182.766,296.023,29.982
2001-02-08,333.927,102000000000.0,713.875,213.526,333.027,8959.191,182.168,187.794,298.264,29.689
2001-02-09,333.641,101000000000.0,688.706,214.193,335.661,8998.571,183.765,184.562,300.889,29.847
2001-02-12,336.042,100000000000.0,685.882,214.639,336.48,9102.264,184.576,185.433,301.514,29.509
2001-02-13,337.26,101000000000.0,684.514,212.279,333.227,8973.616,184.694,194.82,312.102,29.53
2001-02-14,331.697,102000000000.0,679.579,211.954,331.605,8946.551,186.94,195.345,303.784,29.398
2001-02-15,335.56,101000000000.0,725.17,215.884,329.512,8995.736,187.152,206.443,316.259,29.263
2001-02-16,332.989,97435820000.0,704.49,210.14,331.145,8973.163,188.104,195.923,313.138,28.933
2001-02-19,334.404,96453630000.0,708.805,211.345,329.905,9005.448,185.494,191.414,307.265,28.525
2001-02-20,333.699,96416825000.0,708.593,211.412,330.779,8814.555,189.184,189.362,308.868,28.888
2001-02-21,329.513,94939930000.0,722.645,208.102,329.461,8485.359,183.785,172.477,308.937,28.003
2001-02-22,328.623,96503824000.0,719.987,205.388,330.816,8498.119,179.468,179.997,298.334,27.349
2001-02-23,324.908,97293020000.0,721.579,197.676,329.713,8443.332,178.876,172.451,296.321,27.905
2001-02-26,326.913,97293020000.0,706.194,197.411,329.101,8561.498,179.499,179.037,295.681,27.567
2001-02-27,330.154,97293020000.0,705.903,194.381,329.441,8570.997,176.902,174.662,294.198,27.694
2001-02-28,326.518,96802260000.0,693.425,203.383,329.343,8538.29,176.947,176.674,294.198,27.574
2001-03-01,324.788,98816150000.0,683.974,204.117,325.752,8610.625,176.947,172.762,283.818,26.191
2001-03-02,322.608,99971220000.0,686.239,194.968,326.729,8683.854,171.523,173.641,283.641,24.326
2001-03-05,324.802,99579830000.0,686.239,189.451,327.925,8658.247,174.409,183.035,289.071,25.231
2001-03-06,329.339,98642354000.0,692.241,189.451,327.925,8844.674,175.166,193.397,291.136,25.689
2001-03-07,328.862,99255280000.0,691.675,191.475,325.964,8940.131,175.834,196.434,298.57,25.075
2001-03-08,327.487,99506850000.0,686.377,191.345,322.894,9004.789,178.99,196.528,294.625,25.078
2001-03-09,325.908,99627680000.0,660.964,182.077,322.416,8913.051,174.076,196.505,291.96,24.925
2001-03-12,323.448,96127600000.0,632.848,175.373,319.995,8504.972,166.537,187.617,285.294,24.264
2001-03-13,320.888,96175890000.0,606.427,165.206,316.543,8532.454,161.746,187.301,288.148,24.007
2001-03-14,310.696,94656770000.0,613.094,173.038,315.637,8285.076,167.067,177.297,290.601,23.933
2001-03-15,308.174,93594845000.0,611.84,177.542,311.995,8263.193,166.958,182.98,294.732,24.495
2001-03-16,303.204,94392750000.0,595.473,174.983,311.017,8380.753,165.983,184.829,296.302,24.799
2001-03-19,305.993,92411494000.0,570.609,174.186,308.163,8449.355,164.852,190.101,289.692,24.665
2001-03-20,307.826,92637766000.0,556.339,171.939,303.94,8223.193,163.442,189.49,289.175,23.949
2001-03-21,307.826,92934775000.0,578.0,176.582,311.996,8223.193,164.306,183.634,288.395,24.025
2001-03-22,301.659,88352450000.0,563.717,173.218,310.677,8018.91,162.855,181.697,293.696,22.698
2001-03-23,303.849,89991274000.0,578.247,169.018,309.711,7964.996,167.549,182.161,298.011,22.445
2001-03-26,309.951,91306810000.0,578.247,169.496,309.711,8004.577,169.968,184.134,301.273,23.566
2001-03-27,308.275,92587910000.0,573.671,172.538,306.86,8182.633,165.137,183.517,301.07,22.75
2001-03-28,303.452,91513560000.0,586.472,177.021,305.686,8068.98,163.791,180.629,296.915,23.192
2001-03-29,300.01,89879510000.0,598.419,175.029,301.355,7989.013,161.817,174.974,295.999,22.903
2001-03-30,292.731,91012720000.0,596.35,167.825,300.462,8084.615,162.421,175.299,294.123,23.1
2001-04-02,289.931,88869350000.0,578.378,165.169,301.63,8031.965,159.329,173.089,284.197,23.084
2001-04-03,285.191,87492670000.0,573.086,167.285,292.036,7850.447,154.786,166.331,275.893,22.371
2001-04-04,286.841,88185960000.0,564.074,165.056,272.368,7858.407,151.183,163.617,273.018,20.758
2001-04-05,295.27,91243780000.0,558.587,165.056,270.911,8022.031,151.183,173.749,273.018,20.766
2001-04-06,291.05,92347630000.0,561.054,164.949,265.122,8063.482,156.482,171.081,279.1,22.012
2001-04-09,295.452,93533660000.0,556.888,163.264,253.214,8191.586,152.844,172.514,272.129,21.675
2001-04-10,300.372,95016930000.0,569.047,159.656,254.82,8456.172,150.892,175.46,269.095,22.155
2001-04-11,308.424,93238780000.0,564.948,153.018,261.213,8494.001,157.303,179.137,275.139,23.481
2001-04-12,308.806,93866300000.0,564.939,146.91,259.424,8494.001,160.582,176.716,278.562,23.947
2001-04-13,308.806,93866300000.0,564.939,146.91,265.624,8494.001,161.249,178.974,276.418,23.947
2001-04-16,308.806,91661730000.0,559.781,150.786,266.137,8413.759,158.067,176.64,273.478,23.954
2001-04-17,309.797,91448650000.0,554.965,154.291,262.376,8586.707,159.836,173.756,273.557,22.99
2001-04-18,316.497,94702580000.0,550.206,161.272,259.626,8678.796,169.323,179.844,277.779,24.398
2001-04-19,318.478,91925240000.0,537.877,166.602,260.548,8485.458,178.768,183.886,285.354,25.368
2001-04-20,316.894,87924020000.0,527.604,167.867,264.372,8459.081,175.619,177.329,283.865,24.78
2001-04-23,313.191,89864880000.0,532.482,167.93,263.379,8375.542,177.255,172.49,283.209,24.78
2001-04-24,315.606,91220960000.0,535.554,169.002,263.035,8385.717,175.556,175.489,281.393,24.613
2001-04-25,317.309,92223690000.0,546.327,169.747,263.31,8450.849,179.454,177.174,277.866,24.826
2001-04-26,319.045,95333060000.0,540.678,166.534,266.664,8599.639,178.08,184.08,278.652,25.096
2001-04-27,319.045,96274220000.0,541.9,160.035,270.671,8612.387,175.936,191.227,273.041,25.439
2001-04-30,327.281,96378380000.0,556.033,164.755,269.866,8630.142,183.206,191.199,273.948,25.443
2001-05-01,327.281,96378380000.0,558.79,164.755,269.866,8630.142,183.206,191.199,273.948,25.443
2001-05-02,325.066,96616100000.0,561.662,166.192,283.591,8790.153,185.802,191.369,272.378,27.132
2001-05-03,323.262,97142980000.0,580.986,165.063,281.043,8802.564,186.236,194.323,276.844,27.275
2001-05-04,323.585,97084810000.0,585.739,166.887,265.767,8809.733,186.077,195.871,268.113,26.279
2001-05-07,326.837,95780995000.0,585.739,168.863,265.767,8687.63,190.248,200.699,269.414,26.44
2001-05-08,325.208,95360780000.0,583.25,170.738,262.906,8603.173,187.76,206.242,267.529,26.353
2001-05-09,325.269,96320954000.0,579.867,169.714,264.48,8758.374,184.055,206.488,270.501,26.71
2001-05-10,328.058,98153790000.0,569.564,168.978,265.283,8739.14,184.217,209.894,264.975,26.48
2001-05-11,327.229,96133250000.0,571.844,168.261,264.148,8779.896,184.361,206.423,270.693,26.235
2001-05-14,326.796,94798790000.0,566.551,168.476,261.474,8660.173,184.425,202.425,266.979,25.368
2001-05-15,328.768,95215870000.0,573.04,169.04,258.273,8567.102,182.631,204.75,264.166,25.566
2001-05-16,335.397,97040620000.0,582.015,169.444,259.662,8657.409,179.439,204.301,260.573,25.87
2001-05-17,341.506,98106740000.0,582.736,172.839,260.252,9130.626,188.451,216.346,264.298,26.572
2001-05-18,341.193,98518280000.0,585.631,172.25,255.851,9281.688,190.278,219.086,263.569,26.31
2001-05-21,346.848,99637395000.0,591.917,171.703,254.181,9303.916,196.12,222.465,257.859,27.076
2001-05-22,345.622,99256074000.0,591.866,172.136,254.378,9397.104,195.943,218.323,261.431,27.718
2001-05-23,342.309,98812854000.0,591.394,174.086,256.226,9578.351,197.296,220.59,273.101,27.578
2001-05-24,342.454,98093910000.0,591.394,174.316,259.565,9444.842,196.283,218.515,272.836,27.47
2001-05-25,339.58,96776840000.0,616.726,173.423,258.092,9406.584,196.112,214.251,270.032,27.608
2001-05-28,343.42,96350870000.0,621.34,176.244,259.627,9393.549,194.367,213.404,266.04,27.866
2001-05-29,342.013,97057460000.0,653.22,177.393,260.159,9356.595,199.205,215.034,266.675,27.403
2001-05-30,343.546,97269990000.0,660.367,173.455,262.231,9241.982,198.058,220.246,263.389,26.715
2001-05-31,346.664,98822760000.0,655.724,172.05,263.73,9293.049,191.693,225.746,262.775,26.14
2001-06-01,340.609,101000000000.0,633.27,168.793,262.978,9300.151,189.813,232.124,261.613,26.249
2001-06-04,340.667,101000000000.0,633.27,166.069,262.978,9329.024,190.77,237.382,260.518,26.745
2001-06-05,342.2,102000000000.0,634.993,164.225,260.725,9382.743,185.793,230.704,264.547,27.388
2001-06-06,339.966,101000000000.0,636.13,164.608,259.007,9506.296,185.793,227.831,272.211,27.537
2001-06-07,338.555,101000000000.0,634.399,164.306,260.976,9566.315,187.11,223.715,269.788,27.87
2001-06-08,338.342,100000000000.0,639.095,166.071,265.533,9455.628,194.055,224.921,274.804,28.382
2001-06-11,338.925,99914400000.0,651.481,167.001,269.826,9383.648,189.256,224.764,277.647,28.286
2001-06-12,336.287,99270860000.0,671.741,166.66,274.151,9503.225,188.2,224.48,277.084,28.017
2001-06-13,336.054,100000000000.0,668.048,166.902,276.832,9510.437,190.698,223.925,273.381,28.221
2001-06-14,333.07,100000000000.0,662.221,164.465,277.594,9447.008,190.252,221.617,268.387,27.256
2001-06-15,329.914,98189620000.0,665.438,160.523,272.295,9231.966,191.272,224.951,270.751,26.966
2001-06-18,328.825,95121840000.0,668.225,159.535,269.627,8997.553,187.526,230.173,265.82,26.116
2001-06-19,336.122,95609950000.0,671.832,161.914,272.29,8854.983,187.572,235.536,263.845,26.629
2001-06-20,332.787,96912520000.0,686.218,161.827,270.583,8992.666,183.46,234.283,263.135,26.369
2001-06-21,335.537,97063760000.0,694.998,161.729,274.119,9127.802,183.561,237.21,259.488,27.457
2001-06-22,334.619,96045320000.0,700.417,160.25,271.44,9141.062,183.95,242.912,257.741,27.608
2001-06-25,338.436,95294054000.0,693.702,156.514,271.623,9171.811,182.945,237.568,257.741,27.619
2001-06-26,336.244,94613810000.0,698.165,161.005,273.856,9200.622,180.622,234.849,251.586,27.0
2001-06-27,337.182,93354885000.0,700.495,161.182,272.396,9226.724,179.737,233.908,255.174,27.277
2001-06-28,335.541,93700194000.0,690.365,160.699,270.881,9247.538,179.437,229.936,250.595,26.611
2001-06-29,335.72,95265400000.0,709.389,163.262,273.71,9328.787,183.628,223.446,258.936,27.003
2001-07-02,336.073,95195230000.0,697.918,161.78,270.26,9497.663,183.641,220.755,261.258,27.002
2001-07-03,329.279,93158660000.0,692.648,156.819,273.045,9551.78,183.128,218.316,259.219,27.548
2001-07-04,322.935,92040970000.0,693.265,156.656,276.009,9591.869,184.245,224.378,254.375,27.285
2001-07-05,318.446,92509370000.0,695.789,156.963,286.858,9507.394,183.052,226.728,253.097,26.677
2001-07-06,316.36,92135145000.0,698.83,156.141,292.198,9391.613,178.022,218.736,251.725,26.675
2001-07-09,316.38,92093600000.0,699.169,155.619,291.664,9383.082,172.458,215.731,248.577,25.651
2001-07-10,318.406,90637090000.0,705.088,157.143,291.327,9410.642,171.512,214.57,247.653,25.581
2001-07-11,318.066,91458126000.0,709.341,159.074,287.094,9184.827,170.493,203.074,244.057,25.109
2001-07-12,321.121,92509930000.0,717.64,162.92,282.455,9082.117,172.847,205.605,248.039,25.644
2001-07-13,323.648,93358090000.0,728.734,162.7,288.375,9049.604,169.467,207.384,240.792,25.374
2001-07-16,323.413,91712340000.0,719.513,162.178,292.571,8891.54,169.408,207.893,234.703,25.234
2001-07-17,315.064,92921500000.0,723.074,161.765,296.422,8903.474,169.408,204.834,233.841,24.541
2001-07-18,308.358,91056880000.0,735.632,160.187,302.662,8914.011,167.033,198.982,225.242,24.162
2001-07-19,314.352,91359060000.0,755.573,159.587,304.043,9013.453,170.13,202.405,223.078,23.451
2001-07-20,310.561,92713370000.0,748.191,158.283,303.946,8966.45,167.408,201.178,225.076,23.582
2001-07-23,309.205,93104920000.0,768.506,157.767,298.026,8987.352,163.917,203.308,221.352,23.232
2001-07-24,304.714,91847270000.0,743.689,157.62,298.084,8914.42,164.58,199.555,215.567,23.507
2001-07-25,301.118,92974460000.0,722.474,156.369,302.252,8972.521,165.723,204.458,221.234,23.498
2001-07-26,299.281,92675600000.0,717.484,155.018,301.512,9119.097,166.442,213.173,229.348,23.254
2001-07-27,300.909,93199970000.0,726.908,154.827,303.11,9145.724,169.972,208.127,231.612,23.559
2001-07-30,304.393,92098710000.0,726.403,156.385,308.575,9180.704,167.751,206.347,231.612,23.206
2001-07-31,303.694,92974720000.0,720.01,158.224,308.92,9071.224,170.211,201.805,234.22,23.344
2001-08-01,308.6,92262550000.0,714.651,156.154,310.996,9225.308,177.754,201.816,235.448,23.652
2001-08-02,316.66,92343080000.0,699.389,157.115,309.662,9378.33,179.416,204.255,242.795,23.676
2001-08-03,314.592,93047930000.0,699.369,158.564,308.836,9381.815,179.898,203.981,244.379,22.919
2001-08-06,311.648,93924940000.0,684.844,158.551,305.865,9276.458,179.591,199.836,241.102,22.359
2001-08-07,305.167,93861640000.0,689.933,158.31,307.738,9293.691,178.441,196.075,236.638,21.933
2001-08-08,300.342,93605520000.0,710.936,157.859,307.423,9297.819,178.261,198.358,243.047,21.996
2001-08-09,300.342,93079370000.0,688.387,158.479,304.583,9249.937,172.512,200.283,238.754,21.768
2001-08-10,299.701,94070350000.0,696.603,157.689,302.518,9299.351,174.74,202.912,241.489,21.637
2001-08-13,302.524,93364690000.0,711.552,156.231,302.768,9318.146,177.022,201.445,244.077,21.775
2001-08-14,305.702,93821260000.0,715.218,158.44,308.241,9349.797,181.558,207.008,248.363,22.666
2001-08-15,306.298,93210230000.0,702.687,158.44,307.361,9199.325,181.558,202.844,249.32,23.054
2001-08-16,307.449,92482900000.0,701.725,159.075,306.433,9052.258,182.405,201.379,251.921,21.587
2001-08-17,307.872,89622045000.0,701.725,157.645,306.785,8724.46,182.443,201.175,248.503,20.804
2001-08-20,306.961,89747866000.0,702.003,157.07,306.317,8734.781,177.83,202.277,244.036,19.859
2001-08-21,308.384,89198990000.0,704.416,157.786,305.67,8802.135,177.592,202.799,244.715,19.95
2001-08-22,314.974,89562670000.0,716.155,157.786,307.358,8907.364,180.168,208.103,239.664,18.958
2001-08-23,316.697,88706180000.0,712.053,158.454,313.975,8850.597,179.237,210.117,238.272,19.118
2001-08-24,320.494,90346490000.0,715.548,158.368,320.881,9047.981,179.649,213.058,229.593,18.17
2001-08-27,327.561,90327970000.0,716.041,159.059,328.021,9005.263,183.481,216.854,234.909,18.395
2001-08-28,327.122,90509300000.0,714.004,159.282,325.586,8893.9,182.733,219.608,233.591,18.71
2001-08-29,325.657,90792010000.0,708.94,158.92,325.244,8937.552,180.598,214.068,241.401,18.375
2001-08-30,323.545,89553040000.0,704.697,158.337,324.587,8900.963,179.736,211.522,241.466,18.483
2001-08-31,324.376,89374970000.0,702.937,156.053,324.587,8902.181,173.073,211.976,241.323,18.292
2001-09-03,321.287,88096180000.0,699.357,155.101,326.697,8801.389,172.296,215.603,238.042,17.531
2001-09-04,321.372,89008914000.0,716.367,155.638,325.606,8709.495,177.962,216.81,241.409,18.157
2001-09-05,323.094,89310680000.0,720.742,155.548,326.215,8597.241,174.958,215.243,237.989,17.765
2001-09-06,320.404,87541470000.0,735.269,154.564,325.94,8307.122,174.707,214.306,233.738,17.092
2001-09-07,315.797,87541470000.0,724.923,154.636,330.686,8273.164,175.447,213.005,231.982,16.738
2001-09-10,313.616,86039994000.0,724.779,154.392,330.069,8275.725,173.509,211.007,231.94,16.564
2001-09-11,306.693,80230736000.0,726.529,153.232,328.228,7781.014,170.006,209.595,226.931,16.822
2001-09-12,294.296,82043260000.0,695.033,147.867,328.228,7781.014,149.136,199.253,226.931,15.291
2001-09-13,299.926,76082500000.0,705.537,145.894,316.342,7781.014,157.774,202.191,214.366,15.674
2001-09-14,295.464,75179400000.0,695.25,138.304,306.101,7781.014,154.156,194.61,203.155,16.086
2001-09-17,289.157,80351410000.0,660.863,130.786,289.321,7502.315,151.216,193.391,203.155,15.787
2001-09-18,287.52,81004814000.0,672.27,134.739,287.532,7516.877,154.709,196.583,203.155,15.884
2001-09-19,287.678,81405420000.0,688.41,136.236,300.388,7505.068,153.978,202.404,201.883,16.772
2001-09-20,275.919,78990190000.0,689.641,133.968,298.153,7257.898,151.205,194.566,196.713,16.71
2001-09-21,267.637,78274710000.0,670.131,127.028,287.104,7289.51,147.905,184.014,190.682,16.577
2001-09-24,267.637,77882890000.0,666.117,129.998,286.179,7638.476,150.698,185.446,184.283,17.501
2001-09-25,281.723,76466340000.0,661.032,128.92,286.435,7637.488,147.332,178.572,181.474,16.823
2001-09-26,286.413,74992320000.0,645.506,131.091,283.655,7690.87,146.982,175.988,188.583,16.868
2001-09-27,288.968,76578160000.0,630.842,132.511,290.048,7705.936,146.389,175.715,184.289,17.096
2001-09-28,293.979,77954580000.0,619.193,136.363,290.492,7763.128,148.587,180.426,188.908,17.669
2001-10-01,293.141,76858900000.0,616.261,136.099,289.457,7763.283,148.587,180.161,188.908,17.669
2001-10-02,296.222,75981240000.0,590.198,136.099,290.296,7749.078,148.587,179.183,181.3,17.669
2001-10-03,299.347,75543070000.0,576.638,134.133,291.169,7814.991,148.587,172.244,178.964,17.869
2001-10-04,312.018,75467000000.0,597.129,135.906,287.828,7995.165,155.808,174.601,182.111,18.49
2001-10-05,309.946,76252630000.0,598.671,136.609,287.46,8027.359,156.237,174.695,188.656,18.288
2001-10-08,313.466,75889870000.0,572.006,134.613,281.89,8048.027,153.935,174.359,186.04,17.45
2001-10-09,312.222,77257220000.0,578.276,136.052,287.418,8083.064,157.922,176.122,191.941,18.476
2001-10-10,309.199,79046320000.0,573.668,140.253,284.123,8255.285,156.298,183.015,191.941,18.791
2001-10-11,313.985,81148000000.0,585.136,141.828,286.649,8411.319,160.927,192.43,201.636,18.98
2001-10-12,313.963,81148000000.0,608.991,142.269,287.866,8176.508,161.291,193.14,203.601,17.994
2001-10-15,309.961,83896780000.0,608.991,143.227,292.347,7988.229,159.977,189.449,198.345,17.469
2001-10-16,317.88,82710030000.0,612.26,144.936,291.245,8052.734,163.038,192.987,203.137,17.421
2001-10-17,318.89,83270580000.0,616.51,147.319,293.858,8045.079,165.561,198.194,204.887,17.43
2001-10-18,312.369,81795690000.0,625.217,144.36,293.657,7997.012,164.703,191.2,204.296,16.582
2001-10-19,311.675,82770230000.0,612.153,146.142,290.679,8086.74,165.757,189.71,205.822,16.73
2001-10-22,314.916,84590035000.0,619.607,145.569,287.579,8031.236,165.657,195.095,208.342,16.824
2001-10-23,315.091,84474430000.0,622.295,148.205,289.56,8084.647,166.514,200.024,207.363,17.958
2001-10-24,314.189,83823980000.0,609.783,147.01,290.646,8278.656,171.501,199.666,215.321,17.965
2001-10-25,314.389,84376770000.0,618.676,146.62,290.163,8280.012,171.837,195.124,216.768,17.958
2001-10-26,314.92,84963890000.0,610.522,146.62,288.982,8230.105,172.482,198.226,218.35,18.323
2001-10-29,316.52,83018514000.0,606.635,146.545,285.783,8074.649,173.983,201.133,220.634,17.956
2001-10-30,311.732,81023885000.0,588.695,144.213,284.319,7996.159,168.916,204.226,210.639,18.02
2001-10-31,313.678,82818710000.0,604.903,145.916,282.272,8026.273,169.977,202.991,208.992,18.121
2001-11-01,316.822,83152626000.0,600.15,148.593,280.029,8130.821,172.178,205.13,209.937,18.284
2001-11-02,320.78,83152626000.0,596.177,148.55,280.439,8168.477,174.66,204.522,213.888,18.23
2001-11-05,322.446,86600650000.0,581.785,147.742,278.625,8253.976,178.05,213.323,218.667,18.771
2001-11-06,318.343,87309900000.0,580.648,150.04,278.208,8234.395,179.64,209.384,219.514,18.524
2001-11-07,319.908,87597510000.0,590.748,147.707,278.123,8179.577,178.63,209.432,223.892,17.972
2001-11-08,319.926,86852750000.0,607.834,149.616,281.24,8182.719,182.644,223.182,223.032,18.577
2001-11-09,320.056,87855284000.0,594.534,150.412,281.178,8063.232,188.116,230.091,222.863,18.605
2001-11-12,324.289,86274950000.0,580.269,151.107,283.325,7984.752,189.902,226.287,224.319,18.473
2001-11-13,329.983,87799390000.0,574.454,150.551,287.599,8136.995,191.149,244.162,222.028,18.65
2001-11-14,338.558,86940560000.0,579.406,150.551,287.599,8281.059,197.747,231.799,231.469,19.295
2001-11-15,344.197,86940560000.0,586.515,155.642,298.054,8290.219,197.802,216.172,238.076,19.99
2001-11-16,340.557,86479550000.0,587.749,155.642,299.402,8170.384,198.866,211.953,241.357,20.148
2001-11-19,347.632,87415650000.0,592.821,160.121,295.701,8173.105,204.212,217.282,246.809,20.282
2001-11-20,345.448,86411790000.0,585.589,157.926,295.307,8173.105,200.572,223.675,240.882,19.737
2001-11-21,346.113,86903840000.0,585.514,159.126,299.585,8107.958,200.119,220.374,245.519,19.509
2001-11-22,343.276,88552740000.0,579.869,159.972,299.585,8120.411,203.613,232.525,240.12,19.822
2001-11-23,344.418,88879420000.0,582.738,159.654,303.116,8186.768,211.376,226.272,243.79,20.048
2001-11-26,348.655,90107220000.0,581.006,163.031,303.638,8214.034,221.221,226.892,247.818,20.03
2001-11-27,347.067,89235910000.0,581.743,161.484,301.804,8350.304,219.33,228.296,246.573,19.997
2001-11-28,344.911,86336545000.0,585.209,161.334,302.032,8358.436,206.466,224.106,238.98,19.56
2001-11-29,343.538,85364860000.0,580.476,160.656,302.561,8351.204,203.694,223.474,239.55,19.553
2001-11-30,351.198,85761114000.0,581.982,160.656,300.075,8319.717,209.391,228.094,237.222,19.884
2001-12-03,356.694,88409300000.0,581.632,160.928,302.689,8374.279,211.71,228.355,248.606,19.706
2001-12-04,361.576,87300870000.0,573.561,163.569,305.048,8469.566,211.799,237.98,255.133,20.249
2001-12-05,369.555,89025710000.0,572.886,168.843,307.862,8684.653,227.811,237.659,264.988,20.38
2001-12-06,377.685,89511840000.0,577.937,169.379,309.876,8716.412,228.286,243.797,281.577,20.715
2001-12-07,376.701,88321830000.0,576.623,170.348,312.642,8733.571,234.369,239.819,287.823,20.655
2001-12-10,378.701,88355900000.0,565.427,170.707,315.191,8704.733,220.397,241.777,284.886,20.604
2001-12-11,369.03,87761945000.0,557.348,168.939,314.884,8609.405,220.79,242.288,282.152,20.701
2001-12-12,367.63,88020574000.0,560.508,169.061,314.682,8609.405,226.083,242.268,296.557,20.875
2001-12-13,372.411,85975830000.0,567.775,167.74,310.712,8537.137,224.86,228.258,287.984,20.184
2001-12-14,393.326,85228270000.0,567.775,166.042,312.143,8668.326,219.812,226.628,289.712,20.023
2001-12-17,393.326,84945420000.0,567.775,166.042,312.143,8831.567,213.094,234.369,286.026,19.961
2001-12-18,396.633,87055190000.0,567.775,165.221,312.143,8843.463,213.518,234.988,281.631,19.898
2001-12-19,400.851,86638990000.0,569.07,161.565,312.143,8823.455,215.32,239.961,277.94,19.955
2001-12-20,414.128,85062850000.0,576.859,162.176,311.846,8855.725,221.318,243.182,282.488,20.234
2001-12-21,393.589,87170430000.0,577.725,160.339,312.466,8997.314,214.122,243.732,271.315,19.565
2001-12-24,388.04,87170430000.0,577.725,160.645,313.62,8972.099,214.45,246.715,274.253,19.598
2001-12-25,388.04,87170430000.0,577.725,160.645,313.62,8972.099,214.45,243.353,283.949,19.604
2001-12-26,388.04,87335715000.0,575.272,158.421,318.013,8957.058,216.951,244.723,283.545,19.615
2001-12-27,387.072,89416780000.0,580.426,155.717,321.808,9015.004,223.825,247.445,281.321,19.855
2001-12-28,392.286,89400170000.0,614.425,158.337,323.664,9074.13,232.654,251.396,285.058,19.967
2001-12-31,394.474,89400170000.0,614.425,161.854,326.532,8918.563,232.654,251.702,293.286,19.948
2002-01-01,394.474,89400170000.0,614.425,160.939,326.532,8918.563,232.654,251.702,293.286,19.948
2002-01-02,403.286,90874770000.0,588.565,162.144,321.395,8995.061,245.196,251.702,295.655,19.913
2002-01-03,407.462,92965710000.0,581.382,164.394,321.893,9282.709,246.033,266.264,292.351,20.08
2002-01-04,410.116,93080945000.0,591.286,168.008,327.263,9320.382,254.491,275.391,299.998,20.444
2002-01-07,409.007,93635854000.0,601.468,169.682,329.331,9253.137,255.311,275.695,310.842,20.855
2002-01-08,409.313,93116960000.0,603.184,171.262,326.827,9352.158,248.513,286.779,308.284,20.396
2002-01-09,406.786,92241306000.0,613.215,169.255,331.251,9257.896,254.613,287.035,310.998,19.391
2002-01-10,412.919,90035810000.0,636.817,167.963,334.087,9113.246,245.075,283.627,309.838,18.958
2002-01-11,414.774,89855930000.0,656.109,166.753,333.337,9085.131,244.359,284.224,298.586,18.92
2002-01-14,406.153,86897060000.0,662.618,169.412,330.169,9046.027,252.299,274.041,294.504,19.038
2002-01-15,409.215,86030870000.0,671.35,167.177,331.002,9300.745,242.404,275.668,293.494,18.575
2002-01-16,403.239,86787440000.0,676.627,167.179,331.427,9296.313,239.59,272.586,287.049,18.451
