,SA,BR,ID,IN,MY,MX,KR,RU,TW,CN
2004-07-22,385.5972,159000000000.0,1531.81,257.3508,434.9811,14282.953,288.1464,495.7989,273.4631,28.9579
2004-07-23,389.041,159000000000.0,1536.2369,258.8453,433.7652,14205.591,285.1502,510.3047,272.9341,28.8838
2004-07-26,389.8247,158000000000.0,1524.9764,260.9296,433.0666,14237.904,284.6039,494.6169,270.0898,28.6822
2004-07-27,393.1503,161000000000.0,1517.5608,259.2657,432.1895,14560.472,285.7465,492.0183,274.3489,28.7619
2004-07-28,396.5766,164000000000.0,1513.7793,258.9765,433.352,14468.939,288.7793,459.2492,273.6913,28.7878
2004-07-29,396.7407,165000000000.0,1512.0458,262.0933,430.5306,14401.303,282.4518,469.9463,271.6975,28.5574
2004-07-30,399.8496,166000000000.0,1505.3822,264.485,431.0481,14431.275,285.6148,486.0679,276.2073,28.8142
2004-08-02,402.6043,166000000000.0,1485.618,265.686,427.4832,14538.029,279.7647,492.2099,272.9481,28.6368
2004-08-03,405.3896,166000000000.0,1505.8154,265.1202,427.1743,14544.157,283.0624,492.5587,274.6635,28.5127
2004-08-04,407.0977,165000000000.0,1508.0691,263.9123,426.3127,14308.998,283.8873,493.3291,272.6364,28.371
2004-08-05,405.5687,161000000000.0,1513.9583,268.1372,426.0987,14331.351,290.2761,492.5485,279.5212,28.8664
2004-08-06,397.1752,163000000000.0,1492.081,264.8542,423.2932,14044.227,285.7913,484.7678,277.3748,28.6338
2004-08-09,397.1752,161000000000.0,1487.2797,266.118,422.1312,13987.055,288.7769,497.5124,277.1234,28.2592
2004-08-10,396.1261,165000000000.0,1490.965,267.0783,424.2487,14168.536,291.3342,489.194,276.7075,27.9221
2004-08-11,395.0815,164000000000.0,1515.0804,262.9792,424.2102,14053.55,292.9818,480.216,275.6736,27.3627
2004-08-12,410.9828,165000000000.0,1501.7247,260.9551,423.3904,14000.476,298.0048,483.9403,275.5664,27.5111
2004-08-13,414.5055,164000000000.0,1500.3148,259.3739,420.7989,13972.759,301.73,502.9649,276.3912,27.3453
2004-08-16,426.5542,166000000000.0,1490.4779,259.1532,417.3637,14138.001,299.4815,506.6582,273.9336,27.0168
2004-08-17,423.1794,168000000000.0,1490.4779,259.5652,417.6332,14259.013,296.8343,508.3802,273.9192,27.0543
2004-08-18,421.4826,172000000000.0,1500.0306,256.633,417.9438,14372.265,298.4626,492.8138,280.0194,27.3097
2004-08-19,428.7989,174000000000.0,1499.9078,261.126,418.5051,14371.243,304.2037,496.7047,289.9302,27.913
2004-08-20,430.1641,175000000000.0,1491.0103,258.1571,417.9974,14424.947,302.3891,500.6646,290.2681,27.8377
2004-08-23,439.5027,172000000000.0,1487.1846,257.0295,417.9392,14442.797,302.6348,497.1825,292.1431,27.7355
2004-08-24,433.8027,172000000000.0,1482.1757,257.9895,415.5599,14502.126,304.701,505.6354,292.1431,28.0873
2004-08-25,432.4197,173000000000.0,1466.8751,258.6402,416.4856,14517.761,308.9436,506.8518,292.1431,28.5047
2004-08-26,434.6124,170000000000.0,1473.7616,260.9363,421.7717,14488.858,310.1321,512.0386,301.064,28.7066
2004-08-27,440.1761,171000000000.0,1501.9984,260.4378,424.3314,14535.813,310.0662,523.1207,300.1708,28.6345
2004-08-30,441.1445,171000000000.0,1519.4182,263.8038,427.765,14498.077,309.5867,522.6423,299.3062,28.9832
2004-08-31,440.282,171000000000.0,1530.206,264.2325,427.765,14577.285,307.9625,531.9463,297.4515,28.9331
2004-09-01,438.8676,170000000000.0,1585.451,265.4984,428.0049,14706.295,312.9056,530.0485,302.1216,29.3739
2004-09-02,438.924,172000000000.0,1596.31,265.5218,435.3691,14825.438,315.5677,531.2748,300.6284,29.3564
2004-09-03,440.7968,170000000000.0,1608.5156,266.493,436.338,14722.343,311.7052,533.2034,294.8185,29.2439
2004-09-06,442.1751,171000000000.0,1604.159,268.4278,434.7752,14787.655,312.8073,542.8064,295.4712,29.5873
2004-09-07,436.831,171000000000.0,1600.9841,269.5266,436.0918,14948.027,311.2517,543.1818,299.4365,29.742
2004-09-08,438.0663,172000000000.0,1604.6053,271.0633,440.6317,15012.193,310.2731,540.4308,298.4516,29.5906
2004-09-09,441.3594,171000000000.0,1584.4529,270.4203,439.4368,15073.406,312.848,543.4599,298.69,29.1398
2004-09-10,441.5712,170000000000.0,1621.9242,273.5863,441.5316,15216.38,320.7725,546.855,298.934,29.196
2004-09-13,443.0653,170000000000.0,1621.9242,275.253,446.3353,15181.804,328.2931,546.5,303.7723,29.3726
2004-09-14,445.4623,173000000000.0,1659.4457,276.9714,446.2069,15312.58,327.0055,553.3354,303.1641,29.5516
2004-09-15,443.3514,173000000000.0,1675.4336,276.5812,443.7842,15244.306,326.0695,555.5279,300.25,29.5184
2004-09-16,449.2125,175000000000.0,1670.3796,278.8634,446.576,15244.306,328.3554,557.0925,301.2807,30.2708
2004-09-17,453.1389,177000000000.0,1674.0094,282.8884,447.241,15485.208,325.5093,554.7835,297.186,30.5915
2004-09-20,452.4203,178000000000.0,1674.0094,281.8548,450.1581,15481.698,327.6844,553.9257,299.4078,31.2108
2004-09-21,454.4993,178000000000.0,1697.974,285.0055,449.9967,15538.524,327.6363,562.6814,304.1635,31.404
2004-09-22,455.3759,176000000000.0,1680.9604,285.6988,445.0261,15414.955,319.8318,566.3403,304.5669,31.0088
2004-09-23,454.3206,178000000000.0,1658.6936,281.2882,443.4249,15415.237,317.8427,565.9916,302.7516,31.2085
2004-09-24,454.3206,178000000000.0,1670.7141,280.5194,445.1087,15447.21,318.5349,567.0488,299.5879,30.5908
2004-09-27,451.6619,177000000000.0,1665.4362,280.1856,441.3572,15157.769,318.5349,567.7901,296.951,30.5579
2004-09-28,457.5435,181000000000.0,1657.2505,277.8951,438.99,15355.87,318.5349,570.9952,296.951,30.429
2004-09-29,460.9001,182000000000.0,1663.6482,281.7528,439.3405,15522.113,318.5349,571.8492,294.7141,30.4267
2004-09-30,463.958,183000000000.0,1681.1798,284.5513,441.8131,15452.403,318.9901,572.2283,297.18,31.0708
2004-10-01,467.3139,188000000000.0,1716.5183,289.3593,443.9771,15638.887,323.8037,589.9843,302.5492,31.0708
2004-10-04,465.2111,189000000000.0,1767.4904,293.9318,449.502,15787.087,338.4127,603.549,310.0974,31.9184
2004-10-05,466.6157,191000000000.0,1792.1749,293.9199,447.1728,15742.961,338.3996,611.5382,310.0194,31.8752
2004-10-06,470.6424,190000000000.0,1767.2395,291.8704,446.7854,15725.577,339.5759,616.6817,309.2351,31.6825
2004-10-07,476.1141,190000000000.0,1746.9415,294.6022,449.3438,15706.983,338.1416,626.2803,311.1625,32.1801
2004-10-08,477.1692,189000000000.0,1754.0117,294.8641,446.835,15446.304,335.14,628.5485,310.2187,31.8711
2004-10-11,475.3571,189000000000.0,1763.2303,291.6822,444.07,15497.038,333.451,627.4707,308.4071,32.1376
2004-10-12,469.3506,189000000000.0,1738.8204,289.5874,444.1841,15553.497,322.6785,606.2787,302.3802,31.7885
2004-10-13,462.6721,183000000000.0,1773.752,289.5874,444.8075,15455.023,322.693,600.6024,301.4519,31.2396
2004-10-14,464.5727,181000000000.0,1761.0323,292.4116,444.1015,15394.601,319.0846,598.6788,295.5929,30.6405
2004-10-15,466.1058,185000000000.0,1760.4427,291.142,443.3065,15594.9795,316.8539,594.8354,295.1604,30.7553
2004-10-18,463.5061,185000000000.0,1753.3783,290.9016,443.034,15644.548,318.6066,604.008,292.8109,30.5889
2004-10-19,461.6852,181000000000.0,1758.2339,293.8176,443.0783,15598.008,321.4732,603.7359,295.5507,30.9826
2004-10-20,456.8018,181000000000.0,1733.3126,290.6049,441.4068,15685.366,312.5186,571.965,294.1679,30.3134
2004-10-21,459.7262,184000000000.0,1716.6442,289.3221,441.7547,15813.293,309.564,573.2232,294.1842,30.3358
2004-10-22,458.8375,183000000000.0,1753.1038,289.3221,443.4742,15862.973,313.0572,583.7373,293.8798,30.3393
2004-10-25,457.9038,183000000000.0,1747.1207,286.7267,441.6475,15748.503,305.4392,585.0574,293.8798,29.8641
2004-10-26,465.1608,184000000000.0,1725.0314,289.8546,442.1122,16023.706,307.7289,591.7305,287.3081,30.0454
2004-10-27,466.0088,186000000000.0,1742.392,290.6196,442.5363,16347.935,306.6849,605.3521,286.3601,30.0927
2004-10-28,459.2618,184000000000.0,1781.5504,293.4943,443.1149,16272.103,315.2614,591.889,288.6454,30.7895
2004-10-29,460.2731,186000000000.0,1772.0394,291.0824,447.7654,16485.47,316.2972,598.4194,291.4586,30.2572
2004-11-01,464.0247,186000000000.0,1783.5748,292.6721,449.3392,16585.645,316.7462,598.7337,288.9704,30.2978
2004-11-02,465.9574,186000000000.0,1839.4434,295.2449,454.2499,16534.58,320.2766,587.5058,294.7679,30.8444
2004-11-03,465.7103,188000000000.0,1860.6827,299.6728,456.6075,16775.744,326.4365,590.7597,300.9698,31.1203
2004-11-04,468.5797,189000000000.0,1843.4619,299.6051,452.9458,16906.404,322.2517,597.0772,301.0778,30.9242
2004-11-05,475.6659,189000000000.0,1858.1547,302.1343,452.6044,16776.836,325.2148,604.8379,305.0344,31.1715
2004-11-08,477.6781,186000000000.0,1851.0051,304.2457,453.039,16708.227,318.5406,605.3686,305.1832,31.2318
2004-11-09,483.6196,187000000000.0,1885.5856,304.5575,454.7567,16768.846,316.5551,608.9021,305.3705,31.4582
2004-11-10,483.3145,189000000000.0,1922.6158,306.6331,457.2024,16742.914,321.9732,597.6397,305.1684,31.9459
2004-11-11,488.3316,189000000000.0,1933.6946,305.6152,457.2024,17027.31,322.4017,594.8668,300.7195,31.9738
2004-11-12,481.6131,192000000000.0,1954.747,305.6152,457.2024,16998.422,329.4412,599.4312,303.6555,32.1986
2004-11-15,484.1594,192000000000.0,1954.747,305.6152,457.2024,16984.627,331.8464,598.8289,303.44,32.6563
2004-11-16,482.2342,188000000000.0,1954.747,307.8562,457.2024,16968.71,329.6545,599.1867,304.2886,32.1497
2004-11-17,483.0217,191000000000.0,1954.747,309.6385,466.653,17022.174,333.3983,604.8762,310.8808,32.4275
2004-11-18,485.7748,189000000000.0,1954.747,310.0068,469.0066,17054.742,331.1747,613.9909,312.0028,32.532
2004-11-19,485.3862,189000000000.0,1954.747,306.5605,466.361,16783.871,326.588,590.7542,310.4223,32.3954
2004-11-22,481.8599,190000000000.0,1967.9169,306.4424,465.276,16840.139,319.7992,594.7379,298.194,32.3727
2004-11-23,481.1936,188000000000.0,2008.538,308.8364,472.9939,16862.586,322.9963,585.3128,299.0078,32.9023
2004-11-24,481.9175,189000000000.0,2028.16,310.253,474.4154,16880.293,327.039,579.9171,302.1154,33.1757
2004-11-25,486.5025,193000000000.0,1999.0537,309.9474,471.7149,16999.48,326.8613,566.1196,299.3216,32.9979
2004-11-26,489.8251,194000000000.0,2018.9908,309.9474,472.0651,17136.895,321.3268,565.4703,294.9182,32.9321
2004-11-29,494.8467,194000000000.0,2018.1663,316.4751,476.1169,17303.457,322.528,564.4494,295.0507,33.2348
2004-11-30,493.9207,195000000000.0,2062.7776,320.3872,476.1902,17236.047,327.9172,561.4225,299.1179,33.2703
2004-12-01,495.0117,197000000000.0,2088.62,319.1297,475.6215,17422.258,325.7324,544.7577,295.6996,33.3418
2004-12-02,495.6327,197000000000.0,2121.0999,323.9803,479.4004,17249.123,328.2138,537.4158,299.9823,33.6657
2004-12-03,490.9554,198000000000.0,2078.2607,323.085,477.1799,17228.164,327.595,526.1263,301.8565,33.3572
2004-12-06,485.1694,200000000000.0,2079.5574,322.9211,476.0547,17394.906,322.9204,530.4799,303.0831,33.4391
2004-12-07,485.8587,196000000000.0,2094.4143,323.0701,474.6346,17325.898,318.1676,539.1747,303.5548,33.1947
2004-12-08,481.2875,196000000000.0,2091.4524,319.5404,470.0311,17328.016,321.6317,509.0219,301.9994,32.474
2004-12-09,479.8826,194000000000.0,2055.657,321.8054,465.851,17302.428,317.3688,477.6937,303.1527,32.5316
2004-12-10,479.339,198000000000.0,2008.2483,318.7499,466.097,17491.576,310.8413,480.7403,302.8422,32.051
2004-12-13,480.9505,200000000000.0,1982.5219,320.8719,466.9315,17543.303,309.5636,480.9236,300.4343,32.0318
2004-12-14,484.372,202000000000.0,1946.0726,323.4179,466.8429,17773.133,314.0129,497.6298,301.7824,32.4005
2004-12-15,487.0992,202000000000.0,1989.4587,326.8977,471.4987,17845.037,321.9842,505.9128,307.327,32.7391
2004-12-16,487.0992,205000000000.0,2039.6736,328.4025,470.943,17892.373,324.3859,501.0902,308.179,32.5656
2004-12-17,491.1619,202000000000.0,2086.9956,324.8835,471.5339,17921.969,324.8731,488.6767,307.4556,32.659
2004-12-20,491.9922,202000000000.0,2068.6946,327.6272,474.8175,17907.701,327.1957,482.9713,306.9466,33.0472
2004-12-21,491.8975,206000000000.0,2085.2334,329.7871,473.2448,18138.941,327.4362,518.0408,306.1728,32.9182
2004-12-22,494.8567,205000000000.0,2104.4607,327.7443,470.8404,18263.92,327.7739,515.572,306.5309,32.7846
2004-12-23,497.2926,207000000000.0,2101.3208,328.4836,474.0647,18334.242,325.0585,528.2461,306.9662,32.9095
2004-12-24,496.3289,207000000000.0,2101.3208,331.5443,473.1809,18393.664,326.4206,530.2465,307.7368,32.8064
2004-12-27,496.3289,207000000000.0,2124.3462,331.7123,472.9969,18418.111,326.2072,538.2869,305.8747,32.8066
2004-12-28,500.775,209000000000.0,2134.8413,334.1303,471.8893,18564.844,326.6524,530.6796,306.8631,32.7642
2004-12-29,501.7902,209000000000.0,2144.588,334.3983,473.3507,18685.572,328.3779,528.0925,311.4012,32.9552
2004-12-30,502.7433,209000000000.0,2124.4077,331.6501,475.2711,18605.42,332.6496,534.4008,311.9596,32.5291
2004-12-31,501.2106,209000000000.0,2124.4077,335.9345,473.0078,18516.22,332.6496,541.5443,314.1622,32.6637
2005-01-03,507.5135,206000000000.0,2128.509,340.5165,472.4813,18679.918,333.0455,541.5443,313.7736,32.8212
2005-01-04,505.874,201000000000.0,2169.798,338.5525,471.3862,18380.18,331.2929,539.8556,308.8034,32.2548
2005-01-05,503.3122,199000000000.0,2164.8352,329.5589,473.1339,18104.775,330.3875,539.8556,304.5647,31.3318
2005-01-06,502.3971,198000000000.0,2207.4053,324.5292,474.0148,18181.021,325.7003,539.6723,304.0815,31.114
2005-01-07,499.7456,200000000000.0,2212.6736,327.4247,477.6147,17853.912,325.5568,539.7591,301.6234,30.873
2005-01-10,498.5541,198000000000.0,2169.6143,322.2003,479.1822,17863.516,326.5726,539.6627,302.4685,30.9595
2005-01-11,495.7956,198000000000.0,2145.7888,317.8292,486.2131,17545.607,330.2713,532.9049,303.9776,30.9031
2005-01-12,499.4268,198000000000.0,2133.82,311.3517,487.7247,17713.277,329.1476,531.424,298.9016,31.0873
2005-01-13,501.1013,201000000000.0,2174.241,316.8191,488.9432,17915.99,331.6087,530.4337,296.9833,31.1034
2005-01-14,499.384,204000000000.0,2174.3008,314.2285,487.3079,18270.463,341.7594,536.6184,298.5905,30.8396
2005-01-17,491.9799,201000000000.0,2189.4426,314.1164,489.1245,18431.307,349.534,538.3992,302.5379,31.298
2005-01-18,485.3441,200000000000.0,2168.8804,314.4946,490.8458,18631.646,347.7331,526.2068,301.6639,31.4799
2005-01-19,483.0398,201000000000.0,2188.5764,313.4026,490.1769,18553.732,345.2622,523.3122,299.4936,31.6277
2005-01-20,482.5184,196000000000.0,2205.475,313.315,488.7176,18200.627,345.925,517.0026,299.106,31.3799
2005-01-21,485.0268,198000000000.0,2205.475,313.315,488.7176,18036.068,349.3361,519.5016,297.2772,31.0452
2005-01-24,487.7054,201000000000.0,2191.5527,309.6311,484.528,18051.473,351.1053,525.8478,292.9718,30.9204
2005-01-25,487.3423,201000000000.0,2179.4807,312.5802,482.3094,18260.455,348.8446,532.0549,293.7143,31.428
2005-01-26,489.9663,203000000000.0,2206.1345,312.5802,483.6043,18529.715,353.0018,528.3512,297.0755,31.7052
2005-01-27,496.0086,200000000000.0,2220.4575,316.2365,481.5426,18483.23,351.7437,535.2152,297.9764,31.7569
2005-01-28,495.7111,199000000000.0,2225.4563,324.559,481.1996,18582.977,349.8799,547.2329,299.1308,31.843
2005-01-31,500.752,201000000000.0,2217.661,331.4282,480.7475,18659.262,354.0354,557.8351,305.878,32.0636
2005-02-01,501.3413,202000000000.0,2230.5889,332.2669,480.7475,19041.951,351.5798,560.3347,305.8289,31.6817
2005-02-02,496.4022,204000000000.0,2231.1804,331.1361,482.1059,19071.646,350.1065,567.2026,308.8594,31.8317
2005-02-03,500.8792,206000000000.0,2218.901,335.5031,482.9153,19177.633,353.6403,569.0945,309.6644,31.7241
2005-02-04,501.8146,211000000000.0,2221.771,335.6516,477.2264,19250.197,355.8995,566.3314,309.6644,31.9595
2005-02-07,499.635,211000000000.0,2203.639,331.3059,480.2182,19307.072,361.6573,567.5593,309.6644,32.6091
2005-02-08,501.57,211000000000.0,2187.1934,332.3805,480.8922,19369.58,361.6573,565.7968,309.6644,32.8077
2005-02-09,505.1366,216000000000.0,2187.1934,335.2484,480.8922,19624.133,361.6573,567.0933,309.6644,32.8077
2005-02-10,503.3991,215000000000.0,2187.1934,334.521,480.8922,19645.22,361.6573,564.891,309.6644,32.8077
2005-02-11,506.2413,216000000000.0,2201.479,337.7273,480.8922,19669.654,361.2961,566.3215,309.6644,32.8077
2005-02-14,508.0091,217000000000.0,2215.3276,340.3885,482.9958,19522.523,367.0664,563.4157,314.5491,33.1974
2005-02-15,506.2319,218000000000.0,2270.6938,339.2398,483.2506,19710.102,368.381,567.9729,315.4727,33.2103
2005-02-16,509.568,216000000000.0,2279.0522,335.8908,482.6218,19621.562,368.9437,571.6242,315.1298,33.1746
2005-02-17,513.7588,220000000000.0,2297.9104,335.2214,478.9695,19524.164,368.7551,574.687,310.5474,33.0998
2005-02-18,514.7485,219000000000.0,2312.1436,333.9634,476.937,19415.287,373.6312,576.3869,312.469,33.3146
2005-02-21,516.3737,220000000000.0,2306.8652,331.8751,475.8474,19481.664,374.8753,581.6844,313.3633,33.4191
2005-02-22,517.9767,223000000000.0,2318.513,334.193,476.2913,19341.49,370.8594,579.9469,311.5568,33.4239
2005-02-23,517.6728,227000000000.0,2326.4824,333.8529,473.5165,19432.924,366.9425,579.7036,311.5931,33.2408
2005-02-24,521.8799,237000000000.0,2334.1248,333.501,475.4404,19665.104,373.8603,597.241,311.5581,33.3669
2005-02-25,523.5582,237000000000.0,2282.8413,333.0907,474.7755,20013.385,377.7577,605.3363,316.3407,33.8615
2005-02-28,527.7966,233000000000.0,2257.433,340.1396,476.8779,19890.262,384.0395,620.5381,316.3407,34.4356
2005-03-01,528.2164,230000000000.0,2299.0356,336.5896,471.8257,19933.475,384.0395,614.8941,318.4062,34.3064
2005-03-02,526.4402,233000000000.0,2265.6355,337.6682,467.3959,19863.979,380.1757,604.581,316.4081,33.4094
2005-03-03,527.5153,239000000000.0,2288.276,342.7106,466.0205,19914.818,382.6815,602.9437,314.2015,33.5943
2005-03-04,531.9956,243000000000.0,2313.5752,345.9968,464.3598,20024.414,381.1788,607.5782,313.2178,33.1776
2005-03-07,529.0469,245000000000.0,2321.6577,347.7589,467.0368,20092.12,379.9469,613.7144,314.392,33.3797
2005-03-08,533.1595,242000000000.0,2346.6616,349.6351,470.2002,19836.004,377.5714,613.7144,312.3818,33.953
2005-03-09,535.3932,238000000000.0,2349.245,348.5367,473.4781,19695.424,379.2912,615.8172,313.6369,34.1047
2005-03-10,533.0958,235000000000.0,2318.1995,349.5511,471.7209,19310.55,375.9585,606.2296,312.0095,33.8608
2005-03-11,531.0615,232000000000.0,2318.1995,346.7861,473.524,19474.234,385.1503,605.9808,312.9328,33.8063
2005-03-14,533.508,231000000000.0,2359.631,344.6849,472.39,19067.418,383.4795,599.3377,309.7961,33.9229
2005-03-15,530.2386,227000000000.0,2353.763,341.9945,470.1755,18994.43,373.7542,598.748,305.5291,33.4961
2005-03-16,523.3731,229000000000.0,2392.6438,342.0564,471.1605,18784.986,374.4274,576.8452,306.394,33.7921
2005-03-17,528.4167,233000000000.0,2388.983,338.3418,471.8034,18869.352,369.8607,580.7687,303.5867,33.7926
2005-03-18,526.0875,229000000000.0,2397.0242,339.3656,468.552,18698.908,370.0473,580.884,303.1501,33.8189
2005-03-21,526.0875,226000000000.0,2409.6055,337.2531,463.5304,18698.908,370.5493,568.806,303.7857,33.9948
2005-03-22,520.5516,222000000000.0,2413.504,331.7483,459.9191,18623.676,370.3336,575.4513,301.5319,33.478
2005-03-23,512.8502,216000000000.0,2396.5725,326.729,461.8469,18280.236,366.7589,564.7464,301.189,32.9515
2005-03-24,508.0086,221000000000.0,2339.959,325.6018,462.7849,18280.236,363.8728,580.2023,300.6175,32.8808
2005-03-25,508.0086,221000000000.0,2339.959,325.6018,462.596,18280.236,367.1605,588.5188,304.1701,32.8823
2005-03-28,508.0086,217000000000.0,2320.233,328.8898,463.5964,18302.02,372.2147,582.2798,302.945,32.8846
2005-03-29,508.0993,212000000000.0,2265.3796,322.3666,461.8152,18020.59,365.2934,578.9824,299.2275,32.5433
2005-03-30,507.1465,216000000000.0,2252.4668,323.3282,460.088,18140.898,362.3595,569.9465,298.8807,32.4874
2005-03-31,513.3093,219000000000.0,2284.4392,329.4274,456.8179,18136.154,365.9084,571.8782,301.7616,32.6619
2005-04-01,520.1092,221000000000.0,2323.6248,334.3093,458.2116,18229.732,371.7487,583.9181,303.7102,32.9017
2005-04-04,513.3573,218000000000.0,2343.5461,334.4058,454.6117,18100.69,373.3769,591.2423,302.5797,32.9359
2005-04-05,513.1904,215000000000.0,2333.369,332.0747,455.1361,17820.61,373.3769,592.9499,302.5797,32.9382
2005-04-06,515.6669,213000000000.0,2339.4915,335.2773,450.2923,17642.307,374.944,610.6053,301.9557,33.1417
2005-04-07,514.0144,216000000000.0,2355.2969,332.3965,450.9869,18054.61,375.9369,612.5012,299.9501,33.1942
2005-04-08,515.9649,214000000000.0,2343.9563,328.1166,452.0504,18044.53,378.1384,620.277,302.8325,33.4977
2005-04-11,515.0816,214000000000.0,2339.5425,324.0892,455.2133,17879.88,375.3327,604.5131,301.1677,33.2806
2005-04-12,510.1014,213000000000.0,2342.8755,327.4021,452.9926,18035.195,374.878,601.0654,302.651,33.1543
2005-04-13,505.4858,210000000000.0,2355.101,327.7687,457.0475,17902.682,374.494,607.5204,302.9071,33.3932
2005-04-14,508.5521,203000000000.0,2341.8877,327.7687,458.153,17622.627,362.9602,595.3815,301.4317,33.093
2005-04-15,507.4502,201000000000.0,2316.735,316.5192,457.135,17255.451,359.3776,591.0899,296.8972,32.5537
2005-04-18,502.7387,202000000000.0,2247.3867,311.7647,452.8878,17022.107,351.04,577.2751,288.2811,31.5332
2005-04-19,507.6372,207000000000.0,2252.781,309.6207,453.449,17415.65,352.4117,574.7067,289.6836,31.9351
2005-04-20,505.5411,203000000000.0,2279.0862,314.3252,454.9722,17103.648,354.0246,577.6047,287.6091,31.9972
2005-04-21,500.3158,203000000000.0,2237.1084,317.8301,454.9722,17424.193,353.5621,583.9564,289.241,32.1455
2005-04-22,498.2778,201000000000.0,2237.1084,320.9173,459.3035,17280.77,353.6951,588.8392,290.6859,32.6971
2005-04-25,497.8714,206000000000.0,2188.4104,322.3355,456.0479,17877.549,355.6979,588.9932,290.8304,32.7107
2005-04-26,502.1729,207000000000.0,2213.5957,320.3686,456.0505,18133.14,355.0316,588.216,293.822,33.0465
2005-04-27,502.1729,205000000000.0,2209.4268,316.646,455.9759,17878.607,349.7793,579.5854,293.4824,32.8669
2005-04-28,490.7156,198000000000.0,2218.9446,317.8059,456.7553,17567.281,344.5343,575.7376,297.4587,32.9467
2005-04-29,494.5339,201000000000.0,2199.2456,310.9351,459.9892,17603.8,341.7917,577.0756,295.5064,32.7815
2005-05-02,494.5339,201000000000.0,2191.0005,313.3551,459.9892,17750.318,344.3453,577.0756,295.5064,32.7815
2005-05-03,499.0804,200000000000.0,2199.9448,314.2622,465.7331,17669.225,342.6329,575.541,295.6433,32.7815
2005-05-04,500.0058,205000000000.0,2238.0667,317.6165,471.9523,18169.287,348.7702,575.5011,295.7005,32.8533
2005-05-05,504.6713,205000000000.0,2238.0667,321.0771,473.1525,18084.588,348.7702,576.9072,302.9569,33.4229
2005-05-06,510.362,207000000000.0,2284.241,323.2715,471.1709,18212.525,353.369,575.5166,305.5386,33.3986
2005-05-09,519.2413,207000000000.0,2315.17,327.4945,471.173,18090.287,351.2521,575.5473,305.0947,33.5991
2005-05-10,518.1327,202000000000.0,2301.616,326.0462,471.4404,18031.922,351.3971,575.8315,304.2531,33.5295
2005-05-11,518.7548,201000000000.0,2265.8953,325.3471,469.6541,17982.76,347.4547,570.9368,302.0737,33.2399
2005-05-12,518.455,196000000000.0,2278.4937,326.7491,466.3847,17940.56,346.686,556.2933,303.4763,33.2071
2005-05-13,511.6208,194000000000.0,2270.3467,326.1875,464.8601,17780.598,347.5932,555.2219,306.2851,32.8316
2005-05-16,515.328,198000000000.0,2242.5059,330.0228,463.532,17925.314,350.7767,547.1406,303.7497,32.8296
2005-05-17,513.4242,199000000000.0,2223.6436,326.9959,464.5046,17976.334,351.1346,553.8481,302.2678,32.096
2005-05-18,517.9378,203000000000.0,2206.961,325.9245,461.9955,18370.855,353.0046,564.9113,301.6302,32.1098
2005-05-19,517.0938,203000000000.0,2237.9678,327.7489,464.0524,18582.893,360.8611,564.8407,306.4628,32.5134
2005-05-20,522.3085,201000000000.0,2249.4783,328.8465,460.9922,18705.76,361.0219,564.7955,305.258,32.6818
2005-05-23,525.8524,199000000000.0,2244.673,331.6615,460.9922,18855.273,360.3545,565.6318,301.0867,32.4146
2005-05-24,524.0933,201000000000.0,2244.673,332.8954,462.1105,18878.955,359.8985,588.319,303.0812,32.48
2005-05-25,525.8842,201000000000.0,2253.2964,334.3816,454.5669,18917.352,354.931,585.8111,302.4082,32.0998
2005-05-26,532.7538,201000000000.0,2270.5159,338.3783,452.2107,19128.723,355.2346,586.5523,305.0099,32.0176
2005-05-27,534.8833,205000000000.0,2286.4807,339.694,453.4787,19120.803,361.1271,586.4244,308.0472,32.6237
2005-05-30,538.3942,206000000000.0,2293.8965,337.9412,453.5832,19141.086,363.3611,581.4442,309.0081,32.9395
2005-05-31,527.3156,204000000000.0,2338.4277,340.108,449.873,18866.91,362.6693,587.104,308.4466,33.0303
2005-06-01,526.6906,210000000000.0,2343.083,341.4685,449.8027,19100.453,362.9778,578.802,305.0062,32.8002
2005-06-02,531.0647,215000000000.0,2373.487,337.7869,450.0363,19314.617,363.9871,582.5985,308.4687,32.6495
2005-06-03,535.1302,214000000000.0,2371.4924,342.8371,452.3746,19145.586,365.6682,582.6672,312.0705,32.7449
2005-06-06,542.051,211000000000.0,2383.2935,342.2668,455.3038,19158.42,365.6682,582.2978,312.912,33.2067
2005-06-07,539.0429,207000000000.0,2369.2412,344.4836,458.1265,19058.21,362.7013,579.5478,311.3745,33.2661
2005-06-08,537.1878,206000000000.0,2364.974,348.6277,459.9177,19045.34,363.8642,578.2943,314.4954,33.6437
2005-06-09,533.649,205000000000.0,2366.1736,346.8165,459.5888,19244.615,367.6576,578.602,313.4184,33.3822
2005-06-10,535.6354,207000000000.0,2366.5833,344.8361,464.8962,19232.074,370.3307,583.151,316.1427,33.6025
2005-06-13,543.7422,207000000000.0,2385.257,347.1529,466.7395,19349.262,371.2577,584.5386,319.7293,33.5482
2005-06-14,543.2818,211000000000.0,2403.8997,348.3944,465.7504,19484.639,369.1224,592.1148,318.2638,33.2562
2005-06-15,545.1916,211000000000.0,2441.2766,350.2219,470.3523,19688.283,375.2281,588.8438,320.7657,33.3505
2005-06-16,545.1916,213000000000.0,2460.317,350.4408,468.8054,19747.055,374.6584,584.8848,322.7093,33.4417
