,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
1993-09-14,22.89,236.75,16.96,56.65,345.2,82.84,82.65,2.157,626.75,9.4,4.005,196.5,305.0,48.16
1993-09-15,22.99,238.75,16.86,56.93,347.9,82.45,82.1,2.123,631.5,9.75,4.008,197.2,309.0,48.07
1993-09-16,23.19,238.5,16.83,57.0,353.0,81.05,81.5,2.085,629.5,9.65,4.097,195.4,309.75,48.22
1993-09-17,23.58,243.75,17.07,57.5,351.1,78.64,82.85,2.165,636.0,9.98,4.073,196.2,312.0,48.88
1993-09-20,23.57,244.25,17.93,56.9,353.8,77.05,81.45,2.297,639.75,9.79,4.122,198.1,310.25,50.27
1993-09-21,23.31,242.75,17.98,58.63,363.2,78.6,77.1,2.303,632.25,9.66,4.215,196.4,311.75,50.12
1993-09-22,23.53,246.0,17.59,58.68,354.1,78.04,78.55,2.268,638.25,9.73,4.068,197.2,310.25,48.83
1993-09-23,24.42,248.75,17.63,59.08,358.1,77.54,81.65,2.267,649.25,9.74,4.185,198.6,311.5,48.7
1993-09-24,24.23,248.75,17.57,59.66,357.5,78.7,81.1,2.257,647.5,9.73,4.143,197.7,316.0,48.49
1993-09-27,24.18,246.25,17.73,59.92,355.7,78.29,77.5,2.264,639.25,10.16,4.07,195.8,313.75,49.39
1993-09-28,24.14,243.25,17.96,58.91,357.3,76.3,77.4,2.302,631.5,10.29,4.1,192.2,315.0,49.75
1993-09-29,23.71,240.75,18.67,58.31,354.7,76.15,75.65,2.318,627.25,10.29,4.035,192.1,317.5,51.22
1993-09-30,23.69,244.75,18.79,58.7,357.1,74.9,74.5,2.291,629.75,10.45,4.082,193.4,318.75,51.62
1993-10-01,23.05,242.75,18.63,57.6,356.9,75.4,73.5,2.277,618.0,10.83,4.062,191.0,316.25,51.6
1993-10-04,22.67,237.0,18.42,58.24,354.6,75.05,73.35,2.197,605.5,10.84,4.075,187.2,312.75,50.91
1993-10-05,22.71,236.5,18.39,58.54,354.8,75.9,71.9,2.178,606.0,10.71,4.085,187.5,314.25,50.84
1993-10-06,22.64,238.25,18.42,58.8,358.2,75.09,72.05,2.173,606.5,10.87,4.287,188.4,317.25,50.77
1993-10-07,22.61,241.5,18.49,58.68,358.5,75.19,72.05,2.122,610.5,10.6,4.383,189.5,322.5,51.2
1993-10-08,22.47,241.75,18.55,59.85,361.5,75.59,74.1,2.141,608.75,10.73,4.36,189.7,322.0,51.65
1993-10-11,22.46,244.5,18.77,60.2,361.7,76.74,75.05,2.185,614.75,10.55,4.33,192.1,322.0,52.57
1993-10-12,22.69,244.25,18.71,59.56,369.2,75.19,72.45,2.151,614.75,10.79,4.44,190.6,326.75,52.63
1993-10-13,22.47,249.25,18.64,58.27,367.6,76.89,73.05,2.205,612.5,10.62,4.433,191.2,325.0,52.58
1993-10-14,22.61,249.0,18.5,57.87,366.6,75.4,74.7,2.167,615.5,10.54,4.348,192.0,324.25,52.92
1993-10-15,22.52,248.75,18.27,58.06,366.2,75.3,75.1,2.172,614.5,10.63,4.355,192.2,324.75,52.65
1993-10-18,22.87,253.0,18.25,57.4,369.6,73.84,78.15,2.131,617.5,10.24,4.425,192.4,328.0,51.3
1993-10-19,22.94,254.0,18.26,57.17,370.3,73.15,76.3,2.293,614.75,10.33,4.43,190.7,330.25,51.03
1993-10-20,22.94,252.5,18.42,57.13,373.8,73.15,75.6,2.26,614.5,10.33,4.543,190.5,333.25,51.2
1993-10-21,23.15,255.75,18.35,57.74,372.8,73.04,77.5,2.276,623.5,10.31,4.53,193.4,339.25,50.63
1993-10-22,23.03,253.5,18.07,57.55,371.3,72.94,77.15,2.31,621.5,10.53,4.455,193.1,335.5,49.59
1993-10-25,23.1,256.5,17.51,57.23,370.5,73.1,74.25,2.313,623.25,10.46,4.417,193.9,336.25,48.38
1993-10-26,23.1,256.0,17.54,57.36,370.3,72.6,74.7,2.305,628.625,10.47,4.395,192.6,331.0,48.64
