"","TS","CS"
"1994-05-10",0.000501714417432257,-0.000651345409260932
"1994-05-11",0.000929419734185543,0.00269507898722842
"1994-05-12",-0.00115112354944716,-0.000517231112747779
"1994-05-13",-0.0031216489610007,-0.0028700300962123
"1994-05-16",-0.00391573175524422,-0.000471759994188324
"1994-05-17",0.00123180064089662,0.000539686820393504
"1994-05-18",-0.00142517095199896,0.0019753886136613
"1994-05-19",-0.00283801035920219,-0.00338179121915486
"1994-05-20",-0.000427757683985705,0.00117842564102638
"1994-05-23",-0.00129189608630569,0.00141636008740371
"1994-05-24",0.00145800783513348,-0.00298727704586007
"1994-05-25",0.00167823555737464,-0.00105084005436644
"1994-05-26",0.00219073429621024,0.00156403773801092
"1994-05-27",-0.00151386252065615,-0.000823726995616384
"1994-05-30",0,0
"1994-05-31",-0.00157502651069003,0.000909775882741881
"1994-06-01",0.00186370302791896,0.00229614315380016
"1994-06-02",-0.00227753530099762,-0.0023954754350182
"1994-06-03",0.000340850931640578,-0.00134451240690266
"1994-06-06",0.000999607009751889,-0.00136288595272496
"1994-06-07",-0.00122781762573212,-0.00151229507204857
"1994-06-08",-0.000686449685938486,0.000170726950831626
"1994-06-09",0.000230752188284988,0.00066814495743807
"1994-06-10",-0.000584183421749847,-0.000127754256587441
"1994-06-13",-0.00244396207215029,-0.00186170141194175
"1994-06-14",0.000351262537706322,0.000348262520817217
"1994-06-15",-0.00132748207516774,0.000624596800389251
"1994-06-16",0.000603371476685524,0.000158825217465727
"1994-06-17",-0.000603781482369416,0.00149332983731261
"1994-06-20",0.00103246729464867,-0.00162758920749626
"1994-06-21",0.000406580759257682,0.000771603521915446
"1994-06-22",-0.00103592593166913,-0.0014893959089357
"1994-06-23",0.000906295959314942,0.0012310930909925
"1994-06-24",2.88644667078821e-05,-0.000107081620977752
"1994-06-27",-0.00460126072146171,-0.00518303507593976
"1994-06-28",0.000416276087344438,0.00157087032247691
"1994-06-29",0.000320690738437957,-0.00188340882150448
"1994-06-30",-0.00117007286611211,-0.000333131677028331
"1994-07-01",-0.00107416512067414,-0.0010098438393789
"1994-07-04",0,0
"1994-07-05",0.000466162242624458,-0.00158761046361636
"1994-07-06",-0.000234913067771474,-0.000654496078928896
"1994-07-07",0.000442576428208323,0.000649161184476797
"1994-07-08",0.00190055973770939,0.00110813655116177
"1994-07-11",-0.00221727085225185,-0.001798399373701
"1994-07-12",-0.00092842094813479,-0.000581207815305861
"1994-07-13",-8.75923700119217e-05,-9.58068775271169e-05
"1994-07-14",-0.000942085568537298,-0.000803288470738662
"1994-07-15",0.00145433757546506,0.000841590036492867
"1994-07-18",-0.000216557485709527,-0.000517139423948759
"1994-07-19",-0.00216574950279363,-0.00142929433124164
"1994-07-20",-0.000899229161357447,-0.000111695325147559
"1994-07-21",-0.00118892655339895,-0.000170818396428724
"1994-07-22",0.000425139399769534,0.000786023705007279
"1994-07-25",0.00135489776346597,0.00101036967053101
"1994-07-26",0.00167988522970117,0.00103179240536074
"1994-07-27",-0.000737559992854756,-0.000164098982824831
"1994-07-28",0.000243506631593208,0.000440819215634836
"1994-07-29",-0.000344078093108,4.32850888076532e-05
"1994-08-01",-7.76979749997761e-05,0.000468519920469364
"1994-08-02",2.55998817018389e-05,-0.000402213686743467
"1994-08-03",0.00103173773473555,0.00130451617879334
"1994-08-04",-0.000226569503151147,-0.000711671295021516
"1994-08-05",0.00142728384431946,0.00102194618247257
"1994-08-08",0.00154540649685575,0.00133186125772849
"1994-08-09",-0.00100015056071631,-0.000525284422310073
"1994-08-10",-0.000265115030592689,-0.000882122648286838
"1994-08-11",0.00106399163082379,-0.000706308087476953
"1994-08-12",0.0025114295809476,0.000770447490699864
"1994-08-15",-0.000406930680802806,-0.000268579625547325
"1994-08-16",0.000350736718608064,-0.000484557861706162
"1994-08-17",0.000632160621452459,0.00057070202691593
"1994-08-18",0.0013204091605856,0.000787038061383603
"1994-08-19",0.00162628537323103,0.00143540654169459
"1994-08-22",6.04404495619541e-05,-0.000455643908805026
"1994-08-23",0.000367475042894131,0.000537453972541524
"1994-08-24",0.000821848063030887,0.000324898906646261
"1994-08-25",-0.000119760208741186,0.000184654205279611
"1994-08-26",-0.00174239718782244,-0.0021211801864176
"1994-08-29",-0.00159593924206252,-0.00127763496407789
"1994-08-30",0.00082273461537959,5.44235577940087e-05
"1994-08-31",0.000840411326256357,0.00067165356635547
"1994-09-01",0.000300023166644575,0.000288101245347126
"1994-09-02",0.000777388151329072,0.000183747331174835
"1994-09-05",0,0
"1994-09-06",0.000334656847757078,0.000735150280356565
"1994-09-07",0.000831342205271119,-0.000352211337274099
"1994-09-08",-0.00138094535485891,-0.00154989071176176
"1994-09-09",0.000101799897779568,-0.000127528043877073
"1994-09-12",0.000427647386160493,2.61432363565586e-05
"1994-09-13",0.000491717316819077,-0.000702082638219979
"1994-09-14",-4.78811639648857e-05,-0.000290336411708284
"1994-09-15",-0.00167239580020327,-0.000557035024932165
"1994-09-16",-0.00169447590424236,-0.000532872647104865
"1994-09-19",-0.000226525497353137,0.000411582671282647
"1994-09-20",-0.000727916747163227,-0.00149576912624149
"1994-09-21",0.000319250971678899,0.000354072898350305
"1994-09-22",9.43498259365578e-05,2.2458266498012e-05
"1994-09-23",0.000568372162052099,0.00023159941205785
"1994-09-26",0.00201874418722039,0.00135564917555107
"1994-09-27",-0.00155518672909485,-0.000427362743727093
"1994-09-28",-0.000226985579262518,6.27437548135015e-05
"1994-09-29",-0.000213510962771901,-0.000108845184519346
"1994-09-30",0.00119468508177718,0.000616535161922895
