"","TS","CS"
"1995-03-09",0.000470198477378637,-0.000929930730498893
"1995-03-10",0.00243797419523094,0.000516140180304585
"1995-03-13",9.10097954212197e-05,-0.000523168580425571
"1995-03-14",0.00408961462579447,0.00224664450094984
"1995-03-15",-8.62340954045429e-05,-8.14833394598638e-05
"1995-03-16",0.00331253863372708,0.00203205446252375
"1995-03-17",-0.00141664242674639,0.000122584276026495
"1995-03-20",0.000237666942054644,0.00117067720378752
"1995-03-21",0.000403815116533649,0.00119552535647782
"1995-03-22",-0.00162617744465332,-0.00157415990549062
"1995-03-23",0.000510576908731104,0.000761270722242183
"1995-03-24",0.00191490540329464,-0.000795102807729954
"1995-03-27",0.000166542687847958,-0.00246668719912054
"1995-03-28",-0.00110087837760408,0.00117385167882865
"1995-03-29",-0.000467627306862495,-0.00146977722587573
"1995-03-30",0.000763299401262183,0.0025458298631122
"1995-03-31",-0.00145545801112563,-0.00172827813379064
"1995-04-03",0.0032328015062519,0.000968976213919658
"1995-04-04",0.00138448836963993,0.000142440401335281
"1995-04-05",0.000670689082360374,0.00084035974232693
"1995-04-06",-0.000589794717286861,-0.00176588894945385
"1995-04-07",-0.00029911677796825,0.000427634328992968
"1995-04-10",-0.00147588030641279,-0.00128768356800541
"1995-04-11",-0.000472023583250274,-0.000535564086247602
"1995-04-12",0.00179259155671475,0.00122151020870362
"1995-04-13",0.00229392019265571,-7.6389492565499e-05
"1995-04-14",0,0
"1995-04-17",7.55203201136701e-05,-0.000193861908294699
"1995-04-18",0.000688665721775198,0.000124624466467945
"1995-04-19",-0.00316100494244493,-0.00164941958033722
"1995-04-20",0.00106609848776905,0.000193095857812531
"1995-04-21",0.000926192455407474,0.000320570310168872
"1995-04-24",0.000835282883320195,-0.000174870966316105
"1995-04-25",-0.00106066397816191,-0.000539865906418242
"1995-04-26",0.0015709669562673,0.000744154174699411
"1995-04-27",-0.000818741171392205,0.00014886512047493
"1995-04-28",-0.000544246960618599,-2.98905702718412e-05
"1995-05-01",-4.65663822535739e-05,0.000424855545117965
"1995-05-02",2.6744355233452e-05,-0.00124620982918878
"1995-05-03",0.00256632158481461,-0.000651807970717977
"1995-05-04",0.00257555557226754,-0.000946665962062221
"1995-05-05",0.00173969724536514,-0.00293304545818653
"1995-05-08",0.000969030573453488,0.00121721627014507
"1995-05-09",0.00166214735559706,-0.00113213339062726
"1995-05-10",0.000912653777998606,0.00111915962289953
"1995-05-11",-0.00179408312461068,-0.000160492351580473
"1995-05-12",-0.000224448539372676,9.18946214496791e-05
"1995-05-15",-0.00026076503484621,-0.00172194146355032
"1995-05-16",0.00321500952665518,0.000887030632693366
"1995-05-17",-0.000347684521519326,-0.000294261663698291
"1995-05-18",0.000159797480301214,0.00103493725762957
"1995-05-19",-0.000598226064610603,-0.000371256959850287
"1995-05-22",0.000976954871610189,0.00139034552813123
"1995-05-23",0.00090708546427261,-0.000895877473029916
"1995-05-24",0.00419647676451419,-0.000778231561342586
"1995-05-25",-6.75522698950002e-05,-0.000635855104802848
"1995-05-26",-0.000644122926168165,0.000166387373235449
"1995-05-29",0.000545516964944408,0.000554341364901338
"1995-05-30",0.00182506019248882,-0.000982691860912838
"1995-05-31",-0.000866151396070345,-0.00111837905021249
"1995-06-01",0.00246508503998827,-0.00104118267544426
"1995-06-02",0.00421579148548591,0.000409032132938853
"1995-06-05",0.000392809307011315,-0.000479177161198881
"1995-06-06",0.000982074893108594,0.00123728735099587
"1995-06-07",-0.00306155759513234,0.00018530055065981
"1995-06-08",-0.00247560318945708,-0.00132403086477923
"1995-06-09",-0.00724669505318265,-0.00206884140115206
"1995-06-12",-0.00143136816488756,-0.000867314978013123
"1995-06-13",0.0043718110045537,-0.000392985786642375
"1995-06-14",-0.00111301079417179,-0.00112467744566222
"1995-06-15",-0.000896847527568193,0.000288278005291699
"1995-06-16",-0.00156889803463014,-0.00097866860873177
"1995-06-19",0.00244428190707993,0.0014500560368306
"1995-06-20",1.9971008906401e-05,0.000477429298451496
"1995-06-21",-0.000296103608952168,-0.0012065662413865
"1995-06-22",0.00302171962825718,0.000124505414177853
"1995-06-23",-0.00346366133419685,-0.00316040051833624
"1995-06-26",-0.00306148672420938,-0.00203102435982034
"1995-06-27",0.000125024785762756,0.00127596368139948
"1995-06-28",-0.000116568653503717,-0.00152237095278829
"1995-06-29",-0.00236910868896353,0.00118221692487611
"1995-06-30",-0.000236298588437552,-0.0011850536469206
"1995-07-03",0.000404664076159587,0.000494363294231358
"1995-07-04",0.000621957651974996,-0.000237777497415784
"1995-07-05",0.00180764075469696,0.00114491299154646
"1995-07-06",0.00034082933639553,-0.00286111917445745
"1995-07-07",0.00352806542876295,0.00224992832745578
"1995-07-10",0.00108227148692185,0.00132178630631012
"1995-07-11",-0.000888070505176893,-0.000409245783243693
"1995-07-12",0.000371129716592981,0.000292846506501194
"1995-07-13",-0.00119571897779164,-0.000724100641068482
"1995-07-14",-0.00136322487755766,0.00022586454673769
"1995-07-17",-0.000458620378283303,0.000281138312081243
"1995-07-18",-0.00108793318422478,-0.000464600268004004
"1995-07-19",-0.00260509379758473,-0.00173611871657312
"1995-07-20",-1.02991618085488e-05,0.000940811047139398
"1995-07-21",-0.000533450809922727,0.00163496462669298
"1995-07-24",0.0013946428900905,-4.67293594735377e-05
"1995-07-25",0.000608028752754645,0.00058273878140925
"1995-07-26",0.000590435122739376,-0.00142524022014259
"1995-07-27",-5.84030842210096e-05,-0.00239321812026869
"1995-07-28",-0.00111560040714292,0.000553694356492166
