"","TS","CS"
"1991-01-01",6.35248664710098e-08,9.07291269464792e-08
"1991-01-02",0.000272426105860984,0.00042243813664318
"1991-01-03",-0.00170920989249077,-0.00227985764274316
"1991-01-04",-0.00243609245249241,-0.00215631609370392
"1991-01-07",0.00101562827807424,0.000634912459071699
"1991-01-08",0.00127172905628162,0.000993123051244682
"1991-01-09",-0.00282079674015437,-0.00245216037982108
"1991-01-10",0.00224687226960775,0.00177565561878933
"1991-01-11",0.000546217213040273,0.000472864168284241
"1991-01-14",0.00112268811657917,0.000856859242664842
"1991-01-15",4.71416870860135e-05,0.000622030924151514
"1991-01-16",0.00115833505338696,0.000548754080506318
"1991-01-17",-0.00335201251550582,-0.00283781485236014
"1991-01-18",0.00200116708649892,0.00222162671191601
"1991-01-21",0.00166145723142931,0.00108198420086388
"1991-01-22",-0.000423090978479904,-0.000380286765990284
"1991-01-23",0.000335715006831584,0.000827700461370729
"1991-01-24",-0.00107506467065499,-0.000427843195551468
"1991-01-25",0.000285962387007485,-0.000242768967840936
"1991-01-28",-0.000946199267201559,-0.00093576267405905
"1991-01-29",0.000412754129585553,0.000233346490952456
"1991-01-30",-0.00031678561581693,0.000170066594616906
"1991-01-31",5.49822580569561e-05,-0.000563371684140224
"1991-02-01",-0.00077380214337054,-0.000445106036809151
"1991-02-04",0.00190873432009198,0.000726945728072555
"1991-02-05",0.00263901206151802,0.000297543472768538
"1991-02-06",0.0021150197891067,0.00149346339412765
"1991-02-07",-0.00211316682934706,-0.00127900637339063
"1991-02-08",-0.000288704923899292,-0.000238552663372457
"1991-02-11",0.00253420343108282,0.00126320797988314
"1991-02-12",-0.000252460451219537,-0.000343525774903135
"1991-02-13",0.000400226441555629,-0.000561574562985809
"1991-02-14",-0.00230360476896724,-0.00262598001157402
"1991-02-15",0.000743544759843211,0.000418684476599883
"1991-02-18",0.00136081146816871,-0.00229673553557963
"1991-02-19",6.95789219119619e-06,-0.000604674697420676
"1991-02-20",-0.000468275828157249,-0.000936158878489025
"1991-02-21",-0.0014713320814671,-0.000462073162278255
"1991-02-22",0.000442961884865526,-0.000124797973055037
"1991-02-25",-0.000416693704008781,-0.00132053448278272
"1991-02-26",0.000590093455192742,0.000284049674330278
"1991-02-27",-0.000378638812226857,-0.000130143575803406
"1991-02-28",0.000500828846697995,-0.000658482997667113
"1991-03-01",0.00126888414536966,0.00163219929269042
"1991-03-04",0.00130642604994279,-0.00148375595811396
"1991-03-05",0.00127527989792222,-0.000570523818188913
"1991-03-06",-0.000185440555105138,-0.00071453851892892
"1991-03-07",0.000718168708320486,9.82298244085607e-05
"1991-03-08",-0.000736128752260723,-0.00120423516195379
"1991-03-11",-0.000789845159701167,0.00150691137739958
"1991-03-12",-0.00098524517733675,0.000354888746896073
"1991-03-13",0.000695010262169181,0.00253765093225201
"1991-03-14",-0.00188151166350864,-0.00217766692867541
"1991-03-15",0.00079088790327434,0.000227469842366429
"1991-03-18",-0.000518825780053523,0.00120895344946715
"1991-03-19",7.38497660078404e-05,-0.00035557809659746
"1991-03-20",-0.000320608698380783,0.000784148742728217
"1991-03-21",-0.00116507964610154,-0.00152766751707378
"1991-03-22",0.00143229473567135,7.58358552054999e-05
"1991-03-25",0.000848347004394804,0.00012983633453581
"1991-03-26",0.00088291281709592,0.002136131305222
"1991-03-27",-0.000173474813176833,-0.0013308718977451
"1991-03-28",0.000745930208820604,-0.000190515680704106
"1991-03-29",-5.81414347712399e-05,-5.12548703180563e-05
"1991-04-01",-0.000750512402550173,7.55658592132527e-06
"1991-04-02",0.00180867490008484,-9.10078704637146e-05
"1991-04-03",0.00141966002306795,-0.000998758094627061
"1991-04-04",-0.000202018336073573,-0.000339853685657821
"1991-04-05",-0.000723765018256339,-0.00170000070790899
"1991-04-08",-0.000207001789790939,0.000800913812230534
"1991-04-09",-0.000804509711004836,0.000326469997900367
"1991-04-10",-0.000886904613809023,5.39126581612203e-05
"1991-04-11",-0.000244026085662137,0.00115898872135839
"1991-04-12",0.0013571390830855,-0.000453453934387114
"1991-04-15",0.000164977384464309,-0.000240757992966659
"1991-04-16",0.0012478932548807,0.0024726173759067
"1991-04-17",0.00043638075715422,-3.14756501202584e-05
"1991-04-18",8.28555772041756e-05,0.00056385230187929
"1991-04-19",-0.00173520254016374,-0.000544040915259205
"1991-04-22",-0.00191203621751504,0.000510876050618051
"1991-04-23",0.000385449450345675,-0.000354361087169579
"1991-04-24",0.001555441437476,0.00142493892135636
"1991-04-25",0.000574684073586882,3.03265413202274e-06
"1991-04-26",0.00032298253658664,0.00126430557142543
"1991-04-29",-0.000922673513094106,-0.00085871503587643
"1991-04-30",-0.00117528772315003,-0.000389121926606837
"1991-05-01",0.000160740496798878,-0.00164651139845499
"1991-05-02",0.00200973777388813,0.000775709646770243
"1991-05-03",3.56050831375183e-06,0.00145724236976906
"1991-05-06",-0.000995333366320869,0.00106496549511022
"1991-05-07",-2.06700686499014e-05,-0.000274823773146917
"1991-05-08",-6.10387098223674e-05,0.00113241539928279
"1991-05-09",0.000620461831834208,-0.000621362823671951
"1991-05-10",0.000124859746297704,0.00131949051954288
"1991-05-13",0.000528668116939836,-0.000431499270275723
"1991-05-14",-0.000908073668960651,-0.00108739577776007
"1991-05-15",-0.00106781158512438,0.000444436509462416
"1991-05-16",0.00160394227168398,0.00312945208662053
"1991-05-17",0.00112365616697066,-0.000111423909011358
"1991-05-20",0.000795736640012593,-0.00110557296667856
"1991-05-21",0.00110014734070671,-0.00149129302397583
"1991-05-22",0.00099049790597371,0.0021078756034799
